N	2gram	Bakhtin_Pr_3	VrazhdaK
201	говорить о	3	1
202	ты как	2	1
203	событий и	1	1
204	всего романа	2	1
205	и был	1	1
206	него он	2	1
207	меня в	2	1
208	собой в	1	1
209	как ему	1	1
210	а еще	1	1
211	на них	5	1
212	в преступлении	2	1
213	служит для	1	1
214	мне все	3	1
215	по своему	3	1
216	в петербурге	1	1
217	совсем не	3	1
218	но не	4	1
219	в сторону	2	1
220	всего он	1	1
221	не все	1	1
222	вам это	2	1
223	тут же	1	1
224	не хотел	1	1
225	я только	1	1
226	что они	6	1
227	руку и	1	1
228	из которого	1	1
229	независимо от	1	1
230	как в	4	1
231	с этим	2	1
232	достоевского этот	1	1
233	для всех	1	1
234	почувствовал что	1	1
235	некоторое время	1	1
236	по которому	2	1
237	как к	4	1
238	как нам	1	1
239	героев достоевского	4	1
240	и наконец	5	1
241	не являются	1	1
242	верховенского с	1	1
243	знаю что	2	1
244	себе не	1	1
245	них он	2	1
246	и отчасти	1	1
247	то в	2	1
248	нему с	1	1
249	поэтому он	3	1
250	в самом	8	1
251	письма достоевского	1	1
252	что это	5	1
253	в целом	5	1
254	за это	1	1
255	что же	8	1
256	романа это	1	1
257	тому же	2	1
258	во многих	1	1
259	это такая	1	1
260	но ведь	1	1
261	как он	3	1
262	в записках	3	1
263	вас и	2	1
264	не могла	1	1
265	да и	4	1
266	одному из	1	1
267	высшей степени	3	1
268	теперь это	1	1
269	всех этих	2	1
270	тут вдруг	1	1
271	же это	1	1
272	и тотчас	2	1
273	ведь не	1	1
274	этот процесс	1	1
275	свои собственные	2	1
276	в плане	6	1
277	из него	1	1
278	и этот	2	1
279	всего то	1	1
280	выражение его	1	1
281	однако в	2	1
282	одно и	1	1
283	это конечно	1	1
284	совпадают с	1	1
285	конечно в	2	1
286	в глубине	1	1
287	самим собой	6	1
288	это было	3	1
289	как тот	1	1
290	вечере у	1	1
291	было бы	2	1
292	в итоге	1	1
293	был очень	1	1
294	в жизни	2	1
295	не ясно	1	1
296	в высшей	3	1
297	этого не	3	1
298	всю жизнь	2	1
299	его отношения	1	1
300	которой он	2	1
301	он и	5	1
302	достоевского вот	1	1
303	в москве	1	1
304	такой же	3	1
305	одного и	1	1
306	но я	2	1
307	которую он	1	1
308	в этих	1	1
309	время своих	1	1
310	и их	1	1
311	можно найти	1	1
312	всяком случае	5	1
313	человеком и	1	1
314	его отношение	4	1
315	своего рода	2	1
316	сам же	1	1
317	чтоб я	2	1
318	ну если	1	1
319	тем не	2	1
320	по крайней	3	1
321	есть еще	1	1
322	что этот	1	1
323	возвращается к	1	1
324	раз и	3	1
325	всех их	1	1
326	так он	1	1
327	другой не	1	1
328	от нас	1	1
329	правда в	1	1
330	первая часть	1	1
331	в процессе	1	1
332	героев и	1	1
333	из их	1	1
334	только не	1	1
335	не лучше	1	1
336	ничего не	4	1
337	и твердо	1	1
338	и лишь	2	1
339	мыслей и	2	1
340	того в	1	1
341	он хочет	4	1
342	по своей	1	1
343	такая же	2	1
344	ему и	1	1
345	это слово	5	1
346	потому что	12	1
347	до того	1	1
348	этом отношении	1	1
349	к запискам	2	1
350	эту сторону	1	1
351	ли это	2	1
352	подполья но	1	1
353	вот в	1	1
354	среди них	1	1
355	легенда о	1	1
356	в речах	8	1
357	глаза в	1	1
358	все ясно	1	1
359	отличается от	2	1
360	этого и	2	1
361	за что	1	1
362	творчества достоевского	1	1
363	не совсем	1	1
364	с ее	3	1
365	свою очередь	1	1
366	но при	1	1
367	в ее	3	1
368	ставрогин не	1	1
369	роль в	1	1
370	достоевским как	1	1
371	верит в	1	1
372	и сам	5	1
373	стремится быть	2	1
374	был без	1	1
375	так и	6	1
376	на нее	2	1
377	не с	2	1
378	ясно что	1	1
379	было в	2	1
380	еще в	3	1
381	принимая его	1	1
382	но у	1	1
383	жизнь и	2	1
384	всеми силами	1	1
385	и вообще	2	1
386	можно бы	1	1
387	во всяком	5	1
388	приближается к	1	1
389	барыня и	1	1
390	до сих	1	1
391	к нему	14	1
392	во всех	2	1
393	преступлении и	1	1
394	слово его	1	1
395	из своего	4	1
396	во всей	1	1
397	в форме	2	1
398	крайней мере	3	1
399	в другой	2	1
400	тотчас же	4	1
401	все в	1	1
402	достоевского это	2	1
403	неожиданно для	1	1
404	не знаю	2	1
405	человека как	4	1
406	навсегда и	1	1
407	к которому	2	1
408	этом смысле	4	1
409	один из	2	1
410	но с	2	1
411	сразу же	1	1
412	что только	1	1
413	за исключением	1	1
414	и резкое	1	1
415	которым он	6	1
416	во всем	3	1
417	то он	1	1
418	и кончая	1	1
419	он уже	3	1
420	в предшествующей	1	1
421	же он	2	1
422	себя в	1	1
423	сколько в	1	1
424	мы бы	1	1
425	записках из	2	1
426	на свое	1	1
427	о великом	1	1
428	он одновременно	1	1
429	хотя в	1	1
430	в душе	2	1
431	этот раз	1	1
432	вдруг поднял	1	1
433	по первому	1	1
434	говорит о	2	1
435	никто не	1	1
436	в одном	5	1
437	для правильного	1	1
438	своих собственных	1	1
439	друг друга	2	1
440	каждый из	2	1
441	не просто	1	1
442	лишь один	1	1
443	десять лет	1	1
444	в особенности	1	1
445	никого не	1	1
446	связан с	2	1
447	и речи	1	1
448	о своей	2	1
449	с другой	4	1
450	все равно	4	1
451	такое же	1	1
452	и крайняя	1	1
453	прежде всего	15	1
454	выше и	1	1
455	в стиле	3	1
456	у человека	2	1
457	на этот	1	1
458	до конца	3	1
459	в рассказе	1	1
460	так это	1	1
461	и считает	1	1
462	в ту	1	1
463	человек в	2	1
464	одну из	1	1
465	голос и	3	1
466	безо всякой	1	1
467	себя на	1	1
468	нет ничего	1	1
469	него в	1	1
470	два человека	1	1
471	время с	1	1
472	с первого	1	1
473	человека к	1	1
474	да я	1	1
475	из которых	1	1
476	без труда	2	1
477	не знал	2	1
478	что первая	1	1
479	судьбу его	1	1
480	в ответ	1	1
481	того что	5	1
482	я с	1	1
483	еще раз	1	1
484	сих пор	1	1
485	в основном	1	1
486	у вас	2	1
487	об одном	1	1
488	но для	3	1
489	под влиянием	3	1
490	мире а	2	1
491	я очень	1	1
492	более того	2	1
493	глубине души	1	1
494	которых он	2	1
495	и от	5	1
496	но на	4	1
497	котором он	1	1
498	это как	3	1
499	человек и	2	1
500	хотя и	3	1
501	тургенева как	1	1
502	бы в	3	1
503	еще более	2	1
504	у которого	1	1
505	меня под	1	1
506	конце концов	3	1
507	но зато	3	1
508	для достоевского	4	1
509	только что	3	1
510	уже давно	1	1
511	отношении к	7	1
512	о своем	1	1
513	быть и	2	1
514	другой стороны	3	1
515	бы его	4	1
516	из этого	1	1
517	сам в	2	1
518	героя в	5	1
519	жизни и	3	1
520	который не	1	1
521	как на	2	1
522	по прочтении	1	1
