N	2gram	Bakhtin_Fr_8	Sovremen
192	во всех	8	1
193	науке и	1	1
194	живых существ	1	1
195	образом одна	1	1
196	но конечно	1	1
197	как большинство	1	1
198	различия между	1	1
199	тридцати двух	1	1
200	данном случае	2	1
201	совсем не	2	1
202	но не	5	1
203	к этому	2	1
204	точка зрения	2	1
205	вся эта	2	1
206	по отношению	1	1
207	и действительное	1	1
208	во всей	2	1
209	к концу	2	1
210	в ту	4	1
211	чем же	1	1
212	идет о	1	1
213	независимо от	1	1
214	например при	1	1
215	стороны и	1	1
216	к которому	3	1
217	к нему	2	1
218	известном смысле	1	1
219	один из	5	1
220	кроме того	3	1
221	есть такой	1	1
222	сомнению что	1	1
223	одной из	3	1
224	природой и	1	1
225	в действительности	2	1
226	развития все	1	1
227	только в	9	1
228	в этот	1	1
229	роль играет	1	1
230	за собой	1	1
231	почти совершенно	1	1
232	то он	1	1
233	жизни к	1	1
234	та же	1	1
235	части на	1	1
236	до наших	1	1
237	но ведь	1	1
238	в известном	2	1
239	конечно не	4	1
240	да еще	1	1
241	и у	1	1
242	и те	2	1
243	в большинстве	7	1
244	только на	2	1
245	ни одного	2	1
246	в начале	1	1
247	этот процесс	1	1
248	он не	5	1
249	его и	1	1
250	и еще	2	1
251	и их	8	1
252	к одному	1	1
253	вовсе не	6	1
254	как его	1	1
255	много и	1	1
256	какой бы	1	1
257	в основу	1	1
258	это конечно	1	1
259	в очень	1	1
260	науки в	1	1
261	о каком	1	1
262	не из	1	1
263	и только	1	1
264	а затем	1	1
265	в совершенно	4	1
266	в другом	3	1
267	и сделал	1	1
268	одной стороны	2	1
269	и речи	1	1
270	чем в	1	1
271	и т.п	11	1
272	до сих	8	1
273	с другой	2	1
274	как у	1	1
275	дома и	1	1
276	именно в	1	1
277	здесь в	3	1
278	но самый	1	1
279	этом смысле	1	1
280	и прежде	1	1
281	должен был	1	1
282	такое же	1	1
283	воздействуют на	1	1
284	его с	1	1
285	в новое	1	1
286	на ней	1	1
287	только одно	1	1
288	ни в	2	1
289	но затем	1	1
290	нет в	1	1
291	нужно сказать	1	1
292	не было	5	1
293	рядом с	3	1
294	для своего	2	1
295	позиции в	1	1
296	и вся	1	1
297	громадную роль	3	1
298	несмотря на	2	1
299	та самая	1	1
300	как целого	1	1
301	на эту	3	1
302	для их	1	1
303	обратимся к	1	1
304	понятия и	1	1
305	в связи	3	1
306	том что	8	1
307	в эту	2	1
308	все более	1	1
309	но если	1	1
310	том как	1	1
311	и при	2	1
312	же законам	1	1
313	своему существу	1	1
314	далее что	1	1
315	работы в	1	1
316	так же	2	1
317	и особенно	1	1
318	таком споре	1	1
319	что дело	1	1
320	вот пример	1	1
321	то его	1	1
322	xix века	1	1
323	в данном	2	1
324	самая которая	1	1
325	которые в	1	1
326	такую же	1	1
327	быть таким	1	1
328	быть только	1	1
329	на различные	1	1
330	он ставит	1	1
331	на другую	1	1
332	и более	4	1
333	там где	3	1
334	общего и	1	1
335	в своем	3	1
336	дело идет	1	1
337	еще раз	1	1
338	как например	3	1
339	благодаря этому	2	1
340	сих пор	8	1
341	но они	1	1
342	с ним	2	1
343	что эта	1	1
344	ряд в	1	1
345	и тогда	1	1
346	свое время	1	1
347	которых он	2	1
348	не имеет	1	1
349	дело в	2	1
350	полного и	1	1
351	в процессе	5	1
352	это уже	1	1
353	и от	1	1
354	он с	1	1
355	только не	2	1
356	остановимся здесь	1	1
357	никогда не	5	1
358	не стремится	1	1
359	и всегда	1	1
360	этой системы	1	1
361	это совершенно	1	1
362	под углом	1	1
363	это как	1	1
364	на язык	1	1
365	хотя и	2	1
366	только и	1	1
367	в отдельных	1	1
368	действия в	1	1
369	или другой	1	1
370	действительное значение	1	1
371	видим что	2	1
372	углом зрения	1	1
373	все они	6	1
374	и его	12	1
375	к живой	1	1
376	связи с	6	1
377	ничто не	2	1
378	ни было	2	1
379	наконец все	1	1
380	же в	1	1
381	так называемый	1	1
382	наших дней	1	1
383	но это	2	1
384	все элементы	1	1
385	на части	1	1
386	системы совершенно	1	1
387	всеми его	1	1
388	и из	1	1
389	всюду где	1	1
390	и несколько	4	1
391	между ними	2	1
392	не знает	1	1
393	сказать что	3	1
394	не быть	1	1
395	ни о	2	1
396	но этим	1	1
397	в живой	1	1
398	и для	2	1
399	очень часто	1	1
400	он называет	2	1
401	равно как	1	1
402	стадии своего	1	1
403	свой первый	1	1
404	в духе	4	1
405	этот третий	1	1
406	с какою	2	1
407	можно наблюдать	1	1
408	в то	12	1
409	в свое	1	1
410	отметить что	2	1
411	но еще	1	1
412	той или	2	1
413	в своих	4	1
414	и эта	2	1
415	они не	5	1
