N	2gram	Tiupa_Anal_3	Istorich
247	ни у	1	1
248	превратилась в	1	1
249	что уже	1	1
250	место в	1	1
251	я не	1	1
252	зависимости от	1	1
253	мы читаем	1	1
254	то мы	1	1
255	не требует	1	1
256	этого героя	1	1
257	на самом	1	1
258	о смерти	3	1
259	но как	3	1
260	легко может	1	1
261	пройти через	1	1
262	ответ на	3	1
263	не путем	1	1
264	должны были	1	1
265	иметь дело	2	1
266	отношение к	1	1
267	тому времени	1	1
268	отличие от	2	1
269	мифом и	1	1
270	что они	3	1
271	отнюдь не	4	1
272	воздержаться от	1	1
273	в гости	1	1
274	как говорит	3	1
275	и одним	1	1
276	как к	2	1
277	путь в	1	1
278	пределах одной	1	1
279	что касается	3	1
280	не два	1	1
281	а и	4	1
282	как уже	2	1
283	говорит что	1	1
284	оказывается в	1	1
285	напомним что	1	1
286	и к	4	1
287	себе не	1	1
288	но в	2	1
289	в противоположность	2	1
290	и отчасти	1	1
291	сливается с	1	1
292	та же	1	1
293	частности с	1	1
294	в иную	1	1
295	и тот	1	1
296	в себе	2	1
297	во многих	1	1
298	по имени	1	1
299	мирового фольклора	1	1
300	при рассмотрении	1	1
301	что она	2	1
302	при этом	11	1
303	этом он	2	1
304	все другие	1	1
305	видел в	1	1
306	ключ к	3	1
307	они в	1	1
308	всех этих	1	1
309	и еще	1	1
310	состоит в	4	1
311	в силу	1	1
312	и вот	2	1
313	уже говорилось	2	1
314	подобно тому	3	1
315	но дело	1	1
316	вставляет в	1	1
317	борьбы и	1	1
318	в глубине	2	1
319	было бы	3	1
320	на почве	1	1
321	как вдруг	1	1
322	центральное место	1	1
323	чаще всего	1	1
324	в жизни	2	1
325	лубочных картинок	1	1
326	героя или	1	1
327	а за	1	1
328	характерно что	1	1
329	то с	1	1
330	стороны с	1	1
331	и тогда	1	1
332	требует особого	1	1
333	места в	1	1
334	в ходе	1	1
335	и сейчас	1	1
336	право на	1	1
337	с точки	2	1
338	в их	6	1
339	еще нет	1	1
340	этому же	1	1
341	в стиле	1	1
342	в своем	4	1
343	этого текста	4	1
344	на свою	1	1
345	в отличие	2	1
346	от его	2	1
347	в одном	4	1
348	пока еще	3	1
349	доказывает что	2	1
350	на мысль	1	1
351	войти в	1	1
352	в конце	5	1
353	на всю	1	1
354	этим его	1	1
355	случае мы	1	1
356	одновременно в	1	1
357	но они	2	1
358	тем самым	4	1
359	как о	1	1
360	дело не	3	1
361	между мифом	1	1
362	к изучению	1	1
363	не могло	1	1
364	судя по	2	1
365	через него	1	1
366	же время	3	1
367	этих двух	1	1
368	с новой	1	1
369	должны иметь	1	1
370	очень часто	1	1
371	в момент	2	1
372	к себе	1	1
373	истории не	2	1
374	его за	2	1
375	к тому	6	1
376	указывает на	3	1
377	е у	1	1
378	оно не	1	1
379	и о	1	1
380	свою очередь	4	1
381	здесь не	3	1
382	загробный мир	1	1
383	в средневековой	1	1
384	приводит к	4	1
385	не единственный	1	1
386	не за	1	1
387	все того	1	1
388	мог бы	1	1
389	иногда в	1	1
390	связанных с	1	1
391	он сам	1	1
392	для этого	1	1
393	в тех	2	1
394	о ней	1	1
395	сводится к	2	1
396	в состав	1	1
397	характер этого	1	1
398	никак не	1	1
399	одного из	1	1
400	а также	2	1
401	восходит к	3	1
402	в центральной	1	1
403	если с	1	1
404	входил в	1	1
405	состоит не	2	1
406	во втором	4	1
407	во всей	1	1
408	и только	1	1
409	вслед за	1	1
410	наконец в	1	1
411	не тот	1	1
412	как правило	5	1
413	может иметь	1	1
414	что девушка	1	1
415	с предыдущей	1	1
416	в литературе	1	1
417	но с	2	1
418	хотя бы	1	1
419	идет по	1	1
420	тот же	1	1
421	одной из	1	1
422	вступить в	2	1
423	с чудовищем	1	1
424	еще и	3	1
425	сына и	1	1
426	и так	1	1
427	всяком случае	2	1
428	они могут	1	1
429	и ее	2	1
430	со своим	1	1
431	и у	1	1
432	вопроса о	2	1
433	еще одно	1	1
434	что не	3	1
435	или даже	1	1
436	на две	1	1
437	связывается с	1	1
438	одно из	1	1
439	для него	6	1
440	себе в	1	1
441	ведь это	1	1
442	слова в	1	1
443	в современном	1	1
444	это верно	1	1
445	с этими	1	1
446	само по	1	1
447	нет в	1	1
448	герой делает	1	1
449	были бы	3	1
450	что на	1	1
451	и даже	8	1
452	или иной	5	1
453	есть не	2	1
454	не обязательно	1	1
455	эти две	1	1
456	я был	1	1
457	а с	1	1
458	героя о	1	1
459	мира это	1	1
460	в соответствии	2	1
461	только по	1	1
462	не было	3	1
463	отца в	1	1
464	ей не	1	1
465	чем речь	2	1
466	не знает	1	1
467	из наиболее	1	1
468	литература в	1	1
469	приобщение к	1	1
470	к представлениям	1	1
471	совершенно очевидно	2	1
472	стороны в	1	1
473	уже давно	1	1
474	как это	3	1
475	не удается	1	1
476	а при	1	1
477	одну из	2	1
478	власть над	2	1
479	только как	1	1
480	по своему	2	1
481	такого рода	5	1
482	полемизировать с	1	1
483	тому как	2	1
484	далеко за	1	1
485	как будто	1	1
486	есть и	1	1
487	на пути	2	1
488	не видно	2	1
489	естественный для	1	1
490	картинок в	1	1
491	д и	1	1
492	и следует	2	1
493	и от	2	1
494	мира и	2	1
495	а все	1	1
496	обе эти	2	1
497	уже как	1	1
498	от него	1	1
499	в основе	1	1
500	не говорит	1	1
501	бы в	1	1
502	к этой	1	1
503	все они	2	1
504	хотя в	2	1
505	к ее	1	1
506	но если	1	1
507	из этого	1	1
508	в самом	5	1
509	никогда в	2	1
510	в искусстве	2	1
511	и другие	1	1
512	в своих	1	1
513	как на	1	1
514	в таком	1	1
515	во всяком	2	1
516	все что	1	1
