N	2gram	Medvedev_F_3	Tvorches
159	в процессе	15	2
160	и лишь	2	2
161	другой стороны	5	2
162	в роман	4	2
163	целом и	1	2
164	однако это	1	2
165	у нас	3	2
166	могут быть	4	2
167	же не	1	2
168	как по	1	2
169	так в	2	2
170	роль в	4	2
171	только через	1	2
172	действующих лиц	2	2
173	сводится к	5	2
174	познания и	2	2
175	и что	3	2
176	что его	1	2
177	и только	2	2
178	всяком случае	6	2
179	в ту	1	2
180	все время	6	2
181	фабулы и	1	2
182	в литературе	6	2
183	к которому	2	2
184	только в	8	2
185	и ее	6	2
186	себя в	1	2
187	и у	1	2
188	уже в	4	2
189	на ней	1	2
190	или даже	1	2
191	и других	1	2
192	из них	2	2
193	то у	1	2
194	его и	3	2
195	не так	1	2
196	в одном	1	2
197	вовсе не	28	2
198	друг друга	5	2
199	отличие от	2	2
200	с другим	1	2
201	с другой	6	2
202	не было	1	2
203	зависит от	1	2
204	и вообще	1	2
205	в частности	1	2
206	в россии	2	2
207	образ и	1	2
208	только для	1	2
209	и тогда	2	2
210	более того	6	2
211	в основе	3	2
212	ни к	1	2
213	с другими	1	2
214	к самому	2	2
215	но если	2	2
216	героя и	2	2
217	из этого	4	2
218	в искусстве	7	2
219	во всяком	6	2
220	этого романа	2	1
221	ту же	2	1
222	нем нет	1	1
223	можно говорить	4	1
224	художественного произведения	7	1
225	как его	9	1
226	не имел	1	1
227	переход от	1	1
228	и должно	1	1
229	это и	2	1
230	в первом	1	1
231	видеть в	1	1
232	объясняется и	1	1
233	действительности и	6	1
234	в доме	1	1
235	быть действительно	1	1
236	с в	1	1
237	мы уже	3	1
238	той же	3	1
239	в литературу	5	1
240	часть работы	1	1
241	со всех	1	1
242	бы уже	1	1
243	х оно	1	1
244	жизненное событие	1	1
245	не делает	1	1
246	в первый	1	1
247	что уже	2	1
248	на место	1	1
249	из своих	2	1
250	этом не	1	1
251	не была	1	1
252	эстетики и	1	1
253	идеология достоевского	1	1
254	эпохи в	2	1
255	же само	1	1
256	мы и	3	1
257	то это	1	1
258	для литературы	1	1
259	же что	2	1
260	всех сторон	2	1
261	литературы и	3	1
262	он был	4	1
263	между собой	4	1
264	не был	1	1
265	это действительно	1	1
266	с его	2	1
267	во всех	3	1
268	еще одним	1	1
269	а только	1	1
270	словами что	1	1
271	менее всего	4	1
272	нужно быть	1	1
273	и неопределенно	1	1
274	в жизни	11	1
275	или иное	2	1
276	значение имеет	1	1
277	чем же	2	1
278	с этим	1	1
279	положение нуждается	1	1
280	и нет	1	1
281	и как	4	1
282	не являются	2	1
283	внедряется в	1	1
284	в идеологической	1	1
285	что это	3	1
286	из этих	2	1
287	с их	1	1
288	и до	1	1
289	на то	1	1
290	обнаруживает в	1	1
291	какую бы	1	1
292	это утверждение	2	1
293	это связано	1	1
294	главным образом	2	1
295	уже тогда	1	1
296	сказать в	1	1
297	о принципиальной	1	1
298	эта система	1	1
299	высшей степени	2	1
300	и эти	1	1
301	в первую	1	1
302	не значит	2	1
303	к одному	1	1
304	этого вопроса	1	1
305	не к	1	1
306	переходит от	1	1
307	такого человека	1	1
308	на жизнь	2	1
309	спрашивается что	1	1
310	можно было	1	1
311	в каждом	5	1
312	в работе	1	1
313	значение в	1	1
314	а его	1	1
315	входит в	8	1
316	того или	1	1
317	понять его	1	1
318	было бы	6	1
319	философская идея	1	1
320	должен был	1	1
321	по себе	4	1
322	живописи не	1	1
323	в ином	1	1
324	это слияние	1	1
325	ни в	8	1
326	для них	7	1
327	из нее	2	1
328	в них	3	1
329	нет в	1	1
330	не понимают	2	1
331	за пределами	1	1
332	мы видели	4	1
333	мы знаем	4	1
334	в развитии	1	1
335	произведение с	2	1
336	должно быть	1	1
337	для своих	1	1
338	вошел в	2	1
339	в эту	2	1
340	построения романа	2	1
341	в этих	3	1
342	жизнь не	4	1
343	построение и	1	1
344	таким же	2	1
345	моменты которые	1	1
346	одной области	1	1
347	художником а	2	1
348	развития что	1	1
349	знаем что	2	1
350	направлен на	1	1
351	и о	1	1
352	должны были	1	1
353	является только	1	1
354	быту когда	1	1
355	но он	1	1
356	в философии	2	1
357	и более	3	1
358	произведения в	6	1
359	однако в	2	1
360	важно лишь	1	1
361	с так	1	1
362	ощущения в	1	1
363	даже в	2	1
364	сам он	2	1
365	тому что	3	1
366	и обратное	1	1
367	автора и	1	1
368	по мере	1	1
369	виду что	2	1
370	влияние его	1	1
371	нечто вроде	1	1
372	дня и	1	1
373	в идеологическом	5	1
374	для меня	1	1
375	она не	4	1
376	на земле	2	1
377	социально-исторических условий	1	1
378	меня не	1	1
379	герою в	1	1
380	дело в	2	1
381	литературу как	2	1
382	на себе	1	1
383	но только	1	1
384	этот тип	1	1
385	действительности но	1	1
386	это сделать	1	1
387	эти связи	1	1
388	она должна	2	1
389	воспринимается нами	1	1
390	и является	4	1
391	действительности художественное	1	1
392	что сегодня	2	1
393	же он	2	1
394	в сознании	1	1
395	наличных и	1	1
396	происходит то	1	1
397	именно потому	2	1
398	в подобном	1	1
399	в области	2	1
400	ей как	1	1
401	ему не	1	1
402	и со	2	1
403	всегда нечто	1	1
404	с определенным	1	1
405	представляется нам	1	1
406	идею и	1	1
407	в момент	1	1
408	стороны и	2	1
409	не могут	10	1
410	во все	1	1
411	лежит в	1	1
412	числе и	1	1
413	на читателя	1	1
414	к тому	4	1
415	той или	1	1
416	не противоречит	1	1
417	если же	5	1
418	форма более	1	1
419	должен быть	2	1
420	своего развития	1	1
421	как мы	8	1
422	и художественное	2	1
423	здесь необходимо	2	1
424	но при	2	1
425	на основе	1	1
426	в в	1	1
427	то или	2	1
428	только то	3	1
429	в себя	1	1
430	на той	1	1
431	с самого	1	1
432	в пределах	8	1
433	этот роман	1	1
434	не с	1	1
435	ясно что	3	1
436	еще в	3	1
437	том как	2	1
438	в которые	1	1
439	жизнь и	3	1
440	является в	2	1
441	с литературным	1	1
442	поэтому в	2	1
443	быту и	1	1
444	но отнюдь	1	1
445	в построении	1	1
446	в виду	3	1
447	говорят что	1	1
448	о нем	3	1
449	произведения как	6	1
450	и здесь	1	1
451	это происходит	1	1
452	в поэзии	3	1
453	столь же	3	1
454	это объясняется	1	1
455	сцен и	1	1
456	одного из	1	1
457	с одной	1	1
458	лишь в	9	1
459	от него	2	1
460	важно не	2	1
461	сюжета как	2	1
462	а потому	1	1
463	то мы	3	1
464	сама фабула	1	1
465	не сводится	1	1
466	от этих	2	1
467	романа в	3	1
468	в середине	1	1
469	в художественной	2	1
470	нем и	2	1
471	как она	1	1
472	от всех	4	1
473	условия для	1	1
474	и мир	2	1
475	в жизнь	1	1
476	в современной	1	1
477	в формах	2	1
478	образом как	1	1
479	художественного изображения	1	1
480	нуждается в	3	1
481	то в	2	1
482	трагедии и	1	1
483	может оказаться	1	1
484	то он	3	1
485	говорить лишь	1	1
486	который в	1	1
487	приходит в	1	1
488	души и	3	1
489	без этого	1	1
490	от одной	1	1
491	связи с	5	1
492	это сам	1	1
493	переходит в	2	1
494	вот что	1	1
495	литературы в	1	1
496	не можем	2	1
497	и внутреннего	2	1
498	видеть что	1	1
499	в большинстве	4	1
500	положение что	1	1
501	фабулу в	1	1
502	его жизненной	1	1
503	еще одну	1	1
504	является не	2	1
505	на этих	1	1
506	здесь же	1	1
507	не из	1	1
508	смысла в	1	1
509	от социальной	1	1
510	как литературный	1	1
511	процесс и	1	1
512	был бы	2	1
513	и их	5	1
514	жизни таким	1	1
515	дает и	1	1
516	художественное восприятие	1	1
517	блока или	1	1
518	наука о	3	1
519	сами по	2	1
520	конце жизни	1	1
521	у этих	1	1
522	не о	3	1
523	о характере	1	1
524	быть понята	1	1
525	и никогда	1	1
526	как раз	8	1
527	явно не	1	1
528	не просто	1	1
529	новый роман	2	1
530	герои без	1	1
531	случае с	2	1
532	это положение	1	1
533	менее важна	1	1
534	в какой-то	1	1
535	что и	2	1
536	со стороны	4	1
537	или иной	2	1
538	даже не	1	1
539	в высшей	2	1
540	его с	1	1
541	и между	5	1
542	что для	1	1
543	связано с	2	1
544	как ни	1	1
545	одну из	2	1
546	то по	2	1
547	самого начала	1	1
548	всегда и	1	1
549	жизнь в	1	1
550	под влиянием	1	1
551	в связи	4	1
552	есть одно	1	1
553	в речи	1	1
554	нет никаких	2	1
555	на фоне	3	1
556	он чувствует	1	1
557	автора с	2	1
558	как это	4	1
559	только его	1	1
560	к другой	1	1
561	требует от	1	1
562	с каким-то	1	1
563	от сюжета	1	1
564	для искусства	1	1
565	он говорит	1	1
566	он будет	1	1
567	не дают	1	1
568	с такой	2	1
569	в течение	1	1
570	искусстве и	1	1
571	что же	5	1
572	этот механизм	1	1
573	быть определен	1	1
574	их действовать	1	1
575	в художественную	1	1
576	этого слова	2	1
577	а к	2	1
578	но почему	1	1
579	оценки и	6	1
580	отличается от	2	1
581	человеческого характера	1	1
582	глубину и	1	1
583	поступков и	2	1
584	вообще все	1	1
585	при всем	1	1
586	произведений и	3	1
587	этот образ	1	1
588	и для	6	1
589	всего произведения	1	1
590	мы только	1	1
591	в результате	5	1
592	ее и	2	1
593	для нас	3	1
594	еще более	1	1
595	романа сводится	1	1
596	само построение	1	1
597	не должен	1	1
598	вообще в	1	1
599	среды в	1	1
600	тот же	1	1
601	этого развития	1	1
602	отношении к	1	1
603	не есть	4	1
604	в целях	2	1
605	и начинается	1	1
606	может и	3	1
607	а о	1	1
608	между ними	15	1
609	лишь что	1	1
610	не знает	1	1
611	сказать что	3	1
612	была бы	2	1
613	совершенно не	7	1
614	авантюрного романа	1	1
615	но этот	1	1
616	в последнем	2	1
617	которые сами	1	1
618	или иного	1	1
619	его именно	1	1
620	ни был	1	1
621	частности в	1	1
622	вошедшим в	1	1
623	это понятие	2	1
624	том числе	1	1
