N	2gram	Propp_Isto_7	formyVre
213	ссылаясь на	1	2
214	очень часто	1	2
215	и потому	1	2
216	и это	2	2
217	и о	2	2
218	здесь не	2	2
219	без всякого	2	2
220	и от	2	2
221	не мог	1	2
222	но здесь	2	2
223	находится в	1	2
224	другом месте	1	2
225	и та	1	2
226	можно сказать	1	2
227	это не	10	2
228	и только	1	2
229	все в	2	2
230	у всех	1	2
231	в литературе	2	2
232	значит что	1	2
233	что здесь	7	2
234	один из	7	2
235	ее к	1	2
236	мы видим	10	2
237	похожи друг	1	2
238	него и	3	2
239	характерно что	2	2
240	до того	1	2
241	представлений о	1	2
242	в конце	3	2
243	не для	1	2
244	рядом с	1	2
245	до сих	2	2
246	с другой	9	2
247	сюда же	2	2
248	именно в	1	2
249	было бы	2	2
250	в некоторых	1	2
251	и пр	1	2
252	их не	2	2
253	смысла и	1	2
254	а на	1	2
255	не знает	1	2
256	много в	2	2
257	на друга	1	2
258	и самый	1	2
259	человек в	1	2
260	если не	4	2
261	во франции	1	2
262	для чего	1	2
263	не может	14	2
264	так же	6	2
265	как это	2	2
266	по своему	1	2
267	в данном	4	2
268	а потом	2	2
269	раньше и	1	2
270	него есть	2	2
271	лежит в	2	2
272	этом случае	1	2
273	сих пор	3	2
274	здесь имеет	1	2
275	друг на	1	2
276	сила и	1	2
277	к будущему	1	2
278	на небе	2	2
279	на огонь	1	2
280	на анализе	1	2
281	ее и	1	2
282	но это	3	2
283	в иной	2	2
284	в заключение	1	2
285	как на	1	2
286	все что	1	2
287	богов и	1	1
288	увидим дальше	1	1
289	кто бы	2	1
290	например в	3	1
291	ряд как	1	1
292	и действительно	1	1
293	мы здесь	2	1
294	связан с	1	1
295	и то	1	1
296	в преисподнюю	2	1
297	необходимо отметить	1	1
298	ее до	1	1
299	и историческая	1	1
300	к сыну	3	1
301	здесь и	2	1
302	которую они	1	1
303	он там	1	1
304	свое место	2	1
305	ноги и	2	1
306	не имеют	2	1
307	и бросил	1	1
308	должна быть	1	1
309	и больше	1	1
310	видеть в	3	1
311	кости и	2	1
312	и ясный	1	1
313	хлеб и	1	1
314	тридевять земель	5	1
315	в несколько	1	1
316	а как	1	1
317	есть не	1	1
318	на лету	1	1
319	для своего	1	1
320	что если	1	1
321	которую мы	1	1
322	что уже	1	1
323	вопрос о	3	1
324	начинается с	4	1
325	время как	2	1
326	ни один	1	1
327	же что	2	1
328	в ней	1	1
329	мира он	1	1
330	в народном	1	1
331	между собой	1	1
332	туда в	1	1
333	в чем	5	1
334	с его	3	1
335	тем как	1	1
336	но конечно	2	1
337	не исчерпываются	1	1
338	самом деле	1	1
339	как путешествие	1	1
340	не входит	1	1
341	этих способов	1	1
342	герой не	3	1
343	драгоценными камнями	1	1
344	себе и	3	1
345	земле в	1	1
346	идеология не	1	1
347	новые отношения	2	1
348	план выступает	1	1
349	первый взгляд	4	1
350	что во	2	1
351	его на	2	1
352	в него	1	1
353	этом же	2	1
354	когда он	3	1
355	что по	2	1
356	следующим образом	3	1
357	чего не	1	1
358	задачи не	4	1
359	роль играет	1	1
360	и этим	3	1
361	в самом	2	1
362	животных и	1	1
363	в которой	2	1
364	так в	4	1
365	еще один	2	1
366	на поверхность	1	1
367	им в	2	1
368	и тот	2	1
369	ее как	2	1
370	в наших	1	1
371	дальше и	1	1
372	его но	1	1
373	иногда этот	1	1
374	вообще не	2	1
375	не едят	1	1
376	здесь однако	1	1
377	мы можем	4	1
378	вот к	1	1
379	образом и	1	1
380	в мифах	3	1
381	на его	2	1
382	его от	1	1
383	всех своих	1	1
384	так например	2	1
385	миром мы	1	1
386	но все	4	1
387	в каждом	1	1
388	в состоянии	4	1
389	они должны	2	1
390	об этом	6	1
391	и иногда	1	1
392	нечего и	1	1
393	в преисподней	1	1
394	на тех	1	1
395	мир этот	1	1
396	и тем	2	1
397	чаще всего	3	1
398	в новое	1	1
399	ни в	2	1
400	связь его	1	1
401	о которых	1	1
402	новые формы	1	1
403	другая форма	1	1
404	только во	1	1
405	что такого	1	1
406	мы не	4	1
407	такой же	1	1
408	за тридевять	5	1
409	в один	2	1
410	царя в	4	1
411	в своей	1	1
412	можем коснуться	1	1
413	дается и	1	1
414	как все	1	1
415	именно и	1	1
416	страны в	1	1
417	не столько	3	1
418	наконец они	2	1
419	от его	1	1
420	и также	1	1
421	которые в	1	1
422	такую же	1	1
423	приведем несколько	1	1
424	в пропасть	2	1
425	сам он	2	1
426	тому что	2	1
427	не представляют	1	1
428	чистом виде	1	1
429	ее так	2	1
430	в таких	2	1
431	не имеет	4	1
432	дело в	1	1
433	одна из	7	1
434	на него	2	1
435	не по	2	1
436	родился в	1	1
437	олимп и	1	1
438	и уже	1	1
439	имеет отношение	1	1
440	того и	1	1
441	почему в	1	1
442	под этим	1	1
443	аналогий в	1	1
444	по вопросу	1	1
445	из чистого	1	1
446	особую важность	1	1
447	как она	1	1
448	и античных	1	1
449	работу и	1	1
450	во всем	2	1
451	ним но	1	1
452	и делает	1	1
453	не до	1	1
454	особое внимание	1	1
455	в золотом	2	1
456	и здесь	12	1
457	нет даже	1	1
458	герой убивает	1	1
459	начиная с	1	1
460	не могут	2	1
461	как только	2	1
462	мы выделили	1	1
463	его с	1	1
464	в наши	1	1
465	сказать что	2	1
466	оно не	1	1
467	если же	1	1
468	же еще	1	1
469	где он	1	1
470	и силами	1	1
471	и умер	1	1
472	объединения в	1	1
473	приходит к	3	1
474	себе в	1	1
475	более не	1	1
476	здесь необходимо	1	1
477	как не	1	1
478	но при	2	1
479	связи со	2	1
480	в ее	2	1
481	данном случае	3	1
482	отречения от	2	1
483	нами выше	2	1
484	него самого	1	1
485	царя и	2	1
486	то время	2	1
487	и вернуться	2	1
488	и сам	1	1
489	достаточно чтобы	1	1
490	иной мир	2	1
491	значение они	1	1
492	короля до	1	1
493	меч и	1	1
494	и которые	1	1
495	раз он	2	1
496	наши задачи	1	1
497	место уже	1	1
498	античной мифологии	1	1
499	которые он	1	1
500	с собой	7	1
501	можно больше	1	1
502	имеется в	2	1
503	если бы	1	1
504	из одного	3	1
505	один аналогичный	1	1
506	в разных	1	1
507	на море	1	1
508	них не	1	1
509	все дело	2	1
510	сводится к	1	1
511	и живой	1	1
512	имеет еще	1	1
513	также уже	1	1
514	и поэтому	1	1
515	но мы	1	1
516	никак не	1	1
517	в риме	1	1
518	и что	10	1
519	преисподней в	1	1
520	в различных	3	1
521	там же	2	1
522	доходит до	2	1
523	что весь	1	1
524	представления о	4	1
525	в самый	1	1
526	и убил	1	1
527	и конкретную	1	1
528	преисподнюю в	1	1
529	тех пор	1	1
530	герой в	2	1
531	и история	1	1
532	см гл	1	1
533	образом когда	1	1
534	землю и	1	1
535	же к	1	1
536	и дело	2	1
537	вступить в	1	1
538	мы увидим	6	1
539	ли он	4	1
540	для себя	1	1
541	должен быть	1	1
542	должен был	2	1
543	задачи на	2	1
544	и ее	2	1
545	без него	1	1
546	вопрос об	1	1
547	по этому	2	1
548	больше чем	1	1
549	по другим	1	1
550	оказывается в	1	1
551	не можем	2	1
552	то и	4	1
553	образом у	1	1
554	в виде	1	1
555	этому вопросу	1	1
556	участие в	2	1
557	превращаются в	1	1
558	убивает своего	1	1
559	ни с	2	1
560	мы встречаем	1	1
561	прикреплены к	1	1
562	у лукиана	1	1
563	он находился	1	1
564	ее на	4	1
565	того в	1	1
566	др все	1	1
567	приведенных случаях	1	1
568	вероятно не	1	1
569	на свое	2	1
570	на ее	1	1
571	что тот	2	1
572	в бою	1	1
573	после смерти	3	1
574	типичен для	1	1
575	близок к	2	1
576	бытия в	1	1
577	такое же	2	1
578	на которые	1	1
579	так вот	1	1
580	когда герой	4	1
581	что не	2	1
582	них и	1	1
583	на этот	2	1
584	у других	1	1
585	ничем не	2	1
586	другой стороны	8	1
587	его как	1	1
588	в руках	2	1
589	а так	1	1
590	него не	1	1
591	ребенка и	1	1
592	под влиянием	1	1
593	этом городе	1	1
594	но что	1	1
595	все более	1	1
596	выражения этого	1	1
597	от анализа	1	1
598	при переходе	2	1
599	не знал	2	1
600	этих случаях	16	1
601	одной стороны	5	1
602	герой почти	1	1
603	того здесь	1	1
604	в тех	5	1
605	с тех	2	1
606	и старухе	1	1
607	книгу и	2	1
608	мы коснулись	1	1
609	и смерти	1	1
610	с некоторым	1	1
611	спрятаться в	1	1
612	в условиях	1	1
613	видно что	5	1
614	между прочим	3	1
615	из него	1	1
616	и силы	1	1
617	что то	1	1
618	более поздние	2	1
619	даже там	2	1
620	отец его	1	1
621	должны быть	3	1
622	и рождение	1	1
623	формы и	1	1
624	советуется со	1	1
625	же случай	1	1
626	это как	2	1
627	он за	1	1
628	его происхождение	1	1
629	иного рода	1	1
630	умерла и	1	1
631	всякого рода	1	1
632	останавливаться на	1	1
633	и смысл	1	1
634	мы как	1	1
635	переносится в	1	1
636	на представление	1	1
637	бы на	1	1
638	а ему	1	1
639	в целях	2	1
640	к самому	1	1
641	требует чтобы	1	1
642	он же	1	1
643	нам не	1	1
644	и драгоценными	1	1
645	народном сознании	1	1
646	его дочери	2	1
647	в большом	1	1
648	в отдельности	2	1
649	бы ни	1	1
650	от всех	2	1
651	дело с	1	1
652	же относится	1	1
653	но этот	1	1
654	аналогичные случаи	1	1
655	уже есть	1	1
656	в таком	1	1
657	становится чем-то	1	1
658	этой точки	3	1
659	они не	2	1
