N	2gram	Ircho_Kome_3	RusskieA
153	но не	1	2
154	в е	1	2
155	отнюдь не	4	2
156	независимо от	1	2
157	с этим	3	2
158	мы можем	3	2
159	хотя и	5	2
160	и как	1	2
161	некоторые исследователи	1	2
162	но в	5	2
163	в целом	3	2
164	все эти	1	2
165	в нашем	1	2
166	и до	1	2
167	почти целиком	1	2
168	как он	3	2
169	после чего	2	2
170	для обозначения	2	2
171	что она	4	2
172	в нем	3	2
173	в силу	2	2
174	его от	2	2
175	в каждом	1	2
176	же не	1	2
177	и с	4	2
178	чтобы они	1	2
179	такой же	1	2
180	этому же	1	2
181	должны были	1	2
182	том же	1	2
183	для этого	1	2
184	этой работы	1	2
185	этого мало	1	2
186	как можно	1	2
187	она не	2	2
188	что ему	2	2
189	у него	4	2
190	а сами	1	2
191	судя по	3	2
192	детей и	1	2
193	до того	2	2
194	и здесь	4	2
195	могут быть	1	2
196	ничего общего	1	2
197	сцены из	1	2
198	свою очередь	6	2
199	ни одно	1	2
200	что у	1	2
201	в образе	2	2
202	с ним	5	2
203	и поэтому	4	2
204	на что	1	2
205	после того	1	2
206	должно было	3	2
207	сходство между	1	2
208	этому поводу	1	2
209	в его	8	2
210	них в	1	2
211	к ней	8	2
212	не случайно	1	2
213	в какой	3	2
214	ii в	2	2
215	так что	6	2
216	в большинстве	1	2
217	этому вопросу	1	2
218	его и	1	2
219	в прошлом	1	2
220	тут же	4	2
221	он так	3	2
222	не было	2	2
223	не были	1	2
224	чем в	3	2
225	такое же	2	2
226	себя и	2	2
227	с ней	1	2
228	до конца	4	2
229	не на	1	2
230	а не	4	2
231	сближает его	1	2
232	в изучении	1	2
233	в частности	3	2
234	и потому	1	2
235	относятся к	1	2
236	о рождении	1	2
237	какие же	1	2
238	только для	2	2
239	между собой	4	2
240	к вопросу	1	2
241	мы видим	1	2
242	и для	4	2
243	не объясняет	1	2
244	или в	1	2
245	когда он	4	2
246	в дом	14	2
247	и начало	1	2
248	обычно не	1	2
249	в своих	2	2
250	не думает	1	1
251	чтобы не	1	1
252	в объяснении	1	1
253	а из	1	1
254	самом деле	6	1
255	зависимости от	1	1
256	представлял собой	1	1
257	в первом	1	1
258	и ее	2	1
259	советского союза	1	1
260	видеть в	1	1
261	над ней	3	1
262	приходит к	1	1
263	из всех	2	1
264	а совершенно	1	1
265	не приходится	2	1
266	вопрос о	1	1
267	доме и	1	1
268	этом не	1	1
269	он искал	1	1
270	на глазах	1	1
271	говорить о	3	1
272	ему в	1	1
273	похожи на	1	1
274	же что	1	1
275	жизни это	1	1
276	того же	6	1
277	и он	2	1
278	в отличие	1	1
279	на них	3	1
280	ней как	1	1
281	при сравнении	1	1
282	не был	1	1
283	в чем	1	1
284	с его	3	1
285	не без	1	1
286	другой пример	1	1
287	в до	1	1
288	после смерти	1	1
289	ответ на	1	1
290	по отношению	5	1
291	очевидно что	1	1
292	себе и	1	1
293	отличие от	2	1
294	отличаются от	1	1
295	ожидать чтобы	1	1
296	относится к	1	1
297	в истории	1	1
298	обнаружим что	1	1
299	его на	2	1
300	общего с	1	1
301	от до	1	1
302	некоторое время	1	1
303	это был	1	1
304	что касается	2	1
305	перед нами	1	1
306	свою любовь	1	1
307	целый ряд	2	1
308	и наконец	1	1
309	никаких следов	1	1
310	себе дело	1	1
311	тем же	3	1
312	к дому	1	1
313	от этого	1	1
314	можем судить	1	1
315	в которой	3	1
316	говорят о	1	1
317	из жизни	1	1
318	iii на	1	1
319	за это	1	1
320	значение так	1	1
321	в себе	4	1
322	тому же	6	1
323	на то	3	1
324	в случае	1	1
325	он не	5	1
326	он должен	1	1
327	не к	1	1
328	не как	2	1
329	в начале	3	1
330	ее своей	1	1
331	хорошо знали	1	1
332	подобно тому	1	1
333	эта же	1	1
334	а затем	2	1
335	здесь мы	1	1
336	что все	1	1
337	определенное сходство	1	1
338	значение в	1	1
339	о котором	1	1
340	те же	1	1
341	немецкий исследователь	1	1
342	его в	8	1
343	после обеда	1	1
344	со слезами	1	1
345	обстоятельства могут	1	1
346	известно что	1	1
347	должен был	4	1
348	и тем	1	1
349	и ненависть	2	1
350	по всему	3	1
351	ни в	10	1
352	нет в	1	1
353	к своим	1	1
354	в этой	3	1
355	их вместе	1	1
356	на основании	2	1
357	и нравов	1	1
358	дела и	1	1
359	как видно	2	1
360	со своими	1	1
361	не всегда	1	1
362	он и	2	1
363	в развитии	2	1
364	можно считать	1	1
365	который почти	1	1
366	там на	1	1
367	в дверь	1	1
368	себя внимание	1	1
369	что между	1	1
370	но если	3	1
371	никак не	1	1
372	что хор	1	1
373	и без	2	1
374	место в	1	1
375	не столько	1	1
376	что я	1	1
377	без основания	1	1
378	одном из	1	1
379	из своей	1	1
380	ее на	1	1
381	точку зрения	1	1
382	которые в	1	1
383	начнем с	1	1
384	такую же	1	1
385	теми же	1	1
386	образом из	1	1
387	что после	1	1
388	с такими	1	1
389	и под	1	1
390	сам он	2	1
391	виду что	1	1
392	в то	6	1
393	не о	3	1
394	о причине	1	1
395	дело не	2	1
396	что их	2	1
397	не по	7	1
398	в основе	2	1
399	но вместе	1	1
400	своих предшественников	1	1
401	в самых	1	1
402	примерно в	3	1
403	своим появлением	1	1
404	того в	1	1
405	iv в	5	1
406	прежде чем	3	1
407	и его	6	1
408	к этим	1	1
409	и теперь	1	1
410	ссылаясь на	1	1
411	обращает на	1	1
412	этом отношении	2	1
413	ему не	3	1
414	с другом	1	1
415	в детстве	1	1
416	вспоминать о	1	1
417	нет даже	1	1
418	в городе	1	1
419	хорошо видно	1	1
420	чтобы сделать	1	1
421	что наш	1	1
422	они становятся	1	1
423	слова с	1	1
424	обращение к	1	1
425	слезами на	1	1
426	если же	2	1
427	быть назван	1	1
428	из чего	1	1
429	и это	2	1
430	и о	2	1
431	в виду	2	1
432	и сами	1	1
433	которые как	1	1
434	были у	1	1
435	вина и	1	1
436	то время	2	1
437	и сам	5	1
438	даже самых	1	1
439	можно было	2	1
440	было в	1	1
441	и мы	3	1
442	этим в	1	1
443	сохранился и	1	1
444	вошел в	1	1
445	своему происхождению	1	1
446	которого они	1	1
447	жизнь и	1	1
448	если бы	8	1
449	стремление к	1	1
450	из других	1	1
451	что видел	1	1
452	нечто совсем	1	1
453	в раннем	1	1
454	и та	1	1
455	в риме	1	1
456	в глаза	3	1
457	ли не	2	1
458	не позже	1	1
459	можно сказать	1	1
460	как этот	2	1
461	звучит так	1	1
462	нас в	1	1
463	жениться на	3	1
464	все на	1	1
465	к нему	5	1
466	большое количество	1	1
467	не могло	1	1
468	комедии и	3	1
469	и во	2	1
470	не отличаются	2	1
471	во втором	1	1
472	примыкает к	1	1
473	сомнения в	1	1
474	происхождение и	2	1
475	было бы	3	1
476	не так	3	1
477	развития но	1	1
478	что здесь	1	1
479	мы однако	1	1
480	как из	2	1
481	на которой	1	1
482	ii на	1	1
483	рассуждение о	1	1
484	сразу же	4	1
485	тот же	2	1
486	что он	8	1
487	даже если	2	1
488	до нас	4	1
489	он уже	1	1
490	который в	3	1
491	и раньше	1	1
492	том чтобы	1	1
493	вот что	1	1
494	уже в	2	1
495	в нашей	1	1
496	каким образом	1	1
497	не дает	4	1
498	который по	2	1
499	заключить что	1	1
500	всяком случае	3	1
501	нуждается в	2	1
502	хозяина и	5	1
503	т п	4	1
504	чтобы она	1	1
505	с этими	1	1
506	может служить	1	1
507	с лишним	1	1
508	не могут	2	1
509	от того	2	1
510	следует признать	1	1
511	вид что	1	1
512	возможно что	3	1
513	не имеющей	1	1
514	тем у	1	1
515	с той	1	1
516	тому как	1	1
517	мы еще	1	1
518	что не	3	1
519	этой группы	2	1
520	что для	2	1
521	говорит о	1	1
522	этому времени	1	1
523	на которых	1	1
524	однако и	1	1
525	с которым	1	1
526	жизнь в	1	1
527	в руках	1	1
528	г где	1	1
529	мы остановимся	1	1
530	под влиянием	2	1
531	место на	1	1
532	мы знаем	2	1
533	если не	3	1
534	так называемых	1	1
535	этой же	1	1
536	надо было	1	1
537	ii этот	1	1
538	вся семья	1	1
539	из которых	2	1
540	в пределах	2	1
541	обратил внимание	1	1
542	по своему	3	1
543	по поводу	1	1
544	наряду с	2	1
545	связывали с	1	1
546	заимствован из	1	1
547	целый год	1	1
548	в первой	1	1
549	друг с	1	1
550	исходя из	2	1
551	быть не	1	1
552	нам из	1	1
553	как только	1	1
554	что мы	2	1
555	в так	1	1
556	это как	1	1
557	ближе к	2	1
558	под названием	1	1
559	не является	4	1
560	деньги не	1	1
561	в ноги	1	1
562	а к	1	1
563	в двух	3	1
564	и все	2	1
565	иное чем	1	1
566	ст в	1	1
567	из своего	3	1
568	сходство в	3	1
569	по традиции	1	1
570	нет никаких	2	1
571	сделать вывод	1	1
572	дает основание	1	1
573	ты не	1	1
574	на поле	1	1
575	между ними	2	1
576	на смену	1	1
577	не знает	3	1
578	сказать что	1	1
579	только как	2	1
580	имеет ничего	1	1
581	это на	1	1
582	отношению к	3	1
583	и самих	1	1
584	и две	1	1
585	к числу	1	1
586	я тебе	1	1
587	жизни и	1	1
588	в таком	2	1
589	указывают на	1	1
590	не поддаваться	1	1
591	а нечто	1	1
592	они не	1	1
593	можно назвать	1	1
594	как на	1	1
595	во всяком	3	1
596	все что	3	1
