N	2gram	Propp_Isto_6	Marksizm
238	в более	6	2
239	или в	3	2
240	такое понимание	2	2
241	от него	3	2
242	следовательно и	1	2
243	между ними	1	2
244	неотделим от	1	2
245	не знает	1	2
246	в определенных	1	2
247	жизни и	2	2
248	что в	12	2
249	именно здесь	1	2
250	и эта	3	2
251	как на	3	2
252	речь идет	1	1
253	также и	1	1
254	например в	7	1
255	говорящих на	1	1
256	он также	1	1
257	относится и	1	1
258	и действительно	3	1
259	нам кажется	2	1
260	между двумя	1	1
261	и объяснение	1	1
262	из другого	2	1
263	также что	1	1
264	что эти	2	1
265	и носят	1	1
266	этом направлении	1	1
267	его не	2	1
268	это делают	2	1
269	бы что	1	1
270	именно к	1	1
271	имеет свою	1	1
272	совпадает с	1	1
273	что иное	2	1
274	первобытных народов	2	1
275	то это	5	1
276	образом оказывается	1	1
277	состоят из	1	1
278	но при	2	1
279	дать ему	1	1
280	по линии	1	1
281	который на	1	1
282	что его	1	1
283	так если	1	1
284	всего является	2	1
285	из этих	4	1
286	видели что	3	1
287	то он	2	1
288	в голове	1	1
289	только при	1	1
290	случай когда	2	1
291	только тогда	1	1
292	не все	1	1
293	вступают в	1	1
294	а через	2	1
295	или иное	3	1
296	на тот	2	1
297	эта связь	6	1
298	как в	6	1
299	что именно	1	1
300	так называемая	1	1
301	дает нам	2	1
302	не хватает	1	1
303	и нет	1	1
304	как нам	1	1
305	кроме того	3	1
306	и где	1	1
307	письменности и	1	1
308	когда он	3	1
309	и наконец	3	1
310	себе не	1	1
311	следующим образом	1	1
312	увидим что	2	1
313	ясно и	1	1
314	и хотя	2	1
315	в этот	1	1
316	важность для	1	1
317	письменный памятник	1	1
318	как это	5	1
319	и современная	1	1
320	формы в	1	1
321	бы с	1	1
322	так или	1	1
323	быть случайной	1	1
324	к единству	1	1
325	ее как	1	1
326	как он	6	1
327	в такую	1	1
328	этот процесс	1	1
329	и если	1	1
330	вообще не	3	1
331	к выводу	1	1
332	что она	3	1
333	главным образом	3	1
334	в обратном	1	1
335	в первую	1	1
336	не значит	1	1
337	не связан	1	1
338	к одному	1	1
339	этого вопроса	1	1
340	в силу	1	1
341	и вот	3	1
342	оно могло	1	1
343	на золотой	1	1
344	так например	3	1
345	но все	2	1
346	человека в	2	1
347	как они	1	1
348	же не	2	1
349	связанные с	1	1
350	связанных с	1	1
351	ясно что	1	1
352	с целью	1	1
353	воспринимается как	1	1
354	он есть	1	1
355	и соответствующие	2	1
356	на большой	1	1
357	приходит в	2	1
358	но уже	1	1
359	он является	1	1
360	в них	3	1
361	нет в	3	1
362	третий вдруг	1	1
363	о которых	1	1
364	с тем	4	1
365	несмотря на	1	1
366	совершенно особый	1	1
367	и целые	1	1
368	такою же	1	1
369	все это	1	1
370	остается в	1	1
371	размеры и	1	1
372	эта черта	1	1
373	не столько	1	1
374	на первых	1	1
375	обычно вовсе	1	1
376	от его	1	1
377	не менее	1	1
378	выше мы	1	1
379	развивается и	2	1
380	но он	2	1
381	тем не	1	1
382	оно само	1	1
383	же мы	5	1
384	и вся	1	1
385	приводят к	3	1
386	на один	1	1
387	потому с	1	1
388	он как	1	1
389	при всех	1	1
390	что с	1	1
391	в русской	6	1
392	и часто	1	1
393	на того	1	1
394	но она	1	1
395	это еще	3	1
396	не могло	2	1
397	находится в	1	1
398	и по-видимому	1	1
399	в противоречие	1	1
400	связанное с	1	1
401	такая же	1	1
402	уже говорили	1	1
403	представление об	1	1
404	с визгом	1	1
405	и социального	1	1
406	с другом	1	1
407	не совсем	1	1
408	это далеко	2	1
409	ему удалось	1	1
410	что можно	1	1
411	места для	1	1
412	не могут	1	1
413	когда мы	2	1
414	есть только	1	1
415	что все	1	1
416	и такие	1	1
417	приобщения к	1	1
418	числе и	1	1
419	другом месте	1	1
420	его с	3	1
421	оно не	1	1
422	действительно можно	1	1
423	врагов на	1	1
424	связи со	1	1
425	в некоторых	2	1
426	здесь не	2	1
427	то или	2	1
428	чтобы быть	1	1
429	так в	6	1
430	мы наблюдаем	1	1
431	собственно не	1	1
432	на том	8	1
433	и когда	1	1
434	и сам	2	1
435	в иной	1	1
436	только через	3	1
437	отсюда и	1	1
438	здесь нет	2	1
439	нет места	1	1
440	еще в	3	1
441	когда в	2	1
442	связь совершенно	1	1
443	с ним	8	1
444	образом в	1	1
445	приближается к	1	1
446	и поэтому	1	1
447	собственности на	1	1
448	разнообразных формах	1	1
449	и что	5	1
450	или на	1	1
451	можно сказать	2	1
452	этих двух	1	1
453	должно было	1	1
454	переходит в	1	1
455	более широкий	1	1
456	эти два	2	1
457	находит свое	1	1
458	и только	3	1
459	в него	3	1
460	в лице	2	1
461	в современной	1	1
462	что здесь	3	1
463	другую форму	1	1
464	первых порах	1	1
465	но с	1	1
466	землю и	1	1
467	мы видим	5	1
468	менее в	1	1
469	дело с	1	1
470	в свой	1	1
471	из значений	1	1
472	может оказаться	1	1
473	в литературу	1	1
474	их не	1	1
475	тот или	1	1
476	именно на	2	1
477	с которыми	1	1
478	так что	3	1
479	было так	1	1
480	же и	1	1
481	есть в	1	1
482	и др	2	1
483	уже не	7	1
484	оно в	1	1
485	же в	1	1
486	ним не	1	1
487	кажется что	2	1
488	здесь же	4	1
489	или даже	1	1
490	и других	3	1
491	не стал	1	1
492	и небо	1	1
493	был бы	1	1
494	одно из	1	1
495	себе в	4	1
496	эти три	3	1
497	в одном	3	1
498	и должна	1	1
499	у нее	1	1
500	ее не	3	1
501	к ним	1	1
502	случае не	1	1
503	на меня	1	1
504	от того	3	1
505	в других	4	1
506	были бы	1	1
507	к самым	1	1
508	нам уже	1	1
509	со стороны	3	1
510	между которыми	1	1
511	и из	1	1
512	или иначе	1	1
513	связаны с	5	1
514	эта работа	1	1
515	стороны он	3	1
516	а именно	9	1
517	соответствии с	1	1
518	я был	1	1
519	сам себя	1	1
520	с той	1	1
521	еще и	1	1
522	в середине	1	1
523	больше и	3	1
524	превращается в	7	1
525	в стиле	1	1
526	а на	1	1
527	на которых	1	1
528	другой стороны	8	1
529	его как	1	1
530	как ни	1	1
531	они особенно	1	1
532	на эту	1	1
533	или с	1	1
534	к лицу	1	1
535	него в	2	1
536	мы перейдем	1	1
537	ответить на	1	1
538	противоречие с	1	1
539	к себе	2	1
540	этих случаях	1	1
541	он говорит	1	1
542	если оно	1	1
543	это приводит	1	1
544	те кто	2	1
545	лицом к	1	1
546	которая конечно	1	1
547	мы сразу	1	1
548	что же	2	1
549	может развиться	1	1
550	эту мысль	1	1
551	конечно эти	1	1
552	друг с	1	1
553	другого человека	1	1
554	в это	4	1
555	есть оно	1	1
556	этом случае	6	1
557	несколько слов	1	1
558	и землю	1	1
559	в целом	1	1
560	на которой	1	1
561	но это	4	1
562	силу и	2	1
563	однако не	1	1
564	здесь она	2	1
565	живет и	1	1
566	слова из	1	1
567	о котором	2	1
568	хотя и	1	1
569	к одной	1	1
570	у них	4	1
571	мы должны	2	1
572	его еще	1	1
573	на нем	1	1
574	потому что	13	1
575	обстоит дело	1	1
576	случае у	1	1
577	друга но	1	1
578	последнем случае	1	1
579	является и	3	1
580	в последнем	2	1
581	не что	1	1
582	из этого	3	1
583	на своем	4	1
584	но вот	2	1
585	пути к	1	1
586	ее в	6	1
587	и другие	3	1
588	небо и	3	1
589	также не	2	1
590	том числе	1	1
591	смысле что	1	1
