N	2gram	Bakhtin_Fr_1	Narrotol
462	еще только	2	1
463	которой в	1	1
464	с которыми	1	1
465	того что	2	1
466	в отрыве	2	1
467	явления как	2	1
468	с ними	1	1
469	до нас	3	1
470	героического эпоса	1	1
471	иной степени	1	1
472	на мир	5	1
473	в уста	1	1
474	человека с	1	1
475	до наших	1	1
476	мира который	1	1
477	этой системе	1	1
478	античности и	2	1
479	итак в	3	1
480	образом на	2	1
481	с нею	1	1
482	и у	6	1
483	этом что	1	1
484	то и	1	1
485	за пределами	1	1
486	в начале	1	1
487	его и	1	1
488	где бы	1	1
489	ни с	2	1
490	мир в	3	1
491	мира или	1	1
492	вовсе не	18	1
493	далек от	2	1
494	и оценки	4	1
495	протяжении всего	2	1
496	и строго	1	1
497	форм по	1	1
498	именно как	1	1
499	становления и	1	1
500	до сих	4	1
501	вовсе и	1	1
502	на ее	1	1
503	связаны с	3	1
504	здесь в	8	1
505	и прежде	3	1
506	и пр	5	1
507	а на	1	1
508	это мир	1	1
509	стремится к	1	1
510	о страхе	2	1
511	более того	2	1
512	однако и	1	1
513	человеческой жизни	1	1
514	не подлежит	2	1
515	и уже	1	1
516	характерно для	3	1
517	род его	1	1
518	связь с	5	1
519	нет ничего	3	1
520	ни на	2	1
521	границы между	1	1
522	некоторые из	2	1
523	к жизни	2	1
524	если оно	1	1
525	в тех	3	1
526	там они	1	1
527	быть только	2	1
528	в мир	2	1
529	друг с	1	1
530	человек с	1	1
531	в состоянии	3	1
532	в это	2	1
533	или хотя	1	1
534	низа и	2	1
535	и формы	1	1
536	еще раз	2	1
537	речевого общения	3	1
538	сих пор	4	1
539	от нас	1	1
540	под названием	1	1
541	тех или	1	1
542	и ценностями	1	1
543	известной степени	1	1
544	ко второй	1	1
545	людьми и	2	1
546	своей природе	1	1
547	для нас	4	1
548	от него	2	1
549	как уже	1	1
550	в собственно	1	1
551	иного мира	1	1
552	но зато	1	1
553	от всего	2	1
554	ключом к	1	1
555	но это	3	1
556	в системе	3	1
557	в общем	4	1
558	на фоне	3	1
559	в готовом	1	1
560	здесь только	2	1
561	направленной на	1	1
562	а о	1	1
563	не знает	6	1
564	отношением к	1	1
565	было для	1	1
566	и при	1	1
567	речи и	2	1
568	себе самому	2	1
569	весенний и	1	1
570	культуры в	4	1
571	и пародийно	1	1
572	не могла	1	1
573	в свое	2	1
574	жизни мы	1	1
575	где он	1	1
576	разрушила бы	1	1
577	это было	2	1
578	этой жанровой	1	1
579	все основные	1	1
580	и эта	3	1
581	как результат	1	1
