N	2gram	Losev_Prob_5	VLabPisa
158	никак не	8	3
159	что и	6	3
160	она не	1	3
161	далеко не	4	3
162	в работе	1	3
163	не столь	3	3
164	его не	2	3
165	по существу	2	3
166	значительной мере	2	3
167	и по	1	3
168	говорить не	1	3
169	по поводу	2	3
170	в виду	3	3
171	этот вопрос	1	3
172	и как	6	3
173	как о	4	3
174	бы не	3	2
175	в которой	5	2
176	но с	1	2
177	с более	1	2
178	а о	1	2
179	еще не	3	2
180	в другом	3	2
181	образом даже	1	2
182	конце концов	6	2
183	одному тому	1	2
184	из себя	1	2
185	по одному	1	2
186	одной из	1	2
187	даже не	1	2
188	на это	1	2
189	и для	6	2
190	оно является	1	2
191	еще и	4	2
192	крайней мере	4	2
193	не менее	5	2
194	и просто	2	2
195	зависит от	1	2
196	вовсе не	8	2
197	по крайней	4	2
198	числе и	1	2
199	нет никаких	1	2
200	только о	1	2
201	сих пор	2	2
202	вообще и	2	2
203	этой точки	1	2
204	он в	3	2
205	до сих	2	2
206	которая не	1	2
207	если в	1	2
208	того чтобы	2	2
209	во всяком	2	2
210	по себе	2	2
211	можно было	2	2
212	этот труд	1	2
213	между прочим	1	2
214	ли не	2	2
215	или наконец	1	2
216	того или	1	2
217	а в	6	2
218	слова не	1	2
219	по его	2	2
220	и дальше	2	2
221	он сам	3	2
222	в образе	1	2
223	но не	7	2
224	они должны	1	2
225	необходимо и	1	2
226	и некоторые	1	2
227	до нас	7	2
228	пишет о	1	2
229	что ни	1	2
230	у них	1	2
231	первая из	1	2
232	ли на	1	2
233	и даже	14	2
234	хотя и	8	2
235	что для	1	2
236	действительность в	1	2
237	из которых	1	2
238	и весь	1	2
239	для того	3	2
240	в большей	2	2
241	а как	1	2
242	но в	9	2
243	о своем	2	2
244	тогда когда	4	2
245	что его	3	2
246	к его	1	2
247	отнюдь не	4	2
248	что такое	1	2
249	смысле слова	3	2
250	в чем	2	2
251	мира и	2	2
252	но к	1	2
253	результате чего	2	2
254	и потому	1	2
255	можно ли	1	2
256	всяком случае	2	2
257	к ним	1	2
258	искусство как	1	2
259	не столько	1	2
260	силу чего	1	2
261	о чем	1	2
262	ума и	1	2
263	в целях	2	2
264	не о	1	2
265	мы имеем	2	2
266	в стихотворении	14	2
267	между собою	1	2
268	не всегда	3	2
269	одной стороны	3	2
270	но даже	4	2
271	из своих	1	2
272	в италии	1	2
273	не вполне	1	2
274	будто бы	5	2
275	от того	1	2
276	этом же	1	2
277	с одной	3	2
278	он не	3	2
279	в науке	2	2
280	как у	1	2
281	в своих	1	2
282	том числе	2	2
283	при помощи	6	2
284	также и	12	2
285	от них	2	2
286	разобраться в	1	2
287	после этого	1	2
288	уже по	1	2
289	в области	2	2
290	в ней	3	2
291	что она	1	2
292	что оно	1	2
293	они не	2	2
294	так например	1	2
295	или иной	1	2
296	чуть ли	1	2
297	но для	2	2
298	том чтобы	1	2
299	он и	5	2
300	дня и	1	2
301	что по	1	1
302	и из	1	1
303	записана у	1	1
304	дошедших до	1	1
305	и автор	1	1
306	или иное	1	1
307	творчества и	1	1
308	как мы	2	1
309	на его	2	1
310	еще до	2	1
311	в форме	1	1
312	в свои	1	1
313	поэзии и	1	1
314	для нас	10	1
315	по выражению	1	1
316	и наконец	1	1
317	что некоторые	1	1
318	тон и	1	1
319	но некоторые	1	1
320	данном случае	2	1
321	вопрос о	1	1
322	помимо всего	1	1
323	входит в	1	1
324	в него	1	1
325	стороны он	2	1
326	мы и	2	1
327	рассказ о	1	1
328	богов он	1	1
329	идет в	1	1
330	но он	5	1
331	аналогии с	1	1
332	человеческой личности	1	1
333	в стороне	1	1
334	о котором	3	1
335	и творческий	1	1
336	характерны для	1	1
337	иным как	2	1
338	значение и	2	1
339	и восстанавливает	1	1
340	перейти к	3	1
341	то время	3	1
342	в более	1	1
343	образом уже	1	1
344	в поэзии	1	1
345	себе в	1	1
346	но у	1	1
347	здесь не	7	1
348	это время	2	1
349	для них	3	1
350	смысла и	1	1
351	после того	3	1
352	только на	1	1
353	кроме того	2	1
354	не говоря	1	1
355	чем иным	2	1
356	человека а	2	1
357	и многих	1	1
358	или из	1	1
359	и все	9	1
360	есть в	2	1
361	и вместе	1	1
362	в устах	1	1
363	на то	2	1
364	в виде	10	1
365	на эту	1	1
366	замысел в	1	1
367	еще больше	1	1
368	пока он	1	1
369	чтобы покончить	1	1
370	говоря уже	1	1
371	смысле что	1	1
372	от которой	1	1
373	это для	1	1
374	с ним	3	1
375	те или	1	1
376	здесь можно	1	1
377	в какой	2	1
378	и так	1	1
379	науки хотя	1	1
380	проявляется в	2	1
381	утверждал что	1	1
382	время как	3	1
383	когда все	1	1
384	это в	1	1
385	личности и	1	1
386	что эта	1	1
387	самом деле	2	1
388	и другие	3	1
389	очень много	1	1
390	и без	2	1
391	результате этого	1	1
392	от него	1	1
393	а только	1	1
394	в м	2	1
395	значение ее	1	1
396	их на	1	1
397	но вот	1	1
398	жизнь в	3	1
399	если он	2	1
400	как показывает	1	1
401	то в	1	1
402	огромное значение	1	1
403	если не	4	1
404	нет никакого	3	1
405	создает образ	1	1
406	этой жизни	1	1
407	были у	1	1
408	многие писатели	1	1
409	приходит и	1	1
410	как видно	1	1
411	таком случае	2	1
412	же не	4	1
413	в достаточно	1	1
414	мере не	1	1
415	что ее	1	1
416	но только	3	1
417	а именно	12	1
418	то за	1	1
419	этом смысле	3	1
420	виду не	1	1
421	почти не	1	1
422	и напряжением	1	1
423	женщину а	1	1
424	отношение к	2	1
425	говорит как	1	1
426	вплоть до	1	1
427	содержания и	1	1
428	потому что	13	1
429	доходят до	1	1
430	свидетельствует о	2	1
431	необходимо сделать	1	1
432	о своей	1	1
433	в заключение	2	1
434	теперь на	1	1
435	то есть	21	1
436	в начале	3	1
437	человека это	1	1
438	в таких	2	1
439	в таком	2	1
440	и которая	3	1
441	и технического	1	1
442	усилий и	1	1
443	становится в	1	1
444	перед собою	1	1
445	что их	1	1
446	с теми	1	1
447	процессе у	1	1
448	его мнению	1	1
449	к ней	1	1
450	и имеет	1	1
451	не для	1	1
452	еще более	3	1
453	жизнь и	3	1
454	о создании	5	1
455	и пытается	1	1
456	мысли в	1	1
457	к творчеству	1	1
458	знает их	1	1
459	состоит из	1	1
460	что этот	5	1
461	сама по	1	1
462	и сам	4	1
463	на него	2	1
464	трудно отличить	1	1
465	у н	2	1
466	не имеет	1	1
467	легенды о	1	1
468	как в	2	1
469	его развитие	1	1
470	в дальнейшем	7	1
471	и судьбы	1	1
472	не чем	2	1
473	это подчеркивает	1	1
474	ею и	1	1
475	говорят о	1	1
476	с ее	1	1
477	более точно	1	1
478	следует что	1	1
479	что если	1	1
480	и других	1	1
481	кстати сказать	1	1
482	силы и	1	1
483	их можно	1	1
484	что у	5	1
485	у этого	1	1
486	не отрицает	1	1
487	под ним	1	1
488	покончить с	1	1
489	из тех	2	1
490	только у	1	1
491	с этой	2	1
492	и если	1	1
493	предисловии к	1	1
494	во времени	1	1
495	его самого	1	1
496	не все	2	1
497	я с	1	1
498	же автор	1	1
499	является уже	1	1
500	ни в	4	1
501	да и	2	1
502	но на	1	1
503	мы встречаемся	1	1
504	уже в	2	1
505	как будто	3	1
506	тому же	1	1
507	ту или	1	1
508	еще определеннее	1	1
509	а другие	1	1
510	творчества таким	1	1
511	или ее	1	1
512	поэтому в	1	1
513	науке и	1	1
514	он был	2	1
515	тем что	2	1
516	том смысле	1	1
517	в новое	3	1
518	подобного рода	7	1
519	и стиль	1	1
520	ничего общего	1	1
521	к более	1	1
522	же и	1	1
523	уже не	6	1
524	заметить что	1	1
525	например с	1	1
526	у платона	1	1
527	новое время	3	1
528	если только	2	1
529	под именем	1	1
530	и творчества	1	1
531	что еще	1	1
532	однако и	1	1
533	строк из	1	1
534	сам по	1	1
535	типа мы	1	1
536	художник должен	1	1
537	внимание на	3	1
538	платон в	1	1
539	всем своем	2	1
540	формы в	1	1
541	что об	1	1
542	то или	1	1
543	того как	5	1
544	о начале	1	1
545	проявляется не	1	1
546	увидим ниже	1	1
547	с определенной	1	1
548	только тогда	3	1
549	который как	1	1
550	в едином	1	1
551	месте в	2	1
552	вступает с	1	1
553	или иную	1	1
554	себя и	1	1
555	поскольку она	1	1
556	является для	1	1
557	и что	6	1
558	пишет с	1	1
559	обе эти	1	1
560	бы с	2	1
561	силу того	1	1
562	для их	1	1
563	его таким	1	1
564	и образа	1	1
565	самые разнообразные	1	1
566	не как	1	1
567	все муки	1	1
568	несмотря на	6	1
569	только лишь	1	1
570	и никогда	3	1
571	эту проблему	1	1
572	речи о	1	1
573	в существе	1	1
574	природе и	1	1
575	сообщает что	1	1
576	области художественного	1	1
577	приходит в	1	1
578	уже о	1	1
579	у которого	2	1
580	в плоскости	1	1
581	с которой	1	1
582	чем он	1	1
583	простой и	1	1
584	только для	2	1
585	в духе	3	1
586	не был	1	1
587	нет места	1	1
588	а также	3	1
589	но по	1	1
590	собственно говоря	1	1
591	встречаемся с	1	1
592	человека вообще	2	1
593	доходит до	1	1
594	которые не	1	1
595	автора так	1	1
596	который в	9	1
597	и отсюда	1	1
598	он должен	1	1
599	то все	1	1
600	знает что	3	1
601	научного творчества	1	1
602	лишь о	1	1
603	в ту	1	1
604	что из	1	1
605	на себя	1	1
606	которых он	1	1
607	так или	1	1
608	сущности в	1	1
609	и речи	2	1
610	говорит он	1	1
611	бросается в	2	1
612	и это	1	1
613	своей работе	1	1
614	то уже	1	1
615	конечно не	2	1
616	в глаза	2	1
617	по аналогии	1	1
618	остается только	1	1
619	и самый	1	1
620	имеем в	1	1
621	искусства и	1	1
622	или иначе	1	1
623	и то	5	1
624	и свой	1	1
625	творчество и	1	1
626	процесс создания	1	1
627	без всякой	1	1
628	а по	1	1
629	только об	1	1
630	эти идеи	1	1
631	разум и	1	1
632	еще в	5	1
633	радости и	1	1
634	самого начала	1	1
635	наконец и	1	1
636	а во-вторых	1	1
637	за это	5	1
638	мира в	3	1
639	говорил о	1	1
640	в роли	2	1
641	об их	1	1
642	но это	1	1
643	а если	1	1
644	той или	1	1
645	в данном	2	1
646	в свою	2	1
