N	2gram	Vinokur_Ku_2	Istorich
129	потому что	25	3
130	очень часто	2	3
131	он и	2	3
132	к тому	4	3
133	о том	1	3
134	здесь не	3	3
135	данном случае	2	3
136	здесь были	1	3
137	уже с	1	3
138	на том	2	3
139	что у	2	3
140	этому же	1	3
141	от них	1	3
142	в его	5	3
143	можно проследить	1	3
144	с ними	2	3
145	видели выше	1	3
146	и у	2	3
147	прежде всего	8	3
148	у него	3	3
149	превращается в	2	3
150	в связи	4	3
151	так же	4	3
152	а если	2	3
153	быть и	1	3
154	но это	3	3
155	между прочим	2	3
156	и от	2	3
157	и все	2	3
158	сказать что	4	3
159	не что	1	3
160	ту же	6	2
161	и то	5	2
162	к нашей	1	2
163	на самом	2	2
164	говорилось выше	1	2
165	и есть	2	2
166	в котором	1	2
167	теперь к	1	2
168	той же	2	2
169	же как	2	2
170	вопрос о	9	2
171	и новые	1	2
172	время как	1	2
173	и он	1	2
174	в ней	3	2
175	знаем что	3	2
176	то мы	1	2
177	но конечно	1	2
178	как правило	1	2
179	по отношению	1	2
180	в качестве	8	2
181	себе и	1	2
182	независимо от	1	2
183	как в	3	2
184	в своем	2	2
185	хотя и	4	2
186	что по	1	2
187	то время	1	2
188	во многих	1	2
189	тому же	1	2
190	в наших	1	2
191	не могла	1	2
192	при этом	2	2
193	они в	1	2
194	всех этих	3	2
195	в виде	1	2
196	и вот	5	2
197	так и	4	2
198	но все	4	2
199	на все	2	2
200	большинстве случаев	2	2
201	известно что	1	2
202	ни в	4	2
203	вовсе не	9	2
204	с тем	2	2
205	и уже	1	2
206	они помогают	1	2
207	и для	2	2
208	о первой	1	2
209	и было	1	2
210	и некоторые	1	2
211	такой же	1	2
212	не мог	1	2
213	точки зрения	14	2
214	на месте	1	2
215	в которых	2	2
216	стоит в	2	2
217	несомненно что	1	2
218	и более	2	2
219	даже в	1	2
220	случае в	1	2
221	не раз	1	2
222	в то	4	2
223	хотелось бы	2	2
224	не имеет	4	2
225	одна из	1	2
226	в русском	10	2
227	относится к	1	2
228	за время	3	2
229	как будто	2	2
230	ли это	2	2
231	от каждого	2	2
232	вот почему	3	2
233	как только	1	2
234	утверждать что	2	2
235	на это	3	2
236	поставить вопрос	2	2
237	особенности этого	1	2
238	и это	3	2
239	и о	4	2
240	говорит и	1	2
241	роль в	2	2
242	в другом	2	2
243	не с	1	2
244	связан с	1	2
245	одного из	2	2
246	связанных с	1	2
247	после того	2	2
248	образом в	2	2
249	и что	8	2
250	за это	1	2
251	в силу	7	2
252	с того	1	2
253	а также	3	2
254	между тем	6	2
255	в него	1	2
256	же в	3	2
257	этот вопрос	6	2
258	дело с	1	2
259	очень много	1	2
260	два типа	1	2
261	с одной	2	2
262	нельзя провести	1	2
263	для нее	1	2
264	что не	6	2
265	за счет	2	2
266	мы знаем	4	2
267	всяком случае	5	2
268	в одном	1	2
269	у нее	1	2
270	в особенности	4	2
271	и даже	2	2
272	сюда же	2	2
273	и др	1	2
274	но есть	2	2
275	не было	4	2
276	одной стороны	1	2
277	здесь дело	1	2
278	нет никаких	1	2
279	можно утверждать	1	2
280	и потому	2	2
281	да и	6	2
282	отношения не	1	2
283	задним числом	1	2
284	можно сказать	4	2
285	указать на	1	2
286	если не	1	2
287	что там	1	2
288	то не	2	2
289	находящимся в	1	2
290	или не	1	2
291	совершенно не	3	2
292	точно так	3	2
293	во всяком	5	2
294	для рассмотрения	1	1
295	также что	2	1
296	за ее	1	1
297	также и	5	1
298	это те	1	1
299	самом деле	9	1
300	отношений в	2	1
301	связь эта	1	1
302	ясно что	5	1
303	тем они	1	1
304	не хочет	2	1
305	это однако	1	1
306	смысл этого	1	1
307	и до	2	1
308	почти всегда	2	1
309	встречается и	1	1
310	из всех	1	1
311	есть не	1	1
312	хорошо и	1	1
313	составляет почти	1	1
314	мы не	1	1
315	на эти	1	1
316	ну он	1	1
317	характерное явление	1	1
318	то она	1	1
319	они связаны	1	1
320	один пример	1	1
321	принадлежит и	1	1
322	на них	1	1
323	внимание и	2	1
324	столь же	1	1
325	имеем здесь	1	1
326	мы будем	2	1
327	но как	1	1
328	не то	2	1
329	не говорят	3	1
330	к ним	1	1
331	ответ на	2	1
332	с им	1	1
333	в буквальном	2	1
334	не просто	2	1
335	это почти	1	1
336	нет и	1	1
337	то обстоятельство	7	1
338	к сожалению	1	1
339	отнюдь не	4	1
340	более чем	1	1
341	общего с	1	1
342	что как	1	1
343	далее мы	1	1
344	такова же	1	1
345	нельзя было	2	1
346	перед нами	4	1
347	кроме того	1	1
348	бы я	1	1
349	также то	1	1
350	к этой	3	1
351	его к	2	1
352	ее от	1	1
353	каким-то образом	1	1
354	не очень	1	1
355	не сам	1	1
356	что это	7	1
357	сказать о	1	1
358	не везде	1	1
359	что так	1	1
360	ни одна	1	1
361	что автор	1	1
362	идут в	1	1
363	он теряет	1	1
364	бы только	1	1
365	общеизвестно что	1	1
366	см выше	1	1
367	интересно что	2	1
368	на то	4	1
369	доказывать что	1	1
370	этот процесс	1	1
371	вообще не	1	1
372	исходит из	1	1
373	не следует	5	1
374	больше всего	1	1
375	главным образом	3	1
376	одному из	1	1
377	должна быть	5	1
378	перестает быть	1	1
379	в первую	1	1
380	не как	2	1
381	в корне	2	1
382	том чтобы	1	1
383	это наблюдается	1	1
384	его от	1	1
385	имеем далее	1	1
386	и по	3	1
387	так например	1	1
388	по своему	1	1
389	могла бы	2	1
390	не будет	1	1
391	если ты	1	1
392	об этом	5	1
393	еще фигурирует	1	1
394	бы быть	1	1
395	на ту	2	1
396	на этой	4	1
397	а как	1	1
398	заключается в	2	1
399	который уже	1	1
400	везде и	1	1
401	но их	1	1
402	широки и	1	1
403	и тем	5	1
404	одной из	1	1
405	но уже	2	1
406	случае мы	1	1
407	соответствии с	2	1
408	и вне	1	1
409	становится и	1	1
410	оно имеет	1	1
411	чем в	3	1
412	ведет к	1	1
413	что собственно	1	1
414	стороны ее	1	1
415	и становится	1	1
416	к тем	1	1
417	в своей	2	1
418	что такое	3	1
419	по сообщению	1	1
420	в следующем	1	1
421	в такой	1	1
422	с точки	8	1
423	просто в	1	1
424	что вся	1	1
425	не исчерпывается	1	1
426	вообще могут	1	1
427	своего рода	4	1
428	и той	1	1
429	для данного	2	1
430	которые в	1	1
431	был только	1	1
432	только те	1	1
433	через несколько	1	1
434	ты знаешь	1	1
435	что этот	1	1
436	как можно	2	1
437	по себе	10	1
438	усмотреть в	1	1
439	носит характер	2	1
440	в таких	3	1
441	самого начала	1	1
442	того как	2	1
443	например что	2	1
444	одной и	1	1
445	нам и	2	1
446	для всего	1	1
447	это мы	1	1
448	казалось бы	3	1
449	именно с	3	1
450	смысле как	1	1
451	как потеря	1	1
452	на себе	4	1
453	не говорит	2	1
454	во всем	1	1
455	буквальном смысле	1	1
456	непременное условие	1	1
457	этот способ	1	1
458	одного коллектива	1	1
459	е не	1	1
460	только с	1	1
461	так то	1	1
462	тогда в	1	1
463	мы и	1	1
464	в каком	4	1
465	этот в	1	1
466	обстоятельство что	7	1
467	но там	1	1
468	такие случаи	3	1
469	лежит в	1	1
470	это конечно	2	1
471	отличается от	3	1
472	за что	1	1
473	всего что	2	1
474	указывает на	1	1
475	всегда хочет	1	1
476	не есть	1	1
477	в одну	2	1
478	пор как	1	1
479	если же	1	1
480	где он	1	1
481	ничего общего	1	1
482	обычно в	1	1
483	относящихся сюда	1	1
484	тем и	1	1
485	приходит к	1	1
486	с ее	1	1
487	как не	3	1
488	свою очередь	2	1
489	в ее	1	1
490	совершенно ясно	1	1
491	и пользуется	1	1
492	только то	1	1
493	в себя	1	1
494	с самого	1	1
495	д или	1	1
496	примеров можно	1	1
497	он так	1	1
498	оно также	1	1
499	можно было	9	1
500	это вовсе	1	1
501	есть также	1	1
502	отсюда и	2	1
503	что дело	1	1
504	за этими	1	1
505	смысле то	1	1
506	значит в	1	1
507	для этого	3	1
508	состоящий в	1	1
509	все те	1	1
510	эта сторона	1	1
511	но здесь	2	1
512	имеет еще	1	1
513	при котором	1	1
514	никак не	3	1
515	почему же	1	1
516	становится уже	1	1
517	просится в	1	1
518	это даже	1	1
519	можно встретить	3	1
520	форма как	1	1
521	пр но	2	1
522	так но	1	1
523	гораздо чаще	1	1
524	которых они	1	1
525	явление в	1	1
526	и только	1	1
527	кто в	4	1
528	указывающих на	1	1
529	находим и	1	1
530	отношениях и	1	1
531	политическая роль	1	1
532	где не	2	1
533	указывает что	2	1
534	тех пор	2	1
535	всегда в	1	1
536	которой и	1	1
537	оно и	1	1
538	и дает	1	1
539	только у	1	1
540	большею частью	2	1
541	себе внимание	1	1
542	и дело	1	1
543	тот же	5	1
544	хотя бы	9	1
545	ему и	1	1
546	ссылкой на	1	1
547	вполне возможно	1	1
548	средства и	1	1
549	по другим	1	1
550	именно на	1	1
551	конечно не	2	1
552	уже в	3	1
553	в большинстве	1	1
554	в нашей	4	1
555	чем обычно	1	1
556	каким образом	1	1
557	или даже	1	1
558	превращаются в	1	1
559	с какой	1	1
560	одно из	1	1
561	и их	1	1
562	за помощью	1	1
563	могло бы	1	1
564	мы находим	1	1
565	сами по	1	1
566	и следующий	1	1
567	ставит себе	2	1
568	заметить что	1	1
569	обратной силы	1	1
570	от того	4	1
571	силу которых	1	1
572	и слышать	1	1
573	в особую	1	1
574	к двум	1	1
575	также на	1	1
576	так не	1	1
577	как у	2	1
578	или иначе	3	1
579	нас в	1	1
580	в каких	1	1
581	и прежде	1	1
582	несколько примеров	1	1
583	и между	1	1
584	огромном большинстве	1	1
585	или о	2	1
586	большую роль	1	1
587	обратить внимание	2	1
588	здесь действительно	1	1
589	однако в	1	1
590	в соответствии	3	1
591	а на	2	1
592	на этот	2	1
593	которых мы	2	1
594	она может	1	1
595	языка не	2	1
596	жизнь в	1	1
597	подобного рода	5	1
598	самый факт	1	1
599	лет после	1	1
600	что мы	6	1
601	не при	1	1
602	становится ясным	1	1
603	для этой	2	1
604	есть одно	1	1
605	дело к	1	1
606	за тем	1	1
607	д в	1	1
608	этой работы	1	1
609	а так	1	1
610	в область	1	1
611	что за	2	1
612	так или	2	1
613	смысле этого	2	1
614	с тех	1	1
615	как бы	4	1
616	вне этой	1	1
617	то к	1	1
618	думать о	1	1
619	том смысле	1	1
620	что же	5	1
621	этого слова	5	1
622	с этой	2	1
623	и тому	1	1
624	мною не	2	1
625	а когда	1	1
626	только для	2	1
627	все это	5	1
628	но для	3	1
629	б в	1	1
630	к вопросу	3	1
631	в книге	1	1
632	предпосылки что	1	1
633	уже на	1	1
634	выше не	1	1
635	отношений и	1	1
636	который нельзя	1	1
637	другом отношении	1	1
638	и восклицания	1	1
639	обращается к	1	1
640	они имеют	2	1
641	словесное выражение	1	1
642	все они	2	1
643	на более	1	1
644	сохранила нам	1	1
645	в связь	1	1
646	и законов	1	1
647	на фоне	3	1
648	и получают	1	1
649	союз с	1	1
650	не знает	3	1
651	была бы	4	1
652	для каждой	1	1
653	речи и	5	1
654	но можно	2	1
655	можно привести	1	1
656	это и	3	1
657	у которых	1	1
658	можно наблюдать	1	1
659	они всегда	1	1
660	бы обратить	1	1
661	но эти	1	1
662	это так	3	1
663	но еще	1	1
664	однако мы	1	1
665	это в	2	1
666	как на	1	1
667	в огромном	1	1
668	этой точки	2	1
669	которая не	1	1
