N	2gram	Tiupa_Anal_3	KulturaY
446	звук или	1	1
447	в наши	1	1
448	и строго	1	1
449	в одну	1	1
450	от друга	1	1
451	свою очередь	4	1
452	нет никакой	1	1
453	приводит к	4	1
454	природе своей	1	1
455	никогда не	5	1
456	по природе	1	1
457	как между	1	1
458	и прочих	1	1
459	и каждый	1	1
460	с этого	1	1
461	логикой и	1	1
462	при одном	1	1
463	чем у	1	1
464	формы то	1	1
465	жанра в	1	1
466	сводится к	2	1
467	именно потому	1	1
468	произведения как	2	1
469	искусства и	1	1
470	и стихи	1	1
471	одного из	1	1
472	в конечном	2	1
473	по этому	1	1
474	и смыслом	1	1
475	тем или	2	1
476	тем как	1	1
477	во втором	4	1
478	нуждается в	2	1
479	крайней мере	4	1
480	вслед за	1	1
481	целого а	1	1
482	стихи и	1	1
483	вытекают из	1	1
484	судить по	1	1
485	действительности не	1	1
486	можно отметить	2	1
487	себе еще	1	1
488	но с	2	1
489	а если	1	1
490	года и	1	1
491	идет по	1	1
492	и дело	1	1
493	пушкина в	1	1
494	одной из	1	1
495	с ними	1	1
496	и роман	1	1
497	в себе	2	1
498	в стороне	1	1
499	и так	1	1
500	они могут	1	1
501	который в	3	1
502	от них	1	1
503	литературе и	1	1
504	сколько в	1	1
505	и др	1	1
506	оказывается в	1	1
507	не можем	1	1
508	решительным образом	1	1
509	своим собственным	1	1
510	в начале	6	1
511	союзов и	1	1
512	или даже	1	1
513	конечном счете	2	1
514	к единой	1	1
515	ту или	1	1
516	характерно что	1	1
517	мы знаем	1	1
518	для него	6	1
519	и их	1	1
520	текста в	6	1
521	в современном	1	1
522	уклоняется от	1	1
523	не для	2	1
524	содержания а	1	1
525	само по	1	1
526	каждый из	1	1
527	играет в	1	1
528	не говорит	1	1
529	и делает	1	1
530	указание на	2	1
531	не противоречит	1	1
532	друг от	1	1
533	со стороны	9	1
534	это указание	1	1
535	на примере	2	1
536	и прежде	2	1
537	тематические и	1	1
538	выше в	1	1
539	обратить внимание	1	1
540	превращается в	1	1
541	зависит от	1	1
542	мы и	1	1
543	есть лишь	1	1
544	было сказано	1	1
545	а по	1	1
546	литература в	1	1
547	на эту	2	1
548	когда же	1	1
549	могут служить	1	1
550	свое внимание	1	1
551	слово а	1	1
552	не видит	1	1
553	входить в	1	1
554	что во	1	1
555	до этого	1	1
556	и потому	2	1
557	отсюда и	1	1
558	к самому	1	1
559	из которых	1	1
560	статье о	1	1
561	к жизни	3	1
562	ведет к	1	1
563	роль принадлежит	1	1
564	в первой	8	1
565	в эту	1	1
566	рамках одного	1	1
567	дело здесь	1	1
568	ли не	4	1
569	в контексте	2	1
570	и формы	1	1
571	столько в	1	1
572	намек на	1	1
573	совершенно очевидно	2	1
574	каждое из	1	1
575	высказывания и	1	1
576	с этими	1	1
577	не любил	1	1
578	д и	1	1
579	слово здесь	1	1
580	и для	2	1
581	случаях когда	1	1
582	уже на	1	1
583	и от	2	1
584	в повествовании	1	1
585	к возникновению	1	1
586	жанр в	1	1
587	е о	2	1
588	от него	1	1
589	культуры он	1	1
590	не должен	2	1
591	будто бы	1	1
592	и отвечает	1	1
593	здесь-то и	1	1
594	слове как	1	1
595	же в	2	1
596	предлогов союзов	1	1
597	в равной	1	1
598	и другие	1	1
599	нами не	1	1
600	несмотря на	2	1
601	нам не	2	1
602	а о	1	1
603	в свою	5	1
604	между ними	1	1
605	они как	1	1
606	на общий	1	1
607	по одному	1	1
608	есть и	1	1
609	занимает в	1	1
610	несколько времени	1	1
611	к этому	3	1
612	к числу	2	1
613	к этой	1	1
614	только не	3	1
615	о которых	2	1
616	который не	2	1
617	все что	1	1
618	слова это	1	1
