N	2gram	Tiupa_Anal_1	Psycholo
412	диалектическом противоречии	1	1
413	и чему	1	1
414	не вызвано	1	1
415	литературная критика	1	1
416	смысла но	4	1
417	только один	1	1
418	нам как	1	1
419	и те	1	1
420	двух других	1	1
421	на его	2	1
422	к некоторому	1	1
423	у читателя	1	1
424	и сам	2	1
425	из него	1	1
426	его от	1	1
427	подобно тому	3	1
428	то ни	3	1
429	тем в	1	1
430	связей в	2	1
431	в другом	4	1
432	была в	1	1
433	в глубине	1	1
434	все их	1	1
435	искусства в	4	1
436	деле в	2	1
437	этом смысле	1	1
438	еще одно	1	1
439	смерть и	1	1
440	самом убийстве	1	1
441	и романа	1	1
442	этом мы	1	1
443	за ним	1	1
444	исходили из	1	1
445	она и	1	1
446	рассказ в	1	1
447	обозначить как	2	1
448	перед собой	2	1
449	на первый	1	1
450	в этих	1	1
451	для него	2	1
452	этой связи	1	1
453	со всяким	1	1
454	событие которое	1	1
455	она в	1	1
456	я начинаю	1	1
457	не столько	2	1
458	не от	1	1
459	свой смысл	1	1
460	которое дает	2	1
461	одном из	1	1
462	есть его	1	1
463	которые в	2	1
464	силу и	1	1
465	и более	4	1
466	том и	2	1
467	простейший пример	1	1
468	бы быть	3	1
469	мы встречаемся	1	1
470	произведения представляет	1	1
471	это правило	1	1
472	в отношении	1	1
473	этой второй	1	1
474	все три	1	1
475	все мы	1	1
476	тогда когда	2	1
477	к этим	1	1
478	виду не	1	1
479	смысл его	3	1
480	последние десятилетия	1	1
481	из четырех	2	1
482	независимым от	1	1
483	к концу	1	1
484	своей природе	1	1
485	такая же	1	1
486	в сознании	2	1
487	из того	4	1
488	что речь	1	1
489	слова о	1	1
490	не до	1	1
491	может показаться	1	1
492	глубине души	1	1
493	художественной литературы	1	1
494	уже о	1	1
495	исходить из	1	1
496	начиная с	1	1
497	словесного искусства	1	1
498	и заключается	2	1
499	об одном	1	1
500	прощается с	1	1
501	на это	1	1
502	должен быть	6	1
503	оно может	3	1
504	расходится с	1	1
505	но по	1	1
506	его текста	1	1
507	как не	1	1
508	свою очередь	1	1
509	не могу	2	1
510	личности и	1	1
511	два события	1	1
512	мысль о	2	1
513	когда наконец	1	1
514	на той	1	1
515	для своей	1	1
516	как с	1	1
517	вызвано было	1	1
518	драме но	1	1
519	является в	1	1
520	он сам	1	1
521	и восприятия	2	1
522	быть в	1	1
523	его художественной	1	1
524	акта в	1	1
525	к действительности	1	1
526	и просто	2	1
527	а также	3	1
528	может не	1	1
529	столкновения двух	1	1
530	других людей	2	1
531	это была	1	1
532	и во	1	1
533	в конечном	4	1
534	в которую	1	1
535	к нему	3	1
536	его смысла	1	1
537	романа как	1	1
538	не дал	1	1
539	творчества в	1	1
540	его с	1	1
541	автор как	1	1
542	ним и	2	1
543	составляющих его	1	1
544	которое однако	1	1
545	столько сколько	1	1
546	сомнения в	1	1
547	от нее	1	1
548	переработки и	1	1
549	романа в	2	1
550	указывает и	1	1
551	в лице	1	1
552	истории литературы	4	1
553	этой точки	1	1
554	и представляет	3	1
555	что даже	1	1
556	с прежним	1	1
557	между тем	5	1
558	во времени	4	1
559	бы ни	2	1
560	жизни однако	1	1
561	с какой	1	1
562	есть в	1	1
563	только на	1	1
564	ни было	4	1
565	слова в	1	1
566	действующего лица	1	1
567	от других	1	1
568	а то	1	1
569	двух основных	1	1
570	его текст	1	1
571	в душе	1	1
572	но от	1	1
573	эти два	1	1
574	не так	1	1
575	себе в	2	1
576	для другой	1	1
577	от тех	1	1
578	всегда только	1	1
579	следует понимать	1	1
580	или ином	3	1
581	и вместе	1	1
582	встречаемся с	1	1
583	действия все	1	1
584	введено в	1	1
585	для художественного	2	1
586	представляют собой	2	1
587	были бы	1	1
588	в особенности	1	1
589	к его	1	1
590	и даже	1	1
591	в данный	1	1
592	нам не	1	1
593	не следует	4	1
594	с другим	4	1
595	или иначе	1	1
596	на известную	1	1
597	этом как	1	1
598	действующих лиц	1	1
599	и др	1	1
600	себя и	4	1
601	время была	1	1
602	превращается в	1	1
603	не решает	2	1
604	автором в	1	1
605	однако и	1	1
606	других для	1	1
607	в ту	1	1
608	его собственной	1	1
609	него не	1	1
610	не об	1	1
611	душевной жизни	2	1
612	бы как	1	1
613	долгое время	1	1
614	ради которых	1	1
615	искусства но	1	1
616	в течение	1	1
617	чтобы увидеть	1	1
618	отношению к	5	1
619	начала к	1	1
620	понимать как	2	1
621	смысл в	1	1
622	или хотя	1	1
623	художественный смысл	1	1
624	художественное произведение	5	1
625	только для	2	1
626	но это	1	1
627	о его	1	1
628	и действия	1	1
629	и таким	1	1
630	отличается от	2	1
631	в чем	1	1
632	вокруг него	1	1
633	к словесному	1	1
634	перед смертью	1	1
635	к другим	1	1
636	это как	2	1
637	является ли	1	1
638	с автором	1	1
639	не имея	1	1
640	в связи	1	1
641	и состоит	5	1
642	или в	1	1
643	та и	1	1
644	которая в	3	1
645	человек и	1	1
646	от него	1	1
647	из себя	1	1
648	не должен	2	1
649	будто бы	3	1
650	идет об	1	1
651	или не	2	1
652	же в	1	1
653	есть уже	1	1
654	утверждал что	1	1
655	жизни в	1	1
656	нет ничего	2	1
657	а о	1	1
658	в свою	1	1
659	том или	3	1
660	сюжет есть	1	1
661	речи и	1	1
662	равно как	1	1
663	этом все	1	1
664	не что	4	1
665	просто не	1	1
666	а может	1	1
667	это понятие	1	1
