N	2gram	Potebnia_M_1	EvropaiC
102	в то	4	5
103	как будто	2	5
104	что при	5	5
105	в его	5	5
106	большею частью	1	5
107	потому что	52	5
108	и их	3	5
109	у него	1	5
110	именно в	1	5
111	далеко не	1	5
112	ничем не	1	5
113	другой стороны	5	5
114	и для	5	5
115	и от	3	5
116	к этому	1	5
117	одним из	2	4
118	в такой	1	4
119	и то	3	4
120	первое время	1	4
121	то же	6	4
122	та же	1	4
123	из того	2	4
124	что его	1	4
125	что как	3	4
126	хотя и	3	4
127	чем больше	1	4
128	он не	3	4
129	из них	1	4
130	должно быть	7	4
131	в их	2	4
132	признать что	1	4
133	выше мы	1	4
134	тем не	6	4
135	том же	2	4
136	и проч	1	4
137	связи с	3	4
138	с течением	1	4
139	никогда не	4	4
140	на вопрос	1	4
141	все прочие	1	4
142	выше и	1	4
143	в народе	2	4
144	если мы	3	4
145	не есть	10	4
146	в виде	1	4
147	не так	3	4
148	а потому	10	4
149	без того	1	4
150	в области	1	4
151	его собственной	1	4
152	как сказано	1	4
153	не могут	4	4
154	в течение	2	4
155	самого себя	4	4
156	в состоянии	3	4
157	мы должны	3	4
158	хотя бы	2	4
159	совершенно не	1	4
160	в таком	5	4
161	же как	1	3
162	с в	5	3
163	вопрос о	4	3
164	не вполне	1	3
165	то очевидно	1	3
166	в данном	1	3
167	мы будем	2	3
168	очевидно что	3	3
169	которые не	2	3
170	каждое поколение	2	3
171	в истории	7	3
172	что по	3	3
173	этого круга	1	3
174	в нашем	1	3
175	в тех	1	3
176	в нем	20	3
177	народов которые	1	3
178	и по	6	3
179	и может	2	3
180	заключается в	3	3
181	чтобы все	1	3
182	это не	7	3
183	в жизни	3	3
184	с тем	5	3
185	чем в	2	3
186	и того	2	3
187	одного и	2	3
188	в этих	7	3
189	что если	3	3
190	таким же	2	3
191	даже в	1	3
192	образом в	1	3
193	для нас	9	3
194	в разных	2	3
195	во всем	4	3
196	уже и	1	3
197	от того	4	3
198	у нас	2	3
199	должны быть	7	3
200	что оно	2	3
201	ничего общего	2	3
202	и это	3	3
203	то ни	3	3
204	сказано выше	1	3
205	и вообще	3	3
206	с одной	3	3
207	человеческого рода	1	3
208	в начале	2	3
209	различия в	2	3
210	при помощи	2	3
211	и других	4	3
212	от тех	1	3
213	может служить	1	3
214	прежде всего	4	3
215	же не	1	3
216	в связи	1	3
217	ко всем	2	3
218	и потому	5	3
219	по одному	1	3
220	не подлежит	1	3
221	ее и	1	3
222	не то	1	3
223	от него	4	3
224	бы в	4	3
225	тем более	2	3
226	только что	2	3
227	а в	5	3
228	что мы	4	3
229	в психологии	1	3
230	указывают на	2	3
231	он считает	1	2
232	которого в	1	2
233	от своей	1	2
234	в котором	1	2
235	что эти	1	2
236	по его	7	2
237	в сущности	2	2
238	с ее	2	2
239	и ее	1	2
240	в ней	7	2
241	свою очередь	4	2
242	бы то	2	2
243	тем как	3	2
244	во всяком	3	2
245	но как	3	2
246	только тогда	5	2
247	совершенно ясно	1	2
248	более как	3	2
249	что они	1	2
250	же мало	1	2
251	общего с	1	2
252	есть в	2	2
253	то в	5	2
254	и там	1	2
255	если он	1	2
256	но на	2	2
257	вследствие этого	1	2
258	этот процесс	1	2
259	что она	1	2
260	не следует	5	2
261	по степени	1	2
262	как две	1	2
263	народа выше	1	2
264	он должен	2	2
265	одной и	3	2
266	из него	2	2
267	то есть	42	2
268	в глазах	3	2
269	только одно	1	2
270	же образом	1	2
271	в них	3	2
272	со своими	1	2
273	и уже	1	2
274	мы видели	4	2
275	в один	2	2
276	на таких	1	2
277	в эту	1	2
278	но если	2	2
279	следует что	1	2
280	давно уже	1	2
281	никто не	3	2
282	представить себе	3	2
283	что до	2	2
284	в которых	1	2
285	образом и	2	2
286	над всеми	2	2
287	и более	2	2
288	том и	2	2
289	тому что	3	2
290	она не	3	2
291	то с	1	2
292	между людьми	1	2
293	тем самым	4	2
294	этими двумя	1	2
295	будет только	1	2
296	тогда когда	9	2
297	на себе	2	2
298	на него	3	2
299	предшествующих поколений	1	2
300	все без	1	2
301	только не	2	2
302	в самой	3	2
303	и весь	1	2
304	на этом	1	2
305	заключает в	2	2
306	доказать что	1	2
307	что на	6	2
308	ясно как	1	2
309	сходство с	1	2
310	от нее	6	2
311	имеет место	2	2
312	если же	5	2
313	должен быть	1	2
314	как мы	2	2
315	как не	1	2
316	только при	2	2
317	выше что	1	2
318	на том	1	2
319	что у	1	2
320	на нее	1	2
321	те же	1	2
322	из одного	3	2
323	все его	1	2
324	в виду	2	2
325	новых открытий	1	2
326	в другом	1	2
327	же время	4	2
328	все в	2	2
329	к нему	1	2
330	которой мы	1	2
331	во втором	5	2
332	исторического развития	1	2
333	для самого	1	2
334	было бы	12	2
335	но так	1	2
336	образом как	1	2
337	но с	2	2
338	этот вопрос	2	2
339	пришлось бы	1	2
340	между этими	1	2
341	жизни и	2	2
342	то и	7	2
343	ни было	2	2
344	одно из	3	2
345	для него	4	2
346	всяком случае	1	2
347	вовсе не	5	2
348	к ним	2	2
349	из нее	1	2
350	которые могут	1	2
351	и только	2	2
352	не было	4	2
353	с общим	1	2
354	себя и	1	2
355	что для	3	2
356	одной стороны	3	2
357	что несмотря	1	2
358	вытекают из	3	2
359	во внимание	3	2
360	в одно	2	2
361	будет иметь	1	2
362	все то	2	2
363	его народом	1	2
364	независимо от	6	2
365	но не	8	2
366	что же	2	2
367	усвоения и	1	2
368	многих других	1	2
369	этого слова	1	2
370	только то	2	2
371	с этой	2	2
372	между прочим	2	2
373	ни для	1	2
374	но для	1	2
375	говорить что	1	2
376	все упомянутые	1	2
377	причин не	1	2
378	при таком	4	2
379	том виде	1	2
380	не более	4	2
381	на такой	1	2
382	с ними	1	2
383	между ними	1	2
384	в свою	4	2
385	ко всему	1	2
386	быть признана	1	2
387	всех тех	1	2
388	они не	1	2
389	от этой	1	1
390	говоря о	1	1
391	на вере	1	1
392	например в	1	1
393	предполагает что	1	1
394	из понятий	1	1
395	он может	1	1
396	силы и	1	1
397	на деле	4	1
398	что когда	1	1
399	в первом	5	1
400	которую они	1	1
401	не имело	1	1
402	по которым	1	1
403	из его	1	1
404	последующем изложении	1	1
405	высшей степени	1	1
406	в зависимости	1	1
407	той же	3	1
408	отношения к	1	1
409	а как	2	1
410	есть не	2	1
411	должна бы	1	1
412	из всего	1	1
413	же история	2	1
414	мы не	10	1
415	не во	1	1
416	разница лишь	1	1
417	из своих	1	1
418	имеет свою	1	1
419	этом не	1	1
420	основаниях можно	1	1
421	на себя	1	1
422	группы и	1	1
423	похожи на	1	1
424	зависимости от	1	1
425	и самого	1	1
426	стороны его	1	1
427	на них	1	1
428	иное как	2	1
429	себя а	2	1
430	на их	1	1
431	одну общую	1	1
432	в различных	1	1
433	а из	1	1
434	всю свою	1	1
435	имеют между	1	1
436	с его	1	1
437	бы не	6	1
438	в создании	3	1
439	а следовательно	1	1
440	но тогда	2	1
441	на сторону	1	1
442	и другие	1	1
443	дикарей то	1	1
444	а только	4	1
445	друг на	1	1
446	слова были	2	1
447	было невозможно	1	1
448	если в	1	1
449	его душе	1	1
450	с психологической	1	1
451	некоторые черты	1	1
452	себе и	1	1
453	со стороны	8	1
454	отличаются от	1	1
455	к сожалению	1	1
456	него только	1	1
457	вызывает в	1	1
458	правильно и	1	1
459	что во	2	1
460	человечества не	1	1
461	как в	10	1
462	что именно	2	1
463	выйти из	2	1
464	бы при	1	1
465	помнить что	3	1
466	перед нами	1	1
467	и как	6	1
468	с понятием	2	1
469	себе на	1	1
470	и логически	1	1
471	его к	2	1
472	тем же	2	1
473	расстояние от	1	1
474	что входит	1	1
475	и хотя	1	1
476	от самого	1	1
477	развития это	1	1
478	психологии и	1	1
479	и кто	1	1
480	с на	1	1
481	от чего	1	1
482	отказывается от	1	1
483	именно того	1	1
484	а во-вторых	1	1
485	бы с	1	1
486	он в	1	1
487	ни одна	2	1
488	хотя мы	1	1
489	нами в	1	1
490	о ее	1	1
491	очевидна и	1	1
492	во многих	2	1
493	не могла	2	1
494	его если	1	1
495	на его	1	1
496	значительный запас	1	1
497	как оно	1	1
498	задний план	1	1
499	после этого	2	1
500	от которого	1	1
501	области не	1	1
502	перестает быть	1	1
503	одно целое	1	1
504	к одному	2	1
505	только такой	1	1
506	кажется нам	1	1
507	общество и	2	1
508	но вместе	2	1
509	без исключения	1	1
510	одно и	1	1
511	наука не	1	1
512	положения что	1	1
513	в каждом	4	1
514	тем в	1	1
515	друг в	1	1
516	различие между	1	1
517	из самой	1	1
518	а его	3	1
519	зрения на	1	1
520	и другом	2	1
521	входит в	1	1
522	это было	1	1
523	при встрече	1	1
524	с другими	1	1
525	всех народов	1	1
526	вызывает новые	1	1
527	он есть	2	1
528	и тем	3	1
529	есть всегда	1	1
530	может вполне	1	1
531	известным образом	2	1
532	открытий в	1	1
533	само собою	2	1
534	как общее	1	1
535	рядом с	1	1
536	до сознания	3	1
537	на друга	1	1
538	во взаимной	1	1
539	в развитии	1	1
540	можно считать	1	1
541	остается в	1	1
542	народа и	2	1
543	их на	1	1
544	не мог	3	1
545	какой именно	1	1
546	видеть во	1	1
547	к первому	3	1
548	что такая	2	1
549	в своей	3	1
550	что такое	1	1
551	нас не	1	1
552	его мнению	4	1
553	того будет	1	1
554	тою же	1	1
555	он принимает	1	1
556	иначе как	2	1
557	что я	1	1
558	для всякого	2	1
559	где искать	1	1
560	которые должны	1	1
561	и той	3	1
562	когда эти	1	1
563	но он	2	1
564	друг другу	3	1
565	по крайней	2	1
566	и эти	1	1
567	на другую	1	1
568	более сложные	1	1
569	важную роль	1	1
570	их в	1	1
571	однако в	4	1
572	что этот	1	1
573	человека но	1	1
574	случае мы	1	1
575	народом в	1	1
576	всех их	1	1
577	в отношении	1	1
578	ничего такого	1	1
579	зрения по	1	1
580	есть нечто	4	1
581	и другое	3	1
582	самого начала	3	1
583	не имеет	5	1
584	принадлежат к	1	1
585	в науке	1	1
586	и притом	4	1
587	ее с	2	1
588	народов в	1	1
589	к этим	1	1
590	не по	4	1
591	отрешиться от	1	1
592	в уме	1	1
593	связанными с	1	1
594	может только	1	1
595	вытекает из	2	1
596	следовательно и	2	1
597	существующие в	2	1
598	в общих	1	1
599	дело в	2	1
600	именно с	1	1
601	и народов	2	1
602	таким путем	1	1
603	народа по	1	1
604	к ней	2	1
605	создается в	1	1
606	на природу	1	1
607	это слово	1	1
608	и его	5	1
609	национальных особенностей	1	1
610	мы бы	1	1
611	субъективна и	1	1
612	не потому	2	1
613	может показаться	1	1
614	уже о	1	1
615	начиная с	1	1
616	с и	3	1
617	есть только	11	1
618	да и	1	1
619	зависят от	2	1
620	на известное	1	1
621	к пониманию	1	1
622	всегда в	1	1
623	для себя	3	1
624	своего развития	1	1
625	ставит его	1	1
626	потому не	1	1
627	бы их	1	1
628	но при	3	1
629	говоря уже	1	1
630	здесь не	1	1
631	прогресса и	1	1
632	индивидуальной психологии	1	1
633	а другая	1	1
634	таких ощущений	1	1
635	мысль о	2	1
636	каждый раз	4	1
637	об отношении	3	1
638	с самого	3	1
639	лучше сказать	1	1
640	то время	1	1
641	так в	1	1
642	приводит к	1	1
643	роль в	1	1
644	и прочее	1	1
645	существовать и	1	1
646	же эти	1	1
647	не были	2	1
648	что от	1	1
649	не исчерпывается	1	1
650	и постоянно	1	1
651	ничего не	1	1
652	стремление к	2	1
653	к разрешению	1	1
654	может видеть	1	1
655	будет нам	1	1
656	всего человечества	1	1
657	за тем	2	1
658	язык и	5	1
659	никак не	2	1
660	понимают друг	1	1
661	этой мысли	1	1
662	это была	1	1
663	образом мы	1	1
664	к истине	1	1
665	смотрят на	1	1
666	принуждены будем	1	1
667	от них	1	1
668	этому требованию	1	1
669	видели выше	1	1
670	общих чертах	1	1
671	когда оно	1	1
672	не противоречит	1	1
673	во всей	1	1
674	крайней мере	2	1
675	в другой	3	1
676	окажется что	1	1
677	и следовательно	2	1
678	совсем в	1	1
679	связь между	2	1
680	эти последние	1	1
681	тех пор	1	1
682	и история	1	1
683	на которой	1	1
684	один из	1	1
685	себе еще	1	1
686	то направление	1	1
687	и народа	5	1
688	видели что	1	1
689	мы видим	4	1
690	к делу	1	1
691	менее в	1	1
692	условий жизни	1	1
693	как нечто	1	1
694	к их	1	1
695	в разные	2	1
696	поэтому и	1	1
697	то эти	1	1
698	по мнению	3	1
699	что так	1	1
700	бы ни	4	1
701	своей деятельности	1	1
702	по этому	2	1
703	согласно с	4	1
704	принадлежит именно	1	1
705	с которыми	1	1
706	для всех	5	1
707	внимание что	2	1
708	с нею	4	1
709	уже не	2	1
710	уже в	1	1
711	вопроса о	2	1
712	только на	3	1
713	положение что	1	1
714	прямого отношения	1	1
715	но совершенно	2	1
716	за ним	2	1
717	он принадлежит	1	1
718	ними нет	1	1
719	мы находим	1	1
720	в прошлом	1	1
721	своих собственных	1	1
722	ее не	1	1
723	друг друга	5	1
724	случае не	1	1
725	заметить что	2	1
726	тем что	9	1
727	ее на	1	1
728	в других	2	1
729	даже и	2	1
730	что чувство	2	1
731	были бы	3	1
732	и стремление	2	1
733	именно как	1	1
734	нас вопроса	1	1
735	и даже	4	1
736	и постепенно	1	1
737	развития в	1	1
738	деле есть	2	1
739	с другим	3	1
740	не раньше	1	1
741	свою историю	1	1
742	если признать	1	1
743	рядом и	1	1
744	народов должна	1	1
745	будет ли	1	1
746	к которому	3	1
747	случаев в	1	1
748	как же	1	1
749	еще и	1	1
750	и развития	2	1
751	и затем	1	1
752	только к	1	1
753	другую то	2	1
754	точке зрения	2	1
755	только по	2	1
756	не без	1	1
757	на основании	2	1
758	не создает	2	1
759	а на	1	1
760	а не	21	1
761	зависит от	5	1
762	что число	1	1
763	и оно	1	1
764	а так	4	1
765	когда же	1	1
766	душевной жизни	9	1
767	людьми и	2	1
768	к сознанию	2	1
769	виде в	1	1
770	так называемых	1	1
771	все более	3	1
772	то не	3	1
773	нет ничего	2	1
774	есть следствие	1	1
775	в человеке	10	1
776	что за	1	1
777	если они	1	1
778	быть если	1	1
779	смысле этого	1	1
780	могут быть	9	1
781	есть как	2	1
782	из сил	1	1
783	в следующее	1	1
784	в каждую	2	1
785	быть не	4	1
786	взглядов на	1	1
787	их было	1	1
788	стремятся к	1	1
789	открытие и	1	1
790	только для	3	1
791	умственной жизни	1	1
792	этой стороны	1	1
793	в так	1	1
794	и таким	1	1
795	все остальные	4	1
796	вполне отрешиться	1	1
797	на свои	2	1
798	нее только	1	1
799	понятий и	1	1
800	в более	4	1
801	ли в	2	1
802	не имея	1	1
803	на задний	1	1
804	тождественно с	1	1
805	мы только	1	1
806	развития и	3	1
807	как эта	1	1
808	соединяются в	2	1
809	еще более	2	1
810	мысль на	1	1
811	будто бы	1	1
812	в памяти	1	1
813	есть продукт	1	1
814	психологической точки	1	1
815	пришла к	1	1
816	даже при	1	1
817	над собою	1	1
818	это все	1	1
819	необходимое условие	1	1
820	не говоря	1	1
821	же будет	1	1
822	сказать что	3	1
823	была бы	2	1
824	нет но	1	1
825	не замечать	1	1
826	всех других	1	1
827	что ни	1	1
828	языка то	4	1
829	проникнуть в	1	1
830	всем этом	1	1
831	в голову	1	1
832	увидим что	4	1
833	в своих	4	1
834	с такой	1	1
835	точно так	11	1
836	этой цели	2	1
