N	2gram	Vinokur_St_2	Marksizm
236	в русской	5	2
237	мысли в	1	2
238	что такое	2	2
239	каждого данного	1	2
240	в основе	1	2
241	не могло	3	2
242	одна из	1	2
243	как она	1	2
244	у нас	3	2
245	ни о	1	2
246	нет ни	1	2
247	к тому	10	2
248	они и	1	2
249	она не	1	2
250	в виду	7	2
251	имеет значение	1	2
252	никогда не	3	2
253	превращаясь в	1	2
254	если бы	2	2
255	и вообще	2	2
256	и даже	3	2
257	к языку	1	2
258	о том	17	2
259	и во	1	2
260	во втором	1	2
261	отчет в	1	2
262	что и	2	2
263	ни к	1	2
264	в двух	1	2
265	что он	13	2
266	в качестве	5	2
267	и др	2	2
268	и их	1	2
269	всяком случае	3	2
270	так как	2	2
271	мы можем	1	2
272	свое выражение	2	2
273	как раз	8	2
274	тем что	3	2
275	или иначе	1	2
276	языка не	1	2
277	одну из	1	2
278	там где	2	2
279	в частности	4	2
280	независимо от	1	2
281	к своему	2	2
282	со всею	1	2
283	неизбежно должна	1	2
284	действительно ли	1	2
285	тех пор	1	2
286	с этой	2	2
287	этом вопросе	1	2
288	но для	1	2
289	или в	1	2
290	этой системы	1	2
291	в свою	1	2
292	но если	1	2
293	в романе	4	2
294	совершенно независимо	1	2
295	к его	1	2
296	отношению к	1	2
297	из этого	1	2
298	языка все	1	2
299	вся история	1	2
300	жизни и	1	2
301	к этой	1	2
302	в своих	1	2
303	в таком	1	2
304	том числе	1	2
305	а между	1	1
306	но кроме	1	1
307	также и	2	1
308	например в	3	1
309	и то	1	1
310	и без	1	1
311	тем же	2	1
312	отношения между	1	1
313	и до	1	1
314	века в	1	1
315	его не	3	1
316	то для	1	1
317	из всех	1	1
318	пушкина еще	2	1
319	что вся	1	1
320	бы что	1	1
321	является внешним	1	1
322	совершенно так	2	1
323	почти все	2	1
324	литературных явлений	1	1
325	говорить о	1	1
326	вместо того	1	1
327	сложная и	1	1
328	в каждой	1	1
329	которые он	1	1
330	без кавычек	1	1
331	на них	1	1
332	он сам	1	1
333	оценок и	1	1
334	здесь не	1	1
335	столь же	1	1
336	этим не	1	1
337	с его	2	1
338	только после	1	1
339	функция этого	1	1
340	совсем не	1	1
341	но как	1	1
342	в голове	1	1
343	было указано	1	1
344	ответ на	1	1
345	в общем	3	1
346	отношение к	1	1
347	как говорит	2	1
348	работа в	1	1
349	для русской	1	1
350	под его	1	1
351	это был	2	1
352	хотя и	4	1
353	был связан	1	1
354	по пути	2	1
355	более или	2	1
356	важны не	1	1
357	следует сказать	1	1
358	для которого	1	1
359	именно эта	1	1
360	что это	3	1
361	средство для	1	1
362	так или	1	1
363	иначе и	1	1
364	к самому	1	1
365	в этой	2	1
366	в известном	3	1
367	с их	1	1
368	данном контексте	1	1
369	не те	1	1
370	бы только	1	1
371	видим и	1	1
372	вследствие этого	1	1
373	с громадным	1	1
374	и если	1	1
375	не следует	1	1
376	говоря все	1	1
377	перестает быть	1	1
378	именно то	1	1
379	них нет	1	1
380	прочим и	1	1
381	ни была	1	1
382	данном отношении	1	1
383	в россии	3	1
384	вообще не	3	1
385	у пушкина	12	1
386	и по	3	1
387	в образе	3	1
388	так например	7	1
389	человек с	1	1
390	значительной степени	2	1
391	русском языке	1	1
392	что почти	1	1
393	этого вопроса	1	1
394	в совершенно	1	1
395	значение в	1	1
396	об этой	1	1
397	и глубоким	1	1
398	опираются на	1	1
399	а по	1	1
400	на все	1	1
401	для своей	2	1
402	зрения на	1	1
403	не совпадает	1	1
404	что один	1	1
405	лишь на	1	1
406	истории и	2	1
407	и тем	1	1
408	но уже	1	1
409	нет в	1	1
410	с тем	7	1
411	и вся	2	1
412	мы видели	1	1
413	отказаться от	1	1
414	ради этой	1	1
415	еще в	2	1
416	в один	2	1
417	нисколько не	1	1
418	или менее	2	1
419	которая становится	1	1
420	во время	2	1
421	можно найти	1	1
422	к истории	2	1
423	уже к	1	1
424	одним и	1	1
425	далее в	2	1
426	что я	2	1
427	от его	2	1
428	том каким	1	1
429	и всякого	1	1
430	что было	2	1
431	диалогической речи	1	1
432	где нет	2	1
433	в устах	2	1
434	освободиться от	1	1
435	и очень	1	1
436	время был	1	1
437	что есть	1	1
438	слово должно	1	1
439	xviii века	2	1
440	виду что	1	1
441	с теми	1	1
442	того как	7	1
443	на него	1	1
444	не по	2	1
445	взглянуть на	2	1
446	о них	1	1
447	он с	1	1
448	его от	1	1
449	и всегда	2	1
450	на отношения	1	1
451	этих двух	1	1
452	первая часть	1	1
453	к ней	1	1
454	потому что	9	1
455	исходить из	1	1
456	в духе	2	1
457	вполне понятным	1	1
458	следует еще	2	1
459	отличается от	1	1
460	и снова	1	1
461	языка по	1	1
462	значения и	1	1
463	к какой	1	1
464	характер и	1	1
465	реальной действительности	1	1
466	в особенности	2	1
467	только не	2	1
468	и совершенно	1	1
469	котором мы	1	1
470	на нее	3	1
471	почти ничего	1	1
472	времени и	4	1
473	связан с	3	1
474	особенно в	2	1
475	здесь нет	1	1
476	на которую	1	1
477	найти в	1	1
478	к вопросам	1	1
479	форме в	1	1
480	образом в	1	1
481	их точки	1	1
482	широкой и	1	1
483	и что	6	1
484	идет о	3	1
485	в значительной	2	1
486	должно было	3	1
487	в изложении	1	1
488	и лишь	1	1
489	в которую	2	1
490	всей нашей	1	1
491	но нет	1	1
492	отметить что	2	1
493	в форме	1	1
494	нужно искать	1	1
495	которые должно	1	1
496	был для	4	1
497	века и	2	1
498	пр но	1	1
499	в ту	1	1
500	борьба вокруг	1	1
501	могло в	1	1
502	для самого	1	1
503	в каких	1	1
504	остается невыясненным	1	1
505	совершенно особое	1	1
506	речи о	1	1
507	с ними	1	1
508	пришел к	1	1
509	непосредственно из	1	1
510	очень много	1	1
511	поэтому и	1	1
512	образа в	1	1
513	или же	1	1
514	бы ни	2	1
515	от них	1	1
516	так что	3	1
517	не соответствует	1	1
518	к какому	1	1
519	уже в	1	1
520	его действительное	1	1
521	при помощи	4	1
522	в одном	6	1
523	сами по	2	1
524	значении которое	1	1
525	не о	1	1
526	может служить	1	1
527	относясь к	1	1
528	но что	1	1
529	образом не	2	1
530	о каком	1	1
531	были бы	1	1
532	зрения этого	1	1
533	со стороны	2	1
534	самым значительным	1	1
535	бы эти	1	1
536	и быть	1	1
537	еще и	3	1
538	романа в	1	1
539	себя и	1	1
540	нет как	1	1
541	что для	1	1
542	и самый	2	1
543	его исторического	1	1
544	преклонение перед	1	1
545	взглянем на	1	1
546	же языком	1	1
547	о чем	5	1
548	его как	2	1
549	входить в	1	1
550	ответить на	1	1
551	сделать его	1	1
552	как это	2	1
553	но не	3	1
554	если оно	1	1
555	в той	5	1
556	речи а	1	1
557	и всей	1	1
558	по существу	2	1
559	для понимания	1	1
560	чтобы сделать	2	1
561	отношениями между	1	1
562	исходным пунктом	1	1
563	быть не	1	1
564	ценность и	1	1
565	внешнего мира	1	1
566	реагирования на	1	1
567	эти два	1	1
568	на пути	1	1
569	лишено всякой	1	1
570	его за	1	1
571	между прочим	12	1
572	в более	1	1
573	вопрос в	1	1
574	стороны или	1	1
575	отвечает на	1	1
576	такого рода	2	1
577	а все	1	1
578	историк и	1	1
579	к одной	1	1
580	него о	1	1
581	не должен	2	1
582	только с	2	1
583	отсюда на	1	1
584	язык не	1	1
585	же касается	1	1
586	и другие	2	1
587	нашло свое	2	1
588	духе как	1	1
589	в моем	1	1
590	неотделим от	1	1
591	была бы	5	1
592	их с	1	1
593	но этот	1	1
594	никакой связи	1	1
595	в последнем	1	1
596	громадным трудом	1	1
597	в трагедию	1	1
598	ее в	2	1
599	каждое слово	1	1
600	нас не	2	1
601	можно назвать	1	1
602	яркое выражение	1	1
603	не укладывается	1	1
604	гораздо более	1	1
605	которая не	1	1
