N	2gram	Losev_Prob_1	Hudozhes
227	не стал	1	2
228	за ним	1	2
229	ту или	1	2
230	мы знаем	1	2
231	а то	1	2
232	при всей	1	2
233	на том	4	2
234	или иначе	2	2
235	ему не	1	2
236	действующих лиц	2	2
237	что не	3	2
238	в данной	1	2
239	человек в	1	2
240	ближе к	1	2
241	что же	9	2
242	да и	3	2
243	в это	2	2
244	и не	31	2
245	с этой	1	2
246	только для	3	2
247	видно что	1	2
248	нет ничего	10	2
249	пока еще	3	2
250	в результате	2	2
251	о котором	1	2
252	своей собственной	1	2
253	с внешней	1	2
254	ни к	1	2
255	в системе	1	2
256	не знает	1	2
257	или иного	2	2
258	но еще	2	2
259	которая не	1	2
260	говорили о	1	1
261	а между	1	1
262	смысле слова	7	1
263	речь здесь	1	1
264	таком случае	6	1
265	и то	6	1
266	и подробно	1	1
267	в первом	2	1
268	сцена в	1	1
269	и до	2	1
270	не принимая	1	1
271	проникает в	1	1
272	он всегда	3	1
273	по его	2	1
274	также и	11	1
275	именно к	1	1
276	такие общие	1	1
277	в анализ	1	1
278	есть нечто	11	1
279	в сущности	2	1
280	но она	3	1
281	я не	1	1
282	х годов	1	1
283	не сводится	1	1
284	хотя бы	3	1
285	это время	1	1
286	на другом	1	1
287	литературы и	4	1
288	лакеем и	1	1
289	а еще	1	1
290	виде то	1	1
291	нам представляется	1	1
292	что его	3	1
293	в чем	3	1
294	без которого	3	1
295	не требует	1	1
296	мы еще	1	1
297	совсем не	4	1
298	меня самого	1	1
299	с самой	1	1
300	явлений и	1	1
301	есть по	4	1
302	в общем	1	1
303	ее выражения	1	1
304	социально-исторических явлений	1	1
305	тут же	1	1
306	нет и	2	1
307	в свои	1	1
308	этот художественный	1	1
309	к сожалению	1	1
310	относится к	1	1
311	и я	1	1
312	чем же	2	1
313	первый взгляд	1	1
314	но пока	1	1
315	в акте	1	1
316	общего с	8	1
317	решительно все	1	1
318	дает нам	1	1
319	однако не	3	1
320	и как	6	1
321	это тоже	2	1
322	не являются	5	1
323	к числу	1	1
324	от этого	1	1
325	о самом	1	1
326	их состояния	1	1
327	в которой	2	1
328	отказывается от	1	1
329	он в	2	1
330	бы не	1	1
331	всей своей	1	1
332	из этих	2	1
333	поскольку в	2	1
334	вопрос что	1	1
335	ни одна	1	1
336	о других	1	1
337	во многих	2	1
338	но ведь	3	1
339	но на	1	1
340	их действия	1	1
341	вообще не	2	1
342	в определенном	1	1
343	но именно	3	1
344	о которой	1	1
345	пушкина и	1	1
346	события есть	2	1
347	об анне	1	1
348	всех этих	7	1
349	такое общее	1	1
350	он должен	2	1
351	не как	2	1
352	в силу	1	1
353	ее и	1	1
354	том чтобы	1	1
355	содержит в	7	1
356	чтобы в	1	1
357	его от	3	1
358	что ни	2	1
359	и этот	1	1
360	к такого	1	1
361	в нее	1	1
362	равнодушна к	1	1
363	жизнь которая	1	1
364	несомненно есть	1	1
365	то ни	1	1
366	думал что	1	1
367	что все	3	1
368	на этой	2	1
369	входит в	4	1
370	может стать	1	1
371	о месте	1	1
372	этом смысле	6	1
373	произведения а	1	1
374	и тем	13	1
375	мы встречаемся	2	1
376	не чем	1	1
377	на свои	1	1
378	бы совершенно	1	1
379	для них	2	1
380	но уже	5	1
381	героя приведем	1	1
382	далеко не	5	1
383	нашего исследования	2	1
384	как об	1	1
385	жизни то	1	1
386	в трактире	1	1
387	с тем	5	1
388	чего и	1	1
389	со своими	1	1
390	и уже	3	1
391	и содержит	1	1
392	этим и	1	1
393	он и	8	1
394	здесь всего	1	1
395	между собою	7	1
396	в москве	1	1
397	предстают перед	1	1
398	и тому	1	1
399	как таковой	1	1
400	и того	2	1
401	нисколько не	3	1
402	смысл и	3	1
403	является его	1	1
404	на первый	2	1
405	или менее	3	1
406	разговаривать не	1	1
407	имеет ничего	2	1
408	она сама	1	1
409	другим и	1	1
410	еще недостаточно	1	1
411	он вдруг	2	1
412	и без	1	1
413	вне всякого	1	1
414	имеется и	1	1
415	место в	1	1
416	в которых	3	1
417	знаем что	2	1
418	из земли	1	1
419	и нельзя	2	1
420	признать что	1	1
421	его построения	1	1
422	и другого	1	1
423	и уж	2	1
424	есть его	2	1
425	не будем	2	1
426	его мы	1	1
427	тех писателей	1	1
428	друг другу	2	1
429	иным как	1	1
430	в прошлом	1	1
431	их в	4	1
432	том и	1	1
433	чем собственно	1	1
434	этом а	1	1
435	тому чтобы	1	1
436	что этот	2	1
437	этом не	1	1
438	вместе со	1	1
439	между прочим	2	1
440	вообще на	1	1
441	сам он	1	1
442	всего его	1	1
443	раз и	9	1
444	иной раз	1	1
445	вовсе не	35	1
446	в отношении	3	1
447	между людьми	1	1
448	чистом виде	1	1
449	так как	11	1
450	вплоть до	1	1
451	и такого	1	1
452	как обычно	1	1
453	тем самым	4	1
454	до известной	1	1
455	что эта	1	1
456	природа не	1	1
457	хотелось бы	1	1
458	как о	1	1
459	в определении	1	1
460	дело в	3	1
461	что их	2	1
462	в науке	2	1
463	удивительным образом	1	1
464	с аверинцев	1	1
465	в основе	1	1
466	здесь прежде	1	1
467	только не	3	1
468	каждый из	1	1
469	и всегда	2	1
470	последние десятилетия	1	1
471	текста и	5	1
472	отнестись к	1	1
473	в самой	3	1
474	именно с	1	1
475	и весь	4	1
476	и существенное	1	1
477	этих двух	1	1
478	или как	3	1
479	переживаний и	1	1
480	был и	1	1
481	же он	1	1
482	другой тип	1	1
483	мышления в	1	1
484	столь мало	1	1
485	от конкретных	1	1
486	литературы может	1	1
487	ведь все	1	1
488	не потому	2	1
489	к той	1	1
490	это могло	1	1
491	только от	1	1
492	xx века	2	1
493	в символ	3	1
494	что ей	1	1
495	не могут	2	1
496	когда мы	8	1
497	могут быть	2	1
498	и вполне	3	1
499	же самое	9	1
500	всегда есть	6	1
501	анализа и	1	1
502	что оно	3	1
503	как для	2	1
504	находит в	1	1
505	если же	1	1
506	с анализом	1	1
507	о них	1	1
508	ничего общего	11	1
509	говорит о	3	1
510	то во	2	1
511	бы дать	1	1
512	это вполне	1	1
513	вообще во	3	1
514	нам о	2	1
515	в виду	6	1
516	всерьез не	1	1
517	данном случае	8	1
518	этим термином	2	1
519	для читателя	1	1
520	своему непосредственному	2	1
521	смысл но	2	1
522	говорили что	2	1
523	в дальнейшем	4	1
524	для своей	1	1
525	о нашей	1	1
526	на нее	1	1
527	того и	1	1
528	здесь нет	2	1
529	мог бы	1	1
530	вопрос этот	1	1
531	было и	1	1
532	символизм то	1	1
533	на примере	1	1
534	он сам	2	1
535	и внешней	1	1
536	не случайна	1	1
537	нас и	1	1
538	даже не	1	1
539	находится в	1	1
540	все дело	1	1
541	сводится к	1	1
542	это действительно	1	1
543	одного из	1	1
544	требует для	1	1
545	для нас	5	1
546	с другой	3	1
547	становится у	1	1
548	мы делаем	1	1
549	нас в	2	1
550	внешняя сторона	5	1
551	внутренняя сторона	1	1
552	он его	1	1
553	не хочется	1	1
554	во всех	7	1
555	переходит в	1	1
556	во втором	1	1
557	и хорошо	1	1
558	на одном	2	1
559	и только	4	1
560	что бы	1	1
561	нем и	1	1
562	своему содержанию	3	1
563	другое не	1	1
564	которое было	1	1
565	сразу же	2	1
566	а явление	1	1
567	романа и	1	1
568	тот же	1	1
569	выдержана в	1	1
570	и этих	1	1
571	в стороне	1	1
572	напоминает нам	1	1
573	всяком случае	3	1
574	и ее	8	1
575	именно на	3	1
576	нечто иное	2	1
577	человека с	1	1
578	есть своя	1	1
579	же и	3	1
580	есть в	5	1
581	однако здесь	3	1
582	более или	3	1
583	уже в	3	1
584	естественно в	1	1
585	в жизни	3	1
586	является не	2	1
587	не из	1	1
588	не дает	1	1
589	он однако	1	1
590	его и	1	1
591	но для	3	1
592	эти два	1	1
593	одно из	2	1
594	могло бы	1	1
595	и та	1	1
596	сами по	3	1
597	ее не	1	1
598	в такое	1	1
599	из нее	1	1
600	никакого отношения	1	1
601	есть именно	5	1
602	в целях	2	1
603	что они	3	1
604	теория литературы	1	1
605	тотчас же	1	1
606	за последние	1	1
607	говорить и	1	1
608	человека а	2	1
609	еще и	5	1
610	же о	1	1
611	в античной	1	1
612	в романе	1	1
613	что для	2	1
614	в школьных	1	1
615	к человеку	1	1
616	потом в	1	1
617	имеют никакого	1	1
618	не на	3	1
619	мыслит в	1	1
620	решения вопроса	1	1
621	что мы	13	1
622	их самих	1	1
623	они все	1	1
624	новое качество	2	1
625	уверенность в	1	1
626	вступает в	1	1
627	как это	6	1
628	как объективно	1	1
629	речь не	1	1
630	но все	3	1
631	из которых	1	1
632	и столь	1	1
633	xix века	1	1
634	о чем	6	1
635	в данном	9	1
636	он будет	2	1
637	мы считаем	1	1
638	или и	1	1
639	которые являются	2	1
640	она есть	5	1
641	здесь имеется	1	1
642	вокруг себя	1	1
643	и менее	3	1
644	неожиданности и	1	1
645	с очень	1	1
646	самом же	1	1
647	внутренняя жизнь	2	1
648	является для	1	1
649	но это	8	1
650	и слово	1	1
651	в смысле	1	1
652	и п	1	1
653	встречаемся в	1	1
654	известной степени	2	1
655	уже на	2	1
656	отношения между	1	1
657	такого например	1	1
658	и действенной	1	1
659	но когда	2	1
660	не более	1	1
661	тем более	5	1
662	не будучи	1	1
663	конце концов	4	1
664	мы должны	5	1
665	вполне достаточно	1	1
666	же деле	1	1
667	сознания так	1	1
668	хотя в	3	1
669	но вот	1	1
670	еще ничего	1	1
671	нами не	1	1
672	о своем	2	1
673	на смену	1	1
674	сказать что	13	1
675	а ведь	1	1
676	на который	1	1
677	мы здесь	2	1
678	к его	2	1
679	чем иным	1	1
680	в трех	1	1
681	который он	1	1
682	углубляясь в	1	1
683	к другим	1	1
684	разговоре с	1	1
685	ни на	4	1
686	нельзя назвать	1	1
687	и эта	1	1
688	молодой человек	1	1
689	во всяком	7	1
