N	2gram	Losev_Dial_1	Mirosoze
141	и их	2	3
142	так как	11	3
143	что человек	2	3
144	– к	1	3
145	о себе	1	3
146	плоти и	1	3
147	это есть	9	3
148	это значит	11	3
149	должно быть	3	3
150	для нас	1	3
151	хотя бы	6	3
152	мы увидим	2	3
153	есть и	5	3
154	также и	7	2
155	чтобы не	2	2
156	не остается	1	2
157	проникает в	1	2
158	к чему	1	2
159	а как	1	2
160	ни того	1	2
161	мир не	1	2
162	есть религия	1	2
163	вопрос о	2	2
164	еще увидим	1	2
165	время как	2	2
166	в виду	5	2
167	не иметь	1	2
168	природу в	1	2
169	себе и	2	2
170	человек может	1	2
171	относится к	2	2
172	– значит	1	2
173	т е	25	2
174	как в	2	2
175	все же	5	2
176	и как	7	2
177	и к	1	2
178	от этого	3	2
179	и переходит	1	2
180	и у	2	2
181	все эти	2	2
182	бы не	1	2
183	с их	1	2
184	только один	1	2
185	вообще не	1	2
186	как он	4	2
187	если бы	12	2
188	было с	1	2
189	с ней	2	2
190	не значит	3	2
191	них нет	1	2
192	остается лишь	1	2
193	людей и	1	2
194	него и	1	2
195	бытия но	1	2
196	и мы	5	2
197	место в	1	2
198	оказывается что	1	2
199	мысли и	3	2
200	сих пор	2	2
201	и жизнь	1	2
202	все –	1	2
203	природу и	1	2
204	это особенно	1	2
205	на земле	2	2
206	в то	6	2
207	в идее	2	2
208	в основе	3	2
209	его есть	1	2
210	того чтобы	1	2
211	человека от	1	2
212	по своей	1	2
213	на природу	1	2
214	в каком	8	2
215	когда мы	1	2
216	есть только	5	2
217	могут быть	3	2
218	отличается от	2	2
219	всего в	1	2
220	его с	3	2
221	и тьмы	1	2
222	него как	1	2
223	должен быть	1	2
224	и от	2	2
225	человеческого сознания	2	2
226	то время	1	2
227	и что	12	2
228	и когда	1	2
229	есть также	1	2
230	еще в	1	2
231	по сравнению	2	2
232	с чего	1	2
233	с ним	6	2
234	и нужно	1	2
235	о том	4	2
236	ли она	1	2
237	показывает как	1	2
238	о своих	2	2
239	же можно	2	2
240	мы видим	4	2
241	свет и	2	2
242	жизни и	3	2
243	никто не	2	2
244	как будто	1	2
245	даже и	3	2
246	для того	2	2
247	во власти	1	2
248	до сих	2	2
249	мы еще	1	2
250	и самый	1	2
251	связано с	1	2
252	света и	3	2
253	его как	1	2
254	о чем	2	2
255	от мира	1	2
256	он и	2	2
257	тогда только	1	2
258	в той	1	2
259	как бы	11	2
260	образ и	4	2
261	о мире	1	2
262	и для	2	2
263	не существует	7	2
264	она может	1	2
265	сторон в	1	2
266	я всегда	2	2
267	всего что	1	2
268	бы в	3	2
269	конце концов	3	2
270	отношении к	3	2
271	жизни в	1	2
272	сказать что	10	2
273	свет –	1	2
274	должно привести	1	2
275	к этой	1	2
276	к этому	2	2
277	все что	1	2
278	я и	1	1
279	нем нет	3	1
280	и т	21	1
281	от самой	1	1
282	и то	9	1
283	есть очень	1	1
284	выражения в	1	1
285	на самом	3	1
286	к другому	1	1
287	и до	1	1
288	нем –	1	1
289	сказать с	1	1
290	всей ее	1	1
291	характер его	1	1
292	мы имеем	2	1
293	мы не	1	1
294	и ничего	1	1
295	– одно	2	1
296	этот был	1	1
297	его вполне	1	1
298	но она	3	1
299	что иное	1	1
300	оно есть	2	1
301	исторической эпохи	2	1
302	я не	5	1
303	бы ни	1	1
304	то это	4	1
305	есть совершенно	1	1
306	учение об	3	1
307	и состоит	2	1
308	себе а	2	1
309	еще не	2	1
310	верить в	1	1
311	иное как	1	1
312	себя а	1	1
313	во всех	1	1
314	природы и	1	1
315	то мы	2	1
316	самом деле	3	1
317	друг к	2	1
318	каком-то особенном	1	1
319	сам его	1	1
320	и никто	1	1
321	и всякий	2	1
322	в сторону	1	1
323	если в	3	1
324	что они	3	1
325	стало быть	9	1
326	вот я	1	1
327	его на	1	1
328	небывалое в	1	1
329	один только	1	1
330	кто не	1	1
331	склонность к	3	1
332	сознания в	1	1
333	говорит что	3	1
334	его к	1	1
335	в каком-то	1	1
336	ли какое	1	1
337	уже нельзя	1	1
338	в противоположность	5	1
339	есть самое	1	1
340	светом и	2	1
341	от бога	3	1
342	есть для	2	1
343	того ни	1	1
344	что же	3	1
345	так совершенно	1	1
346	покой не	1	1
347	что ничего	1	1
348	говорят о	2	1
349	в мышлении	1	1
350	вы так	1	1
351	– пафос	1	1
352	весь свой	1	1
353	с чем	1	1
354	верит в	1	1
355	которой не	3	1
356	и почему	1	1
357	всех этих	3	1
358	нее и	1	1
359	к одному	1	1
360	ним не	1	1
361	в силу	1	1
362	пушкина –	2	1
363	лишь с	1	1
364	и заключается	1	1
365	в каждом	2	1
366	боролось с	2	1
367	же не	1	1
368	в состоянии	1	1
369	указывали на	1	1
370	к другу	2	1
371	них не	1	1
372	в понимании	1	1
373	в душе	1	1
374	это было	2	1
375	свет есть	1	1
376	не умеет	1	1
377	дома и	1	1
378	от одного	1	1
379	зрения и	1	1
380	всю его	1	1
381	весь мир	1	1
382	после этого	1	1
383	реальность не	1	1
384	кажется что	1	1
385	– разные	1	1
386	быть поставлено	1	1
387	и вся	1	1
388	одна и	2	1
389	всегда и	3	1
390	очень важное	1	1
391	основывается на	1	1
392	с такой	1	1
393	хотя в	1	1
394	увидим как	1	1
395	не больше	2	1
396	нисколько не	4	1
397	смысл и	4	1
398	же есть	1	1
399	веры а	1	1
400	закона и	1	1
401	одно дело	1	1
402	не поймут	1	1
403	от своего	1	1
404	что такое	10	1
405	можно найти	2	1
406	в такой	1	1
407	и без	1	1
408	это верно	1	1
409	стоит в	1	1
410	что я	3	1
411	и этой	1	1
412	– только	1	1
413	мир и	1	1
414	есть его	1	1
415	болезнь и	1	1
416	точку зрения	3	1
417	земле и	1	1
418	и эти	1	1
419	и более	4	1
420	реальная действительность	1	1
421	и почти	3	1
422	вовсе не	7	1
423	не скрывается	1	1
424	есть всегда	4	1
425	почти все	2	1
426	ему как	1	1
427	если и	2	1
428	в отношении	5	1
429	же сам	1	1
430	не менее	2	1
431	вплоть до	3	1
432	есть прежде	1	1
433	имеет смысла	1	1
434	мысли в	2	1
435	то чего	1	1
436	что их	2	1
437	пушкина но	1	1
438	и именно	1	1
439	когда они	1	1
440	мы все	1	1
441	чем не	1	1
442	себе самом	2	1
443	бога как	1	1
444	находятся в	1	1
445	мировой процесс	1	1
446	действительно в	1	1
447	во всем	2	1
448	оказалось роковым	1	1
449	а лишь	3	1
450	мире и	1	1
451	же он	2	1
452	ничто не	3	1
453	не нужен	1	1
454	наука или	1	1
455	исторического процесса	1	1
456	только с	3	1
457	не потому	1	1
458	может показаться	1	1
459	от того	1	1
460	у меня	1	1
461	всему этому	1	1
462	и оно	1	1
463	это-то и	1	1
464	эпохам в	1	1
465	в духе	1	1
466	нет ни	2	1
467	не та	1	1
468	вл соловьев	1	1
469	что мир	2	1
470	и всех	3	1
471	дело –	1	1
472	бы это	1	1
473	оно не	1	1
474	и явление	2	1
475	от которой	2	1
476	мироощущение и	1	1
477	и о	3	1
478	на нем	2	1
479	не могу	4	1
480	указывать на	1	1
481	земли он	1	1
482	в душу	4	1
483	переходит из	1	1
484	уже с	1	1
485	и этим	1	1
486	культуры и	1	1
487	не подходит	1	1
488	так в	1	1
489	природе своей	1	1
490	и сам	1	1
491	не стремится	1	1
492	в образе	1	1
493	можно было	5	1
494	так и	9	1
495	нем есть	6	1
496	по природе	1	1
497	и каждый	1	1
498	жизнь и	3	1
499	в эпоху	2	1
500	и даже	13	1
501	об этом	4	1
502	в разных	3	1
503	есть во	1	1
504	он а	1	1
505	нет уже	1	1
506	жизни не	1	1
507	до последних	1	1
508	каждый раз	1	1
509	это я	4	1
510	но к	2	1
511	узнать в	1	1
512	и та	3	1
513	при котором	1	1
514	теми которые	1	1
515	не стоит	1	1
516	в руководстве	1	1
517	свет он	1	1
518	заключается в	1	1
519	доходит до	1	1
520	и всякая	1	1
521	не видел	1	1
522	и только	1	1
523	и можно	1	1
524	все время	1	1
525	и наконец	1	1
526	мы уже	1	1
527	и учение	1	1
528	как явление	1	1
529	эту веру	1	1
530	механизм и	1	1
531	быть названа	1	1
532	быть и	4	1
533	сразу же	1	1
534	в новой	1	1
535	к свету	3	1
536	характерна для	2	1
537	ли он	1	1
538	и быть	2	1
539	которое есть	1	1
540	– сама	1	1
541	с какой-то	1	1
542	то он	2	1
543	что как	2	1
544	между тем	1	1
545	образа в	2	1
546	с какой	4	1
547	так что	15	1
548	есть откровение	1	1
549	же и	2	1
550	это ни	1	1
551	к идее	1	1
552	говорить об	1	1
553	различные моменты	1	1
554	то и	2	1
555	бы установить	1	1
556	потому в	1	1
557	он производит	1	1
558	себе в	1	1
559	всяком случае	2	1
560	что она	7	1
561	т п	2	1
562	говорим что	2	1
563	ее не	1	1
564	к ним	2	1
565	и показывает	1	1
566	вот оказывается	1	1
567	уже совершенно	1	1
568	не были	1	1
569	и из	3	1
570	как у	2	1
571	а именно	1	1
572	будет ли	1	1
573	с той	2	1
574	чем он	2	1
575	есть подлинная	2	1
576	и др	1	1
577	что не	7	1
578	говорит о	5	1
579	нужно сказать	1	1
580	и образом	1	1
581	а на	1	1
582	его природе	1	1
583	может ли	1	1
584	стать на	2	1
585	жизнь в	1	1
586	как ни	1	1
587	точек зрения	3	1
588	та самая	1	1
589	и тут	3	1
590	если не	1	1
591	в частности	2	1
592	к его	1	1
593	мы говорим	4	1
594	ничего нет	1	1
595	в европе	1	1
596	даже до	1	1
597	оно имеет	1	1
598	– это	9	1
599	сравнению с	2	1
600	она есть	5	1
601	наряду с	1	1
602	когда она	1	1
603	это его	1	1
604	да и	6	1
605	для понимания	1	1
606	механизм в	1	1
607	потому и	1	1
608	что мы	1	1
609	но это	8	1
610	знает только	1	1
611	от нас	1	1
612	только одна	1	1
613	он видел	1	1
614	и часто	1	1
615	уже на	1	1
616	об отношении	5	1
617	лишь его	1	1
618	сознания и	3	1
619	он чувствовал	3	1
620	поэтому для	1	1
621	внешнее –	1	1
622	бы даже	1	1
623	но также	1	1
624	она уже	1	1
625	то не	2	1
626	или нет	3	1
627	себе что	1	1
628	еще более	3	1
629	тем более	2	1
630	не должен	1	1
631	ни к	2	1
632	я в	2	1
633	что вообще	1	1
634	к ее	1	1
635	еще ничего	1	1
636	нужно для	2	1
637	лишь по	1	1
638	не быть	1	1
639	жизни а	1	1
640	не что	1	1
641	ко всему	2	1
642	та же	3	1
643	есть то	1	1
644	на это	1	1
645	в искусстве	1	1
646	бога он	1	1
647	и эта	2	1
648	– как	5	1
649	себе без	1	1
650	и свою	1	1
651	быть до	1	1
652	так же	4	1
653	во всяком	4	1
654	земли и	1	1
655	они не	1	1
656	которая не	2	1
