N	2gram	Vygotskiy__1	TeoriaLi
279	или иную	1	1
280	то в	1	1
281	еще на	3	1
282	общение с	1	1
283	привести к	1	1
284	что это	3	1
285	монолог в	1	1
286	он в	3	1
287	из этих	3	1
288	тоже не	1	1
289	в известном	2	1
290	раз в	1	1
291	с их	1	1
292	отношение между	1	1
293	ее как	1	1
294	всей его	3	1
295	в наших	3	1
296	не могла	1	1
297	на его	1	1
298	что она	4	1
299	он ни	1	1
300	ключ к	2	1
301	свою собственную	2	1
302	отношений между	4	1
303	в силу	6	1
304	по существу	4	1
305	силу своей	1	1
306	в первом	2	1
307	том числе	1	1
308	содержит в	1	1
309	его можно	1	1
310	является не	1	1
311	по его	1	1
312	что все	4	1
313	речь в	2	1
314	все их	1	1
315	первую очередь	3	1
316	было бы	4	1
317	но их	1	1
318	должен был	1	1
319	делает его	1	1
320	только лишь	1	1
321	же образом	1	1
322	в них	2	1
323	с тем	7	1
324	когда я	1	1
325	ее судьбы	1	1
326	с не	1	1
327	ведет к	1	1
328	в чистом	1	1
329	остается в	1	1
330	бы место	1	1
331	но если	1	1
332	от своего	1	1
333	нового для	1	1
334	таким же	1	1
335	в такой	3	1
336	мы конечно	1	1
337	и без	1	1
338	в котором	4	1
339	стоит в	1	1
340	от его	1	1
341	действительность в	2	1
342	становится возможной	3	1
343	но эта	1	1
344	этих моментов	1	1
345	друг другу	3	1
346	без его	1	1
347	и более	5	1
348	остановимся на	1	1
349	и системы	1	1
350	и вся	1	1
351	она по	1	1
352	лишь одну	1	1
353	чистом виде	1	1
354	по крайней	1	1
355	не имеет	2	1
356	дело в	2	1
357	к этим	2	1
358	и сама	1	1
359	в центр	1	1
360	двоякого рода	1	1
361	не оправдывает	1	1
362	только свобода	1	1
363	только и	1	1
364	в самой	1	1
365	поскольку оно	1	1
366	это явление	1	1
367	нам с	1	1
368	предстает перед	1	1
369	жизнью в	1	1
370	остающейся в	1	1
371	связи с	3	1
372	ту или	2	1
373	из того	5	1
374	и делает	1	1
375	не является	9	1
376	к изучению	2	1
377	в каком	3	1
378	однако это	1	1
379	ему не	1	1
380	в тени	1	1
381	тем это	1	1
382	чем существенно	1	1
383	деятельности если	1	1
384	и заключается	1	1
385	образом что	3	1
386	когда мы	1	1
387	взятое в	1	1
388	ли не	1	1
389	предметов в	1	1
390	его за	1	1
391	и развития	1	1
392	числе и	1	1
393	значительной степени	2	1
394	в функции	1	1
395	себя только	1	1
396	эта внутренняя	1	1
397	указывает на	2	1
398	оно не	1	1
399	на это	1	1
400	она не	3	1
401	должен быть	4	1
402	в ситуации	1	1
403	из всего	1	1
404	как мы	5	1
405	значения и	2	1
406	а затем	5	1
407	того чтобы	17	1
408	к нам	1	1
409	на основе	1	1
410	для читателя	1	1
411	языка и	1	1
412	в собственном	5	1
413	чтобы быть	1	1
414	только то	1	1
415	то время	5	1
416	всей своей	1	1
417	вопрос что	1	1
418	значение в	3	1
419	с собой	2	1
420	можно было	3	1
421	окружающих его	1	1
422	на нее	2	1
423	стороны не	1	1
424	с самим	1	1
425	живет в	1	1
426	в научном	1	1
427	две части	2	1
428	переживания как	1	1
429	что от	1	1
430	на каждом	1	1
431	в словах	2	1
432	для этого	5	1
433	именно потому	1	1
434	ситуации и	1	1
435	мы рассматриваем	1	1
436	на вопрос	2	1
437	направленной на	1	1
438	никак не	1	1
439	не ту	1	1
440	одного из	3	1
441	такого что	1	1
442	первого из	1	1
443	и который	3	1
444	может не	3	1
445	в сущности	6	1
446	звуков в	1	1
447	в значительной	2	1
448	вопросу о	1	1
449	под именем	2	1
450	другой своей	1	1
451	на отдельные	3	1
452	восприятия в	1	1
453	в драме	1	1
454	эти два	1	1
455	стоит и	1	1
456	нуждается в	2	1
457	крайней мере	1	1
458	наконец в	2	1
459	и писать	1	1
460	во внутренней	1	1
461	также еще	2	1
462	о своих	1	1
463	если с	1	1
464	на которой	2	1
465	один из	2	1
466	но с	1	1
467	обе эти	3	1
468	в двух	2	1
469	в какой	5	1
470	и является	1	1
471	между этим	2	1
472	между этими	6	1
473	который в	3	1
474	со всеми	2	1
475	с которыми	1	1
476	так что	1	1
477	из которого	1	1
478	для всех	4	1
479	это ни	1	1
480	и своеобразие	1	1
481	человеком который	1	1
482	определяющее значение	1	1
483	значения слов	1	1
484	если мы	2	1
485	всем его	1	1
486	в значении	1	1
487	которая способна	1	1
488	не дает	1	1
489	или даже	2	1
490	из них	1	1
491	одно из	2	1
492	представить себе	5	1
493	которого может	1	1
494	в одном	4	1
495	относится не	1	1
496	так как	7	1
497	к ним	1	1
498	может служить	1	1
499	без этого	2	1
500	как такового	2	1
501	его мысли	2	1
502	в первую	3	1
503	ее на	4	1
504	речи всегда	1	1
505	и строго	1	1
506	для того	15	1
507	представляют собой	2	1
508	на примере	2	1
509	на ее	2	1
510	связаны с	1	1
511	если говорить	1	1
512	с той	2	1
513	автор видит	1	1
514	что для	5	1
515	противоречие между	1	1
516	и пр	2	1
517	превращается в	3	1
518	не было	1	1
519	природе и	2	1
520	не сама	1	1
521	которую в	1	1
522	автором в	1	1
523	отношения в	1	1
524	более того	1	1
525	зависит от	1	1
526	же точно	9	1
527	практическую деятельность	1	1
528	и я	2	1
529	своей структуре	2	1
530	только переходом	1	1
531	и исторической	1	1
532	в ряду	1	1
533	что из	1	1
534	теоретической и	1	1
535	и слово	2	1
536	ближе к	2	1
537	в одно	1	1
538	и ему	1	1
539	если не	3	1
540	как ни	1	1
541	с помощью	13	1
542	почву для	1	1
543	может иметь	1	1
544	свести к	3	1
545	до этого	1	1
546	но кто	1	1
547	в одной	3	1
548	внешнем мире	1	1
549	к своему	1	1
550	целом ряде	2	1
551	анализу и	2	1
552	тому как	1	1
553	в целостной	1	1
554	для понимания	1	1
555	общения как	1	1
556	в это	1	1
557	в контексте	1	1
558	с этой	6	1
559	как другая	1	1
560	каждого из	2	1
561	выше можно	1	1
562	известном смысле	2	1
563	о его	1	1
564	все это	6	1
565	точно и	2	1
566	если ее	1	1
567	формой мышления	2	1
568	к вопросу	2	1
569	является как	2	1
570	для индивидуального	1	1
571	отношений и	1	1
572	и от	3	1
573	что делает	1	1
574	в результате	4	1
575	о котором	2	1
576	которая в	2	1
577	больше и	1	1
578	из своего	1	1
579	бы в	5	1
580	как явление	2	1
581	стороны в	1	1
582	тихо как	1	1
583	с другими	2	1
584	и позволило	1	1
585	можно признать	1	1
586	мы видим	4	1
587	его лишь	1	1
588	с ней	2	1
589	не быть	1	1
590	самое существенное	1	1
591	от всех	3	1
592	впервые в	1	1
593	совершенно не	1	1
594	внутреннее единство	1	1
595	отношений как	1	1
596	из этого	5	1
597	поведения в	1	1
598	если она	1	1
599	функции которую	1	1
600	включает в	1	1
601	жизни и	2	1
602	ее в	2	1
603	и другие	1	1
604	в своих	5	1
605	по поводу	1	1
606	можно назвать	2	1
607	в таком	1	1
608	точно так	1	1
609	все что	1	1
610	этой точки	1	1
