N	2gram	Nazirov_Tv_1	VLabPisa
182	и этот	1	2
183	уже по	1	2
184	а как	2	2
185	мы имеем	1	2
186	же как	1	2
187	в которой	3	2
188	на эти	2	2
189	говорить о	1	2
190	но даже	1	2
191	то это	1	2
192	разобраться в	1	2
193	в ней	2	2
194	еще не	1	2
195	что его	2	2
196	в чем	2	2
197	чуть ли	1	2
198	но не	3	2
199	если в	2	2
200	и достоевский	2	2
201	отнюдь не	5	2
202	хотя и	3	2
203	но в	7	2
204	и впечатления	1	2
205	он в	1	2
206	как он	1	2
207	что она	2	2
208	три года	1	2
209	он не	8	2
210	у пушкина	2	2
211	человека в	6	2
212	в каждом	3	2
213	а затем	2	2
214	им как	1	2
215	рождается из	1	2
216	заключается в	1	2
217	рассудком и	1	2
218	в жизни	2	2
219	война и	1	2
220	эта теория	1	2
221	достоевского и	3	2
222	он и	1	2
223	пародия на	1	2
224	что такое	1	2
225	не столько	2	2
226	для многих	1	2
227	по крайней	2	2
228	как от	1	2
229	по себе	1	2
230	не менее	6	2
231	дня и	1	2
232	к этим	1	2
233	не по	3	2
234	пока еще	1	2
235	только не	1	2
236	от апреля	1	2
237	не вполне	1	2
238	связанное с	1	2
239	в области	1	2
240	ли это	1	2
241	в образах	2	2
242	нет ни	2	2
243	ли не	1	2
244	отличается от	1	2
245	же самое	1	2
246	что оно	1	2
247	братьев карамазовых	1	2
248	мысль о	2	2
249	только то	1	2
250	роль в	1	2
251	мы наблюдаем	1	2
252	если они	1	2
253	в образе	1	2
254	он сам	6	2
255	и даже	3	2
256	вот это	1	2
257	говорит об	2	2
258	и просто	1	2
259	может не	2	2
260	из себя	2	2
261	от них	1	2
262	во всей	2	2
263	крайней мере	2	2
264	вообще и	1	2
265	конце концов	1	2
266	значит что	2	2
267	но с	1	2
268	сновидения и	1	2
269	о его	1	2
270	всех его	1	2
271	с одной	1	2
272	апреля года	1	2
273	замысел и	1	2
274	одной из	4	2
275	слова не	1	2
276	при помощи	2	2
277	и главным	1	2
278	могло бы	1	2
279	над своими	1	2
280	вовсе не	5	2
281	к ним	1	2
282	одной стороны	1	2
283	до сих	1	2
284	как у	1	2
285	показывает что	1	2
286	что для	2	2
287	естественно что	1	2
288	к сожалению	1	2
289	зависит от	2	2
290	о чем	1	2
291	было в	2	2
292	начиная с	1	2
293	самого себя	1	2
294	и некоторые	1	2
295	сих пор	1	2
296	между прочим	1	2
297	вне его	1	2
298	в книге	3	2
299	в точном	1	2
300	своих героев	3	2
301	все они	1	2
302	а в	6	2
303	в стихах	2	2
304	в целях	1	2
305	к его	1	2
306	его произведений	2	2
307	отметить что	1	2
308	в своих	5	2
309	вряд ли	2	1
310	в сфере	1	1
311	в движение	1	1
312	проблемы в	2	1
313	самом деле	2	1
314	все его	1	1
315	достоевского в	12	1
316	этого в	1	1
317	всей ее	1	1
318	что если	1	1
319	не слишком	1	1
320	но она	2	1
321	на себя	1	1
322	приходит к	3	1
323	этом плане	1	1
324	не способен	1	1
325	это время	2	1
326	проявляется в	1	1
327	свою очередь	1	1
328	чем отличается	1	1
329	собой в	2	1
330	говоря если	1	1
331	он был	1	1
332	между собой	1	1
333	не был	3	1
334	воображение и	1	1
335	во имя	2	1
336	сознания а	1	1
337	это имеет	1	1
338	по своему	1	1
339	его сознания	1	1
340	не все	1	1
341	протекать в	1	1
342	а и	1	1
343	этот туман	1	1
344	некоторые черты	1	1
345	как верно	1	1
346	воплощенной в	1	1
347	в известном	1	1
348	в истории	1	1
349	кроме того	1	1
350	частей и	1	1
351	сознания в	1	1
352	целый ряд	1	1
353	говорит что	2	1
354	что по	1	1
355	и наконец	2	1
356	связанный с	1	1
357	в социальном	1	1
358	завершается эта	1	1
359	а г	2	1
360	или иную	1	1
361	то в	2	1
362	одоевский в	2	1
363	под ним	1	1
364	формы в	1	1
365	уже в	3	1
366	романов тургенева	1	1
367	его содержания	1	1
368	тут и	3	1
369	что так	1	1
370	к достижению	2	1
371	к необходимости	1	1
372	борьба противоположностей	1	1
373	этого образа	1	1
374	достоевского таким	1	1
375	имеем в	1	1
376	тому же	1	1
377	если он	1	1
378	но на	1	1
379	н в	1	1
380	так сказать	2	1
381	и если	1	1
382	на его	3	1
383	очень важную	1	1
384	да и	1	1
385	не значит	1	1
386	первой части	3	1
387	прямом смысле	1	1
388	сознает свою	1	1
389	что еще	1	1
390	уже не	3	1
391	что может	1	1
392	на этом	1	1
393	его можно	1	1
394	из главнейших	1	1
395	заключает в	1	1
396	с законами	1	1
397	искусстве это	1	1
398	а вместе	1	1
399	для характеристики	1	1
400	самого автора	1	1
401	обусловлена и	1	1
402	то есть	12	1
403	в несколько	1	1
404	это состояние	1	1
405	на протяжении	3	1
406	человеческой личности	3	1
407	то все	1	1
408	внутренне противоречив	1	1
409	приходит в	1	1
410	кажется что	1	1
411	материал для	1	1
412	для них	1	1
413	соответствии с	3	1
414	эти годы	1	1
415	с этой	1	1
416	романы достоевского	1	1
417	не заметить	1	1
418	на этот	1	1
419	духовной жизни	1	1
420	их на	1	1
421	в этих	2	1
422	отрыве от	1	1
423	рассказа о	1	1
424	в черновиках	2	1
425	что до	1	1
426	не решена	1	1
427	собой не	1	1
428	не самый	1	1
429	единство и	1	1
430	и эдгар	1	1
431	может вызвать	1	1
432	образом и	1	1
433	но он	2	1
434	всех против	1	1
435	в прямом	1	1
436	что этот	1	1
437	изоляции от	1	1
438	роль играют	1	1
439	вплоть до	1	1
440	эта мысль	1	1
441	в таких	1	1
442	что эта	1	1
443	дело не	3	1
444	что их	1	1
445	время как	1	1
446	и имеет	1	1
447	но только	2	1
448	этой схемы	1	1
449	мышления и	1	1
450	не имеет	1	1
451	для творчества	1	1
452	казалось бы	1	1
453	жизни не	1	1
454	у этого	1	1
455	учения о	1	1
456	сложность и	1	1
457	к ней	2	1
458	фантазии а	1	1
459	видим что	1	1
460	от него	1	1
461	и чувства	1	1
462	достоевский в	3	1
463	на некоторые	1	1
464	свободе воли	2	1
465	только с	1	1
466	как будто	5	1
467	в основе	2	1
468	шкловский в	1	1
469	он вполне	1	1
470	один раз	1	1
471	уже о	1	1
472	из элементов	1	1
473	мало чем	1	1
474	содержание в	1	1
475	бы он	1	1
476	эдгар по	1	1
477	сквозь призму	1	1
478	и это	1	1
479	но по	1	1
480	стихах и	1	1
481	с ее	3	1
482	как один	1	1
483	же не	1	1
484	данном случае	2	1
485	в в	2	1
486	нет нужды	1	1
487	вспомним хотя	1	1
488	в дальнейшем	3	1
489	причем в	2	1
490	мнение что	1	1
491	эдгара по	1	1
492	однако эта	1	1
493	и сам	1	1
494	что у	1	1
495	нельзя не	1	1
496	и опирается	1	1
497	это вовсе	1	1
498	часто в	1	1
499	образом уже	1	1
500	говорил еще	1	1
501	но у	1	1
502	жизнь и	1	1
503	о котором	2	1
504	для этого	1	1
505	по мере	1	1
506	с ним	3	1
507	а по	2	1
508	о нем	1	1
509	на него	1	1
510	в действительной	1	1
511	году и	1	1
512	его художественной	1	1
513	маркс и	1	1
514	произведение из	1	1
515	и та	2	1
516	прямо и	1	1
517	и что	1	1
518	в глаза	2	1
519	с того	1	1
520	как было	1	1
521	и многих	1	1
522	знает что	1	1
523	под именем	1	1
524	говорят о	1	1
525	души по	1	1
526	это указание	1	1
527	признается в	1	1
528	его произведении	1	1
529	всего этого	1	1
530	в ту	3	1
531	года на	1	1
532	в русском	1	1
533	так говорит	1	1
534	это описание	1	1
535	в него	2	1
536	в сферу	1	1
537	бросается в	1	1
538	действительности не	1	1
539	реальные события	1	1
540	каждого человека	1	1
541	человека таким	2	1
542	в какой	1	1
543	к их	1	1
544	очень много	1	1
545	который в	3	1
546	во времени	3	1
547	же и	2	1
548	только на	2	1
549	даже целые	1	1
550	не знать	1	1
551	в виде	3	1
552	по законам	1	1
553	свидетельствует о	2	1
554	которых можно	1	1
555	говорят об	1	1
556	по выражению	1	1
557	и других	3	1
558	его и	1	1
559	ту или	1	1
560	к творчеству	1	1
561	и из	1	1
562	ни в	1	1
563	в прозе	1	1
564	представлений о	2	1
565	сами по	1	1
566	но что	1	1
567	не случайно	4	1
568	идет в	1	1
569	и вдруг	1	1
570	заметить что	1	1
571	тем что	1	1
572	ф м	2	1
573	в более	1	1
574	с традицией	2	1
575	герои не	1	1
576	к идее	1	1
577	без всякой	1	1
578	развития в	1	1
579	бодлера в	1	1
580	совершенно точно	1	1
581	в свою	7	1
582	чем он	1	1
583	достоевского л	1	1
584	своего собственного	2	1
585	себя и	1	1
586	этом у	1	1
587	в соответствии	3	1
588	мир а	1	1
589	а наоборот	1	1
590	и самый	1	1
591	не означает	2	1
592	в действии	1	1
593	жизнь в	1	1
594	п к	1	1
595	личности в	2	1
596	наконец в	1	1
597	на эту	4	1
598	самого начала	3	1
599	мира в	2	1
600	другие в	1	1
601	своей личности	3	1
602	так называемой	1	1
603	в духе	2	1
604	как в	8	1
605	и самые	1	1
606	из действительной	1	1
607	если так	1	1
608	в данном	2	1
609	а если	1	1
610	был прав	1	1
611	бы его	1	1
612	это значит	1	1
613	у которого	1	1
614	слова и	1	1
615	еще раз	1	1
616	сейчас же	1	1
617	только для	1	1
618	но это	5	1
619	о свободе	3	1
620	принимается за	1	1
621	романов достоевского	3	1
622	и борьба	1	1
623	процесса в	4	1
624	форм и	1	1
625	это как	3	1
626	романа и	1	1
627	ее и	2	1
628	решающую роль	1	1
629	внимание на	1	1
630	и все	6	1
631	о достоевском	1	1
632	у достоевского	28	1
633	еще более	2	1
634	ее основных	1	1
635	потому что	5	1
636	стихотворения и	1	1
637	одного лица	1	1
638	хотя в	1	1
639	действий в	2	1
640	утверждал что	3	1
641	личности и	2	1
642	еще в	2	1
643	это в	3	1
644	том или	1	1
645	от всех	1	1
646	развитие образа	1	1
647	природе и	1	1
648	важную в	1	1
649	необходимое условие	1	1
650	религии и	1	1
651	убедительность и	1	1
652	исключительное значение	1	1
653	к этой	1	1
654	это было	1	1
655	и другие	3	1
656	итак свобода	1	1
657	в таком	1	1
