N	2gram	Propp_Russ_2	Problema
308	этом же	1	1
309	что по	4	1
310	и наконец	1	1
311	по пути	1	1
312	себе на	1	1
313	его к	1	1
314	ясно и	1	1
315	в этот	10	1
316	хотя она	1	1
317	эта называется	1	1
318	что это	3	1
319	из этих	2	1
320	в тех	1	1
321	более подробно	1	1
322	вопроса о	1	1
323	право на	2	1
324	из разных	1	1
325	все силы	1	1
326	рассказ о	1	1
327	тем он	1	1
328	но на	1	1
329	и если	1	1
330	вообще не	1	1
331	что она	3	1
332	главным образом	3	1
333	т д	5	1
334	после этого	2	1
335	всех этих	1	1
336	в морях	1	1
337	он должен	1	1
338	состоит в	15	1
339	i в	1	1
340	мало того	1	1
341	этот огонь	1	1
342	и по	3	1
343	в образе	2	1
344	так например	1	1
345	в нее	1	1
346	от нее	1	1
347	путем трения	2	1
348	с криком	1	1
349	на всю	1	1
350	ссылку на	1	1
351	а по	1	1
352	имеет с	1	1
353	г в	1	1
354	входит в	1	1
355	те или	1	1
356	от одного	1	1
357	всего дома	1	1
358	этой силы	3	1
359	и дает	1	1
360	мы приведем	2	1
361	должен был	3	1
362	огонь если	1	1
363	и находит	1	1
364	не ясно	2	1
365	его у	1	1
366	можно заключить	1	1
367	или из	1	1
368	чем в	2	1
369	такой же	1	1
370	их на	1	1
371	на первый	3	1
372	и при	2	1
373	северу и	1	1
374	в такой	1	1
375	уже к	1	1
376	не удастся	1	1
377	его мнению	1	1
378	другой вопрос	1	1
379	не столько	2	1
380	еще с	1	1
381	были известны	1	1
382	своего рода	1	1
383	и создавать	1	1
384	толкует как	1	1
385	земле и	4	1
386	том чтобы	2	1
387	силу и	2	1
388	все это	10	1
389	видно что	2	1
390	их в	4	1
391	чтобы это	1	1
392	дом и	1	1
393	общего не	1	1
394	и под	3	1
395	возвращается к	1	1
396	в землю	13	1
397	в древней	1	1
398	содержится в	1	1
399	нас к	3	1
400	и очень	1	1
401	что эта	1	1
402	с которой	1	1
403	этого же	1	1
404	и хозяйства	1	1
405	не имеет	3	1
406	о чем	4	1
407	или другие	1	1
408	два мира	1	1
409	в фигуре	1	1
410	античные материалы	1	1
411	в день	7	1
412	в предыдущей	1	1
413	именно с	1	1
414	борьба между	1	1
415	к ней	2	1
416	во всем	2	1
417	сообщает что	8	1
418	изображается как	1	1
419	силы природы	1	1
420	до того	1	1
421	на лучшие	1	1
422	и оно	1	1
423	ним до	1	1
424	что представление	1	1
425	к себе	1	1
426	когда мы	2	1
427	огня а	1	1
428	в состав	2	1
429	оставить в	1	1
430	земле все	1	1
431	как только	1	1
432	только одно	1	1
433	она не	3	1
434	и это	1	1
435	интересами и	1	1
436	говорит и	1	1
437	на другой	2	1
438	на основе	1	1
439	которые как	1	1
440	были у	1	1
441	и этим	1	1
442	это для	1	1
443	значение в	1	1
444	года к	1	1
445	и когда	1	1
446	по аналогии	1	1
447	же говорит	1	1
448	на нее	6	1
449	здесь нет	1	1
450	мог бы	1	1
451	в число	1	1
452	когда в	1	1
453	том как	1	1
454	в религии	1	1
455	под силу	1	1
456	это только	1	1
457	но у	1	1
458	основана на	1	1
459	и античные	2	1
460	других местах	8	1
461	огонь путем	1	1
462	погружается в	1	1
463	что огонь	1	1
464	место с	1	1
465	сводится к	1	1
466	он здесь	1	1
467	и здесь	1	1
468	или на	8	1
469	которое потом	1	1
470	утверждает что	1	1
471	аналогии с	1	1
472	должно было	3	1
473	под именем	3	1
474	дома и	1	1
475	ее от	2	1
476	вся эта	2	1
477	этот момент	1	1
478	в другой	1	1
479	только там	1	1
480	и следовательно	1	1
481	в него	2	1
482	дать в	1	1
483	же можно	1	1
484	но с	1	1
485	в новой	2	1
486	в двух	1	1
487	к свету	1	1
488	этот вопрос	2	1
489	мы увидим	1	1
490	в народе	3	1
491	очень много	1	1
492	и так	1	1
493	полной уверенностью	1	1
494	плодородия и	2	1
495	а после	1	1
496	какой степени	1	1
497	же и	1	1
498	развитие по	1	1
499	в большинстве	1	1
500	только на	1	1
501	земле здесь	1	1
502	в последний	3	1
503	на этих	1	1
504	а он	2	1
505	и других	3	1
506	на эту	2	1
507	и бросает	1	1
508	с презрением	1	1
509	за ним	3	1
510	что для	3	1
511	здесь мы	2	1
512	который как	1	1
513	был бы	1	1
514	одно из	2	1
515	что означает	1	1
516	себе в	1	1
517	ее не	1	1
518	тому же	1	1
519	к ним	1	1
520	н п	2	1
521	как его	1	1
522	заметить что	2	1
523	женщины в	1	1
524	этом отношении	1	1
525	в форме	2	1
526	встречаемся с	1	1
527	до самого	1	1
528	в костер	1	1
529	нет и	1	1
530	нужно было	1	1
531	без всякой	1	1
532	даже не	1	1
533	которая по	1	1
534	как у	1	1
535	и молнии	1	1
536	есть смерть	1	1
537	на которые	1	1
538	в природе	3	1
539	по всей	3	1
540	и др	1	1
541	ничего общего	1	1
542	превращается в	1	1
543	смысла и	1	1
544	не было	2	1
545	а на	9	1
546	до конца	3	1
547	не на	1	1
548	зависит от	1	1
549	ниже в	2	1
550	в ту	1	1
551	в христианской	1	1
552	а так	1	1
553	из последних	1	1
554	несут по	1	1
555	когда же	1	1
556	близка к	1	1
557	в одно	1	1
558	на этой	1	1
559	нет никаких	2	1
560	на который	1	1
561	и потому	1	1
562	как это	4	1
563	или по	1	1
564	из которых	2	1
565	же значение	1	1
566	заключить что	1	1
567	той и	1	1
568	могут быть	2	1
569	в литературе	1	1
570	там где	2	1
571	одно общее	1	1
572	и всех	1	1
573	на другое	1	1
574	в огне	1	1
575	этого очень	1	1
576	но это	1	1
577	и таким	1	1
578	в который	1	1
579	под влиянием	1	1
580	и от	3	1
581	ее но	1	1
582	человек или	1	1
583	от него	1	1
584	из себя	1	1
585	тем более	1	1
586	на коленях	1	1
587	мы должны	1	1
588	в г	2	1
589	только что	1	1
590	есть уже	1	1
591	упоминаний о	1	1
592	не я	1	1
593	с ними	1	1
594	с ней	5	1
595	только как	2	1
596	природе и	1	1
597	всех других	1	1
598	таким же	1	1
599	и состоит	1	1
600	того или	1	1
601	в своих	2	1
602	это в	2	1
603	при изучении	1	1
