N	2gram	Vinokur_Ku_1	Otkroven
185	в ней	6	1
186	на примере	2	1
187	и что	5	1
188	это потому	1	1
189	после того	1	1
190	любви к	2	1
191	есть непременно	1	1
192	вопросу о	1	1
193	каждом из	2	1
194	самом деле	9	1
195	в которую	1	1
196	иных случаях	2	1
197	что люди	1	1
198	которого не	1	1
199	но не	5	1
200	то он	1	1
201	в противоречии	1	1
202	в новом	1	1
203	нуждается в	3	1
204	себе и	2	1
205	говорит он	1	1
206	в форме	1	1
207	из противоречий	1	1
208	это лишь	1	1
209	идет у	1	1
210	все время	1	1
211	которой в	1	1
212	в том-то	1	1
213	в одной	1	1
214	как в	4	1
215	как например	2	1
216	в частности	4	1
217	что нет	1	1
218	один из	4	1
219	что только	1	1
220	и как	2	1
221	речь о	1	1
222	с ними	4	1
223	от этого	2	1
224	и после	1	1
225	который в	1	1
226	европе и	1	1
227	не хочет	1	1
228	бы и	2	1
229	что это	5	1
230	вопрос об	1	1
231	в эти	1	1
232	думать что	1	1
233	же и	2	1
234	с их	3	1
235	есть уже	1	1
236	уже не	8	1
237	говорят о	1	1
238	я имею	1	1
239	на то	4	1
240	в братьях	1	1
241	а вовсе	1	1
242	чтобы овладеть	1	1
243	еще одну	1	1
244	что она	3	1
245	на этих	1	1
246	больше всего	2	1
247	и других	1	1
248	да и	1	1
249	у самого	1	1
250	речи и	5	1
251	из них	4	1
252	раз навсегда	1	1
253	его и	1	1
254	был бы	2	1
255	он должен	1	1
256	него что	1	1
257	к одному	1	1
258	что нужно	2	1
259	в силу	10	1
260	в одном	3	1
261	нужна была	1	1
262	вовсе не	10	1
263	и сам	1	1
264	так часто	1	1
265	не теряет	1	1
266	любой из	1	1
267	братьях карамазовых	1	1
268	противоречии с	1	1
269	само по	1	1
270	из него	1	1
271	лишь с	1	1
272	этом отношении	5	1
273	от того	1	1
274	лишь к	1	1
275	в каждом	2	1
276	же не	1	1
277	том-то и	1	1
278	в совершенно	1	1
279	бытие и	1	1
280	том случае	1	1
281	и даже	3	1
282	со стороны	4	1
283	интерес к	1	1
284	и русский	1	1
285	заключается в	2	1
286	качества и	1	1
287	чтобы все	1	1
288	а именно	2	1
289	совершенно ином	1	1
290	а это	3	1
291	лишь на	1	1
292	истории и	1	1
293	связанным с	1	1
294	было и	1	1
295	уступить в	1	1
296	в жизни	1	1
297	в это	2	1
298	говорит о	1	1
299	не нужна	1	1
300	и пр	15	1
301	притом не	1	1
302	в них	7	1
303	этого слова	3	1
304	вл соловьева	1	1
305	она и	1	1
306	а с	3	1
307	был в	2	1
308	на этот	2	1
309	и своим	1	1
310	заключено в	1	1
311	человек в	1	1
312	а ведь	1	1
313	о чем	2	1
314	строгом смысле	1	1
315	для своих	1	1
316	и тогда	4	1
317	нисколько не	3	1
318	народа и	1	1
319	под влиянием	3	1
320	в одно	1	1
321	где нужно	1	1
322	проникновения в	1	1
323	я хочу	1	1
324	не так	1	1
325	его как	1	1
326	и без	1	1
327	как это	3	1
328	в иных	2	1
329	в котором	3	1
330	в строгом	1	1
331	он понимал	1	1
332	оказывается что	1	1
333	и сделали	2	1
334	он говорит	1	1
335	смысле этого	3	1
336	это есть	2	1
337	что было	2	1
338	всяком случае	5	1
339	видно что	2	1
340	отрицает что	3	1
341	и более	2	1
342	в конце	1	1
343	эти свои	1	1
344	которым он	1	1
345	а потому	5	1
346	любви и	1	1
347	и положительно	1	1
348	и здесь	3	1
349	но это	1	1
350	на своем	1	1
351	но у	1	1
352	мысли в	1	1
353	лишь способ	1	1
354	дело в	1	1
355	того как	4	1
356	одна из	1	1
357	в науке	4	1
358	со всей	1	1
359	в процессе	1	1
360	отношениях к	1	1
361	виду не	1	1
362	дневника писателя	1	1
363	не случайно	6	1
364	указать на	4	1
365	связанная с	2	1
366	подошел к	1	1
367	которого они	1	1
368	может служить	2	1
369	он за	1	1
370	в силах	2	1
371	в разных	2	1
372	это часто	1	1
373	что их	2	1
374	но еще	3	1
375	бы в	7	1
376	действительно в	1	1
377	еще более	1	1
378	быть что	1	1
379	в русском	4	1
380	свою мысль	1	1
381	силы в	1	1
382	вот что	1	1
383	и дело	1	1
384	достоевский в	1	1
385	в сознании	1	1
386	пишет достоевский	1	1
387	отношении к	1	1
388	как будто	1	1
389	не потому	5	1
390	это все	1	1
391	перед ним	1	1
392	у нас	10	1
393	была бы	3	1
394	совершенно не	1	1
395	к его	1	1
396	и русского	1	1
397	чтобы сделать	1	1
398	одно только	1	1
399	та же	1	1
400	в свое	2	1
401	всех произведений	2	1
402	жизни и	1	1
403	будто бы	1	1
404	бы он	1	1
405	во всяком	5	1
406	указывает на	1	1
407	случае если	1	1
408	они и	1	1
