N	2gram	Berdyaev_M_2	Myshleni
281	у них	4	2
282	это все	2	2
283	мы увидим	2	2
284	слишком далеко	1	2
285	ее в	2	2
286	видим в	1	2
287	и эта	2	2
288	я и	2	1
289	от этой	2	1
290	недостаточно еще	1	1
291	в сфере	2	1
292	сам по	2	1
293	только имеет	1	1
294	не хочет	1	1
295	по преимуществу	5	1
296	не имеют	2	1
297	со своей	1	1
298	есть не	5	1
299	она в	1	1
300	не встречает	1	1
301	ни у	1	1
302	вопрос все	1	1
303	ответить на	1	1
304	человека чем	1	1
305	еще до	1	1
306	только это	2	1
307	а для	2	1
308	открыть в	1	1
309	я не	5	1
310	личности с	1	1
311	же что	2	1
312	не способен	5	1
313	и он	11	1
314	в ней	11	1
315	и то	1	1
316	еще у	1	1
317	и на	3	1
318	и много	1	1
319	он был	9	1
320	и нигде	1	1
321	в чем	3	1
322	во имя	16	1
323	а после	1	1
324	в ее	1	1
325	друг к	5	1
326	к которой	3	1
327	друг на	1	1
328	его во	1	1
329	менее всего	3	1
330	для всякой	1	1
331	себе и	2	1
332	как со	1	1
333	когда тот	1	1
334	это и	3	1
335	к конечному	1	1
336	более чем	2	1
337	в той	1	1
338	его на	4	1
339	одном из	1	1
340	в обычном	2	1
341	природы вообще	1	1
342	сознания в	1	1
343	и тот	2	1
344	преимущественно из	1	1
345	истины и	1	1
346	та же	10	1
347	отказывается от	1	1
348	привести к	5	1
349	ни один	1	1
350	формы в	1	1
351	в нашем	7	1
352	думать что	4	1
353	он целиком	1	1
354	бы только	1	1
355	только один	1	1
356	жизнь как	1	1
357	не приводит	1	1
358	и единственно	1	1
359	когда человек	2	1
360	и если	2	1
361	в нем	22	1
362	она становится	1	1
363	потребности в	1	1
364	этого вопроса	2	1
365	не к	2	1
366	что нужно	1	1
367	и вот	5	1
368	него есть	1	1
369	для утверждения	1	1
370	на этом	2	1
371	всех своих	1	1
372	же пути	1	1
373	в германии	1	1
374	что является	1	1
375	он знал	1	1
376	этом он	2	1
377	им как	1	1
378	к другу	5	1
379	его в	3	1
380	входит в	1	1
381	как две	1	1
382	его личности	1	1
383	с самим	3	1
384	страдает от	1	1
385	за ней	1	1
386	не соответствует	1	1
387	в жизни	4	1
388	для них	1	1
389	нет в	4	1
390	всецело в	1	1
391	что не	2	1
392	с тем	1	1
393	всю жизнь	3	1
394	не всегда	2	1
395	которой он	1	1
396	нигде не	1	1
397	она неизбежно	1	1
398	что такое	1	1
399	может казаться	1	1
400	место в	2	1
401	он принимает	1	1
402	не от	2	1
403	тому который	1	1
404	мир и	2	1
405	которые в	2	1
406	имеет смысл	1	1
407	есть еще	2	1
408	тому что	4	1
409	что есть	2	1
410	а от	2	1
411	принадлежащими к	1	1
412	эта мысль	2	1
413	идет на	2	1
414	как можно	1	1
415	как о	1	1
416	она существует	1	1
417	на два	1	1
418	к этим	1	1
419	не по	1	1
420	не производит	1	1
421	в самых	1	1
422	о природе	1	1
423	только и	4	1
424	связано с	3	1
425	можно видеть	1	1
426	показывает как	1	1
427	своей природе	1	1
428	он хочет	3	1
429	же этот	1	1
430	у кого	1	1
431	только с	3	1
432	уж конечно	1	1
433	и социального	2	1
434	перед ним	4	1
435	представлять себе	1	1
436	у нас	11	1
437	в движении	1	1
438	личности в	2	1
439	в момент	1	1
440	и возможно	2	1
441	отличается от	1	1
442	бы он	1	1
443	воля к	1	1
444	не есть	13	1
445	оно не	2	1
446	с говорит	1	1
447	и самое	2	1
448	приходит к	2	1
449	но по	1	1
450	этом нет	1	1
451	не хочу	1	1
452	вывод что	1	1
453	личности и	2	1
454	который может	2	1
455	х и	1	1
456	в пределах	1	1
457	он так	2	1
458	действительности это	1	1
459	сознание а	1	1
460	по природе	1	1
461	в борьбе	1	1
462	сознания и	2	1
463	но у	1	1
464	все остальные	1	1
465	направлений и	1	1
466	в словах	1	1
467	после того	2	1
468	вот это	1	1
469	а к	1	1
470	именно потому	1	1
471	и здесь	6	1
472	и должно	3	1
473	его природы	1	1
474	аналогия между	1	1
475	и поэтому	2	1
476	до сих	3	1
477	средств для	1	1
478	мысль не	1	1
479	теперь и	1	1
480	и который	1	1
481	и чисто	1	1
482	может не	1	1
483	идея есть	1	1
484	все та	1	1
485	она не	8	1
486	нет у	3	1
487	как теперь	1	1
488	как нет	1	1
489	к нему	2	1
490	и во	3	1
491	переходит в	8	1
492	а потому	1	1
493	ибо и	1	1
494	интерес к	2	1
495	не видел	2	1
496	себя но	1	1
497	тотчас же	1	1
498	вслед за	1	1
499	а следовательно	1	1
500	также в	1	1
501	оторванной от	1	1
502	это приводит	1	1
503	самое полное	1	1
504	но так	1	1
505	один из	5	1
506	результатов он	1	1
507	понимая что	1	1
508	направленной на	2	1
509	будь то	1	1
510	но ни	1	1
511	верно и	1	1
512	равно что	2	1
513	между тем	2	1
514	начало в	1	1
515	внешних условий	1	1
516	самым замечательным	1	1
517	так что	2	1
518	есть своя	1	1
519	же и	2	1
520	это остается	1	1
521	которому он	1	1
522	бы у	1	1
523	вопроса о	4	1
524	ни одного	2	1
525	от опыта	1	1
526	в сознании	1	1
527	он принадлежит	1	1
528	способен к	4	1
529	мир в	1	1
530	был бы	1	1
531	никто не	1	1
532	не для	3	1
533	это верно	1	1
534	от тех	1	1
535	о факторах	1	1
536	была еще	2	1
537	всегда как	1	1
538	бы это	1	1
539	лишь для	1	1
540	с человеческой	2	1
541	не были	1	1
542	на примере	1	1
543	и глубже	2	1
544	такое же	1	1
545	на которые	1	1
546	в природе	1	1
547	окружающей его	1	1
548	же есть	3	1
549	его душа	1	1
550	человек испытывает	1	1
551	и делает	1	1
552	идея о	2	1
553	идеи в	1	1
554	на друга	1	1
555	до конца	4	1
556	бы назвать	1	1
557	правда и	1	1
558	начинает думать	1	1
559	человеческого но	1	1
560	с которым	3	1
561	решения вопроса	3	1
562	и отношение	1	1
563	материал и	1	1
564	и потому	7	1
565	другая сторона	1	1
566	но этот	2	1
567	говорили что	1	1
568	и проблема	1	1
569	и мир	2	1
570	к своему	2	1
571	в жизнь	1	1
572	другу и	2	1
573	но сам	1	1
574	за него	1	1
575	и там	6	1
576	им с	1	1
577	самого себя	4	1
578	эту мысль	1	1
579	в тот	1	1
580	да и	2	1
581	нельзя быть	1	1
582	многих других	1	1
583	друга к	1	1
584	мыслится как	1	1
585	сомневаться в	1	1
586	свою культурную	1	1
587	и от	3	1
588	сих пор	3	1
589	ничего кроме	2	1
590	находится во	1	1
591	должны быть	4	1
592	и человек	3	1
593	он по	1	1
594	а все	1	1
595	поэтому она	1	1
596	из себя	1	1
597	пока лишь	1	1
598	огромную роль	1	1
599	бы в	2	1
600	и всецело	1	1
601	еще более	2	1
602	я должен	1	1
603	его ум	1	1
604	но это	8	1
605	у разных	1	1
606	он видит	1	1
607	жизни в	3	1
608	между ними	1	1
609	не знает	9	1
610	которым он	1	1
611	остается на	1	1
612	жизни а	2	1
613	из этого	1	1
614	всего как	1	1
615	в свое	1	1
616	а может	1	1
617	в своих	3	1
618	нас не	2	1
619	как на	1	1
