N	2gram	Losev_Prob_4	Otkroven
188	к другому	1	1
189	лучше сказать	2	1
190	и до	1	1
191	и больше	2	1
192	и когда	2	1
193	можно было	4	1
194	есть не	6	1
195	из которой	1	1
196	которая была	1	1
197	им самим	1	1
198	и каждый	2	1
199	мы не	7	1
200	том как	2	1
201	выходе из	1	1
202	по сравнению	1	1
203	связан с	1	1
204	эпоху возрождения	1	1
205	если бы	8	1
206	в эпоху	1	1
207	его романов	1	1
208	карамазовых в	1	1
209	находится в	1	1
210	не вполне	2	1
211	бы даже	4	1
212	все ли	1	1
213	себе что	1	1
214	но к	1	1
215	и был	1	1
216	в ней	7	1
217	и что	2	1
218	красоты в	1	1
219	в глаза	1	1
220	все его	1	1
221	братьев карамазовых	1	1
222	раскольникова и	1	1
223	и общественной	1	1
224	вечной жизни	1	1
225	там и	1	1
226	каждом из	1	1
227	и оскорбленные	1	1
228	самом деле	3	1
229	в которую	1	1
230	но не	5	1
231	то он	2	1
232	и всякий	1	1
233	с трудом	1	1
234	сравнению с	1	1
235	нуждается в	1	1
236	себе и	3	1
237	есть просто	1	1
238	и можно	5	1
239	вообще и	1	1
240	все время	2	1
241	нет такой	1	1
242	что во	2	1
243	как в	5	1
244	всем а	1	1
245	друг к	1	1
246	по содержанию	2	1
247	бросается в	1	1
248	у толстого	1	1
249	в частности	2	1
250	и как	3	1
251	дается в	1	1
252	речь о	2	1
253	с ними	2	1
254	униженные и	1	1
255	духа и	1	1
256	человек совершает	1	1
257	с душой	1	1
258	чего же	1	1
259	то в	2	1
260	за собой	2	1
261	и после	1	1
262	который в	1	1
263	и раньше	1	1
264	бы и	3	1
265	что это	2	1
266	есть их	1	1
267	других писателей	1	1
268	со всеми	2	1
269	себе есть	1	1
270	в эти	1	1
271	думать что	1	1
272	же и	3	1
273	и счастье	1	1
274	с их	1	1
275	есть уже	1	1
276	только один	2	1
277	уже не	5	1
278	говорят о	1	1
279	на то	1	1
280	в братьях	1	1
281	что она	4	1
282	свободу и	1	1
283	больше всего	1	1
284	бытовой жизни	1	1
285	после которого	1	1
286	до последней	1	1
287	да и	5	1
288	у самого	1	1
289	из них	3	1
290	но от	1	1
291	раз навсегда	1	1
292	только их	1	1
293	они в	1	1
294	опять-таки не	1	1
295	в бесконечную	2	1
296	в силу	1	1
297	в корне	2	1
298	в одном	4	1
299	вовсе не	21	1
300	и сам	1	1
301	вот с	1	1
302	не теряет	2	1
303	братьях карамазовых	1	1
304	в убийстве	1	1
305	само по	1	1
306	лишь с	1	1
307	вещей и	1	1
308	сказать с	1	1
309	в каждом	1	1
310	презрение к	1	1
311	в совершенно	2	1
312	эту истину	1	1
313	и даже	9	1
314	к другу	1	1
315	заключается в	2	1
316	жизни нет	1	1
317	чтобы все	2	1
318	а именно	2	1
319	с той	1	1
320	и прежде	2	1
321	а это	3	1
322	всякого человека	1	1
323	в жизни	3	1
324	кажется что	2	1
325	в это	2	1
326	смерть и	1	1
327	говорит о	2	1
328	в них	5	1
329	жизни их	1	1
330	был в	2	1
331	стремится к	1	1
332	и самый	1	1
333	всегда и	1	1
334	нужно считать	1	1
335	о чем	1	1
336	в чистом	2	1
337	и тогда	2	1
338	нисколько не	1	1
339	под влиянием	1	1
340	он и	1	1
341	в одно	6	1
342	не так	3	1
343	и тут	1	1
344	его как	1	1
345	и без	6	1
346	как это	3	1
347	в котором	2	1
348	зачаточном виде	1	1
349	человеком и	1	1
350	оказывается что	1	1
351	остается и	1	1
352	этого типа	1	1
353	любовь и	1	1
354	религиозное значение	1	1
355	в поэме	1	1
356	это есть	3	1
357	страха и	1	1
358	который всегда	1	1
359	над ними	1	1
360	образ и	2	1
361	всяком случае	4	1
362	видно что	1	1
363	и более	3	1
364	в конце	2	1
365	ней не	1	1
366	заглянуть в	1	1
367	особенное значение	1	1
368	лет назад	2	1
369	для тех	1	1
370	нет никакого	3	1
371	захватывает и	1	1
372	в отношении	4	1
373	и здесь	1	1
374	но это	6	1
375	отличается от	4	1
376	недостатки в	1	1
377	в вечном	4	1
378	всего его	1	1
379	дело в	2	1
380	на два	1	1
381	ее с	1	1
382	или лучше	1	1
383	отношениях к	1	1
384	не случайно	1	1
385	в уме	1	1
386	не существует	5	1
387	а что	1	1
388	и личной	1	1
389	еще страшнее	1	1
390	в отношениях	1	1
391	самой жизни	3	1
392	в разных	4	1
393	жизни не	1	1
394	и весь	3	1
395	бы в	1	1
396	еще более	2	1
397	для его	2	1
398	по своей	1	1
399	ни к	2	1
400	во всем	2	1
401	вот что	1	1
402	достоевского можно	1	1
403	в сознании	3	1
404	отношении к	1	1
405	как будто	11	1
406	но есть	1	1
407	и начинается	1	1
408	это все	2	1
409	перед ним	1	1
410	тысячи лет	1	1
411	всего мира	1	1
412	у нас	14	1
413	была бы	2	1
414	но можно	1	1
415	совершенно не	3	1
416	к его	3	1
417	вечном муже	2	1
418	жизни а	1	1
419	ко всему	1	1
420	и всех	2	1
421	особенно в	1	1
422	ставрогина и	1	1
423	жизни и	5	1
424	будто бы	2	1
425	бы он	1	1
426	во всяком	8	1
427	указывает на	4	1
428	они и	2	1
