N	2gram	Medvedev_V_1	slovoVRo
191	и слове	1	2
192	и истолкования	1	2
193	но как	3	2
194	не все	1	2
195	и речи	1	2
196	за пределы	1	2
197	с этим	3	2
198	кроме того	1	2
199	хотя и	2	2
200	более или	6	2
201	в себе	6	2
202	роль в	4	2
203	как он	2	2
204	на его	1	2
205	т д	14	2
206	он не	2	2
207	художественном образе	1	2
208	в виде	1	2
209	из него	1	2
210	самого автора	1	2
211	данного автора	3	2
212	или целиком	1	2
213	зрения на	1	2
214	как особый	2	2
215	зрения и	1	2
216	далеко не	2	2
217	мы видели	3	2
218	дальше к	1	2
219	или менее	6	2
220	и другие	1	2
221	и при	5	2
222	в их	5	2
223	которые в	2	2
224	но он	1	2
225	даже в	5	2
226	громадное значение	1	2
227	тогда когда	2	2
228	того как	1	2
229	материала в	1	2
230	того чтобы	3	2
231	в одном	4	2
232	вне его	2	2
233	к ней	1	2
234	внутренней логикой	1	2
235	п в	3	2
236	точном смысле	2	2
237	в области	2	2
238	этой способности	1	2
239	отличается от	2	2
240	должен быть	4	2
241	оно может	1	2
242	говорит и	8	2
243	свою очередь	1	2
244	очень важную	1	2
245	его художественного	2	2
246	в дальнейшем	1	2
247	мы наблюдаем	2	2
248	в другом	2	2
249	о нем	1	2
250	на него	1	2
251	о том	10	2
252	в различных	2	2
253	может не	2	2
254	в форме	3	2
255	еще более	1	2
256	единого и	2	2
257	как например	2	2
258	ни к	1	2
259	вне себя	1	2
260	исторического романа	1	2
261	что он	4	2
262	почти все	1	2
263	пор не	1	2
264	всяком случае	1	2
265	чужой материал	1	2
266	же и	2	2
267	уже в	1	2
268	в поэзии	1	2
269	и чисто	1	2
270	на протяжении	1	2
271	его и	1	2
272	для того	3	2
273	то что	6	2
274	не было	7	2
275	до сих	1	2
276	именно в	2	2
277	а именно	1	2
278	действующих лиц	5	2
279	них и	1	2
280	как о	2	2
281	и непосредственно	2	2
282	не всегда	1	2
283	в связи	3	2
284	вместе с	7	2
285	и особенно	1	2
286	в данном	1	2
287	материал для	1	2
288	сих пор	1	2
289	например у	2	2
290	в более	1	2
291	этих формах	1	2
292	в точном	2	2
293	или в	3	2
294	в результате	5	2
295	лишь о	1	2
296	и ни	1	2
297	все они	2	2
298	только с	2	2
299	от характера	2	2
300	к его	2	2
301	только о	2	2
302	они не	2	2
303	с новыми	1	1
304	смысле слова	2	1
305	как известно	2	1
306	этого в	1	1
307	речь идет	1	1
308	коренное отличие	1	1
309	в движение	1	1
310	сводится именно	1	1
311	прозаический план	1	1
312	становится в	1	1
313	проблемы в	1	1
314	он может	2	1
315	силы и	1	1
316	и есть	5	1
317	мы говорим	1	1
318	процессе работы	4	1
319	все те	1	1
320	и этот	2	1
321	поскольку она	1	1
322	всей ее	1	1
323	а как	2	1
324	со всех	1	1
325	правильного понимания	1	1
326	предмета в	1	1
327	и свой	1	1
328	сливается в	1	1
329	или отношение	1	1
330	и стиль	1	1
331	способности и	1	1
332	до полного	2	1
333	полное и	1	1
334	как не	1	1
335	так называемые	1	1
336	к общему	1	1
337	проявляется в	1	1
338	момент в	3	1
339	таких же	1	1
340	между собой	1	1
341	он сам	2	1
342	же роман	1	1
343	быть в	1	1
344	и служит	1	1
345	что его	2	1
346	процесс этот	1	1
347	видели что	3	1
348	не бессознательно	1	1
349	и чужое	1	1
350	к ним	1	1
351	в едином	1	1
352	две основные	1	1
353	чем же	4	1
354	процесс формирования	1	1
355	этого развития	1	1
356	на высоту	1	1
357	частей и	1	1
358	применении к	1	1
359	сознания в	1	1
360	целый ряд	1	1
361	связанный с	1	1
362	и художественного	3	1
363	и свою	1	1
364	или иную	1	1
365	следует говорить	1	1
366	в самом	4	1
367	и невозможно	1	1
368	в целом	4	1
369	его роль	1	1
370	он в	1	1
371	только два	1	1
372	сущности и	1	1
373	обязательно должен	1	1
374	сил в	1	1
375	и самый	1	1
376	в этой	4	1
377	рассказ о	1	1
378	ее как	2	1
379	на то	1	1
380	если он	1	1
381	дальше и	1	1
382	этот процесс	2	1
383	и оттенков	1	1
384	не завершается	1	1
385	что она	2	1
386	время и	1	1
387	однако при	1	1
388	воспроизводятся в	1	1
389	вся игра	1	1
390	над романом	2	1
391	и еще	1	1
392	не значит	1	1
393	поставлена во	1	1
394	очень разнообразны	1	1
395	и сам	1	1
396	но некоторые	1	1
397	у пушкина	2	1
398	процессе этого	1	1
399	и по	3	1
400	своих персонажей	1	1
401	одно и	1	1
402	буквально может	1	1
403	в каждом	2	1
404	борьбы и	1	1
405	типы и	1	1
406	и лишенного	1	1
407	об этом	9	1
408	них не	4	1
409	однако такая	1	1
410	для своей	1	1
411	говорить не	3	1
412	знает что	1	1
413	это было	1	1
414	те или	1	1
415	эти высказывания	1	1
416	то все	1	1
417	моменты в	1	1
418	в борьбу	1	1
419	в социальном	1	1
420	в общественной	1	1
421	достоевского и	2	1
422	на основании	8	1
423	в действии	1	1
424	этим и	1	1
425	несмотря на	1	1
426	выйти за	1	1
427	может идти	1	1
428	пародия на	2	1
429	в своей	4	1
430	работы в	1	1
431	образ а	1	1
432	лежат в	1	1
433	и без	1	1
434	часто не	2	1
435	от его	2	1
436	всего может	1	1
437	развитии его	1	1
438	произведения в	7	1
439	как от	2	1
440	в таких	1	1
441	освободиться от	1	1
442	форму в	1	1
443	степень его	1	1
444	и жанров	1	1
445	о значении	1	1
446	с которой	1	1
447	самого начала	1	1
448	не о	2	1
449	этими двумя	1	1
450	на себе	1	1
451	его собственного	1	1
452	связанная с	1	1
453	и имеет	1	1
454	дело не	1	1
455	иметь в	2	1
456	и автор	1	1
457	наиболее полно	1	1
458	это то	1	1
459	и характер	1	1
460	в русском	1	1
461	в сознании	4	1
462	глубину и	1	1
463	не столь	3	1
464	достаточно напомнить	1	1
465	в образах	1	1
466	в духе	1	1
467	говорят в	1	1
468	лежит в	1	1
469	если же	1	1
470	числе и	2	1
471	и отдельных	3	1
472	анализа и	1	1
473	которые его	1	1
474	что при	2	1
475	утверждать что	4	1
476	эти явления	2	1
477	п это	1	1
478	в применении	1	1
479	и это	1	1
480	момент познания	1	1
481	органически связано	1	1
482	в виду	4	1
483	как один	1	1
484	всего этого	1	1
485	и образа	1	1
486	приводит к	5	1
487	и может	2	1
488	и ту	1	1
489	еще в	1	1
490	и социальные	1	1
491	поэтому в	1	1
492	это как	1	1
493	чтобы понять	1	1
494	образом в	3	1
495	затем у	1	1
496	что часто	1	1
497	никак не	1	1
498	и что	1	1
499	можно сказать	4	1
500	на данном	1	1
501	науке и	1	1
502	или иные	1	1
503	которой мы	1	1
504	затем в	1	1
505	очень близко	1	1
506	во всей	2	1
507	этот последний	1	1
508	своих слов	1	1
509	материалом не	1	1
510	вообще и	2	1
511	и художественную	1	1
512	в ту	1	1
513	говорить только	1	1
514	индивидуальный характер	1	1
515	и отдельные	2	1
516	того что	3	1
517	все зависит	1	1
518	различных моментов	1	1
519	как сказал	1	1
520	быть при	1	1
521	творческого процесса	22	1
522	может ограничиться	1	1
523	одну и	1	1
524	речи о	1	1
525	одной из	1	1
526	как пародия	2	1
527	в какой	1	1
528	друг друга	1	1
529	образом даже	2	1
530	то прежде	1	1
531	не имеющих	1	1
532	до нас	2	1
533	ему самому	1	1
534	между этими	1	1
535	и ее	4	1
536	в качестве	11	1
537	с нею	2	1
538	только на	1	1
539	значение и	1	1
540	оно в	1	1
541	характерно что	1	1
542	представить себе	2	1
543	в известной	1	1
544	сами по	1	1
545	в конце	3	1
546	не для	1	1
547	может служить	1	1
548	дело и	1	1
549	много и	1	1
550	и никогда	1	1
551	как раз	3	1
552	тем что	1	1
553	характерны для	1	1
554	с традицией	1	1
555	перейти к	1	1
556	один тип	1	1
557	говорим о	1	1
558	для правильного	1	1
559	как у	2	1
560	или иначе	1	1
561	не обязательно	1	1
562	или меньшей	3	1
563	это необходимо	1	1
564	об образе	2	1
565	и образов	5	1
566	других видов	2	1
567	могут иметь	1	1
568	ему принадлежит	1	1
569	что не	3	1
570	богаче и	1	1
571	говорит о	7	1
572	должно быть	2	1
573	к сожалению	2	1
574	этого не	1	1
575	а наоборот	1	1
576	с большей	1	1
577	психологии а	1	1
578	зависит от	2	1
579	другой стороны	8	1
580	что действие	2	1
581	и художественном	1	1
582	отнюдь не	3	1
583	или с	1	1
584	мира в	1	1
585	полный разрыв	1	1
586	проникновения в	1	1
587	в частности	11	1
588	все то	1	1
589	вступает с	1	1
590	можно утверждать	3	1
591	сказал и	1	1
592	из форм	1	1
593	даже не	2	1
594	нет ни	2	1
595	он говорит	5	1
596	этого типа	3	1
597	его исторической	1	1
598	какой мере	1	1
599	если они	1	1
600	всех других	3	1
601	романа или	1	1
602	или иного	1	1
603	да и	1	1
604	образом на	1	1
605	однако отметить	1	1
606	ней не	1	1
607	большей или	3	1
608	толстого в	3	1
609	их отношение	1	1
610	с очень	1	1
611	этого факта	1	1
612	в систему	1	1
613	только для	1	1
614	того или	2	1
615	этом и	2	1
616	романа с	1	1
617	себе все	1	1
618	сомнения в	1	1
619	и борьба	1	1
620	не является	5	1
621	за его	1	1
622	сюжета и	2	1
623	но на	1	1
624	лишь его	1	1
625	и словесного	1	1
626	человека это	1	1
627	наблюдения над	1	1
628	и смысл	1	1
629	сказал бы	1	1
630	же в	6	1
631	как своеобразный	1	1
632	в системе	2	1
633	жанрах например	1	1
634	обычно не	1	1
635	этой проблемы	3	1
636	при определенных	1	1
637	бы быть	1	1
638	в последнем	2	1
639	в кругу	1	1
640	кстати сказать	1	1
641	или точнее	1	1
642	что такое	2	1
643	частности в	2	1
644	их автора	1	1
645	в своих	2	1
646	законченное выражение	1	1
647	только не	2	1
648	к этому	9	1
649	и качеств	1	1
650	том числе	2	1
651	которая не	2	1
