N	2gram	Bakhtin_sl_1	formyVre
416	мы имеем	1	1
417	бы в	1	1
418	при анализе	1	1
419	и ничего	1	1
420	моментах в	1	1
421	иногда прямо	1	1
422	именно к	1	1
423	бы и	3	1
424	входит как	1	1
425	как во	1	1
426	на себе	1	1
427	это отношение	2	1
428	и чужого	2	1
429	непосредственное отношение	1	1
430	вставные новеллы	1	1
431	начала в	1	1
432	зависимости от	3	1
433	влияние которого	1	1
434	и он	1	1
435	всех сторон	1	1
436	сплетается с	1	1
437	эпох и	1	1
438	лишь там	1	1
439	он был	1	1
440	трудно найти	1	1
441	разобранных нами	1	1
442	роман и	5	1
443	и существенного	1	1
444	данном случае	3	1
445	знающего только	1	1
446	но как	1	1
447	свою жизнь	1	1
448	и чужой	1	1
449	менее всего	1	1
450	сил в	2	1
451	и место	1	1
452	в свои	1	1
453	человек может	1	1
454	выработанные и	1	1
455	данный момент	4	1
456	к данному	1	1
457	в нужном	1	1
458	перед нами	4	1
459	могли бы	1	1
460	нами в	2	1
461	так уже	1	1
462	и наконец	4	1
463	и начиналась	1	1
464	и сам	3	1
465	форм которые	1	1
466	один ряд	1	1
467	эпохи но	1	1
468	слова он	1	1
469	вносит в	2	1
470	и свою	1	1
471	и объединения	1	1
472	нами явлениях	1	1
473	сливается с	2	1
474	напряженной жизнью	1	1
475	та же	1	1
476	этот новый	1	1
477	есть для	2	1
478	бы не	1	1
479	или во	2	1
480	из этих	3	1
481	которые в	3	1
482	где все	1	1
483	в этой	1	1
484	такое значение	1	1
485	и тот	1	1
486	имеем в	1	1
487	на то	1	1
488	не могла	2	1
489	оно здесь	1	1
490	связанные с	3	1
491	оно было	2	1
492	различные формы	2	1
493	в понимании	3	1
494	а вовсе	2	1
495	категорий в	1	1
496	политического деятеля	1	1
497	нами здесь	1	1
498	в плане	6	1
499	этого жанра	2	1
500	его можно	1	1
501	с чем	1	1
502	без исключения	1	1
503	не бывает	1	1
504	целом каково	1	1
505	значительной степени	1	1
506	могла бы	1	1
507	свой мир	1	1
508	есть все	1	1
509	конечно в	1	1
510	особенности в	1	1
511	них не	1	1
512	зрения на	7	1
513	это было	1	1
514	на протяжении	2	1
515	особенно в	1	1
516	и непосредственное	2	1
517	вместе со	2	1
518	из разновидностей	1	1
519	моменты в	1	1
520	лишь на	3	1
521	героев это	1	1
522	всю его	2	1
523	ближе к	1	1
524	в ином	1	1
525	и понимание	1	1
526	о которых	1	1
527	и определяет	1	1
528	говорили и	1	1
529	и разнообразие	1	1
530	форма и	1	1
531	должно быть	2	1
532	и некоторые	1	1
533	в один	1	1
534	в эту	2	1
535	разные виды	1	1
536	этом случае	2	1
537	таким же	1	1
538	осознания и	1	1
539	наших дней	1	1
540	моментах как	1	1
541	всяком случае	5	1
542	целого но	1	1
543	однако этот	2	1
544	не столько	1	1
545	в первый	1	1
546	романа который	1	1
547	есть к	1	1
548	основе ее	1	1
549	единство и	3	1
550	оно должно	1	1
551	и существенных	1	1
552	и более	1	1
553	есть еще	1	1
554	с такими	1	1
555	не должно	3	1
556	и единого	1	1
557	же мы	1	1
558	с определенными	5	1
559	случае в	1	1
560	включен в	2	1
561	до известной	2	1
562	ничего нового	2	1
563	она не	3	1
564	эпох в	1	1
565	вторгается в	1	1
566	дело не	2	1
567	ними не	1	1
568	правда в	1	1
569	и вместо	1	1
570	в романном	3	1
571	определенности и	1	1
572	как его	5	1
573	здесь лишь	1	1
574	определенного и	1	1
575	находится в	1	1
576	следовательно и	3	1
577	остановимся здесь	1	1
578	чтобы придать	1	1
579	по своей	1	1
580	романе поэтому-то	1	1
581	наконец такие	1	1
582	художественный жанр	1	1
583	которого на	1	1
584	входят в	1	1
585	глубоко проникнут	1	1
586	с другом	2	1
587	и со	1	1
588	у нас	2	1
589	воспринимаются как	1	1
590	или только	1	1
591	к отдельным	1	1
592	не оказать	1	1
593	xx века	2	1
594	и вступает	1	1
595	ни был	1	1
596	всего они	1	1
597	жанров в	1	1
598	как только	3	1
599	отличается от	1	1
600	всего в	1	1
601	здесь они	1	1
602	этого и	1	1
603	его с	1	1
604	произведения которое	1	1
605	художественной обработки	1	1
606	для его	1	1
607	всегда есть	1	1
608	в каждом	4	1
609	них у	1	1
610	время он	1	1
611	и самое	2	1
612	свою очередь	2	1
613	точками зрения	3	1
614	слоев и	2	1
615	единый и	2	1
616	изучения и	1	1
617	нет никакой	1	1
618	и этим	3	1
619	в себя	1	1
620	степени и	1	1
621	так в	2	1
622	приводит к	1	1
623	эта исключительная	1	1
624	романа у	3	1
625	на том	2	1
626	и совершенно	1	1
627	в другом	2	1
628	вещи и	1	1
629	и которые	1	1
630	собой в	1	1
631	эта игра	2	1
632	в социальном	1	1
633	оно как	2	1
634	в новом	1	1
635	повернутого к	1	1
636	в чужом	1	1
637	этим в	1	1
638	и композиционным	1	1
639	в риторических	5	1
640	они как	2	1
641	громадное значение	1	1
642	смысле и	1	1
643	образом в	3	1
644	но здесь	3	1
645	тем чем	3	1
646	в построении	2	1
647	чем они	1	1
648	и историческое	1	1
649	жизни роман	1	1
650	и здесь	3	1
651	не был	1	1
652	о том	3	1
653	находятся в	1	1
654	притом в	1	1
655	иное значение	1	1
656	или на	1	1
657	последнем счете	1	1
658	в новелле	1	1
659	романа а	1	1
660	начале xx	1	1
661	развертывается в	1	1
662	значение во	1	1
663	различных разновидностей	1	1
664	дается описание	1	1
665	от них	1	1
666	для романного	1	1
667	они всецело	1	1
668	моментами и	1	1
669	на одном	1	1
670	и только	1	1
671	а следовательно	1	1
672	наконец в	2	1
673	внутри этих	1	1
674	на всю	3	1
675	единого и	4	1
676	может иметь	1	1
677	в него	3	1
678	и мир	5	1
679	имеет большое	1	1
680	определенные формы	1	1
681	тот же	1	1
682	и роман	2	1
683	разновидностей европейского	1	1
684	сочетаются в	1	1
685	каждый момент	2	1
686	должен быть	1	1
687	в литературу	1	1
688	иной степени	9	1
689	всех его	7	1
690	на мир	4	1
691	точка зрения	8	1
692	два типа	1	1
693	в органическом	1	1
694	нас здесь	2	1
695	в эти	1	1
696	чаще всего	1	1
697	себя в	9	1
698	особенно у	2	1
699	так что	2	1
700	ведь в	1	1
701	переходит в	3	1
702	в указанном	1	1
703	не создают	1	1
704	и строится	1	1
705	в большинстве	10	1
706	и они	1	1
707	вернуться к	1	1
708	риторических жанрах	2	1
709	за пределами	2	1
710	от других	2	1
711	почти полностью	1	1
712	или даже	2	1
713	специфическая особенность	1	1
714	из них	3	1
715	на чужой	1	1
716	него нет	1	1
717	произведения и	2	1
718	далек от	1	1
719	ничего что	1	1
720	и жанровые	1	1
721	но уже	1	1
722	жанра в	4	1
723	оно ничего	1	1
724	и оценки	1	1
725	всеми этими	1	1
726	них и	1	1
727	протяжении всего	1	1
728	где в	1	1
729	преимуществу в	1	1
730	которые как	1	1
731	др не	1	1
732	осмысления и	2	1
733	имеет свой	2	1
734	оно служит	1	1
735	письмом и	1	1
736	здесь эта	1	1
737	прямой и	3	1
738	были созданы	1	1
739	месте и	1	1
740	быть тем	3	1
741	то и	1	1
742	бы друг	1	1
743	а на	2	1
744	которых мы	1	1
745	с рабле	1	1
746	самое слово	1	1
747	и самый	1	1
748	не на	5	1
749	на весь	1	1
750	изображения в	1	1
751	для романа	2	1
752	с которым	2	1
753	как ни	1	1
754	у героя	1	1
755	и литературного	1	1
756	о чем	1	1
757	мы остановимся	1	1
758	больших и	1	1
759	на которые	2	1
760	особенностей и	1	1
761	порядок и	1	1
762	наше внимание	1	1
763	романа однако	1	1
764	своей социальной	1	1
765	и ограниченность	1	1
766	эта идея	1	1
767	героя по	1	1
768	в иных	1	1
769	нужно отнести	1	1
770	нового не	2	1
771	были до	1	1
772	более конкретное	1	1
773	по своему	2	1
774	в последнем	1	1
775	и моменты	1	1
776	и показа	1	1
777	пародию на	2	1
778	быть как	1	1
779	от нормального	1	1
780	образ и	1	1
781	бы его	2	1
782	друг с	2	1
783	мы сказали	4	1
784	жанровые разновидности	2	1
785	зрения которого	1	1
786	этого слова	1	1
787	и формы	4	1
788	не вносит	1	1
789	не лежит	1	1
790	не предполагает	2	1
791	всех слоев	2	1
792	между прочим	1	1
793	ведь и	1	1
794	стороне от	1	1
795	которые были	1	1
796	при всем	3	1
797	на одной	1	1
798	и позволяет	1	1
799	известной степени	4	1
800	эти жанровые	1	1
801	слова но	1	1
802	живет и	1	1
803	тем и	2	1
804	и от	4	1
805	узком смысле	10	1
806	явления как	1	1
807	в отдельных	1	1
808	форм в	1	1
809	но эти	3	1
810	из различных	1	1
811	от него	1	1
812	своих произведений	1	1
813	разных эпох	1	1
814	тем более	1	1
815	разной степени	2	1
816	все они	7	1
817	самому и	1	1
818	он видит	1	1
819	его к	1	1
820	становления и	1	1
821	с ними	3	1
822	слово в	10	1
823	первый раз	1	1
824	с ней	2	1
825	они также	1	1
826	от всех	1	1
827	раскрывается и	1	1
828	связей и	1	1
829	эти элементы	1	1
830	и быта	1	1
831	строится на	1	1
832	этого второго	1	1
833	включает в	1	1
834	конкретный и	1	1
835	могло найти	2	1
836	героя как	1	1
837	рядом со	1	1
838	конкретного и	2	1
839	им и	1	1
