N	2gram	Nazirov_Tv_2	Dialekti
265	когда же	1	2
266	я говорю	1	2
267	в частности	2	2
268	вместе с	3	2
269	как это	1	2
270	только его	1	2
271	что же	1	2
272	поскольку он	1	2
273	не мог	1	2
274	будет иметь	1	2
275	мы только	1	2
276	такое понимание	1	2
277	это как	1	2
278	у достоевского	30	2
279	и ни	1	2
280	главным образом	1	2
281	отношении к	1	2
282	еще ничего	1	2
283	что этот	2	2
284	это все	2	2
285	день и	1	2
286	видим в	2	2
287	того или	1	2
288	я могу	1	2
289	в противоположность	1	2
290	точно так	1	2
291	во всяком	2	2
292	вдруг все	1	1
293	говорили о	1	1
294	а между	1	1
295	речь идет	1	1
296	лишь ее	1	1
297	же как	3	1
298	и через	3	1
299	с кем	1	1
300	в сердце	1	1
301	д в	3	1
302	переход от	1	1
303	видеть в	1	1
304	действительности и	1	1
305	этот и	1	1
306	г в	1	1
307	бы уже	1	1
308	из своих	1	1
309	оба эти	1	1
310	то это	1	1
311	и он	2	1
312	собой в	1	1
313	может не	1	1
314	он сам	3	1
315	знаем что	1	1
316	или во	1	1
317	жить и	1	1
318	не то	1	1
319	и всякий	1	1
320	к богу	1	1
321	морали и	1	1
322	отношение к	1	1
323	тут же	2	1
324	и я	1	1
325	в одной	3	1
326	ругани и	1	1
327	стороны и	1	1
328	имеет определенную	1	1
329	тот же	1	1
330	имеет в	2	1
331	не можем	1	1
332	сказать о	1	1
333	за это	1	1
334	его а	1	1
335	в кровь	1	1
336	достоевского в	9	1
337	вообще а	1	1
338	роль в	2	1
339	в философии	1	1
340	но ведь	2	1
341	если он	5	1
342	но прежде	2	1
343	к миру	2	1
344	он не	3	1
345	как личность	1	1
346	о которой	1	1
347	еще раньше	1	1
348	и еще	2	1
349	в первую	1	1
350	моменты которые	1	1
351	этого вопроса	1	1
352	что нужно	1	1
353	такого человека	1	1
354	сердце и	2	1
355	которое тут	1	1
356	и более	1	1
357	содержит в	1	1
358	и начинается	1	1
359	сделать и	1	1
360	же самая	1	1
361	мифический образ	1	1
362	я с	1	1
363	однако все	1	1
364	же не	2	1
365	это я	1	1
366	а его	1	1
367	художественный образ	1	1
368	его в	3	1
369	входит в	1	1
370	с другими	2	1
371	выше на	1	1
372	из хаоса	1	1
373	о характере	1	1
374	не понимают	1	1
375	бытие и	1	1
376	всю жизнь	1	1
377	мы видели	1	1
378	ведет к	1	1
379	потому и	1	1
380	такой же	2	1
381	меняется и	1	1
382	а главное	1	1
383	интерес и	1	1
384	не зависит	1	1
385	в которые	1	1
386	его идея	1	1
387	личности это	2	1
388	место в	3	1
389	еще с	1	1
390	в отличие	2	1
391	в которых	3	1
392	чудо что	1	1
393	сам же	1	1
394	почему мы	1	1
395	такую же	1	1
396	но он	1	1
397	имеем не	1	1
398	идею как	1	1
399	их в	2	1
400	том же	2	1
401	зрения и	1	1
402	даже в	1	1
403	сам он	1	1
404	по улице	1	1
405	всего его	1	1
406	и потом	1	1
407	без него	1	1
408	вплоть до	1	1
409	о значении	1	1
410	виду что	1	1
411	в обоих	1	1
412	в процессе	2	1
413	он еще	2	1
414	и имеет	1	1
415	самой жизни	1	1
416	одна из	3	1
417	в подлинно	1	1
418	на землю	2	1
419	к поэзии	1	1
420	и лишь	2	1
421	воспринимается нами	1	1
422	говорить лишь	1	1
423	с своей	1	1
424	связи с	1	1
425	частью не	1	1
426	здесь же	1	1
427	должны иметь	1	1
428	за добродетель	1	1
429	весьма существенным	1	1
430	это уже	2	1
431	однако это	2	1
432	ему не	1	1
433	у меня	1	1
434	а в	4	1
435	к себе	1	1
436	в духе	4	1
437	и вполне	1	1
438	человека в	3	1
439	ли не	2	1
440	сама жизнь	1	1
441	всего что	1	1
442	он видит	1	1
443	толкование апокалипсиса	1	1
444	жизни очень	1	1
445	приходит к	1	1
446	из всего	1	1
447	как мы	1	1
448	чем не	1	1
449	в голову	1	1
450	что само	1	1
451	только то	1	1
452	в пределах	1	1
453	в дальнейшем	4	1
454	мы наблюдаем	1	1
455	пусть в	1	1
456	можно было	1	1
457	можно понять	1	1
458	почему же	1	1
459	ничего я	1	1
460	через него	1	1
461	быть может	3	1
462	и берет	1	1
463	говорил что	2	1
464	образом в	1	1
465	мифологии в	1	1
466	и здесь	1	1
467	и должно	1	1
468	с одной	1	1
469	на образ	1	1
470	но когда	1	1
471	мы понимаем	1	1
472	и конечное	1	1
473	о великой	1	1
474	событий и	1	1
475	поступков и	1	1
476	и хорошо	1	1
477	все время	2	1
478	не знаю	1	1
479	и она	1	1
480	который бы	1	1
481	является объектом	1	1
482	не зная	1	1
483	именно чудо	1	1
484	наукой в	1	1
485	что подлинный	1	1
486	одного из	1	1
487	и новая	1	1
488	он стал	1	1
489	ни та	1	1
490	этот вопрос	3	1
491	не сказано	1	1
492	самый принцип	1	1
493	пришел к	1	1
494	веры в	1	1
495	будто бы	1	1
496	с другим	2	1
497	даже если	1	1
498	и начинаем	1	1
499	точка зрения	2	1
500	которых я	1	1
501	без этого	1	1
502	мифа миф	1	1
503	на всем	1	1
504	истории человечества	1	1
505	и у	2	1
506	уже в	2	1
507	положение что	1	1
508	и всякая	1	1
509	еще одну	1	1
510	слова не	1	1
511	в душе	4	1
512	и других	2	1
513	самих себе	1	1
514	его и	2	1
515	процесс и	1	1
516	я делаю	1	1
517	не так	2	1
518	наука о	1	1
519	всю вселенную	1	1
520	в конце	6	1
521	человек так	1	1
522	как его	1	1
523	не похоже	1	1
524	и вдруг	2	1
525	не из	1	1
526	и всему	1	1
527	возможно что	1	1
528	становится говоря	1	1
529	или иной	1	1
530	и болезненное	1	1
531	говорим о	1	1
532	а мы	1	1
533	с другой	2	1
534	и прежде	1	1
535	дело в	1	1
536	и между	1	1
537	структуру образа	1	1
538	такое же	1	1
539	души и	1	1
540	на ней	2	1
541	что для	1	1
542	превращается в	3	1
543	нужно сказать	1	1
544	понимаем что	2	1
545	на этот	2	1
546	говоря несколько	1	1
547	выше и	1	1
548	и далее	2	1
549	жизнь в	1	1
550	как ни	1	1
551	и случайно	1	1
552	в связи	1	1
553	всемирной истории	1	1
554	которая означает	1	1
555	в недра	1	1
556	нет никаких	1	1
557	отличается от	1	1
558	человек в	1	1
559	эта идея	1	1
560	но кто	1	1
561	если взять	1	1
562	человека к	1	1
563	ничего нет	1	1
564	так мы	2	1
565	в область	3	1
566	после его	1	1
567	еще нет	1	1
568	он будет	1	1
569	наряду с	7	1
570	и дальше	1	1
571	думается что	2	1
572	это его	2	1
573	романе достоевского	6	1
574	и наглядно	1	1
575	его именно	1	1
576	жизни или	1	1
577	одну общую	1	1
578	чудо может	1	1
579	в творчество	1	1
580	похоже на	1	1
581	при всем	1	1
582	в наше	2	1
583	не является	3	1
584	объекта и	1	1
585	этот день	1	1
586	и от	4	1
587	и человек	1	1
588	в известном	1	1
589	в силах	2	1
590	человек и	1	1
591	себя самого	1	1
592	ее и	1	1
593	и нервные	1	1
594	теперь же	1	1
595	давно уже	2	1
596	на фоне	1	1
597	жизни в	3	1
598	о своем	1	1
599	в романе	15	1
600	не знает	1	1
601	не быть	1	1
602	с необходимостью	1	1
603	такое воззрение	1	1
604	но можно	1	1
605	от собственной	1	1
606	из этого	2	1
607	включает в	2	1
608	в современной	1	1
609	как на	1	1
610	а я	2	1
611	в своих	3	1
