N	2gram	Tiupa_Disk_2	Problemy
469	нас в	1	1
470	должно было	1	1
471	от них	1	1
472	двух героев	1	1
473	краткость и	1	1
474	во втором	1	1
475	на одном	1	1
476	ним и	1	1
477	и только	1	1
478	крайней мере	1	1
479	в утверждении	2	1
480	но она	3	1
481	по двум	1	1
482	о рассказе	1	1
483	в формах	2	1
484	что будет	2	1
485	один из	1	1
486	но с	1	1
487	в позднейших	1	1
488	не появляется	1	1
489	и весьма	1	1
490	еще и	1	1
491	действительной жизни	1	1
492	у тебя	1	1
493	одних и	1	1
494	на мир	1	1
495	с одной	4	1
496	не то	1	1
497	для всех	1	1
498	есть в	2	1
499	на всем	1	1
500	или рассказчика	1	1
501	же из	1	1
502	или не	1	1
503	равнодушие к	1	1
504	героя с	1	1
505	ответ на	1	1
506	которая может	1	1
507	не для	1	1
508	для меня	1	1
509	случае не	1	1
510	и столь	1	1
511	человек как	1	1
512	повесть о	1	1
513	или напротив	2	1
514	его произведениях	1	1
515	к той	1	1
516	в других	1	1
517	как рассказ	2	1
518	но из	1	1
519	рассказа и	1	1
520	рассказа не	2	1
521	является очевидной	1	1
522	момент в	2	1
523	не были	1	1
524	его при	1	1
525	и тех	1	1
526	при всей	7	1
527	действующих лиц	1	1
528	и быть	1	1
529	и между	1	1
530	к его	4	1
531	и их	1	1
532	превращается в	1	1
533	пожалуй и	2	1
534	не на	2	1
535	о чем	2	1
536	что из	1	1
537	именно поэтому	1	1
538	их с	1	1
539	человек в	1	1
540	в строгом	3	1
541	речь не	1	1
542	слово рассказа	1	1
543	требует от	1	1
544	из которых	1	1
545	что первая	1	1
546	в данном	7	1
547	лицом к	1	1
548	самого себя	1	1
549	некоторое время	1	1
550	художественного мира	1	1
551	это его	1	1
552	общения с	1	1
553	в мир	1	1
554	рассказом и	1	1
555	тенденцию к	1	1
556	этом случае	2	1
557	можно сказать	3	1
558	но им	1	1
559	при всем	1	1
560	под названием	1	1
561	не является	4	1
562	ли в	1	1
563	его нет	1	1
564	в результате	2	1
565	между ними	1	1
566	которая в	2	1
567	своей собственной	1	1
568	мысль о	3	1
569	в третьем	1	1
570	в романе	1	1
571	еще более	1	1
572	т.п но	1	1
573	же в	1	1
574	ним он	1	1
575	себе как	1	1
576	к лицу	1	1
577	на фоне	1	1
578	может и	2	1
579	чужому слову	1	1
580	с ней	2	1
581	своего мира	1	1
582	роли в	1	1
583	сам в	1	1
584	в свое	2	1
585	себе не	1	1
586	того или	1	1
587	как слово	1	1
588	в своих	6	1
589	который не	2	1
590	к этому	4	1
591	как на	3	1
