N	2gram	Bakhtin_sl_2	Tvorches
225	в сфере	2	1
226	не остается	1	1
227	и должно	1	1
228	это и	2	1
229	мы говорим	1	1
230	и за	1	1
231	мы уже	2	1
232	той же	3	1
233	со всех	1	1
234	и значение	1	1
235	и современной	1	1
236	распространенный в	1	1
237	что уже	1	1
238	не была	3	1
239	и стиль	1	1
240	но такое	1	1
241	роман в	3	1
242	эпохи в	1	1
243	в самих	1	1
244	организованный и	1	1
245	всех сторон	2	1
246	свою очередь	2	1
247	литературы и	1	1
248	между собой	1	1
249	быть в	1	1
250	не был	2	1
251	с его	7	1
252	во всех	12	1
253	в создании	1	1
254	но как	2	1
255	к которой	1	1
256	в противовес	2	1
257	почти до	2	1
258	которую она	1	1
259	не все	2	1
260	менее всего	2	1
261	отношение к	4	1
262	изображения и	2	1
263	чем же	1	1
264	этот прием	1	1
265	в рамках	1	1
266	с этим	2	1
267	и нет	2	1
268	однако не	1	1
269	перед нами	3	1
270	писания романа	1	1
271	романа но	2	1
272	как уже	2	1
273	и как	3	1
274	сказал бы	1	1
275	реальные исторические	1	1
276	и к	6	1
277	на всем	1	1
278	в идеологической	2	1
279	романе не	2	1
280	сливается с	4	1
281	сил в	1	1
282	связанного с	1	1
283	смотрим на	1	1
284	с их	3	1
285	нами в	1	1
286	и до	1	1
287	но его	1	1
288	очень важно	1	1
289	на то	1	1
290	мысли и	1	1
291	сказать в	1	1
292	он ни	1	1
293	не значит	1	1
294	слова не	4	1
295	в каждом	1	1
296	значение в	2	1
297	и дальше	3	1
298	а его	1	1
299	себя не	1	1
300	художественный образ	4	1
301	входит в	4	1
302	того или	1	1
303	ней нет	1	1
304	то все	1	1
305	должен был	1	1
306	по себе	5	1
307	мог бы	1	1
308	ни в	4	1
309	в них	6	1
310	достоверности и	1	1
311	но лишь	2	1
312	за пределами	1	1
313	в действии	1	1
314	несмотря на	1	1
315	мы видели	2	1
316	ведет к	1	1
317	социальной и	1	1
318	должно быть	1	1
319	в один	1	1
320	остается в	5	1
321	в эту	1	1
322	в этих	7	1
323	моменты которые	1	1
324	наконец даже	2	1
325	роман первая	1	1
326	направлен на	1	1
327	и о	1	1
328	должны были	1	1
329	быта и	1	1
330	но он	2	1
331	и более	2	1
332	важную роль	1	1
333	произведения в	1	1
334	однако в	2	1
335	в таких	1	1
336	на образ	4	1
337	ощущения в	1	1
338	зрения и	2	1
339	даже в	2	1
340	и достоевского	1	1
341	без него	1	1
342	автора и	2	1
343	место занимает	1	1
344	в идеологическом	2	1
345	о значении	1	1
346	она не	6	1
347	героя обычно	1	1
348	текста и	1	1
349	дело в	2	1
350	она ни	1	1
351	в романном	1	1
352	на себе	1	1
353	героев и	1	1
354	которые были	1	1
355	чем не	2	1
356	мышления и	5	1
357	жан-поля от	1	1
358	действительности но	1	1
359	в русском	1	1
360	к ней	2	1
361	создается в	1	1
362	уже говорили	1	1
363	же он	1	1
364	со своим	9	1
365	в сознании	1	1
366	не столь	1	1
367	в области	2	1
368	идеологической сфере	1	1
369	и со	1	1
370	борьбе и	1	1
371	от их	1	1
372	стороны и	3	1
373	к себе	1	1
374	не могут	5	1
375	во все	1	1
376	с исключительной	1	1
377	лежит в	1	1
378	как только	1	1
379	фоном и	1	1
380	для развития	1	1
381	числе и	1	1
382	содержанием и	1	1
383	одну и	1	1
384	анализа и	1	1
385	что оно	4	1
386	всего что	1	1
387	той или	5	1
388	если же	1	1
389	его романах	2	1
390	и расхождения	1	1
391	в применении	1	1
392	должен быть	2	1
393	как мы	7	1
394	характер и	1	1
395	сочетается с	1	1
396	в себя	2	1
397	с самого	1	1
398	культуры и	1	1
399	в пределах	13	1
400	этот роман	1	1
401	этом на	1	1
402	мы наблюдаем	2	1
403	в живых	1	1
404	и ту	1	1
405	резко отличает	1	1
406	в бесконечность	1	1
407	не с	3	1
408	связан с	3	1
409	я слышал	1	1
410	с собой	1	1
411	еще в	1	1
412	во второй	1	1
413	поэтому в	1	1
414	исключительно важную	1	1
415	этического и	2	1
416	быту и	1	1
417	с человеком	1	1
418	образом в	1	1
419	в виду	1	1
420	века на	1	1
421	о нем	2	1
422	и здесь	2	1
423	внутренней необходимостью	1	1
424	в другом	2	1
425	в поэзии	2	1
426	с одной	5	1
427	лишь в	3	1
428	романе в	3	1
429	дело обстояло	1	1
430	может не	2	1
431	самому себе	1	1
432	жанрах в	1	1
433	мы понимаем	1	1
434	от автора	1	1
435	от него	5	1
436	героев например	1	1
437	в драме	1	1
438	очень важна	1	1
439	то мы	1	1
440	роман xix	1	1
441	от этих	1	1
442	романа в	5	1
443	в художественной	1	1
444	века и	1	1
445	нового романа	2	1
446	средневековой житийной	1	1
447	нем и	2	1
448	условия для	1	1
449	и мир	4	1
450	в формах	1	1
451	художественного изображения	11	1
452	нуждается в	2	1
453	идеологическим содержанием	1	1
454	не зная	1	1
455	из многих	1	1
456	то он	1	1
457	а лишь	2	1
458	лишь одна	1	1
459	в обществе	1	1
460	на мир	2	1
461	души и	1	1
462	связи с	3	1
463	не можем	1	1
464	ряде случаев	1	1
465	в большинстве	6	1
466	своим собственным	1	1
467	о стиле	1	1
468	мир в	1	1
469	и прямой	3	1
470	и их	5	1
471	сами по	1	1
472	не о	1	1
473	и никогда	1	1
474	как раз	1	1
475	не просто	1	1
476	во власти	2	1
477	что и	3	1
478	или иной	5	1
479	даже не	1	1
480	говорим о	1	1
481	он живет	1	1
482	героев с	1	1
483	влияние на	2	1
484	вводятся в	1	1
485	от любого	1	1
486	создает ощущение	1	1
487	и между	2	1
488	применяется в	1	1
489	связано с	3	1
490	нужно сказать	1	1
491	с большей	1	1
492	как ни	1	1
493	идет уже	1	1
494	человек в	6	1
495	самого начала	1	1
496	всегда и	1	1
497	в различных	2	1
498	в связи	2	1
499	способным на	1	1
500	эта романная	1	1
501	и имеет	1	1
502	на фоне	4	1
503	и она	1	1
504	эти слова	2	1
505	и особенно	2	1
506	эта идея	2	1
507	как это	3	1
508	основном путем	1	1
509	из форм	1	1
510	только его	1	1
511	литературы но	1	1
512	требует от	2	1
513	нет ни	1	1
514	он говорит	1	1
515	целом ряде	1	1
516	применении к	1	1
517	у ивана	1	1
518	своего времени	1	1
519	этого слова	1	1
520	но почему	1	1
521	автором и	1	1
522	в открытой	1	1
523	русский роман	2	1
524	оценки и	1	1
525	отличается от	2	1
526	в самую	1	1
527	глубокое и	1	1
528	глубину и	1	1
529	похоже на	1	1
530	и для	5	1
531	на улице	1	1
532	для ее	1	1
533	и литературные	1	1
534	в результате	2	1
535	за каждым	1	1
536	это как	1	1
537	человек и	14	1
538	себя самого	1	1
539	для нас	5	1
540	к различным	2	1
541	или нет	1	1
542	еще более	2	1
543	и ни	2	1
544	вообще в	1	1
545	иногда такие	1	1
546	и предметом	2	1
547	этого развития	1	1
548	отношении к	4	1
549	и превращается	1	1
550	может и	2	1
551	я говорю	1	1
552	в свою	3	1
553	письма и	1	1
554	не знает	2	1
555	людях и	2	1
556	сказать что	3	1
557	только как	1	1
558	из любого	1	1
559	авантюрного романа	3	1
560	но этот	1	1
561	идея в	1	1
562	в последнем	1	1
563	или иного	1	1
564	его именно	2	1
565	частности в	1	1
566	и другие	2	1
567	противопоставляет себя	2	1
568	и свою	1	1
569	том числе	1	1
