N	2gram	Potebnia_M_3	slovoVRo
361	остаются в	2	1
362	с каким	2	1
363	чем же	1	1
364	в одной	1	1
365	его на	1	1
366	своей и	1	1
367	что как	2	1
368	очень ограниченного	1	1
369	все остальные	3	1
370	не сливается	1	1
371	нас за	1	1
372	могли бы	1	1
373	целый ряд	2	1
374	и внутреннюю	2	1
375	однако на	1	1
376	увидим что	1	1
377	что слово	7	1
378	в самом	8	1
379	та же	2	1
380	в целом	3	1
381	действительности а	1	1
382	в этой	2	1
383	формы не	1	1
384	есть вне	1	1
385	на то	2	1
386	человек не	2	1
387	что она	3	1
388	время и	2	1
389	но именно	1	1
390	речи в	1	1
391	в корне	1	1
392	и по	4	1
393	одно и	5	1
394	в каждом	3	1
395	смысле в	2	1
396	что мир	1	1
397	разложение и	1	1
398	в мире	1	1
399	безразличны для	1	1
400	иначе направляет	1	1
401	об этом	2	1
402	и внутренняя	1	1
403	них не	1	1
404	поэтому понимание	1	1
405	на все	2	1
406	говорить не	1	1
407	знает что	1	1
408	это было	3	1
409	те или	1	1
410	сознание может	1	1
411	то все	1	1
412	должен был	1	1
413	применяем к	1	1
414	и тем	5	1
415	мог бы	1	1
416	истории языка	1	1
417	шагу в	1	1
418	все равно	4	1
419	несмотря на	2	1
420	в один	4	1
421	на таких	1	1
422	на первый	1	1
423	есть такая	2	1
424	в эту	1	1
425	в своей	2	1
426	что среди	1	1
427	мысль и	1	1
428	образ а	2	1
429	в такой	1	1
430	и без	7	1
431	для развития	2	1
432	себе а	4	1
433	мысли и	2	1
434	от его	1	1
435	заставляет нас	2	1
436	его сознание	2	1
437	не поймет	1	1
438	тем не	3	1
439	есть именно	1	1
440	важную роль	1	1
441	возможно только	3	1
442	уже сказали	1	1
443	в таких	1	1
444	произведений искусства	1	1
445	если нет	1	1
446	и говорящий	1	1
447	этого мало	1	1
448	например и	1	1
449	форму в	1	1
450	в двух	1	1
451	себя не	1	1
452	о значении	1	1
453	человека но	1	1
454	с которой	1	1
455	определенности и	1	1
456	и притом	2	1
457	на себе	1	1
458	в нас	2	1
459	иметь в	2	1
460	значение этого	1	1
461	следовательно и	1	1
462	ничего не	1	1
463	это то	1	1
464	ее с	1	1
465	она имеет	1	1
466	прежде чем	2	1
467	это слово	4	1
468	ним но	1	1
469	в сознании	15	1
470	необходимы как	1	1
471	не теряют	1	1
472	на известную	1	1
473	в тени	2	1
474	есть к	3	1
475	языке и	1	1
476	которая кажется	1	1
477	глубокое и	1	1
478	всего что	1	1
479	что при	3	1
480	между членами	1	1
481	и это	4	1
482	следовательно не	1	1
483	и самое	2	1
484	одном слове	1	1
485	а предмет	1	1
486	это единство	2	1
487	в виду	1	1
488	наших слов	1	1
489	как по	1	1
490	образом или	1	1
491	и получает	2	1
492	нем процесс	1	1
493	него самого	3	1
494	и говорит	1	1
495	с самого	1	1
496	и образа	1	1
497	и может	3	1
498	на том	1	1
499	понимание и	1	1
500	на которую	1	1
501	нем его	1	1
502	этим в	1	1
503	личности на	1	1
504	даны в	1	1
505	слова ни	1	1
506	одно из	5	1
507	нас и	1	1
508	этого сознания	1	1
509	не на	1	1
510	образом в	3	1
511	тени и	1	1
512	слова тем	1	1
513	другими словами	1	1
514	обращается к	1	1
515	никак не	3	1
516	и что	10	1
517	страданием и	1	1
518	сознания есть	1	1
519	можно сказать	3	1
520	нас в	1	1
521	мы понимаем	1	1
522	должно было	2	1
523	такими же	1	1
524	это может	1	1
525	когда оно	1	1
526	стоит и	1	1
527	нельзя себе	1	1
528	ее содержание	1	1
529	в художественной	1	1
530	в ту	1	1
531	о предмете	2	1
532	и следовательно	3	1
533	и предмет	1	1
534	языка мы	2	1
535	как объект	1	1
536	того что	18	1
537	себе еще	1	1
538	одной из	2	1
539	в поэтическом	2	1
540	в какой	2	1
541	друг друга	3	1
542	из многих	2	1
543	особенно легко	1	1
544	образом даже	1	1
545	в обществе	1	1
546	ему самому	2	1
547	между этими	1	1
548	и ее	1	1
549	говорит только	2	1
550	вопрос об	2	1
551	слов на	1	1
552	самое содержание	1	1
553	человек при	1	1
554	языка нужно	1	1
555	неразрывно связано	1	1
556	с нею	2	1
557	не можем	3	1
558	словом поэтому	1	1
559	только на	3	1
560	до появления	2	1
561	принадлежащих к	1	1
562	это значение	1	1
563	к слову	2	1
564	но самое	1	1
565	а это	1	1
566	рано или	1	1
567	но есть	1	1
568	за ним	3	1
569	представить себе	3	1
570	в известной	1	1
571	сами по	1	1
572	и со	1	1
573	мы можем	3	1
574	из которого	1	1
575	актов в	1	1
576	тем что	7	1
577	в других	2	1
578	ближайшим образом	2	1
579	которое может	1	1
580	оно способно	1	1
581	или поздно	1	1
582	не были	2	1
583	и произведения	1	1
584	себе представить	3	1
585	как у	1	1
586	или иначе	1	1
587	язык во	1	1
588	сказанного можно	1	1
589	значений и	1	1
590	которая на	1	1
591	и образов	1	1
592	на которые	1	1
593	мы еще	1	1
594	души и	2	1
595	могут иметь	1	1
596	что не	8	1
597	вещь и	1	1
598	себе то	1	1
599	должно быть	5	1
600	слово например	1	1
601	притом не	2	1
602	превращается в	1	1
603	слов а	1	1
604	этого не	3	1
605	зависит от	6	1
606	самое слово	2	1
607	другой стороны	4	1
608	слово из	1	1
609	находит для	1	1
610	этим определяются	1	1
611	слова необходимо	1	1
612	его собственной	1	1
613	слова слово	1	1
614	или с	2	1
615	более глубокое	1	1
616	я говорю	1	1
617	все то	1	1
618	и определенности	1	1
619	даже не	1	1
620	и приобретает	1	1
621	оно только	1	1
622	нет ни	2	1
623	п язык	1	1
624	какого бы	1	1
625	от содержания	1	1
626	он говорит	2	1
627	который мы	1	1
628	с миром	1	1
629	быть только	4	1
630	да и	1	1
631	об особенностях	1	1
632	для понимания	4	1
633	этого слова	11	1
634	слова есть	3	1
635	на пути	1	1
636	в систему	1	1
637	три момента	1	1
638	только для	1	1
639	и таким	1	1
640	в самую	1	1
641	себе все	1	1
642	невозможно без	2	1
643	и углубления	1	1
644	не является	1	1
645	слова но	2	1
646	тем и	3	1
647	но на	1	1
648	сознания и	1	1
649	за словом	2	1
650	в силах	1	1
651	развития и	1	1
652	это так	1	1
653	или нет	1	1
654	из своего	1	1
655	вообще в	1	1
656	нужно чтобы	1	1
657	с высоты	1	1
658	на языке	1	1
659	же в	2	1
660	в системе	2	1
661	нисколько не	1	1
662	к самому	1	1
663	здесь только	3	1
664	такой степени	2	1
665	только как	5	1
666	но этот	2	1
667	бы быть	2	1
668	в последнем	3	1
669	говорящему и	1	1
670	сам в	1	1
671	значение не	3	1
672	и прочно	1	1
673	или точнее	1	1
674	что такое	2	1
675	только не	2	1
676	вносит в	1	1
677	мы всегда	1	1
678	к этому	3	1
679	и непосредственность	1	1
680	гораздо более	1	1
681	которая не	2	1
