N	2gram	Savitsky_E_1	KulturaY
428	далеко не	2	1
429	мы видели	3	1
430	здесь можно	1	1
431	смысле что	1	1
432	можно считать	3	1
433	народа и	1	1
434	стороне от	1	1
435	рассматривать с	1	1
436	во второй	3	1
437	которую мы	5	1
438	мы приходим	1	1
439	в такой	1	1
440	можно продолжить	1	1
441	в отличие	1	1
442	но это	1	1
443	п с	1	1
444	друг другу	1	1
445	требуют в	1	1
446	но они	1	1
447	но было	2	1
448	с такими	1	1
449	такой вопрос	1	1
450	с так	1	1
451	освободиться от	1	1
452	также что	1	1
453	и науки	1	1
454	в идеологическом	2	1
455	и притом	4	1
456	своего существования	1	1
457	в процессе	4	1
458	культуры из	2	1
459	та или	1	1
460	рассматривать как	1	1
461	правда в	1	1
462	ныне в	2	1
463	дело в	3	1
464	бы неправильно	1	1
465	одна из	1	1
466	находятся в	1	1
467	или иная	1	1
468	состоит вовсе	1	1
469	как не	2	1
470	тех или	1	1
471	и теперь	2	1
472	можно рассматривать	1	1
473	с таким	1	1
474	нет ли	1	1
475	как будто	2	1
476	что на	2	1
477	течением времени	2	1
478	такие же	1	1
479	и далее	1	1
480	xx века	1	1
481	он называет	1	1
482	относиться к	1	1
483	есть только	1	1
484	могут быть	2	1
485	с полной	1	1
486	о таких	1	1
487	той или	4	1
488	являющегося в	1	1
489	свое значение	1	1
490	от элементов	1	1
491	всегда в	1	1
492	в применении	3	1
493	как мы	5	1
494	эти не	1	1
495	которого мы	2	1
496	от друга	2	1
497	говоря уже	2	1
498	в ее	8	1
499	на основе	2	1
500	культуры но	2	1
501	и от	3	1
502	в каких	1	1
503	социальной средой	1	1
504	с течением	2	1
505	которые применяются	1	1
506	и когда	1	1
507	и сам	1	1
508	для человеческого	1	1
509	которыми мы	1	1
510	мог бы	2	1
511	во многом	2	1
512	это потому	1	1
513	имеется в	1	1
514	по сравнению	2	1
515	поэтому в	1	1
516	в некоторой	1	1
517	ли эти	1	1
518	в каждой	1	1
519	даже не	1	1
520	это зависит	1	1
521	чтобы устранить	1	1
522	настоящему моменту	3	1
523	тех кто	1	1
524	к проблемам	1	1
525	язык и	1	1
526	одного из	1	1
527	а также	7	1
528	аналогии с	1	1
529	времени в	1	1
530	не заключает	1	1
531	и во	2	1
532	нас в	1	1
533	в которую	1	1
534	близкие к	1	1
535	во всех	6	1
536	однако с	1	1
537	переходит в	1	1
538	и всякая	1	1
539	как его	1	1
540	самом процессе	1	1
541	и только	3	1
542	богатство и	1	1
543	еще более	2	1
544	ее элементов	1	1
545	в развитии	2	1
546	и следовательно	1	1
547	народов и	3	1
548	связь между	1	1
549	роль которая	1	1
550	в каждую	1	1
551	чтобы ответить	1	1
552	при самом	1	1
553	уверенным что	1	1
554	в двух	1	1
555	этот вопрос	2	1
556	дело с	1	1
557	будь то	1	1
558	что даже	1	1
559	чтобы на	1	1
560	европе и	3	1
561	или же	1	1
562	этот факт	3	1
563	случаи когда	1	1
564	с одной	8	1
565	с которыми	1	1
566	нужно понимать	1	1
567	можно еще	1	1
568	народов не	2	1
569	борьбы с	1	1
570	обстоит дело	3	1
571	в сознании	1	1
572	таковы главные	1	1
573	не дает	3	1
574	большинстве случаев	3	1
575	и других	2	1
576	связывается с	1	1
577	этот раз	1	1
578	которые в	1	1
579	для него	1	1
580	и их	1	1
581	в новом	1	1
582	в известной	3	1
583	мы находим	1	1
584	в современном	1	1
585	разнице в	1	1
586	гораздо большей	1	1
587	тому же	1	1
588	мы можем	3	1
589	само по	4	1
590	не из	3	1
591	к той	2	1
592	от того	1	1
593	более молодых	1	1
594	в других	2	1
595	другой и	2	1
596	одной стороны	8	1
597	влияние на	2	1
598	не относится	1	1
599	как же	2	1
600	русской культуры	1	1
601	в россии	5	1
602	что для	1	1
603	говорит о	3	1
604	в некоторых	2	1
605	к сожалению	1	1
606	весьма вероятно	4	1
607	тем для	1	1
608	в любой	1	1
609	и культур	1	1
610	более того	1	1
611	зависит от	1	1
612	человеческой жизни	1	1
613	поскольку речь	2	1
614	долгое время	2	1
615	отнюдь не	9	1
616	совершенно одинаково	1	1
617	различие между	1	1
618	него не	1	1
619	на которые	1	1
620	русской действительности	1	1
621	то она	1	1
622	но как	2	1
623	так называемых	1	1
624	все более	9	1
625	ли из	1	1
626	нет ничего	1	1
627	эта идея	1	1
628	но кроме	1	1
629	как одно	1	1
630	в европе	1	1
631	можно быть	1	1
632	по своему	7	1
633	что за	1	1
634	наряду с	2	1
635	с некоторыми	1	1
636	применении к	3	1
637	выход в	1	1
638	нечто абсолютно	2	1
639	к настоящему	3	1
640	уже об	1	1
641	своего развития	1	1
642	действительно ли	1	1
643	многих других	1	1
644	это значит	2	1
645	мы сказали	1	1
646	из русской	1	1
647	культур в	1	1
648	что мы	1	1
649	который по	1	1
650	и таким	2	1
651	в начале	1	1
652	кроме того	1	1
653	и общим	1	1
654	с большой	2	1
655	каждой из	1	1
656	всего лишь	3	1
657	только одна	1	1
658	пределах данной	1	1
659	это можно	1	1
660	которая в	1	1
661	что некоторые	1	1
662	главным образом	2	1
663	значение лишь	1	1
664	если можно	1	1
665	сказал бы	1	1
666	можно конечно	1	1
667	отношении к	15	1
668	жизни в	3	1
669	поскольку не	1	1
670	же будет	1	1
671	сказать что	4	1
672	также в	2	1
673	сказали бы	1	1
674	юге в	1	1
675	с такой	1	1
676	культуры в	4	1
677	сам в	1	1
678	на юге	1	1
679	та же	1	1
680	который в	1	1
681	на своем	3	1
682	известных условиях	1	1
683	мы ставим	2	1
684	жизни и	2	1
685	случае если	1	1
686	в своих	2	1
687	значение в	1	1
688	все что	1	1
