N	2gram	Losev_Prob_1	Mirosoze
342	нельзя понимать	1	1
343	есть своя	1	1
344	друг на	1	1
345	только тогда	1	1
346	если в	1	1
347	его во	2	1
348	россия есть	1	1
349	нет и	2	1
350	в свои	1	1
351	за пределы	6	1
352	сама по	4	1
353	которые не	3	1
354	пустое и	1	1
355	с этим	3	1
356	под этой	1	1
357	мира в	1	1
358	кто не	1	1
359	знак того	1	1
360	вопросом о	1	1
361	и как	6	1
362	его к	1	1
363	идеи для	1	1
364	не быть	1	1
365	многие из	1	1
366	для которого	3	1
367	не хочет	3	1
368	отказывается от	1	1
369	ни один	1	1
370	все эти	8	1
371	во многих	2	1
372	поскольку в	2	1
373	ее как	1	1
374	раз в	1	1
375	найти того	1	1
376	ничего и	1	1
377	о других	1	1
378	на то	8	1
379	вот уже	1	1
380	в записках	1	1
381	все другие	2	1
382	и другим	2	1
383	он должен	2	1
384	есть та	2	1
385	ведь не	1	1
386	отношений между	1	1
387	его вовсе	1	1
388	у пушкина	2	1
389	что ни	2	1
390	но все	3	1
391	этом втором	1	1
392	они должны	1	1
393	в другом	1	1
394	об этом	10	1
395	чувств только	1	1
396	говорил что	1	1
397	и менее	3	1
398	с целью	4	1
399	входит в	4	1
400	за собою	1	1
401	на протяжении	1	1
402	а без	1	1
403	было бы	8	1
404	обычно слишком	1	1
405	он есть	4	1
406	начала и	1	1
407	после этого	4	1
408	и тем	13	1
409	есть всегда	1	1
410	от всякой	1	1
411	иного но	1	1
412	впрочем моей	1	1
413	не люблю	1	1
414	через то	2	1
415	может нас	2	1
416	жизни то	1	1
417	доброе дело	1	1
418	с тем	5	1
419	на друга	1	1
420	заходящее солнце	1	1
421	этой борьбы	2	1
422	и уже	3	1
423	я вас	1	1
424	и чувств	1	1
425	потому и	1	1
426	человека мы	1	1
427	остается в	1	1
428	на себя	2	1
429	и становится	1	1
430	но если	2	1
431	что такое	6	1
432	и без	1	1
433	только самых	1	1
434	не подозревает	1	1
435	в котором	5	1
436	с точки	3	1
437	идеи но	1	1
438	прийти к	1	1
439	всего только	1	1
440	в другое	1	1
441	в которых	3	1
442	признать что	1	1
443	имеет смысл	1	1
444	их в	4	1
445	же такое	1	1
446	иной раз	1	1
447	не встречает	1	1
448	революции не	1	1
449	идея которая	1	1
450	природа не	1	1
451	как о	1	1
452	зосима говорит	1	1
453	во всякой	2	1
454	та или	1	1
455	для всего	2	1
456	это с	1	1
457	на путях	1	1
458	следовательно и	2	1
459	о природе	1	1
460	и начал	1	1
461	и весь	4	1
462	закон и	3	1
463	учения о	2	1
464	или как	3	1
465	мыслей и	1	1
466	есть то	1	1
467	на заходящее	1	1
468	в сознании	5	1
469	сами не	1	1
470	того же	3	1
471	и искусства	4	1
472	уже и	3	1
473	и делает	3	1
474	что на	1	1
475	не потому	2	1
476	не мыслится	1	1
477	в нее	1	1
478	в момент	1	1
479	его для	2	1
480	не могут	2	1
481	и часто	2	1
482	бы он	1	1
483	с проблемой	1	1
484	для такого	2	1
485	в окончательном	2	1
486	мысли о	1	1
487	как человек	1	1
488	все еще	1	1
489	несет с	2	1
490	для себя	3	1
491	от человека	1	1
492	в тихом	1	1
493	не всякая	1	1
494	само понятие	1	1
495	черту ты	1	1
496	в ее	3	1
497	смысл но	2	1
498	никакого тут	1	1
499	говорили что	2	1
500	в пределах	1	1
501	самого только	1	1
502	например о	2	1
503	и сам	1	1
504	на нее	1	1
505	действительности это	1	1
506	вещи и	12	1
507	не с	1	1
508	которая была	1	1
509	мог бы	1	1
510	на что	2	1
511	мысль не	1	1
512	находится в	1	1
513	а также	4	1
514	гадких и	1	1
515	говорит черту	1	1
516	в самой	3	1
517	одно то	1	1
518	и который	2	1
519	до известной	1	1
520	не выходит	1	1
521	как нет	1	1
522	это в	1	1
523	которой мы	1	1
524	идет к	1	1
525	вся россия	1	1
526	во втором	1	1
527	стояли на	1	1
528	стоит и	2	1
529	здравому смыслу	1	1
530	и только	4	1
531	тотчас же	1	1
532	тот момент	1	1
533	нем и	1	1
534	слова для	1	1
535	и об	1	1
536	и борьбы	1	1
537	этот роковой	1	1
538	же все	1	1
539	только одной	2	1
540	речи о	1	1
541	будь то	3	1
542	сама природа	1	1
543	моей стороны	1	1
544	известного рода	3	1
545	и всю	2	1
546	он существует	1	1
547	в стороне	1	1
548	в голове	1	1
549	со всеми	2	1
550	не то	2	1
551	и хочет	1	1
552	записках из	1	1
553	и чисто	3	1
554	не из	1	1
555	не дает	1	1
556	но есть	2	1
557	его и	1	1
558	мир в	1	1
559	стороны моих	1	1
560	не сам	1	1
561	а потому	2	1
562	царской власти	1	1
563	в прошлом	1	1
564	для них	2	1
565	но что	2	1
566	дело и	1	1
567	из нее	1	1
568	карамазова достоевский	1	1
569	этом отношении	1	1
570	и всякий	1	1
571	бы это	1	1
572	это будет	1	1
573	на примере	1	1
574	с другой	3	1
575	хоть и	1	1
576	в бесконечные	1	1
577	же о	1	1
578	сознания для	1	1
579	больше и	1	1
580	чувствовал что	1	1
581	у человека	1	1
582	и считает	1	1
583	человек есть	1	1
584	о чем	6	1
585	с предметом	1	1
586	от всех	2	1
587	но идея	1	1
588	представляется нам	1	1
589	нас прежде	1	1
590	ни на	4	1
591	можно будет	2	1
592	на самом	6	1
593	но такое	2	1
594	требует от	1	1
595	в разговоре	1	1
596	и наказание	1	1
597	xix века	1	1
598	по своему	9	1
599	них чем	1	1
600	не считали	1	1
601	на тот	2	1
602	он становится	1	1
603	а между	1	1
604	воплощение меня	1	1
605	а потом	2	1
606	одной впрочем	1	1
607	многих других	1	1
608	на человеческую	1	1
609	и хотели	1	1
610	с этой	1	1
611	будет и	1	1
612	все это	7	1
613	есть знак	8	1
614	она должна	1	1
615	что наш	1	1
616	а все	1	1
617	своей собственной	1	1
618	из себя	1	1
619	той или	5	1
620	конце концов	4	1
621	мы должны	5	1
622	ведь есть	1	1
623	ни к	1	1
624	только что	2	1
625	все они	1	1
626	и глупых	1	1
627	уже нет	1	1
628	ли сказать	2	1
629	на их	1	1
630	да не	1	1
631	была бы	1	1
632	алеши и	1	1
633	для нашего	2	1
634	идея в	1	1
635	как люди	1	1
636	моих мыслей	1	1
637	по которой	1	1
638	ко всему	1	1
639	всего как	1	1
640	друга а	1	1
641	но эти	1	1
642	а может	2	1
643	к этой	1	1
644	по поводу	4	1
645	и соединение	1	1
646	соприкосновение с	1	1
647	к этому	1	1
648	как на	1	1
649	дает для	1	1
650	которая не	1	1
