N	2gram	Nazirov_Tv_1	DiskursI
207	другой стороны	1	2
208	что он	6	2
209	это в	3	2
210	себя как	2	1
211	и развитие	1	1
212	одним из	4	1
213	чтобы не	1	1
214	отметим что	1	1
215	самом деле	2	1
216	переход от	1	1
217	это и	3	1
218	на деле	2	1
219	и есть	1	1
220	не признает	1	1
221	в первом	2	1
222	достоевского в	12	1
223	к повести	1	1
224	но если	3	1
225	между человеком	1	1
226	в году	7	1
227	к чему	1	1
228	есть не	2	1
229	собой как	1	1
230	я может	1	1
231	моя жизнь	1	1
232	он как	1	1
233	в сущности	1	1
234	как было	1	1
235	на практике	1	1
236	я не	3	1
237	и иван	2	1
238	но даже	1	1
239	становится объектом	1	1
240	и со	1	1
241	жизни это	1	1
242	из ее	1	1
243	героев в	2	1
244	это время	2	1
245	оставляя открытым	1	1
246	собой в	2	1
247	он был	1	1
248	он сам	6	1
249	в а	1	1
250	людей в	2	1
251	бы то	1	1
252	в чем	2	1
253	во всех	1	1
254	в сюжете	1	1
255	тем как	1	1
256	иного рода	1	1
257	как правило	1	1
258	в ее	1	1
259	традиции все	1	1
260	отдельного человека	2	1
261	не то	2	1
262	друг на	1	1
263	если в	2	1
264	конечном счете	4	1
265	человеческих отношений	3	1
266	а через	1	1
267	внутреннего достоинства	1	1
268	человека с	2	1
269	в истории	1	1
270	человеческой личности	3	1
271	в одной	2	1
272	своем творчестве	1	1
273	авторская позиция	1	1
274	хотя и	3	1
275	у молодой	1	1
276	себе не	2	1
277	в этот	1	1
278	то в	2	1
279	видения мира	1	1
280	со своей	1	1
281	в самом	3	1
282	только то	1	1
283	в которой	3	1
284	как некий	1	1
285	между настоящим	1	1
286	так в	1	1
287	но без	2	1
288	им в	1	1
289	человеке и	1	1
290	говорят о	1	1
291	зависим от	1	1
292	о возможности	1	1
293	но на	1	1
294	как у	1	1
295	человек не	1	1
296	не имеют	4	1
297	три года	1	1
298	так сказать	2	1
299	о которой	1	1
300	пушкина и	1	1
301	же это	1	1
302	к одному	1	1
303	туман и	1	1
304	которое может	1	1
305	человеческого поведения	1	1
306	на этом	1	1
307	человек с	1	1
308	с этой	1	1
309	таким образом	5	1
310	то ни	1	1
311	для характеристики	1	1
312	самого автора	1	1
313	об этом	2	1
314	всей ее	1	1
315	по выражению	1	1
316	форму и	1	1
317	жизни именно	1	1
318	лишь на	1	1
319	отказа от	1	1
320	в жизни	2	1
321	героя или	1	1
322	пребывает в	1	1
323	на друга	1	1
324	открытым вопрос	1	1
325	духовной жизни	1	1
326	и было	1	1
327	рассказа о	1	1
328	со своего	1	1
329	однако этот	1	1
330	жизни с	2	1
331	с использованием	1	1
332	человеком и	1	1
333	тем не	2	1
334	по крайней	2	1
335	и более	1	1
336	том же	1	1
337	что ведет	1	1
338	что этот	1	1
339	в повести	5	1
340	а вот	1	1
341	литературе xix	1	1
342	эта ситуация	1	1
343	вплоть до	1	1
344	в таких	1	1
345	она не	1	1
346	самого начала	3	1
347	дело не	3	1
348	мышления и	1	1
349	одна из	2	1
350	к этим	1	1
351	на него	1	1
352	в процессе	1	1
353	xix века	6	1
354	они же	1	1
355	которого он	2	1
356	характер однако	1	1
357	мы все	1	1
358	и имеет	1	1
359	в вечность	1	1
360	в игру	1	1
361	взглядом на	1	1
362	количества событий	1	1
363	в москву	1	1
364	не вполне	1	1
365	слова об	1	1
366	иными словами	2	1
367	к ней	2	1
368	и до	1	1
369	раннего творчества	1	1
370	однако это	1	1
371	события но	1	1
372	сюжета в	1	1
373	выпадает из	1	1
374	уже о	1	1
375	начиная с	1	1
376	возникает из	1	1
377	к себе	1	1
378	не могут	1	1
379	надежды на	1	1
380	но все	1	1
381	в прозе	1	1
382	отличается от	1	1
383	к тому	2	1
384	рассказы м	1	1
385	указывает на	1	1
386	не есть	1	1
387	в полной	1	1
388	имеет место	1	1
389	оно не	1	1
390	опираясь на	1	1
391	году в	2	1
392	представляют собой	1	1
393	приходит к	3	1
394	более не	2	1
395	город и	1	1
396	в в	2	1
397	из главных	2	1
398	в собственном	1	1
399	действия и	1	1
400	с самого	3	1
401	см главу	1	1
402	во главе	2	1
403	означает и	1	1
404	героя поскольку	1	1
405	однако эта	1	1
406	и сам	1	1
407	решающую роль	1	1
408	что может	1	1
409	в образе	1	1
410	его героев	1	1
411	лирической прозы	1	1
412	чем у	1	1
413	можно только	1	1
414	в эпоху	1	1
415	для этого	1	1
416	и даже	3	1
417	высокое и	1	1
418	с ним	3	1
419	движения и	1	1
420	о нем	1	1
421	и здесь	1	1
422	и должно	1	1
423	не был	3	1
424	внимание на	1	1
425	никак не	1	1
426	и что	1	1
427	может не	2	1
428	самому себе	1	1
429	нас в	1	1
430	закономерно приводит	1	1
431	в конечном	4	1
432	и вследствие	1	1
433	рассказа и	1	1
434	существования в	1	1
435	добра и	3	1
436	грань между	1	1
437	складывается из	1	1
438	в глазах	1	1
439	крайней мере	2	1
440	где происходит	1	1
441	внутреннее время	1	1
442	как она	1	1
443	и мир	2	1
444	в жизнь	1	1
445	подробностями и	1	1
446	в современной	1	1
447	было это	1	1
448	традиции в	2	1
449	между вещами	2	1
450	даже если	1	1
451	субъективное переживание	2	1
452	зрелого творчества	1	1
453	в литературу	1	1
454	приходит в	1	1
455	от них	1	1
456	так что	2	1
457	же и	2	1
458	для всех	1	1
459	анекдота не	1	1
460	и богом	1	1
461	из шедевров	1	1
462	только на	2	1
463	себя и	1	1
464	например к	1	1
465	в книге	3	1
466	и их	1	1
467	могло бы	1	1
468	в современном	2	1
469	вовсе не	5	1
470	не случайно	4	1
471	человек как	3	1
472	в творческой	2	1
473	тем что	1	1
474	в любви	2	1
475	в других	1	1
476	не обладает	1	1
477	чем и	1	1
478	того что	3	1
479	в финале	4	1
480	бытия но	1	1
481	возникший в	1	1
482	но вполне	2	1
483	себя столь	1	1
484	во второй	2	1
485	на грани	1	1
486	мира это	1	1
487	пародия на	1	1
488	в романе	10	1
489	или где	1	1
490	к человеку	3	1
491	превращается в	1	1
492	на этот	1	1
493	до конца	2	1
494	сколько в	1	1
495	его как	2	1
496	из героев	1	1
497	включается в	1	1
498	главе с	2	1
499	в одно	2	1
500	подобных ему	1	1
501	читателя что	1	1
502	именно поэтому	1	1
503	равно как	1	1
504	на чем	1	1
505	русской литературы	2	1
506	как это	1	1
507	места где	1	1
508	свой опыт	1	1
509	сути дела	3	1
510	не одно	1	1
511	ибо это	1	1
512	по своему	1	1
513	утверждая что	1	1
514	самого себя	1	1
515	художественного мира	1	1
516	общения с	2	1
517	до его	1	1
518	в мир	2	1
519	для человека	3	1
520	да и	1	1
521	и мотивы	1	1
522	и смерти	1	1
523	даже в	3	1
524	слова и	1	1
525	и от	4	1
526	оба они	1	1
527	один из	4	1
528	но с	1	1
529	великий писатель	1	1
530	живет и	1	1
531	ли в	2	1
532	человека для	1	1
533	его не	1	1
534	контакта с	1	1
535	когда он	2	1
536	обращается к	1	1
537	как сам	1	1
538	еще более	2	1
539	действий в	2	1
540	действительной жизни	3	1
541	прошлого и	2	1
542	с ума	1	1
543	ни было	1	1
544	же в	1	1
545	хотя в	1	1
546	в искусстве	1	1
547	человека не	1	1
548	всего на	1	1
549	одной из	4	1
550	сказать что	2	1
551	и зла	2	1
552	их с	1	1
553	данте алигьери	1	1
554	одновременно и	2	1
555	я это	1	1
556	бы его	1	1
557	времени но	1	1
558	в какой	1	1
559	прошлого в	1	1
560	ее в	3	1
