N	2gram	Vinokur_Vv_1	FransuaR
230	понятно что	3	2
231	другом месте	2	2
232	и т.д	4	2
233	в другом	3	2
234	одного из	1	2
235	можно сказать	3	2
236	можно охарактеризовать	1	2
237	нуждается в	2	2
238	продолжала жить	1	2
239	в новой	1	2
240	одной из	3	2
241	целого и	2	2
242	очень много	1	2
243	всяком случае	3	2
244	именно на	2	2
245	в качестве	7	2
246	есть в	1	2
247	культура в	1	2
248	в конце	3	2
249	мы можем	2	2
250	у него	1	2
251	даже и	3	2
252	до наших	1	2
253	и даже	5	2
254	как именно	1	2
255	эпоху возрождения	1	2
256	и прежде	1	2
257	в предисловии	1	2
258	связано с	1	2
259	до конца	3	2
260	из наиболее	4	2
261	человек в	1	2
262	одну из	1	2
263	в связи	2	2
264	формах и	1	2
265	для них	1	2
266	вместе с	6	2
267	так же	3	2
268	сравнению с	3	2
269	такого рода	2	2
270	на эту	1	2
271	тому как	1	2
272	в тех	2	2
273	о человеке	1	2
274	по существу	2	2
275	своего времени	1	2
276	всем что	1	2
277	но это	1	2
278	вряд ли	2	2
279	и становится	1	2
280	еще раз	1	2
281	хотя и	3	2
282	лишь как	2	2
283	и другие	1	2
284	метода в	1	2
285	французский язык	1	2
286	совершенно не	1	2
287	ко всему	1	2
288	ее в	1	2
289	и эта	1	2
290	это в	2	2
291	во всяком	3	2
292	все что	1	2
293	также его	1	1
294	внутреннее единство	1	1
295	например в	2	1
296	и то	5	1
297	науки которые	1	1
298	выражения в	1	1
299	самом деле	6	1
300	художественных произведений	2	1
301	только потому	1	1
302	который можно	1	1
303	на историю	3	1
304	в котором	4	1
305	что эти	1	1
306	должна быть	2	1
307	и литературы	2	1
308	той же	4	1
309	есть не	3	1
310	и была	1	1
311	еще на	1	1
312	мы имеем	3	1
313	уже после	3	1
314	половине xix	2	1
315	науки и	2	1
316	который был	1	1
317	не вполне	4	1
318	все здесь	1	1
319	того же	3	1
320	литературой в	1	1
321	дать ему	1	1
322	ответа на	2	1
323	время в	2	1
324	в чем	4	1
325	с политическим	1	1
326	есть такие	1	1
327	в создании	2	1
328	отрицание не	1	1
329	он умеет	1	1
330	и места	1	1
331	могло быть	1	1
332	в противовес	1	1
333	значение и	2	1
334	только тогда	1	1
335	по отношению	4	1
336	в общем	12	1
337	и речи	1	1
338	свое существование	2	1
339	связи и	1	1
340	так что	5	1
341	чем же	3	1
342	в центре	4	1
343	в одной	1	1
344	независимо от	3	1
345	как в	1	1
346	стороны и	3	1
347	однако не	4	1
348	целом но	1	1
349	а и	1	1
350	что по	1	1
351	в материал	1	1
352	признанием и	1	1
353	от этого	5	1
354	с конца	2	1
355	в которой	1	1
356	с самого	1	1
357	это есть	2	1
358	в целом	5	1
359	сливается с	3	1
360	бы с	1	1
361	них так	1	1
362	всего к	2	1
363	что к	1	1
364	и тот	1	1
365	только один	1	1
366	и те	2	1
367	не могла	1	1
368	так сказать	1	1
369	главным образом	1	1
370	оно было	1	1
371	и художественно	1	1
372	эту задачу	1	1
373	действительности и	1	1
374	в подлиннике	1	1
375	истории на	1	1
376	в силу	3	1
377	том чтобы	6	1
378	новое и	1	1
379	одной и	2	1
380	из него	1	1
381	его от	1	1
382	на этом	3	1
383	его можно	2	1
384	на других	1	1
385	в основу	2	1
386	жить в	1	1
387	что все	1	1
388	нем есть	1	1
389	об этом	5	1
390	его в	6	1
391	входит в	2	1
392	это не	8	1
393	он есть	1	1
394	любовь к	4	1
395	особое отношение	1	1
396	говорить в	1	1
397	о которых	2	1
398	она и	1	1
399	с этой	4	1
400	времени была	1	1
401	эту тему	1	1
402	не всегда	1	1
403	всегда и	1	1
404	уже у	1	1
405	сказано в	1	1
406	как сказано	2	1
407	строгом смысле	3	1
408	здесь все	2	1
409	ряде других	1	1
410	не мог	2	1
411	со всей	3	1
412	его нельзя	1	1
413	имен и	1	1
414	но если	3	1
415	внешней формой	1	1
416	в такой	1	1
417	почти не	1	1
418	на ученых	1	1
419	то для	1	1
420	представление о	1	1
421	от времени	1	1
422	должны были	1	1
423	не менее	8	1
424	не самый	1	1
425	и той	2	1
426	была передана	1	1
427	литературы как	1	1
428	частного и	1	1
429	подлинный смысл	1	1
430	не в	8	1
431	так называемое	1	1
432	том же	2	1
433	общественной жизни	1	1
434	что этот	1	1
435	в историческом	1	1
436	же мы	1	1
437	здесь следовательно	1	1
438	и есть	3	1
439	из которых	2	1
440	стоит в	2	1
441	определять как	1	1
442	иной раз	2	1
443	не теряет	1	1
444	как о	4	1
445	после того	2	1
446	тогда когда	3	1
447	дело в	3	1
448	тому кто	1	1
449	в мировоззрении	1	1
450	было не	1	1
451	и отдельных	1	1
452	и имеет	1	1
453	преимущественно в	2	1
454	в разных	5	1
455	текста и	3	1
456	именно самый	1	1
457	на тему	2	1
458	или как	3	1
459	таким путем	1	1
460	к концу	1	1
461	как она	4	1
462	потому что	14	1
463	философских идей	1	1
464	ее можно	1	1
465	входят в	1	1
466	с тем	6	1
467	не создает	1	1
468	такие же	1	1
469	на соответствующие	2	1
470	размышлений и	1	1
471	и именно	12	1
472	не могут	5	1
473	есть только	2	1
474	и сам	2	1
475	на немецкий	1	1
476	народа в	1	1
477	лет он	1	1
478	к тому	4	1
479	понять что	1	1
480	но также	14	1
481	что уже	3	1
482	не есть	4	1
483	в древности	1	1
484	в строгом	3	1
485	для того	21	1
486	есть то	1	1
487	оно не	1	1
488	должен быть	4	1
489	даже как	1	1
490	говорят на	1	1
491	на французский	1	1
492	значения и	1	1
493	этого целого	1	1
494	то она	1	1
495	как не	1	1
496	значительной мере	1	1
497	он мог	3	1
498	два аспекта	1	1
499	языка и	12	1
500	первой половине	1	1
501	и важное	1	1
502	и совершенно	2	1
503	наукой и	2	1
504	с наукой	1	1
505	что может	3	1
506	и которые	1	1
507	ему до	1	1
508	видеть как	1	1
509	не место	1	1
510	можно только	2	1
511	во второй	3	1
512	соответствующие явления	1	1
513	если бы	2	1
514	правда в	1	1
515	для этого	3	1
516	по мере	4	1
517	образом в	1	1
518	это понимание	2	1
519	люди с	1	1
520	и та	1	1
521	настоящее время	1	1
522	второй половине	2	1
523	как ее	1	1
524	к действительности	2	1
525	живым и	1	1
526	эта традиция	2	1
527	только за	1	1
528	в различных	2	1
529	которое он	1	1
530	в вопросах	1	1
531	или меньшую	1	1
532	должно было	1	1
533	того или	1	1
534	с теми	2	1
535	ее от	2	1
536	вся эта	1	1
537	судить о	1	1
538	раньше чем	3	1
539	самом процессе	1	1
540	что и	3	1
541	во всей	1	1
542	лишь к	1	1
543	этот последний	1	1
544	них в	1	1
545	чтобы его	1	1
546	ее представители	1	1
547	принуждены были	2	1
548	в свете	1	1
549	знания и	3	1
550	если это	2	1
551	как если	1	1
552	выражалось в	1	1
553	конце концов	2	1
554	и всего	1	1
555	того что	12	1
556	что здесь	2	1
557	как например	5	1
558	хотя бы	5	1
559	заявляет что	2	1
560	и дело	1	1
561	мы видим	1	1
562	явления в	1	1
563	в какой	4	1
564	для себя	1	1
565	ясно что	9	1
566	целом ряде	2	1
567	те связи	1	1
568	еще и	3	1
569	по времени	2	1
570	всех его	1	1
571	традиция которая	1	1
572	и ее	4	1
573	имеет своим	1	1
574	по другим	1	1
575	что из	1	1
576	история и	3	1
577	и у	1	1
578	своего рода	3	1
579	единое и	1	1
580	отраслей знания	1	1
581	в виде	4	1
582	а это	1	1
583	за ним	1	1
584	ни с	2	1
585	мы знаем	1	1
586	что будет	1	1
587	который как	1	1
588	одно из	5	1
589	пока не	1	1
590	в особых	1	1
591	слова в	1	1
592	в прошлом	2	1
593	к ним	1	1
594	известно что	1	1
595	с системой	2	1
596	свое выражение	3	1
597	как раз	4	1
598	в очень	3	1
599	дошедшие до	1	1
600	только на	3	1
601	без того	1	1
602	самом его	1	1
603	после смерти	1	1
604	к которому	1	1
605	в ряде	2	1
606	была и	1	1
607	это своеобразное	1	1
608	на которые	1	1
609	которой был	1	1
610	что не	5	1
611	его из	1	1
612	говорит о	3	1
613	быть названо	4	1
614	них и	2	1
615	на этот	4	1
616	в картине	1	1
617	более того	1	1
618	не на	1	1
619	а не	3	1
620	и далее	2	1
621	понимать как	1	1
622	только как	6	1
623	есть лишь	2	1
624	возрождения и	2	1
625	долгое время	1	1
626	чем на	1	1
627	и историк	1	1
628	литература в	1	1
629	на время	1	1
630	ближе к	2	1
631	не существует	2	1
632	он и	2	1
633	если не	1	1
634	в руках	1	1
635	с помощью	1	1
636	проникновения в	1	1
637	ближе всего	1	1
638	все более	3	1
639	была уже	1	1
640	в частности	3	1
641	другим источникам	1	1
642	что средневековая	1	1
643	по своему	5	1
644	предисловии к	1	1
645	это были	1	1
646	есть язык	1	1
647	чем в	3	1
648	одновременно и	1	1
649	культуры в	5	1
650	это значит	1	1
651	которые идут	1	1
652	действительно не	1	1
653	материал для	3	1
654	самом же	1	1
655	этом случае	6	1
656	с историей	3	1
657	самого содержания	1	1
658	этого метода	1	1
659	самое существенное	1	1
660	вообще все	1	1
661	народа и	1	1
662	работа над	2	1
663	но разумеется	1	1
664	французского языка	1	1
665	всего в	1	1
666	в более	2	1
667	это уже	1	1
668	этот образ	1	1
669	есть совершенно	1	1
670	и для	4	1
671	и часто	1	1
672	которая стала	1	1
673	как своего	1	1
674	и от	1	1
675	стремлением к	1	1
676	это как	1	1
677	которая в	1	1
678	в настоящее	1	1
679	есть система	1	1
680	находит свое	1	1
681	бы в	1	1
682	еще более	1	1
683	вообще в	2	1
684	сложились в	1	1
685	и создавать	1	1
686	и как	9	1
687	большую или	1	1
688	будто бы	2	1
689	именно он	1	1
690	в лучшем	1	1
691	с ними	1	1
692	цель и	1	1
693	с ней	2	1
694	состоит из	1	1
695	была создана	1	1
696	в свою	1	1
697	или иного	1	1
698	существенное в	1	1
699	отношению к	4	1
700	есть и	4	1
701	нас дошел	1	1
702	ко времени	2	1
703	языками в	1	1
704	к этому	3	1
