N	2gram	Nazirov_Tv_2	Stilisti
280	в конечном	1	1
281	своего права	1	1
282	процессы в	2	1
283	к которым	1	1
284	и такие	1	1
285	в поле	1	1
286	говорить о	2	1
287	однако эти	2	1
288	только как	1	1
289	это чувство	1	1
290	в литературе	2	1
291	его с	1	1
292	характер в	2	1
293	даже не	1	1
294	предположить что	1	1
295	нет в	1	1
296	суждения о	1	1
297	его но	1	1
298	же быть	1	1
299	по мере	1	1
300	отношению к	3	1
301	как по	2	1
302	лишь из	1	1
303	это как	1	1
304	она не	1	1
305	крайней мере	2	1
306	был бы	1	1
307	не нужны	1	1
308	думать что	1	1
309	души и	1	1
310	разговоре с	1	1
311	не менее	2	1
312	говорить лишь	1	1
313	вовсе не	2	1
314	но почему	1	1
315	она развивается	1	1
316	писателя не	1	1
317	в устах	2	1
318	на то	1	1
319	и всякий	1	1
320	в виде	2	1
321	в сцене	1	1
322	руки и	1	1
323	в большинстве	1	1
324	как раз	1	1
325	у него	6	1
326	действующих лиц	2	1
327	это еще	1	1
328	а скорее	2	1
329	русской литературе	1	1
330	даже в	1	1
331	для определения	2	1
332	автора с	1	1
333	дает нам	1	1
334	конечном счете	1	1
335	то все	1	1
336	роман и	2	1
337	и другие	1	1
338	значит это	1	1
339	этом не	1	1
340	то у	2	1
341	до сих	3	1
342	к самой	1	1
343	или его	1	1
344	на улице	1	1
345	ясной и	1	1
346	с другими	2	1
347	если в	1	1
348	что я	2	1
349	первой части	4	1
350	наряду с	7	1
351	только его	1	1
352	указывать на	1	1
353	в их	3	1
354	это происходит	1	1
355	с лицом	1	1
356	то в	1	1
357	несколько лиц	1	1
358	жизнь не	1	1
359	человеческой культуры	2	1
360	русской жизни	1	1
361	такое же	1	1
362	не можем	1	1
363	героев достоевского	5	1
364	сильнее и	2	1
365	выражений нет	1	1
366	как видно	1	1
367	мы наблюдаем	1	1
368	из мертвых	1	1
369	связан с	1	1
370	нет это	1	1
371	что в	7	1
372	в журнале	1	1
373	в силу	1	1
374	превращается в	3	1
375	нем и	1	1
376	с этой	3	1
377	например в	5	1
378	в себя	1	1
379	похож на	1	1
380	совершенно не	1	1
381	но зато	3	1
382	литература и	1	1
383	в таких	1	1
384	в таком	3	1
385	особое место	2	1
386	а затем	3	1
387	о которой	1	1
388	происходящее в	1	1
389	но если	2	1
390	от всех	1	1
391	между тем	3	1
392	но как	1	1
393	он ни	1	1
394	еще более	1	1
395	своим собственным	1	1
396	можно говорить	1	1
397	человека для	1	1
398	что для	1	1
399	которой является	1	1
400	переход от	1	1
401	собственным опытом	1	1
402	мысли и	1	1
403	что этот	2	1
404	на вопрос	1	1
405	которой не	1	1
406	не остается	1	1
407	человек был	1	1
408	она должна	1	1
409	виду что	1	1
410	быта и	1	1
411	мог бы	1	1
412	теперь не	1	1
413	это сделать	1	1
414	он будет	1	1
415	сознание как	1	1
416	с человеком	1	1
417	из этих	1	1
418	у древних	1	1
419	имеют общую	1	1
420	это и	1	1
421	и лишь	2	1
422	зрения и	1	1
423	что его	2	1
424	при виде	2	1
425	в романе	15	1
426	за собой	4	1
427	считаю долгом	1	1
428	в одной	3	1
429	возможно что	1	1
430	превращался в	1	1
431	даже если	1	1
432	содержанием и	1	1
433	в канцелярии	1	1
434	и если	2	1
435	в чем	4	1
436	стал бы	1	1
437	в течение	1	1
438	не то	1	1
439	но уже	3	1
440	приблизительно так	1	1
441	по себе	1	1
442	наук в	1	1
443	и о	1	1
444	х годов	3	1
445	это уже	2	1
446	без него	1	1
447	другом месте	1	1
448	содержит в	1	1
449	перед лицом	1	1
450	ни в	1	1
451	генералом в	1	1
452	которые были	1	1
453	за пределами	1	1
454	в истории	2	1
455	этот момент	1	1
456	так что	2	1
457	всякого рода	2	1
458	оказывает обратное	1	1
459	к которой	1	1
460	по самой	3	1
461	только то	1	1
462	характер и	1	1
463	уже говорили	1	1
464	в диалоге	1	1
465	все происходящее	1	1
466	еще раньше	1	1
467	не о	1	1
468	не хватает	1	1
469	от этих	1	1
470	это прежде	2	1
471	героев однако	1	1
472	с их	1	1
473	образом в	1	1
474	это связано	1	1
475	является не	1	1
476	речи или	1	1
477	в поэме	1	1
478	а о	1	1
479	друг друга	2	1
480	от страха	1	1
481	одна из	3	1
482	другой стороны	2	1
483	обществе но	1	1
484	не вошел	1	1
485	и чуть	1	1
486	себе не	1	1
487	по крайней	2	1
488	решающую роль	1	1
489	с каким-то	1	1
490	будто бы	1	1
491	же как	3	1
492	что вообще	1	1
493	том же	2	1
494	не мешает	2	1
495	именно в	6	1
496	приходит к	1	1
497	когда он	4	1
498	человек это	1	1
499	и хорошо	1	1
500	каждым из	1	1
501	этот и	1	1
502	значение имеет	1	1
503	он говорит	1	1
504	культуры и	1	1
505	но всякое	1	1
506	духе что	1	1
507	и что	2	1
508	у достоевского	30	1
509	истории не	1	1
510	однако не	1	1
511	в результате	1	1
512	не являются	1	1
513	он не	3	1
514	поэтому в	1	1
515	не противоречит	1	1
516	писателя что	1	1
517	образом если	1	1
518	из всех	1	1
519	должен был	1	1
520	с новыми	1	1
521	все сильнее	1	1
522	человека к	1	1
523	однако все	1	1
524	не могут	1	1
525	и событий	1	1
526	этого вопроса	1	1
527	и никогда	1	1
528	при помощи	2	1
529	я не	2	1
530	непосредственно в	1	1
531	в прямом	1	1
532	должен быть	1	1
533	с другой	2	1
534	среду и	1	1
535	и эти	1	1
536	в развитии	1	1
537	же он	1	1
538	наш взгляд	2	1
539	в другом	1	1
540	если же	1	1
541	понять его	1	1
542	ли или	1	1
543	для настоящего	1	1
544	прямом и	1	1
545	не был	1	1
546	самой своей	3	1
547	на этот	2	1
548	была бы	1	1
549	одну и	1	1
550	в основном	6	1
551	и ту	1	1
552	писателя как	1	1
553	в меру	1	1
554	и до	1	1
555	когда в	1	1
556	более всего	2	1
557	по отношению	3	1
558	таким же	1	1
559	и есть	2	1
560	устами своих	1	1
561	не из	1	1
562	способен на	1	1
563	и одновременно	1	1
564	оба эти	1	1
565	в литературном	2	1
566	является только	1	1
567	в последнем	1	1
568	говорили что	1	1
569	именно потому	1	1
570	быть в	1	1
571	но нет	1	1
572	нас на	1	1
573	бытие и	1	1
574	ту же	1	1
575	немного повыше	1	1
576	в г	1	1
577	относится и	2	1
578	со стороны	1	1
579	со своими	2	1
580	так например	3	1
581	художественного произведения	1	1
582	не стал	1	1
583	сливается с	1	1
584	истории человечества	1	1
585	и вновь	1	1
586	жизни как	1	1
587	мысль о	1	1
588	и тогда	2	1
589	своей сути	1	1
590	еще в	1	1
591	на бумаге	1	1
592	к одному	1	1
593	в которые	1	1
594	человека на	1	1
595	здесь же	1	1
596	является в	1	1
597	из заданных	1	1
598	в речи	1	1
599	с ними	2	1
600	и сознание	1	1
601	в русской	2	1
