N	2gram	Bakhtin_fo_1	Vladivir
166	разного рода	2	3
167	самого человека	3	3
168	не столько	1	3
169	в отличие	2	3
170	не в	5	3
171	в философии	1	3
172	что этот	1	3
173	того чтобы	5	3
174	тех кто	1	3
175	всякого рода	2	3
176	все то	2	3
177	отличается от	1	3
178	всегда есть	1	3
179	оно не	2	3
180	него как	1	3
181	в виду	3	3
182	смысле но	2	3
183	жизнь и	4	3
184	если бы	5	3
185	и вообще	2	3
186	находится в	1	3
187	но нельзя	1	3
188	по этому	1	3
189	с одной	3	3
190	ни с	2	3
191	был бы	3	3
192	всяком случае	1	3
193	само собой	2	3
194	и только	1	3
195	человека и	11	3
196	даже не	2	3
197	именно в	3	3
198	и нельзя	1	3
199	процесс в	2	3
200	а наоборот	1	3
201	в связи	5	3
202	одной стороны	2	3
203	как бы	2	3
204	но для	2	3
205	и для	4	3
206	или не	2	3
207	же в	3	3
208	вполне понятно	4	3
209	ее в	2	3
210	и эта	2	3
211	в таком	3	3
212	во всяком	3	3
213	в этот	2	2
214	в христианском	1	2
215	и гораздо	1	2
216	по преимуществу	3	2
217	не имеют	3	2
218	и за	1	2
219	по его	1	2
220	есть не	3	2
221	и само	1	2
222	мы не	3	2
223	совершенно так	1	2
224	в сущности	3	2
225	время как	5	2
226	не вполне	1	2
227	на себя	2	2
228	мы и	4	2
229	это время	7	2
230	он был	1	2
231	он сам	1	2
232	первый план	1	2
233	без которой	1	2
234	данном случае	1	2
235	могло быть	4	2
236	но как	1	2
237	себе и	3	2
238	и речи	5	2
239	с этим	6	2
240	что касается	1	2
241	и наконец	1	2
242	и к	2	2
243	от этого	2	2
244	в которой	2	2
245	в целом	2	2
246	в нашем	2	2
247	но на	4	2
248	он всегда	1	2
249	он ни	1	2
250	и еще	2	2
251	как с	1	2
252	если они	2	2
253	не к	2	2
254	не как	2	2
255	и по	2	2
256	одно и	3	2
257	в другом	1	2
258	ко второму	1	2
259	в жизни	6	2
260	в это	2	2
261	но уже	1	2
262	о которых	1	2
263	были в	2	2
264	на первый	1	2
265	в этих	3	2
266	в их	6	2
267	оказывается что	2	2
268	свое существование	1	2
269	и более	1	2
270	она не	1	2
271	которые были	1	2
272	в разных	5	2
273	же время	9	2
274	при всем	1	2
275	ровно ничего	1	2
276	по своей	1	2
277	связи с	6	2
278	здесь же	1	2
279	не могут	3	2
280	той или	2	2
281	не существует	1	2
282	правильно но	1	2
283	роль в	9	2
284	в мире	1	2
285	здесь нет	3	2
286	во многом	2	2
287	можно только	2	2
288	тем чем	1	2
289	его в	3	2
290	на отдельные	1	2
291	путь к	1	2
292	когда оно	1	2
293	бы в	1	2
294	в теории	1	2
295	в каких	1	2
296	бросается в	1	2
297	быть и	2	2
298	одной из	3	2
299	что даже	1	2
300	не имеющих	1	2
301	мы будем	2	2
302	то и	1	2
303	в начале	3	2
304	из них	1	2
305	могло бы	1	2
306	мы находим	2	2
307	здесь и	2	2
308	не о	2	2
309	друг друга	3	2
310	бытия и	1	2
311	для того	5	2
312	эта работа	1	2
313	который был	1	2
314	собой разумеется	2	2
315	только к	3	2
316	которых мы	1	2
317	не на	1	2
318	что мы	2	2
319	но оно	2	2
320	нет ничего	4	2
321	не дается	1	2
322	к своему	2	2
323	на почве	2	2
324	наряду с	5	2
325	самого себя	1	2
326	стороны и	2	2
327	сказать не	1	2
328	вошла в	1	2
329	на одной	1	2
330	в одно	3	2
331	не является	2	2
332	но когда	1	2
333	и ни	1	2
334	ни к	3	2
335	этом отношении	3	2
336	все они	1	2
337	совершенно не	2	2
338	сколько угодно	2	2
339	того же	8	2
340	с его	9	2
341	же и	2	2
342	к этой	1	2
343	к этому	3	2
344	пор не	1	1
345	новое время	1	1
346	я и	1	1
347	с природой	1	1
348	например в	6	1
349	до него	1	1
350	начинается с	1	1
351	не делает	1	1
352	необходимо отметить	2	1
353	тех же	2	1
354	и есть	1	1
355	жизни по	2	1
356	из самых	1	1
357	жизни очень	1	1
358	которыми он	2	1
359	раз наиболее	1	1
360	из всех	1	1
361	четкой форме	1	1
362	ни даже	1	1
363	и конечно	1	1
364	для своего	1	1
365	развития человечества	1	1
366	теперь мы	1	1
367	та же	1	1
368	и сущность	1	1
369	на такие	1	1
370	науки и	1	1
371	разрешения этой	1	1
372	но она	2	1
373	принадлежит к	2	1
374	предков и	1	1
375	природы то	1	1
376	для нашей	1	1
377	конечно и	4	1
378	жизни это	2	1
379	быть никаких	1	1
380	и совсем	1	1
381	него совершенно	1	1
382	мы спросим	1	1
383	во всех	6	1
384	а следовательно	1	1
385	точка зрения	1	1
386	черты и	1	1
387	свою жизнь	1	1
388	с совершенно	1	1
389	в новом	1	1
390	существование в	1	1
391	времени то	1	1
392	нет и	2	1
393	в свои	1	1
394	определяется не	2	1
395	сама по	1	1
396	хаоса и	1	1
397	и первый	1	1
398	на точность	1	1
399	как в	6	1
400	только ее	1	1
401	переживания и	1	1
402	нового не	1	1
403	один ряд	1	1
404	это просто	1	1
405	себе не	1	1
406	и свою	1	1
407	автора и	2	1
408	тяготеет к	1	1
409	не быть	1	1
410	ее содержания	1	1
411	точку зрения	2	1
412	духовное и	1	1
413	бы не	1	1
414	говорится ни	1	1
415	которые в	1	1
416	но его	1	1
417	мира но	1	1
418	как он	2	1
419	его но	3	1
420	человек не	1	1
421	так сказать	7	1
422	становления в	2	1
423	сказать в	1	1
424	она становится	3	1
425	о которой	1	1
426	уже видели	1	1
427	что еще	1	1
428	в корне	1	1
429	и вот	1	1
430	нами здесь	1	1
431	на совершенно	1	1
432	их в	3	1
433	в плане	1	1
434	бл августина	1	1
435	его от	2	1
436	от других	1	1
437	такого же	1	1
438	конечно в	1	1
439	распадается на	1	1
440	на этой	4	1
441	каждой отдельной	1	1
442	лишь в	6	1
443	на данной	1	1
444	уже знаем	1	1
445	время у	1	1
446	не стесняется	2	1
447	не простая	1	1
448	всю его	1	1
449	характер всей	1	1
450	ведь в	1	1
451	в новое	3	1
452	этого нового	1	1
453	в хронологическом	1	1
454	в них	4	1
455	этой первой	2	1
456	рядом с	2	1
457	всей последующей	1	1
458	которой он	1	1
459	нигде не	1	1
460	жизни но	5	1
461	движется в	1	1
462	в один	1	1
463	человеком здесь	1	1
464	во время	1	1
465	дошли до	1	1
466	и при	1	1
467	и их	8	1
468	краткий обзор	1	1
469	я увидел	1	1
470	все духовное	1	1
471	мы говорили	3	1
472	место в	2	1
473	в которых	2	1
474	оно стало	1	1
475	не путем	1	1
476	должны были	1	1
477	является только	1	1
478	мир и	2	1
479	но эта	3	1
480	образом и	1	1
481	но он	2	1
482	друг другу	2	1
483	есть именно	2	1
484	надо сказать	1	1
485	речи в	2	1
486	с такими	1	1
487	том же	2	1
488	на всю	1	1
489	необходимо чтобы	2	1
490	возвращается к	1	1
491	каком же	2	1
492	же мы	1	1
493	выступает здесь	1	1
494	почти все	1	1
495	виду что	1	1
496	успех у	1	1
497	с которой	1	1
498	самого начала	2	1
499	одна из	2	1
500	и вместо	1	1
501	что их	1	1
502	как таковых	1	1
503	на себе	1	1
504	в основе	5	1
505	но вместе	1	1
506	и имеет	1	1
507	во всякой	2	1
508	это с	1	1
509	следовательно и	1	1
510	того и	2	1
511	помощи которой	1	1
512	проблемы и	1	1
513	это то	2	1
514	у этого	1	1
515	есть чтобы	1	1
516	но очень	2	1
517	того в	1	1
518	и является	2	1
519	буквальном смысле	2	1
520	он достаточно	1	1
521	это слово	1	1
522	достаточно указать	1	1
523	в процессе	4	1
524	через эту	1	1
525	сократа и	1	1
526	не столь	2	1
527	ч i	2	1
528	то более	1	1
529	бытия как	1	1
530	и оно	1	1
531	к отдельным	1	1
532	начиная с	1	1
533	когда мы	1	1
534	и такие	1	1
535	всего в	1	1
536	бы он	1	1
537	для его	1	1
538	миру в	1	1
539	время он	1	1
540	и он	1	1
541	в последующие	4	1
542	с ее	6	1
543	всем этим	3	1
544	всего этого	2	1
545	в ее	6	1
546	здесь также	2	1
547	в буквальном	2	1
548	нет никакой	1	1
549	в себя	1	1
550	с самого	2	1
551	так в	1	1
552	свободу и	1	1
553	и сам	1	1
554	другом и	1	1
555	те же	2	1
556	вещи и	1	1
557	ясно что	2	1
558	притом в	1	1
559	особенно в	1	1
560	и которые	1	1
561	с самим	5	1
562	и каждый	1	1
563	оно как	1	1
564	глубоко и	1	1
565	наше внимание	1	1
566	всего бытия	1	1
567	этих необычных	1	1
568	он служит	1	1
569	разумеется что	2	1
570	ровно никакого	1	1
571	философии не	1	1
572	то они	1	1
573	в самой	2	1
574	и поэтому	1	1
575	внимание на	1	1
576	или на	1	1
577	мира а	1	1
578	все в	1	1
579	и были	2	1
580	является здесь	1	1
581	и откуда	1	1
582	что люди	1	1
583	но ничего	1	1
584	для изучения	1	1
585	о времени	1	1
586	не могло	5	1
587	которой мы	1	1
588	и во	7	1
589	человек был	3	1
590	полноту и	2	1
591	борьбе с	2	1
592	во всей	3	1
593	по разным	1	1
594	века и	1	1
595	использовал и	1	1
596	и следовательно	4	1
597	может иметь	1	1
598	у которого	1	1
599	с нашей	3	1
600	в литературе	16	1
601	эта проблема	1	1
602	здесь от	1	1
603	один из	3	1
604	мы видим	3	1
605	смысле и	1	1
606	как нет	1	1
607	уже одно	1	1
608	из случайных	1	1
609	в человека	2	1
610	бы его	1	1
611	это очень	1	1
612	к отцу	1	1
613	для нее	1	1
614	не происходит	1	1
615	их не	1	1
616	на одно	1	1
617	в эти	1	1
618	самом деле	1	1
619	конечно не	4	1
620	литературы в	1	1
621	вернуться к	1	1
622	об его	1	1
623	этому вопросу	1	1
624	термин этот	1	1
625	должно иметь	1	1
626	и других	3	1
627	понимал как	1	1
628	человека на	1	1
629	него нет	1	1
630	принимает иной	1	1
631	не для	2	1
632	частности у	1	1
633	богов и	1	1
634	при всей	1	1
635	далек от	1	1
636	или это	1	1
637	него это	1	1
638	есть некоторого	1	1
639	но вероятно	1	1
640	притом не	1	1
641	не обладает	1	1
642	это будет	1	1
643	и др	9	1
644	тотчас же	1	1
645	или иной	2	1
646	этой проблемы	2	1
647	др не	1	1
648	о своей	2	1
649	говорим о	1	1
650	до сих	3	1
651	влияние на	4	1
652	что человек	1	1
653	ряд с	1	1
654	являются только	1	1
655	обвинения в	1	1
656	и прежде	2	1
657	бы эти	1	1
658	его борьбе	1	1
659	себя и	3	1
660	резко отличается	1	1
661	к более	1	1
662	к человеку	1	1
663	в некоторых	2	1
664	и определяет	1	1
665	так глубоко	1	1
666	принадлежит не	2	1
667	имеет к	1	1
668	о чем	1	1
669	человеческой жизни	6	1
670	дается как	1	1
671	с которым	1	1
672	что из	1	1
673	конце ее	1	1
674	становится ясным	1	1
675	было в	1	1
676	уже давно	1	1
677	в частности	6	1
678	для них	3	1
679	самом важном	1	1
680	мы говорим	1	1
681	в иных	1	1
682	в строгом	2	1
683	времени а	1	1
684	их к	2	1
685	его на	2	1
686	из которых	1	1
687	не знал	1	1
688	по своему	1	1
689	строгом смысле	2	1
690	к жизни	2	1
691	она есть	1	1
692	в последнем	1	1
693	очень важно	1	1
694	в тех	1	1
695	довлеет себе	2	1
696	каково же	2	1
697	этим мы	2	1
698	здесь идет	1	1
699	мы сказали	1	1
700	не создает	1	1
701	нам еще	1	1
702	этого слова	1	1
703	августина нельзя	1	1
704	слова и	2	1
705	этом случае	1	1
706	и нет	2	1
707	сих пор	3	1
708	своей жизни	4	1
709	все это	4	1
710	имел в	1	1
711	ближе к	1	1
712	должны быть	1	1
713	вне его	2	1
714	в более	2	1
715	и после	1	1
716	и позволяет	1	1
717	уже на	2	1
718	тем и	1	1
719	не говорится	1	1
720	не подлежит	1	1
721	между ними	3	1
722	или другой	1	1
723	у них	2	1
724	огромную роль	1	1
725	еще более	3	1
726	разной степени	1	1
727	они имеют	1	1
728	но зато	1	1
729	не являются	2	1
730	здесь даже	1	1
731	жизнь это	1	1
732	в свою	2	1
733	с ней	1	1
734	они были	2	1
735	является и	1	1
736	даже просто	1	1
737	можно наблюдать	1	1
738	молодого возраста	1	1
739	включает в	1	1
740	жизни и	8	1
741	но эти	1	1
742	и другие	5	1
743	том числе	4	1
744	они не	3	1
745	гораздо более	1	1
