N	2gram	Tiupa_Narr_1	Komedia
117	как он	1	3
118	но все	1	3
119	человека в	2	3
120	могла бы	1	3
121	в обоих	2	3
122	не имеет	2	3
123	того как	1	3
124	же время	4	3
125	связи с	2	3
126	что на	4	3
127	и сам	1	3
128	в поле	3	3
129	в образе	1	3
130	к нему	4	3
131	после смерти	2	3
132	дело с	2	3
133	на сцену	1	3
134	себя в	2	3
135	для всех	1	3
136	ответ на	1	3
137	представить себе	1	3
138	друг друга	2	3
139	мы можем	2	3
140	тем что	1	3
141	даже не	1	3
142	не было	3	3
143	о чем	4	3
144	в связи	2	3
145	из которых	1	3
146	и столь	2	3
147	в тех	1	3
148	отношению к	3	3
149	да и	2	3
150	все это	1	3
151	или в	6	3
152	для нас	1	3
153	интерес к	1	3
154	а в	13	3
155	в период	1	3
156	в своей	5	3
157	жизни и	6	3
158	по поводу	1	3
159	том числе	1	3
160	не может	8	3
161	как известно	3	2
162	и т	1	2
163	одним из	1	2
164	а из	1	2
165	только потому	1	2
166	и есть	1	2
167	в первом	4	2
168	мы имеем	3	2
169	мы не	3	2
170	не вполне	2	2
171	в виду	1	2
172	он был	1	2
173	бы то	1	2
174	в ее	1	2
175	чем это	2	2
176	если в	2	2
177	отличие от	2	2
178	тут же	1	2
179	отнюдь не	2	2
180	и я	1	2
181	идет о	3	2
182	что именно	1	2
183	целый ряд	1	2
184	самом начале	1	2
185	в действительности	1	2
186	за собой	1	2
187	с той	1	2
188	в нашем	3	2
189	ни одна	1	2
190	роль в	2	2
191	что она	1	2
192	он не	3	2
193	и еще	2	2
194	в принципе	4	2
195	в силу	1	2
196	то ни	1	2
197	об этом	6	2
198	второй половины	1	2
199	в глазах	3	2
200	это не	3	2
201	не всегда	3	2
202	в один	1	2
203	когда в	3	2
204	не более	1	2
205	в следующем	1	2
206	всяком случае	2	2
207	в отличие	2	2
208	не в	6	2
209	в конце	2	2
210	однако в	3	2
211	как видим	1	2
212	он выступает	1	2
213	даже в	1	2
214	одна из	4	2
215	в одном	4	2
216	и после	2	2
217	не столь	2	2
218	не является	3	2
219	с другом	1	2
220	последний из	1	2
221	сомневаться в	1	2
222	от которой	1	2
223	в театре	2	2
224	как не	1	2
225	средств в	1	2
226	так в	4	2
227	в мире	4	2
228	с собой	1	2
229	в состав	3	2
230	времени в	2	2
231	и все	3	2
232	под именем	1	2
233	нем не	1	2
234	вслед за	1	2
235	наконец в	1	2
236	также в	1	2
237	все время	1	2
238	в жизнь	1	2
239	с которыми	1	2
240	же можно	1	2
241	тот же	1	2
242	речь о	1	2
243	с ними	2	2
244	впрочем и	1	2
245	и ее	3	2
246	с одной	1	2
247	и у	1	2
248	с женой	1	2
249	у нее	4	2
250	отношение к	1	2
251	следует признать	1	2
252	со стороны	8	2
253	и к	1	2
254	до сих	2	2
255	с другой	2	2
256	нового времени	1	2
257	имя которого	1	2
258	одной стороны	1	2
259	а на	2	2
260	этому времени	1	2
261	возвращаясь к	1	2
262	если не	2	2
263	по своему	2	2
264	в той	2	2
265	в ответ	1	2
266	как бы	6	2
267	друг с	1	2
268	сих пор	2	2
269	поле зрения	1	2
270	положение дел	1	2
271	еще более	1	2
272	хотя бы	2	2
273	ни было	1	2
274	от ее	1	2
275	не говоря	1	2
276	к его	2	2
277	этим объясняется	1	2
278	частности в	1	2
279	в голову	1	2
280	во всяком	2	2
281	за ее	1	1
282	говоря о	1	1
283	самом деле	3	1
284	так у	1	1
285	говорилось выше	1	1
286	не обходится	1	1
287	как результат	1	1
288	сам автор	1	1
289	внутренний мир	1	1
290	по его	1	1
291	не происходит	1	1
292	та же	2	1
293	с текстом	1	1
294	не слишком	1	1
295	из сказанного	1	1
296	в сущности	2	1
297	а для	3	1
298	но вполне	1	1
299	ему в	2	1
300	первого и	1	1
301	о роли	1	1
302	прибегает к	1	1
303	теперь на	1	1
304	и самого	2	1
305	же мере	1	1
306	история с	1	1
307	между собой	2	1
308	в различных	1	1
309	в чем	2	1
310	во внешнем	1	1
311	его собственным	1	1
312	после обеда	1	1
313	при жизни	1	1
314	о смерти	2	1
315	достаточно для	1	1
316	значение и	1	1
317	свою жизнь	1	1
318	с отцом	1	1
319	конечном счете	1	1
320	не просто	1	1
321	друг от	1	1
322	событий а	1	1
323	в отсутствие	1	1
324	нередко в	1	1
325	в рамках	1	1
326	если она	2	1
327	опирается на	1	1
328	в полном	1	1
329	тем же	2	1
330	более или	1	1
331	следующим образом	1	1
332	следует сказать	1	1
333	жизни в	2	1
334	для которого	1	1
335	шире и	1	1
336	этого происшествия	1	1
337	не приходится	1	1
338	из жизни	1	1
339	новый эпизод	1	1
340	отношения с	1	1
341	привести к	1	1
342	представляет собой	8	1
343	из другого	1	1
344	что автор	1	1
345	лишний раз	1	1
346	о матери	1	1
347	в себе	6	1
348	не могла	2	1
349	главным образом	1	1
350	евгения онегина	1	1
351	его от	1	1
352	в другом	1	1
353	а по	2	1
354	входит в	2	1
355	не умеет	1	1
356	в соответствии	5	1
357	и мы	1	1
358	всю свою	1	1
359	по себе	4	1
360	выходя из	1	1
361	в жизни	3	1
362	х гг	2	1
363	но уже	1	1
364	существовали в	1	1
365	соответствии с	4	1
366	со своими	1	1
367	и уже	1	1
368	которой он	1	1
369	он и	2	1
370	на две	2	1
371	мы видели	1	1
372	автора и	1	1
373	и тогда	2	1
374	не мог	6	1
375	здесь она	1	1
376	или менее	1	1
377	во второй	1	1
378	этой связи	1	1
379	историю в	2	1
380	что стало	1	1
381	от его	1	1
382	должны были	1	1
383	стояла в	1	1
384	стало быть	3	1
385	сам же	1	1
386	нельзя было	1	1
387	обращение к	1	1
388	тем не	3	1
389	творчества это	1	1
390	их в	3	1
391	с первоначальным	1	1
392	здесь достаточно	1	1
393	для нее	1	1
394	любовь к	1	1
395	освободиться от	1	1
396	своих интересов	1	1
397	любви и	1	1
398	с точки	1	1
399	ситуации как	1	1
400	на рубеже	1	1
401	не раз	1	1
402	но они	3	1
403	тем самым	5	1
404	что эта	1	1
405	из нас	2	1
406	для каждого	1	1
407	за всех	1	1
408	своего героя	1	1
409	был назван	1	1
410	отношениях к	1	1
411	из их	1	1
412	никогда не	4	1
413	ничего не	2	1
414	имеем дело	2	1
415	детей и	1	1
416	и является	2	1
417	сводится к	3	1
418	так называемый	1	1
419	из того	1	1
420	в области	2	1
421	настаивает на	1	1
422	к себе	4	1
423	в динамике	1	1
424	отличается от	1	1
425	числе и	1	1
426	как для	1	1
427	той или	5	1
428	для его	1	1
429	они и	2	1
430	бы вероятно	1	1
431	должен быть	1	1
432	от друга	1	1
433	происходит и	2	1
434	причиной его	1	1
435	действия и	1	1
436	в пределах	2	1
437	приводит к	1	1
438	произведения и	1	1
439	разговора с	1	1
440	времени и	9	1
441	том случае	1	1
442	в контексте	1	1
443	каждого из	1	1
444	в последующих	1	1
445	мог бы	1	1
446	речь как	1	1
447	собравшихся в	1	1
448	но у	1	1
449	является в	1	1
450	задний план	1	1
451	о котором	1	1
452	его времени	1	1
453	остановимся на	1	1
454	с ним	2	1
455	в неожиданном	1	1
456	по смыслу	1	1
457	а также	6	1
458	внимание на	4	1
459	и та	1	1
460	за пределами	2	1
461	никак не	2	1
462	его жизни	3	1
463	одного из	6	1
464	нас в	2	1
465	этих двух	2	1
466	в греческой	1	1
467	материал для	1	1
468	автора нередко	1	1
469	будто он	1	1
470	ему было	2	1
471	лица и	2	1
472	нуждается в	1	1
473	уже только	1	1
474	лиц сюжетной	1	1
475	дома в	1	1
476	в литературе	4	1
477	по своей	1	1
478	происшествия в	1	1
479	взывает к	1	1
480	что даже	1	1
481	даже если	1	1
482	правда и	1	1
483	по мнению	1	1
484	они могут	2	1
485	место из	1	1
486	внимание что	1	1
487	ряде случаев	1	1
488	только на	2	1
489	и они	1	1
490	то и	1	1
491	ни одного	1	1
492	больше не	1	1
493	действующего лица	1	1
494	свидетельствует о	1	1
495	не все	1	1
496	в сознании	4	1
497	от других	1	1
498	лица персонажа	1	1
499	на столе	1	1
500	для него	4	1
501	не находит	1	1
502	могло бы	3	1
503	не о	2	1
504	при отсутствии	2	1
505	этими словами	1	1
506	как раз	6	1
507	связи в	1	1
508	протяжении всего	1	1
509	на стороне	1	1
510	где в	2	1
511	никого не	1	1
512	из двух	1	1
513	и даже	2	1
514	или иной	4	1
515	на ее	2	1
516	не один	1	1
517	не обязательно	1	1
518	и создает	1	1
519	выступает в	1	1
520	и ситуаций	1	1
521	на чем	1	1
522	а с	1	1
523	что несколько	1	1
524	что не	2	1
525	говорит о	1	1
526	как можно	1	1
527	у нас	3	1
528	детей а	2	1
529	этого не	2	1
530	до конца	2	1
531	выше и	1	1
532	не на	1	1
533	а не	13	1
534	однако и	4	1
535	другой стороны	2	1
536	одну из	1	1
537	без которых	1	1
538	ни о	2	1
539	там где	1	1
540	тогда было	1	1
541	речи и	1	1
542	одна и	1	1
543	оснований для	2	1
544	свидетельствует не	1	1
545	с помощью	1	1
546	свою очередь	2	1
547	связь с	1	1
548	в творчестве	1	1
549	текста в	3	1
550	без помощи	1	1
551	со словом	1	1
552	над ним	1	1
553	же автору	1	1
554	такого рода	10	1
555	ведет к	1	1
556	которые их	1	1
557	именно в	3	1
558	исходя из	3	1
559	в современной	3	1
560	быть не	3	1
561	двух наиболее	1	1
562	в делах	1	1
563	еще раз	3	1
564	но даже	1	1
565	человека который	2	1
566	в использовании	1	1
567	а то	1	1
568	ближе к	1	1
569	от конца	1	1
570	в более	1	1
571	это уже	3	1
572	может служить	3	1
573	случаях когда	1	1
574	ли в	1	1
575	случае если	1	1
576	при таком	1	1
577	в новой	1	1
578	само по	1	1
579	в результате	2	1
580	чтобы хоть	1	1
581	когда он	1	1
582	или другой	1	1
583	не с	1	1
584	ее и	1	1
585	но о	1	1
586	напомнить что	2	1
587	тем более	1	1
588	и как	3	1
589	жизнь он	1	1
590	будто бы	1	1
591	вот этот	1	1
592	в искусстве	1	1
593	встречается в	1	1
594	к ее	2	1
595	на фоне	1	1
596	от первого	1	1
597	между ними	2	1
598	героя и	2	1
599	не знает	1	1
600	сказать что	2	1
601	была бы	1	1
602	с детьми	1	1
603	то хотя	1	1
604	в свою	2	1
605	о себе	1	1
606	первом случае	3	1
607	жизни мы	1	1
608	это была	2	1
609	точно так	1	1
610	их отношений	1	1
611	так же	1	1
612	все что	2	1
613	событий в	1	1
