N	2gram	Vinokur_St_2	Dialekti
579	утверждая что	1	1
580	самого себя	1	1
581	и всей	1	1
582	да и	1	1
583	для понимания	1	1
584	я с	1	1
585	этого своеобразия	1	1
586	том смысле	2	1
587	в это	2	1
588	внешнего мира	1	1
589	с очень	1	1
590	что из	1	1
591	сих пор	5	1
592	силу и	1	1
593	уже тем	1	1
594	вы говорите	1	1
595	о мире	2	1
596	не мог	3	1
597	дает возможность	1	1
598	все не	1	1
599	на одной	1	1
600	в результате	2	1
601	а все	1	1
602	пр в	1	1
603	от него	1	1
604	в этих	3	1
605	не хотят	1	1
606	конечно нельзя	1	1
607	ни было	2	1
608	и очень	1	1
609	историю а	1	1
610	очень хорошо	2	1
611	одновременно и	1	1
612	вся история	1	1
613	не говорится	1	1
614	бы даже	1	1
615	в процессе	2	1
616	я могу	1	1
617	те которые	1	1
618	как результат	1	1
619	которая не	1	1
620	смысле что	1	1
621	с самим	1	1
