N	2gram	Nazirov_Tv_1	Psycholo
255	мне не	1	2
256	всего романа	1	2
257	представляет собой	3	2
258	если он	1	2
259	при этом	7	2
260	все тот	1	2
261	т д	1	2
262	в нее	1	2
263	и чтобы	1	2
264	на все	1	2
265	в них	1	2
266	о которых	1	2
267	или вот	2	2
268	всю жизнь	1	2
269	такой же	2	2
270	почти в	1	2
271	человеческой природы	1	2
272	за смерть	1	2
273	в котором	6	2
274	в их	3	2
275	но которые	1	2
276	место в	3	2
277	даже в	3	2
278	надо было	2	2
279	и другое	1	2
280	что ему	1	2
281	в русской	5	2
282	не имеет	1	2
283	не по	3	2
284	только не	1	2
285	больше чем	2	2
286	трагедии в	1	2
287	же время	12	2
288	только с	1	2
289	есть только	1	2
290	но все	1	2
291	мысли о	1	2
292	в ее	1	2
293	нет никакой	1	2
294	действия и	1	2
295	и когда	2	2
296	времени и	4	2
297	и с	3	2
298	в последней	1	2
299	можно сказать	2	2
300	в виду	2	2
301	воли и	3	2
302	внимание на	1	2
303	и та	2	2
304	но мы	1	2
305	знает что	1	2
306	не надо	1	2
307	один из	4	2
308	за ней	1	2
309	от одной	1	2
310	связи с	1	2
311	уже в	3	2
312	в нашей	2	2
313	не все	1	2
314	кажется что	1	2
315	его и	1	2
316	мы знаем	1	2
317	одно из	1	2
318	котором все	1	2
319	видим что	1	2
320	с другой	3	2
321	именно в	2	2
322	с той	1	2
323	а с	1	2
324	так вот	2	2
325	прежде всего	4	2
326	а на	1	2
327	не на	1	2
328	в руках	1	2
329	была бы	1	2
330	одна и	1	2
331	этот рассказ	1	2
332	ни на	3	2
333	до этого	2	2
334	некоторые из	2	2
335	сюжета если	1	2
336	критики и	1	2
337	и от	4	2
338	его не	1	2
339	ее и	2	2
340	хотя бы	5	2
341	все они	1	2
342	мы переходим	1	2
343	героя и	2	2
344	другой стороны	1	2
345	в искусстве	1	2
346	этой цели	1	2
347	себя как	2	1
348	только он	1	1
349	от этой	1	1
350	ли можно	1	1
351	этого в	1	1
352	он считает	1	1
353	человека и	4	1
354	он произносит	1	1
355	связана с	1	1
356	и писатель	1	1
357	того же	2	1
358	на деле	2	1
359	очень много	1	1
360	в первом	2	1
361	лежащая в	1	1
362	из самых	1	1
363	первом акте	1	1
364	нас на	1	1
365	не имеют	4	1
366	от которых	1	1
367	действительности и	2	1
368	в несколько	1	1
369	есть не	2	1
370	которого не	1	1
371	и тут	1	1
372	он предчувствует	1	1
373	он как	1	1
374	свое завершение	1	1
375	одной только	1	1
376	яд в	1	1
377	что иное	1	1
378	но даже	1	1
379	и со	1	1
380	построения в	1	1
381	что можно	1	1
382	себе что	1	1
383	откуда же	1	1
384	еще не	1	1
385	иное как	1	1
386	в сюжете	1	1
387	тем как	1	1
388	в создании	1	1
389	поле битвы	1	1
390	нет не	2	1
391	если в	2	1
392	конечном счете	4	1
393	а вместо	1	1
394	по отношению	1	1
395	человеческих отношений	3	1
396	а через	1	1
397	и будет	2	1
398	я только	1	1
399	эстетическое значение	1	1
400	в настоящем	2	1
401	и я	1	1
402	в истории	1	1
403	своего пути	1	1
404	первый взгляд	1	1
405	же с	2	1
406	литературе нет	1	1
407	как к	2	1
408	о жизни	1	1
409	в полном	1	1
410	человека ведь	1	1
411	для ее	1	1
412	в этот	1	1
413	событиям и	1	1
414	со своей	1	1
415	из жизни	1	1
416	нее он	1	1
417	формы в	1	1
418	романа это	1	1
419	времени отсюда	1	1
420	но без	2	1
421	смысла но	1	1
422	призрак но	1	1
423	говорят о	1	1
424	и те	1	1
425	так сказать	2	1
426	на его	3	1
427	своем развитии	1	1
428	у читателя	1	1
429	и сам	1	1
430	в плане	1	1
431	о сложности	1	1
432	мы обнаруживаем	1	1
433	повторяет в	1	1
434	то ни	1	1
435	сближения с	1	1
436	в глубине	1	1
437	по смыслу	1	1
438	слава и	1	1
439	бы нам	1	1
440	времени так	1	1
441	этом романе	2	1
442	и смерти	1	1
443	идет от	1	1
444	он же	1	1
445	времени чем	1	1
446	пребывает в	1	1
447	эту тему	1	1
448	в не	1	1
449	можно считать	1	1
450	и было	1	1
451	и некоторые	1	1
452	а сюжетом	1	1
453	мертвецы в	1	1
454	на первый	1	1
455	в этих	2	1
456	для него	6	1
457	но что	1	1
458	что такое	1	1
459	этой связи	2	1
460	рассказа о	1	1
461	какие бы	1	1
462	со своего	1	1
463	не столько	2	1
464	что до	1	1
465	не от	1	1
466	мысли и	4	1
467	бы что	1	1
468	где-то на	2	1
469	за минуту	1	1
470	это признание	1	1
471	день что	1	1
472	образом и	1	1
473	и катастрофа	1	1
474	и более	1	1
475	что после	1	1
476	его до	1	1
477	как день	1	1
478	в коротком	1	1
479	сам сознает	1	1
480	своим героям	1	1
481	в отношении	1	1
482	однако уже	1	1
483	к гамлету	1	1
484	эстетический факт	1	1
485	что с	1	1
486	же самая	2	1
487	все мы	1	1
488	к этим	1	1
489	которого он	2	1
490	от жизни	2	1
491	же его	1	1
492	в нас	1	1
493	но только	2	1
494	в могиле	1	1
495	это мы	1	1
496	все свои	1	1
497	найти в	1	1
498	дело в	3	1
499	что сами	1	1
500	находятся в	1	1
501	всего на	1	1
502	к ней	2	1
503	он хочет	1	1
504	совершенно прав	1	1
505	уже говорили	1	1
506	вот что	1	1
507	до того	1	1
508	акт в	1	1
509	это уже	5	1
510	что на	1	1
511	однако это	1	1
512	ясно как	1	1
513	вот в	2	1
514	глубине души	1	1
515	один раз	1	1
516	уже о	1	1
517	начиная с	1	1
518	возникает из	1	1
519	всего они	1	1
520	содержание в	1	1
521	бы он	1	1
522	вырождается в	1	1
523	и свое	1	1
524	если же	1	1
525	расходится с	1	1
526	но по	1	1
527	от хронологической	1	1
528	свою очередь	1	1
529	меня в	1	1
530	всего этого	1	1
531	не успел	1	1
532	не могу	2	1
533	личности и	2	1
534	критика о	1	1
535	мысль о	2	1
536	только то	1	1
537	в дальнейшем	3	1
538	не выдерживают	1	1
539	и предпочитает	1	1
540	начала и	1	1
541	жизнь это	1	1
542	но у	1	1
543	он сам	6	1
544	бы самое	1	1
545	стремление к	2	1
546	как-нибудь до	1	1
547	движения и	1	1
548	его художественной	1	1
549	она всегда	1	1
550	романа мы	1	1
551	и просто	1	1
552	может не	2	1
553	время не	2	1
554	других людей	2	1
555	в конечном	4	1
556	в которую	1	1
557	к нему	1	1
558	на протяжении	3	1
559	вся эта	1	1
560	образ но	1	1
561	при исследовании	1	1
562	автор как	1	1
563	которое однако	1	1
564	концепции времени	1	1
565	ряд других	1	1
566	такого понимания	1	1
567	следовало бы	2	1
568	раз на	2	1
569	вспомним как	1	1
570	ему свое	1	1
571	в лице	2	1
572	которая сама	1	1
573	ни слова	1	1
574	но с	1	1
575	совсем не	1	1
576	романа и	1	1
577	действие в	1	1
578	одной из	4	1
579	в согласии	1	1
580	и действительно	1	1
581	души которая	1	1
582	между тем	1	1
583	во времени	3	1
584	с какой	1	1
585	же и	2	1
586	не принял	1	1
587	и у	2	1
588	только на	2	1
589	больше не	4	1
590	ни было	1	1
591	по законам	1	1
592	от других	2	1
593	рассказывает о	1	1
594	в душе	1	1
595	протекать в	1	1
596	он принадлежит	1	1
597	эти два	1	1
598	не так	3	1
599	и их	1	1
600	того мы	1	1
601	он весь	1	1
602	выразить в	1	1
603	ее не	1	1
604	жизни на	1	1
605	в любви	2	1
606	представляют собой	1	1
607	рассказа не	1	1
608	воплощенной в	1	1
609	к его	1	1
610	себе всю	1	1
611	и даже	3	1
612	с другим	1	1
613	совершенно точно	1	1
614	к которому	1	1
615	во второй	2	1
616	себя и	1	1
617	превращается в	1	1
618	на которых	1	1
619	и самый	1	1
620	место действия	1	1
621	в ту	3	1
622	с которым	2	1
623	его собственной	1	1
624	когда она	1	1
625	него не	1	1
626	нигде не	1	1
627	бессмысленной и	2	1
628	него в	1	1
629	вся история	2	1
630	что каждый	1	1
631	согласии с	2	1
632	так в	1	1
633	чтобы мы	1	1
634	в жизнь	1	1
635	бы бессмысленной	1	1
636	на эту	4	1
637	две линии	1	1
638	это есть	1	1
639	и искусства	1	1
640	самого себя	1	1
641	отношению к	1	1
642	сам не	1	1
643	это значит	1	1
644	лежал в	1	1
645	эффекта когда	1	1
646	что преступление	1	1
647	художественное произведение	1	1
648	только для	1	1
649	но это	5	1
650	о его	1	1
651	эпизодов с	1	1
652	отличается от	1	1
653	имел в	1	1
654	в чем	2	1
655	вокруг него	1	1
656	им в	1	1
657	в один	2	1
658	в смысле	1	1
659	и всю	1	1
660	дела в	1	1
661	это как	3	1
662	себя с	1	1
663	с автором	1	1
664	и времени	1	1
665	это та	1	1
666	ли в	2	1
667	для автора	2	1
668	в связи	1	1
669	в точном	1	1
670	или в	2	1
671	которая в	1	1
672	человек и	1	1
673	на самоубийство	1	1
674	решающую роль	1	1
675	от него	1	1
676	вот это	1	1
677	из себя	2	1
678	своих героев	3	1
679	реальное время	1	1
680	у которого	1	1
681	в естественном	1	1
682	же в	1	1
683	нет более	1	1
684	и другие	3	1
685	утверждал что	3	1
686	человека не	1	1
687	и целый	1	1
688	жизни в	6	1
689	в свою	7	1
690	народом в	1	1
691	это все	1	1
692	в моем	1	1
693	том или	1	1
694	равно как	1	1
695	их с	1	1
696	в глаза	2	1
697	автора в	1	1
698	не что	1	1
699	когда писатель	1	1
700	просто не	3	1
701	на практике	1	1
702	мы застаем	1	1
703	а может	1	1
704	гамлета вспомним	1	1
705	во сне	1	1
706	гораздо более	2	1
