N	2gram	Losev_Prob_2	KFilosof
221	тем не	12	2
222	войти в	2	2
223	этот мир	1	2
224	по себе	8	2
225	тому что	3	2
226	раз и	5	2
227	что есть	1	2
228	что эта	1	2
229	мышления и	2	2
230	того чтобы	2	2
231	в области	6	2
232	не потому	1	2
233	и именно	1	2
234	бы он	1	2
235	той или	5	2
236	оно не	3	2
237	отказаться от	1	2
238	ничего общего	3	2
239	данного момента	1	2
240	на нем	2	2
241	говорить о	10	2
242	и когда	1	2
243	котором мы	1	2
244	психический процесс	1	2
245	это только	3	2
246	другое дело	1	2
247	могут стать	1	2
248	сводится к	2	2
249	может не	1	2
250	и та	1	2
251	бы то	2	2
252	или как	2	2
253	в ту	1	2
254	может иметь	2	2
255	и она	1	2
256	в него	2	2
257	тот же	4	2
258	дело с	1	2
259	что он	4	2
260	а с	1	2
261	в качестве	2	2
262	а это	3	2
263	слова в	1	2
264	содержания и	5	2
265	содержание и	1	2
266	не о	6	2
267	это значило	1	2
268	были бы	2	2
269	или иной	5	2
270	ли это	2	2
271	будет ли	1	2
272	для этого	3	2
273	было и	1	2
274	себя и	1	2
275	предмет и	1	2
276	прежде всего	11	2
277	только по	2	2
278	смысла и	2	2
279	если не	4	2
280	для этой	1	2
281	и потому	1	2
282	его на	1	2
283	этих предметов	1	2
284	это есть	1	2
285	а значит	1	2
286	действительно ли	1	2
287	при условии	6	2
288	но для	1	2
289	которой он	4	2
290	еще более	2	2
291	и смысл	1	2
292	потому что	13	2
293	но всегда	1	2
294	но этот	1	2
295	всякий предмет	1	2
296	стороны своей	1	2
297	но ни	1	2
298	и эта	1	2
299	к этому	1	2
300	как просто	1	1
301	смысле слова	7	1
302	ту же	1	1
303	единицы и	1	1
304	говоря о	1	1
305	также и	12	1
306	о каких	1	1
307	в движение	1	1
308	бы для	1	1
309	тем же	1	1
310	здесь и	1	1
311	в чисто	1	1
312	и до	1	1
313	что эти	1	1
314	не имеют	1	1
315	ведь и	2	1
316	ведь смысл	1	1
317	в зависимости	2	1
318	самого термина	1	1
319	отношения к	1	1
320	мы уже	3	1
321	той же	2	1
322	их и	1	1
323	психологии которая	1	1
324	не забываю	1	1
325	суждения но	1	1
326	что между	1	1
327	это что	1	1
328	бы что	2	1
329	единство и	1	1
330	именно к	1	1
331	каждый отдельный	1	1
332	совпадает с	2	1
333	этом условии	1	1
334	какого-нибудь определенного	1	1
335	бесконечное множество	1	1
336	и ее	2	1
337	конечно и	1	1
338	своему смыслу	3	1
339	и говорить	1	1
340	мысли и	2	1
341	не был	4	1
342	столь же	1	1
343	связи между	1	1
344	этих случаях	1	1
345	в нашем	3	1
346	различия между	1	1
347	а тем	3	1
348	они имеют	1	1
349	мы будем	1	1
350	что язык	1	1
351	и всякий	3	1
352	нельзя говорить	1	1
353	которых как	1	1
354	является вовсе	1	1
355	вообще как	1	1
356	таком положении	1	1
357	и будет	1	1
358	не просто	11	1
359	есть просто	2	1
360	в истории	3	1
361	мы дадим	1	1
362	который им	1	1
363	с этим	5	1
364	не это	1	1
365	как необходимые	1	1
366	факторов и	1	1
367	относятся к	3	1
368	виду и	1	1
369	хотя и	3	1
370	и наконец	3	1
371	не являются	3	1
372	и к	3	1
373	моменты но	1	1
374	в каком-то	3	1
375	в действительности	2	1
376	и свою	2	1
377	или иную	1	1
378	видения мира	1	1
379	в самом	5	1
380	здесь возникает	1	1
381	значения как	2	1
382	мыслить как	1	1
383	в известном	1	1
384	данном контексте	1	1
385	вообще а	1	1
386	бы только	1	1
387	предметов и	1	1
388	здесь есть	1	1
389	на то	6	1
390	если он	1	1
391	с чем	1	1
392	к выводу	1	1
393	что она	4	1
394	не следует	1	1
395	по самому	3	1
396	все другие	2	1
397	а скорее	2	1
398	области и	2	1
399	мыслить это	1	1
400	перестает быть	3	1
401	эта последняя	2	1
402	с нашим	2	1
403	образом и	1	1
404	отношений между	1	1
405	содержит в	2	1
406	их в	4	1
407	его от	2	1
408	в содержание	1	1
409	и по	3	1
410	на этом	1	1
411	подход к	1	1
412	мы его	1	1
413	же не	1	1
414	том случае	2	1
415	об этом	2	1
416	и с	10	1
417	и чтобы	1	1
418	здесь то	2	1
419	то есть	39	1
420	это было	2	1
421	который и	1	1
422	на почве	1	1
423	он есть	1	1
424	не совпадает	2	1
425	должен был	1	1
426	ведь если	4	1
427	в предмете	1	1
428	этого она	1	1
429	и имеют	1	1
430	все равно	3	1
431	и теоретической	1	1
432	нашего исследования	3	1
433	и уже	1	1
434	несмотря на	3	1
435	все моменты	1	1
436	значит не	1	1
437	чем в	1	1
438	есть смысловое	1	1
439	такой же	1	1
440	не мог	1	1
441	в этих	4	1
442	оперировать с	1	1
443	этих объектов	1	1
444	другим и	1	1
445	и тут	4	1
446	еще менее	1	1
447	лежат в	1	1
448	всяком случае	10	1
449	как факт	1	1
450	то для	1	1
451	к предмету	3	1
452	все и	1	1
453	свой смысл	2	1
454	является только	3	1
455	сам же	1	1
456	самого смысла	1	1
457	не будем	4	1
458	невозможна в	1	1
459	но во	1	1
460	оказалось бы	2	1
461	стать человеческим	1	1
462	мы правильно	1	1
463	в предыдущем	1	1
464	человека но	2	1
465	нечто а	2	1
466	и очень	1	1
467	нет никакого	1	1
468	если и	1	1
469	в отношении	4	1
470	принципов и	1	1
471	при всех	3	1
472	с которой	3	1
473	она не	3	1
474	дерево а	1	1
475	для каждого	4	1
476	как о	3	1
477	одна из	3	1
478	это существенно	1	1
479	смысле и	1	1
480	познание мира	1	1
481	значит ли	2	1
482	ясность и	2	1
483	к другим	1	1
484	форма не	1	1
485	но только	4	1
486	при установлении	1	1
487	только не	3	1
488	следовательно и	1	1
489	слово и	2	1
490	жизни не	1	1
491	находятся в	1	1
492	суждение не	1	1
493	в противоречие	1	1
494	тоже только	1	1
495	между прочим	1	1
496	по своей	1	1
497	самому своему	2	1
498	это слово	1	1
499	такое бытие	1	1
500	и теперь	1	1
501	уже и	3	1
502	не является	7	1
503	и говорят	1	1
504	в движении	1	1
505	не относятся	1	1
506	ни о	4	1
507	только от	1	1
508	в живой	1	1
509	представляется нам	1	1
510	станет утверждать	1	1
511	и времени	2	1
512	есть только	8	1
513	во все	2	1
514	сказать только	1	1
515	и другой	1	1
516	зависимости от	2	1
517	отличается от	2	1
518	содержанием и	1	1
519	к тому	3	1
520	уже тем	4	1
521	это содержание	2	1
522	же оказывается	1	1
523	всегда в	1	1
524	если мы	9	1
525	и входит	1	1
526	и о	4	1
527	более не	2	1
528	совершенно правильно	2	1
529	с ее	1	1
530	что все	6	1
531	как не	1	1
532	но при	2	1
533	всего этого	1	1
534	истории философии	1	1
535	и от	3	1
536	характер и	1	1
537	мысль о	2	1
538	уже с	2	1
539	но мы	3	1
540	можно говорить	3	1
541	а должен	1	1
542	на том	3	1
543	что может	2	1
544	с собой	1	1
545	этой возможности	1	1
546	здесь как	2	1
547	особенно в	1	1
548	частей и	1	1
549	и каждый	1	1
550	осуществляется в	1	1
551	можно только	2	1
552	и мыслится	1	1
553	основана на	2	1
554	поэтому в	1	1
555	и всякого	1	1
556	собой и	4	1
557	в настоящее	16	1
558	и даже	11	1
559	образом в	1	1
560	находится в	1	1
561	каждый раз	3	1
562	при такой	2	1
563	но фактически	1	1
564	другими словами	6	1
565	настоящее время	16	1
566	с разных	1	1
567	только за	1	1
568	в математике	4	1
569	можно сказать	6	1
570	ли она	1	1
571	в значительной	3	1
572	ни на	1	1
573	и во	1	1
574	а во	1	1
575	ли кто-нибудь	2	1
576	или более	1	1
577	одном случае	1	1
578	определение и	3	1
579	тем или	1	1
580	другого а	1	1
581	переходит в	1	1
582	мы ни	2	1
583	и можно	3	1
584	вообще и	2	1
585	уже во	1	1
586	каких бы	1	1
587	не знаю	1	1
588	если это	2	1
589	по количеству	1	1
590	с нашей	1	1
591	в каких	1	1
592	в литературе	1	1
593	слово может	1	1
594	значит что	4	1
595	предмета и	3	1
596	известном смысле	1	1
597	один из	3	1
598	содержится в	2	1
599	но с	1	1
600	ли будет	1	1
601	конечно можно	1	1
602	менее в	1	1
603	одной из	1	1
604	в какой	1	1
605	и этих	1	1
606	оторвано от	2	1
607	и так	1	1
608	это очень	1	1
609	поэтому и	1	1
610	чистого смысла	1	1
611	а только	6	1
612	только при	2	1
613	же и	2	1
614	далеко от	1	1
615	не можем	4	1
616	только на	9	1
617	только тогда	3	1
618	как этот	1	1
619	различия в	1	1
620	сказать это	1	1
621	время является	1	1
622	и чисто	1	1
623	в отношение	1	1
624	а то	1	1
625	в данной	1	1
626	факт но	1	1
627	бытия или	2	1
628	только к	1	1
629	ту или	1	1
630	она действительно	1	1
631	и небо	1	1
632	мир не	1	1
633	себе в	2	1
634	никто не	3	1
635	ведь это	2	1
636	говорить об	3	1
637	знать о	1	1
638	случае когда	2	1
639	не для	1	1
640	может претендовать	1	1
641	так как	7	1
642	содержания а	1	1
643	друг друга	1	1
644	если оно	3	1
645	мы можем	6	1
646	ввиду того	1	1
647	само по	2	1
648	но уже	5	1
649	как раз	8	1
650	все смысловое	2	1
651	это будет	3	1
652	именно как	4	1
653	был не	1	1
654	она и	2	1
655	до акта	1	1
656	обозначает предмет	1	1
657	говорим о	3	1
658	с другим	1	1
659	не знать	1	1
660	здесь в	1	1
661	а именно	6	1
662	которой ничего	1	1
663	входящего в	2	1
664	на чем	2	1
665	мы возьмем	2	1
666	и др	2	1
667	воззрения в	1	1
668	нового времени	1	1
669	этот термин	2	1
670	превращается в	1	1
671	и своего	1	1
672	уже давно	5	1
673	другом случае	1	1
674	она является	1	1
675	ничем не	2	1
676	о каком-то	1	1
677	нашей точки	1	1
678	что мы	14	1
679	и всякое	2	1
680	мышлением и	1	1
681	нет ничего	2	1
682	вместе с	2	1
683	к его	1	1
684	противоречие с	1	1
685	мы говорим	4	1
686	его содержание	1	1
687	дать в	1	1
688	что именно	1	1
689	из которых	2	1
690	где же	1	1
691	когда мы	6	1
692	вообще ни	1	1
693	раньше до	1	1
694	это различие	1	1
695	самого себя	2	1
696	значимы и	1	1
697	это значит	4	1
698	все наше	1	1
699	и менее	1	1
700	есть тот	1	1
701	лежит в	1	1
702	к следующему	1	1
703	слова и	4	1
704	будет и	1	1
705	все человеческое	2	1
706	о его	1	1
707	как таковой	4	1
708	и таким	1	1
709	же самое	6	1
710	должны быть	1	1
711	не раз	1	1
712	вне его	1	1
713	она должна	2	1
714	ее можно	1	1
715	здесь вовсе	1	1
716	относиться к	2	1
717	не станет	1	1
718	условии своей	1	1
719	при таком	2	1
720	не существует	6	1
721	или в	2	1
722	мы пытаемся	1	1
723	но отнюдь	1	1
724	и кроме	1	1
725	больше и	1	1
726	но где	1	1
727	это может	1	1
728	не понимая	1	1
729	мы должны	3	1
730	оно ничем	1	1
731	мысль в	1	1
732	в истинности	1	1
733	мы ничего	1	1
734	все они	1	1
735	отражается и	1	1
736	или не	2	1
737	же в	1	1
738	но оно	1	1
739	поэтому мы	1	1
740	была бы	1	1
741	его содержимым	1	1
742	одновременно и	3	1
743	бы его	2	1
744	утверждать что	2	1
745	спорить о	1	1
746	разрушило бы	1	1
747	ее в	1	1
748	пространстве и	2	1
749	правильно или	1	1
750	по поводу	2	1
751	это в	2	1
752	который не	1	1
753	гораздо более	4	1
754	во всяком	13	1
755	все что	3	1
756	они не	1	1
