N	2gram	Tiupa_Lite_1	PoTuStor
103	в самом	3	2
104	и этот	1	2
105	мы не	1	2
106	и о	1	2
107	говорить о	1	2
108	того же	2	2
109	из этих	2	2
110	но как	1	2
111	конечном счете	4	2
112	за пределы	2	2
113	сознания при	1	2
114	он не	1	2
115	нашего времени	2	2
116	и по	1	2
117	то же	5	2
118	и мы	1	2
119	было бы	2	2
120	в жизни	6	2
121	кажется что	1	2
122	в них	1	2
123	всю жизнь	1	2
124	как и	6	2
125	между собою	1	2
126	потому и	1	2
127	на первый	1	2
128	в своей	4	2
129	не менее	7	2
130	не нуждается	1	2
131	никогда не	4	2
132	сводится к	3	2
133	так называемый	2	2
134	в каком	1	2
135	все то	1	2
136	существует только	1	2
137	на основе	1	2
138	только то	2	2
139	в пределах	3	2
140	как с	1	2
141	по аналогии	3	2
142	быть может	1	2
143	для этого	4	2
144	является по	2	2
145	о том	2	2
146	аналогии с	3	2
147	для нас	1	2
148	путь к	1	2
149	что и	1	2
150	во всей	1	2
151	один из	3	2
152	оно и	1	2
153	что он	5	2
154	со всеми	1	2
155	не можем	1	2
156	если мы	1	2
157	в итоге	1	2
158	в начале	1	2
159	за счет	1	2
160	в душе	3	2
161	и других	1	2
162	при всей	3	2
163	у него	3	2
164	и т.п	4	2
165	себя и	1	2
166	что не	2	2
167	а на	1	2
168	не на	2	2
169	в частности	15	2
170	в историю	1	2
171	в мир	1	2
172	с этой	5	2
173	сознания и	1	2
174	но зато	1	2
175	ни было	1	2
176	не есть	2	2
177	это делает	1	2
178	не знает	1	2
179	к этому	1	2
180	можно назвать	1	2
181	они не	1	2
182	говоря о	1	1
183	человека и	2	1
184	с философским	1	1
185	и то	2	1
186	объекта на	1	1
187	каком отношении	1	1
188	века в	3	1
189	в году	13	1
190	мы имеем	1	1
191	вопрос о	1	1
192	нам в	1	1
193	а для	2	1
194	почти исключительно	1	1
195	я не	7	1
196	как я	1	1
197	из того	2	1
198	но даже	1	1
199	целого в	1	1
200	зависимости от	1	1
201	и самого	2	1
202	он был	1	1
203	как один	1	1
204	не был	1	1
205	столь же	4	1
206	бы то	1	1
207	что его	3	1
208	себя этим	1	1
209	но не	4	1
210	отказ от	7	1
211	с самой	1	1
212	с сыном	1	1
213	право на	1	1
214	что они	1	1
215	в центре	1	1
216	первый взгляд	1	1
217	в рамках	6	1
218	общего с	2	1
219	сам же	1	1
220	как нам	1	1
221	все же	4	1
222	однако не	1	1
223	этой цели	2	1
224	есть ли	1	1
225	уже не	7	1
226	та же	2	1
227	а во-вторых	1	1
228	в нашем	1	1
229	не оставляет	2	1
230	сознания с	1	1
231	мы чувствуем	1	1
232	как он	2	1
233	во многих	2	1
234	этом своем	1	1
235	и последовательное	1	1
236	идеи и	1	1
237	подобно тому	2	1
238	с чем	2	1
239	человека в	1	1
240	то ни	1	1
241	для всей	2	1
242	а то	1	1
243	различие между	2	1
244	в мире	2	1
245	той же	3	1
246	лишь в	4	1
247	это было	1	1
248	искусства в	1	1
249	может стать	1	1
250	очищение от	1	1
251	на почве	2	1
252	для них	2	1
253	служит в	1	1
254	с тем	1	1
255	несмотря на	3	1
256	уже у	1	1
257	жизни но	1	1
258	как игру	1	1
259	мир в	4	1
260	и того	2	1
261	одного и	1	1
262	от своего	2	1
263	что есть	1	1
264	и культуры	2	1
265	вот она	1	1
266	в следующем	1	1
267	со своего	1	1
268	к предмету	1	1
269	своем качестве	1	1
270	как совокупность	3	1
271	что я	2	1
272	который всегда	1	1
273	творчества и	1	1
274	и общества	1	1
275	однако в	2	1
276	на всю	1	1
277	так называемого	2	1
278	освободиться от	2	1
279	она по	1	1
280	на один	2	1
281	можно указать	1	1
282	иной раз	1	1
283	в эпоху	1	1
284	тогда когда	1	1
285	дело в	3	1
286	одна из	3	1
287	только из	1	1
288	в сущности	2	1
289	к новым	1	1
290	к изучению	1	1
291	до своего	1	1
292	не имеет	1	1
293	это мы	1	1
294	и всегда	1	1
295	и эстетический	1	1
296	в форму	1	1
297	в объективном	1	1
298	это именно	1	1
299	связи с	6	1
300	языка который	1	1
301	в сознании	2	1
302	в виду	3	1
303	уже и	1	1
304	с другом	1	1
305	мы узнаем	1	1
306	отличается от	1	1
307	к тому	2	1
308	узнаем о	1	1
309	день и	1	1
310	что при	1	1
311	на это	2	1
312	она не	1	1
313	как известно	1	1
314	ничего общего	1	1
315	году в	1	1
316	данном случае	4	1
317	только при	1	1
318	в себя	2	1
319	культуры и	1	1
320	так было	1	1
321	приводит к	3	1
322	протест против	1	1
323	роль в	2	1
324	и что	1	1
325	и сам	6	1
326	что может	1	1
327	в другом	2	1
328	можно было	2	1
329	его жизни	1	1
330	каждого из	1	1
331	мог бы	1	1
332	еще в	4	1
333	к тем	1	1
334	если бы	1	1
335	новых и	2	1
336	о нем	1	1
337	и здесь	1	1
338	году и	1	1
339	и т.д	1	1
340	на вопрос	1	1
341	имеем дело	1	1
342	рассчитана на	2	1
343	не позволяет	1	1
344	как наиболее	1	1
345	других людей	1	1
346	ткань его	1	1
347	борьба с	1	1
348	это творчество	1	1
349	и любой	1	1
350	на одном	1	1
351	в кабинете	1	1
352	да в	1	1
353	нельзя сказать	1	1
354	наконец в	1	1
355	герой нашего	1	1
356	во внешнем	1	1
357	вся жизнь	1	1
358	это приводит	1	1
359	к нему	1	1
360	бессознательного это	1	1
361	себя с	1	1
362	тот же	1	1
363	сознание в	3	1
364	может оказаться	1	1
365	смерти как	1	1
366	бы ни	1	1
367	и жизни	1	1
368	с одной	2	1
369	в качестве	17	1
370	себя в	6	1
371	образов в	1	1
372	же и	3	1
373	оказывается в	1	1
374	уже в	5	1
375	то и	2	1
376	всем его	1	1
377	в нашей	2	1
378	оно в	1	1
379	пока не	1	1
380	ним и	1	1
381	в конце	4	1
382	вовсе не	1	1
383	быть пережито	1	1
384	не случайно	2	1
385	как раз	4	1
386	этом отношении	2	1
387	внутреннего мира	1	1
388	перейти к	1	1
389	во власти	1	1
390	со всем	1	1
391	со стороны	4	1
392	или иной	2	1
393	с другой	3	1
394	и прежде	3	1
395	в свою	1	1
396	на чем	1	1
397	впервые становится	2	1
398	на неудачу	1	1
399	а с	1	1
400	все творчество	1	1
401	в объекте	1	1
402	него из	1	1
403	что для	2	1
404	в некоторых	1	1
405	одной стороны	2	1
406	а не	16	1
407	именно так	2	1
408	прошла в	1	1
409	из моментов	1	1
410	не всегда	1	1
411	становится ясным	1	1
412	в связи	4	1
413	в момент	1	1
414	и особенно	1	1
415	из мира	1	1
416	но особенно	1	1
417	нам для	1	1
418	внешнем мире	1	1
419	многих случаях	1	1
420	в данном	5	1
421	тому как	2	1
422	что же	1	1
423	в состоянии	1	1
424	быть не	1	1
425	о его	1	1
426	в культуре	3	1
427	этом и	1	1
428	которые были	1	1
429	под названием	1	1
430	и по-своему	1	1
431	это уже	2	1
432	при таком	1	1
433	потому не	1	1
434	не подлежит	1	1
435	и другими	1	1
436	которая в	2	1
437	особого рода	2	1
438	это может	1	1
439	в эту	1	1
440	было на	1	1
441	на языке	1	1
442	только что	1	1
443	я в	5	1
444	же в	5	1
445	по поводу	2	1
446	жизни в	1	1
447	нет ничего	2	1
448	с ней	1	1
449	а во	1	1
450	от всех	1	1
451	сознания на	1	1
452	др к	1	1
453	ко всему	2	1
454	самое и	1	1
455	т.е как	1	1
456	в своих	4	1
457	этой точки	3	1
