N	2gram	Propp_Russ_2	KulturaY
120	не так	1	3
121	но если	3	3
122	в которых	4	3
123	и более	1	3
124	она не	3	3
125	в то	2	3
126	как о	1	3
127	не имеет	3	3
128	на него	1	3
129	п в	12	3
130	был бы	1	3
131	что на	2	3
132	но и	8	3
133	нас в	1	3
134	связь между	2	3
135	это не	5	3
136	может иметь	1	3
137	этот вопрос	2	3
138	в какой	1	3
139	и действительно	1	3
140	уже в	1	3
141	вопроса о	1	3
142	в данной	1	3
143	могло бы	1	3
144	ставит себе	1	3
145	то это	1	3
146	именно в	4	3
147	а именно	3	3
148	а с	2	3
149	и пр	2	3
150	первую очередь	1	3
151	когда мы	2	3
152	по существу	4	3
153	там где	2	3
154	того или	1	3
155	говорить что	2	3
156	мы должны	1	3
157	другой стороны	1	3
158	также что	2	2
159	и через	3	2
160	через которые	1	2
161	что эти	1	2
162	мы имеем	6	2
163	это без	1	2
164	на себя	2	2
165	здесь не	1	2
166	в различных	1	2
167	не все	4	2
168	он пишет	1	2
169	отличие от	3	2
170	не просто	1	2
171	что они	1	2
172	относится к	1	2
173	это самое	1	2
174	смысле этого	1	2
175	когда он	1	2
176	и как	2	2
177	более или	1	2
178	увидим что	1	2
179	но в	5	2
180	еще на	1	2
181	очень много	1	2
182	он в	1	2
183	как он	1	2
184	так сказать	1	2
185	и если	1	2
186	состоит в	15	2
187	на этом	3	2
188	но все	1	2
189	это конечно	1	2
190	что все	1	2
191	значение в	1	2
192	и чтобы	1	2
193	этих форм	1	2
194	его в	8	2
195	с другими	3	2
196	не понимают	1	2
197	двух направлениях	1	2
198	чем в	2	2
199	себя внимание	1	2
200	в статье	1	2
201	такой же	1	2
202	остается в	1	2
203	или менее	1	2
204	в этих	3	2
205	из того	1	2
206	и при	2	2
207	в котором	3	2
208	в отличие	3	2
209	своего рода	1	2
210	ряда других	1	2
211	если это	1	2
212	однако в	1	2
213	нас к	3	2
214	эти могут	1	2
215	что есть	1	2
216	к такой	1	2
217	в таких	3	2
218	себе целью	1	2
219	дело не	2	2
220	это еще	1	2
221	по своему	1	2
222	более что	1	2
223	можно рассматривать	1	2
224	же до	1	2
225	иметь и	1	2
226	которое в	2	2
227	и такие	1	2
228	такая же	1	2
229	из всего	1	2
230	так в	2	2
231	в пределах	1	2
232	совершенно иной	1	2
233	мог бы	1	2
234	когда в	1	2
235	и здесь	1	2
236	можно сказать	1	2
237	можно видеть	1	2
238	не более	1	2
239	научной литературе	2	2
240	она может	1	2
241	указывает что	1	2
242	сразу же	2	2
243	в двух	1	2
244	на очень	1	2
245	в качестве	3	2
246	то и	4	2
247	что если	1	2
248	е на	1	2
249	который как	1	2
250	в одном	1	2
251	в некоторых	9	2
252	в особенности	1	2
253	только что	1	2
254	в свете	3	2
255	о чем	4	2
256	эти слова	1	2
257	вместе с	6	2
258	можно будет	2	2
259	так же	4	2
260	в область	1	2
261	тому как	3	2
262	в тех	1	2
263	быть не	1	2
264	как например	3	2
265	только для	1	2
266	все это	10	2
267	кроме того	2	2
268	из ряда	1	2
269	не с	2	2
270	главным образом	3	2
271	без таких	1	2
272	е в	10	2
273	это так	1	2
274	это в	2	2
275	во всяком	1	2
276	равным образом	1	1
277	ту же	1	1
278	например в	1	1
279	же как	4	1
280	и то	2	1
281	форм есть	1	1
282	вряд ли	2	1
283	из самых	1	1
284	отличия в	1	1
285	вопрос мы	1	1
286	на две	2	1
287	в силе	1	1
288	с таким	1	1
289	или с	3	1
290	на место	1	1
291	так чтобы	2	1
292	время как	1	1
293	но она	2	1
294	в полной	1	1
295	не совсем	2	1
296	так называемые	1	1
297	и на	6	1
298	между собой	2	1
299	имело место	1	1
300	же на	1	1
301	не входит	1	1
302	значение и	1	1
303	к слову	1	1
304	тогда как	2	1
305	нет и	1	1
306	сделать это	1	1
307	где ставится	1	1
308	так бы	1	1
309	во что	1	1
310	это имело	1	1
311	в одной	1	1
312	с этим	2	1
313	что касается	1	1
314	в противном	1	1
315	перед нами	1	1
316	и где	1	1
317	тех случаях	1	1
318	как уже	2	1
319	в круг	1	1
320	себе дело	1	1
321	каким-то образом	1	1
322	не связаны	1	1
323	в которой	2	1
324	под ним	2	1
325	без особой	1	1
326	или во	1	1
327	все силы	1	1
328	если он	2	1
329	не могла	1	1
330	что без	1	1
331	связанные с	2	1
332	и таких	1	1
333	есть одна	1	1
334	всех этих	1	1
335	не к	2	1
336	мало того	1	1
337	так например	1	1
338	форме а	1	1
339	а вместе	1	1
340	здесь мы	2	1
341	не будет	1	1
342	в другом	1	1
343	высокой ступени	1	1
344	входит в	1	1
345	те или	1	1
346	не хуже	1	1
347	он есть	2	1
348	известно что	1	1
349	что один	2	1
350	первое что	1	1
351	после этого	2	1
352	этим связано	1	1
353	чаще всего	1	1
354	то увидим	1	1
355	не ясно	2	1
356	рядом с	1	1
357	показывает что	8	1
358	не всегда	3	1
359	для чего	1	1
360	в научной	1	1
361	и становится	1	1
362	законченной а	1	1
363	в г	2	1
364	во время	12	1
365	таким же	1	1
366	и ее	2	1
367	в такой	1	1
368	уже к	1	1
369	всяком случае	1	1
370	бы к	1	1
371	можно понимать	1	1
372	она в	1	1
373	представление о	5	1
374	сделано в	1	1
375	такое объяснение	2	1
376	мир и	1	1
377	и малых	1	1
378	связано с	2	1
379	теории д	1	1
380	чтобы она	1	1
381	использовать в	2	1
382	случае мы	1	1
383	и хорошего	1	1
384	стоит в	1	1
385	как можно	2	1
386	что с	2	1
387	в русской	1	1
388	ее с	1	1
389	в основе	1	1
390	вопрос который	1	1
391	в коем	1	1
392	именно с	1	1
393	этой цели	2	1
394	того в	2	1
395	по своей	1	1
396	во всем	2	1
397	и его	1	1
398	как будто	1	1
399	их по	3	1
400	остановиться несколько	1	1
401	представлять себе	1	1
402	от их	1	1
403	к таким	2	1
404	он называет	1	1
405	начиная с	2	1
406	и другой	3	1
407	известные из	1	1
408	ли в	1	1
409	например на	1	1
410	в одну	1	1
411	в особую	1	1
412	когда они	2	1
413	лучше будет	1	1
414	свою очередь	1	1
415	но далеко	1	1
416	без всякого	1	1
417	на основе	1	1
418	можно показать	1	1
419	можно установить	1	1
420	ряду с	1	1
421	приводит к	1	1
422	может дать	1	1
423	следовательно и	1	1
424	до самого	1	1
425	никогда не	2	1
426	что каждый	1	1
427	что однако	1	1
428	по аналогии	1	1
429	с этого	1	1
430	можно только	1	1
431	это только	1	1
432	них есть	1	1
433	бы говорить	1	1
434	отрицать что	1	1
435	означает что	1	1
436	сводится к	1	1
437	это должно	1	1
438	другом месте	1	1
439	на этой	1	1
440	который пишет	1	1
441	с того	1	1
442	случаев когда	1	1
443	может не	1	1
444	затем в	1	1
445	по этому	2	1
446	к нему	4	1
447	у той	1	1
448	но он	3	1
449	ее от	2	1
450	этому поводу	2	1
451	тем как	1	1
452	чем и	1	1
453	не надо	1	1
454	также в	2	1
455	все время	1	1
456	крепкую и	1	1
457	в него	2	1
458	дать в	1	1
459	что здесь	3	1
460	дело так	1	1
461	быть и	1	1
462	показывают что	1	1
463	но так	1	1
464	но с	1	1
465	к различным	1	1
466	же к	1	1
467	идет по	1	1
468	и дело	2	1
469	с ними	1	1
470	мы увидим	1	1
471	в стороне	2	1
472	и так	1	1
473	и после	3	1
474	они могут	1	1
475	как оно	2	1
476	который в	1	1
477	от них	1	1
478	же и	1	1
479	и др	1	1
480	представляет для	1	1
481	не можем	2	1
482	вернуться к	1	1
483	в виде	4	1
484	раньше чем	1	1
485	на ней	1	1
486	или даже	3	1
487	при помощи	1	1
488	и обратно	1	1
489	за ним	3	1
490	для него	1	1
491	то время	2	1
492	только с	1	1
493	же цель	1	1
494	каждый из	2	1
495	указание на	1	1
496	само собой	1	1
497	не противоречит	1	1
498	возможно что	1	1
499	отличаются от	1	1
500	сюда же	2	1
501	по своим	1	1
502	и несколько	1	1
503	две формы	2	1
504	что для	3	1
505	обратить внимание	1	1
506	на русском	1	1
507	ошибка его	1	1
508	без особых	1	1
509	несколько иным	1	1
510	превращается в	1	1
511	смысла и	1	1
512	а на	9	1
513	а наоборот	3	1
514	зависит от	1	1
515	мы и	1	1
516	на весь	1	1
517	сообщает о	1	1
518	а по	1	1
519	а так	1	1
520	ставится в	1	1
521	на эту	2	1
522	когда же	1	1
523	сделать некоторые	1	1
524	нет никаких	2	1
525	и потому	1	1
526	в иных	1	1
527	из которых	2	1
528	изображается не	1	1
529	месте и	1	1
530	к жизни	5	1
531	той и	1	1
532	несколько раз	1	1
533	если эти	1	1
534	в эту	3	1
535	исходя из	1	1
536	в современной	1	1
537	совершенно очевидно	2	1
538	же значение	1	1
539	могут рассматриваться	1	1
540	и для	2	1
541	случаях когда	1	1
542	тем и	2	1
543	так будто	1	1
544	для этой	3	1
545	и от	3	1
546	думает что	1	1
547	и вызывает	1	1
548	не представляет	1	1
549	от него	1	1
550	у них	2	1
551	будто бы	5	1
552	же в	6	1
553	есть уже	1	1
554	и другие	14	1
555	за этим	2	1
556	в целях	2	1
557	установить и	1	1
558	несмотря на	1	1
559	в период	1	1
560	в свою	1	1
561	они как	1	1
562	же относится	1	1
563	например и	1	1
564	одновременно и	1	1
565	есть и	1	1
566	к этому	5	1
567	к числу	2	1
568	заметить что	2	1
569	а может	1	1
570	к этой	1	1
571	и эта	1	1
572	все что	1	1
