N	4gram	Tiupa_Anal_1	DiskursI
123	в чем и состоит	1	1
124	взаимодействия трех говорящего автора	1	1
125	они трактовали не об	1	1
126	принесите лучшую одежду и	1	1
127	не только в том	1	1
128	не являлись они трактовали	1	1
129	с той или иной	1	1
130	раз-общения которое не может	1	1
131	что не есть она	1	1
132	и социальные характеристики другие	1	1
133	о царских детях покидающих	1	1
134	прибавить ни убавить ни	1	1
135	детях покидающих свою родину	1	1
136	вид сюжетных сами по	1	1
137	знаковую данность чьего-то высказывания	1	1
138	исходя из того что	2	1
139	в том случае если	1	1
140	того о ком или	1	1
141	произведение в его событийной	1	1
142	и сами участвуем как	1	1
143	или во всяком случае	1	1
144	слушающих их личностные и	1	1
145	изменить ничего нельзя не	1	1
146	быть ни чисто внешним	1	1
147	одни и те же	1	1
148	ни чисто внешним объективным	1	1
149	в некое интерсубъективное пространство	1	1
150	нет и не может	2	1
151	в большей или меньшей	1	1
152	некое интерсубъективное пространство общения	1	1
153	ни изменить ничего нельзя	1	1
154	перстень на руку его	1	1
155	о ком или о	1	1
156	личностные и социальные характеристики	1	1
157	который окружал человека к	1	1
158	только в том что	1	1
159	сами участвуем как слушатели-читатели	1	1
160	царских детях покидающих свою	1	1
161	трактует последний как коммуникативное	1	1
162	произведении и событие самого	1	1
163	данность чьего-то высказывания необходимо	1	1
164	последний как коммуникативное событие	1	1
165	чисто внешним объективным ни	1	1
166	и того о ком	1	1
167	нами два события событие	1	1
168	и дайте перстень на	1	1
169	социального взаимодействия трех говорящего	1	1
170	в произведении и событие	1	1
171	говорящего автора слушающего читателя	1	1
172	в принципе не может	1	1
173	и дискурс трактует последний	1	1
174	субъекта объекта и адресата	1	1
175	об однократных и внезакономерных	1	1
176	себе они таковыми не	1	1
177	чтобы воцариться в чужой	1	1
178	окружал человека к норме	1	1
