N	2gram	Voloshinov_1	Formalny
469	не существовало	2	1
470	в другом	1	1
471	другими словами	2	1
472	его жизни	1	1
473	можно сказать	4	1
474	физиология и	1	1
475	как наиболее	1	1
476	как они	1	1
477	и социальной	1	1
478	какие были	1	1
479	эти два	1	1
480	и любой	1	1
481	на одном	1	1
482	конца хiх	1	1
483	метод к	1	1
484	и ни	1	1
485	в свете	1	1
486	ведь на	1	1
487	для самого	1	1
488	к нему	1	1
489	мы видим	2	1
490	в дальнейшей	1	1
491	и действительно	2	1
492	по мнению	1	1
493	философии но	1	1
494	кроме этого	1	1
495	для широких	1	1
496	же законы	1	1
497	для всех	4	1
498	социологии и	1	1
499	себя в	1	1
500	в конкретной	1	1
501	а это	1	1
502	за счет	2	1
503	мы знаем	3	1
504	мир в	1	1
505	мир не	1	1
506	достаточно назвать	1	1
507	общего языка	1	1
508	таковы основные	1	1
509	с этими	1	1
510	так как	4	1
511	как его	1	1
512	у него	2	1
513	бергсон зиммель	1	1
514	определяющим моментом	1	1
515	имеет значение	1	1
516	или иной	1	1
517	даже не	3	1
518	и сознание	1	1
519	имеет и	1	1
520	дальнейшей жизни	1	1
521	все идеологическое	1	1
522	на ее	1	1
523	первый и	1	1
524	что они	1	1
525	и тех	1	1
526	эти две	1	1
527	характерно для	2	1
528	с историей	2	1
529	а с	1	1
530	что не	2	1
531	что для	1	1
532	основные тенденции	1	1
533	связано с	1	1
534	несколько иное	1	1
535	а на	2	1
536	потом в	1	1
537	думается нам	1	1
538	зависит от	1	1
539	весь его	1	1
540	чем на	1	1
541	для человека	1	1
542	об ее	1	1
543	в море	1	1
544	эта материальная	1	1
545	несмотря на	1	1
546	базису и	1	1
547	подлежит конечно	1	1
548	внешнем мире	1	1
549	основных чертах	1	1
550	по своему	2	1
551	по поводу	1	1
552	сравнению с	3	1
553	и основной	1	1
554	что же	1	1
555	даже с	1	1
556	самостоятельности и	1	1
557	форма и	1	1
558	к следующему	2	1
559	искусства из	1	1
560	и всех	2	1
561	определить их	1	1
562	изнутри самой	1	1
563	но даже	1	1
564	вводит нас	1	1
565	в смысле	1	1
566	находится во	1	1
567	между собой	2	1
568	более осторожный	1	1
569	в более	1	1
570	только одна	1	1
571	и для	2	1
572	не подлежит	1	1
573	что оно	2	1
574	по принципу	1	1
575	сознания и	2	1
576	мира и	3	1
577	том что	3	1
578	но отнюдь	2	1
579	это уже	1	1
580	довести до	1	1
581	для нас	2	1
582	особого рода	1	1
583	ad absurdum	1	1
584	еще более	1	1
585	только что	1	1
586	них и	1	1
587	к делу	1	1
588	нам в	1	1
589	не начало	1	1
590	с ней	1	1
591	работы и	1	1
592	сказать что	7	1
593	методом его	1	1
594	совершенно не	8	1
595	хiх начала	1	1
596	есть и	2	1
597	себе но	1	1
598	ли они	1	1
599	ее в	2	1
600	и эта	1	1
601	это в	1	1
602	к этому	2	1
603	этой цели	1	1
604	этой точки	1	1
605	творчество как	1	1
