N	2gram	Tiupa_Anal_2	DiskursI
372	как говорит	2	1
373	контексте и	1	1
374	независимо от	1	1
375	может реализоваться	1	1
376	с их	2	1
377	кто говорит	1	1
378	о жизни	2	1
379	в противном	1	1
380	тех случаях	1	1
381	выражению бахтина	1	1
382	художественных текстов	1	1
383	следует упускать	1	1
384	дискурса их	1	1
385	любому иному	1	1
386	тем же	1	1
387	следующим образом	1	1
388	что помимо	1	1
389	речевого потока	2	1
390	со своей	1	1
391	всего лишь	8	1
392	в которой	1	1
393	бы и	1	1
394	не был	3	1
395	он в	4	1
396	в нашем	3	1
397	из этих	1	1
398	и те	1	1
399	по преимуществу	4	1
400	рассказ о	1	1
401	для возникновения	1	1
402	смысл целого	1	1
403	не рассказывает	1	1
404	художественной реальности	20	1
405	говорит не	1	1
406	на то	2	1
407	в случае	2	1
408	быть только	1	1
409	авторской активности	1	1
410	что она	2	1
411	противном случае	1	1
412	время и	1	1
413	он не	2	1
414	с ней	1	1
415	всех этих	1	1
416	в первую	1	1
417	в понимании	1	1
418	событий тогда	1	1
419	к одному	1	1
420	не к	1	1
421	уже говорилось	4	1
422	из виду	1	1
423	содержит в	3	1
424	i в	1	1
425	нашего времени	4	1
426	свое время	1	1
427	картины мира	2	1
428	что ни	1	1
429	как нельзя	1	1
430	искусству слова	1	1
431	или иных	2	1
432	одно и	1	1
433	нуждающейся в	1	1
434	и заключается	1	1
435	гораздо точнее	1	1
436	распространяется на	1	1
437	значение в	1	1
438	в мире	6	1
439	слова или	1	1
440	самим собой	1	1
441	необходимой для	1	1
442	как писал	2	1
443	можно принять	1	1
444	первую очередь	1	1
445	то все	1	1
446	этом смысле	2	1
447	обе стороны	1	1
448	в молчание	1	1
449	в речевом	2	1
450	в жизни	1	1
451	ю.м лотмана	1	1
452	с этой	1	1
453	со своими	1	1
454	которой он	1	1
455	слова и	1	1
456	автора и	3	1
457	не мог	3	1
458	являются наиболее	1	1
459	эстетического отношения	1	1
460	в этих	2	1
461	иной жанровой	1	1
462	интерес представляет	1	1
463	и при	1	1
464	предмету речи	2	1
465	или точнее	2	1
466	таким же	1	1
467	фигура не	1	1
468	а как	2	1
469	не становится	1	1
470	высказывания самого	1	1
471	это делает	1	1
472	с точки	2	1
473	с позиции	2	1
474	не столько	3	1
475	равной мере	1	1
476	композиционных форм	2	1
477	композиция и	1	1
478	вплоть до	1	1
479	в ремарках	1	1
480	обнаруживается в	1	1
481	поэтому в	1	1
482	которые в	1	1
483	его к	1	1
484	тем не	3	1
485	недискурсивных формах	1	1
486	и эти	1	1
487	и более	1	1
488	не должна	1	1
489	как ценностного	1	1
490	между двумя	4	1
491	и вся	1	1
492	к мировому	1	1
493	перформативные высказывания	1	1
494	раз и	1	1
495	характер в	1	1
496	и случай	1	1
497	оба суть	1	1
498	тем самым	4	1
499	до известной	1	1
500	и субъектной	3	1
501	даже не	1	1
502	виду что	1	1
503	наиболее существенные	1	1
504	не имеет	2	1
505	в центр	1	1
506	всякого литературного	1	1
507	тексту в	1	1
508	о них	1	1
509	но только	1	1
510	появляется в	2	1
511	для всего	1	1
512	имеет отношение	1	1
513	жизненной позиции	3	1
514	не вполне	1	1
515	для всех	2	1
516	при наличии	1	1
517	события дискурса	1	1
518	такова что	1	1
519	этих двух	1	1
520	не все	1	1
521	впрочем в	1	1
522	прямого адресата	1	1
523	и является	4	1
524	это слово	1	1
525	о чем-то	1	1
526	формы высказывания	1	1
527	на него	2	1
528	помимо воли	1	1
529	как будто	3	1
530	героя а	1	1
531	этом отношении	3	1
532	что на	3	1
533	особое внимание	1	1
534	обнаруживает себя	3	1
535	настоящего времени	1	1
536	существенно для	1	1
537	личности в	1	1
538	ни о	3	1
539	ключевую роль	1	1
540	в специальном	1	1
541	выход из	1	1
542	на границе	1	1
543	встречается в	1	1
544	с данной	1	1
545	во все	1	1
546	здесь совершенно	1	1
547	уже было	1	1
548	случилось однажды	1	1
549	всего в	2	1
550	объекта и	2	1
551	ценностного центра	1	1
552	анализа в	1	1
553	постановки вопроса	1	1
554	отказаться от	1	1
555	одним и	1	1
556	говоря словами	1	1
557	если же	1	1
558	значения и	1	1
559	и сами	1	1
560	с сохранением	1	1
561	здесь также	1	1
562	эффект как	1	1
563	только то	1	1
564	в недискурсивных	1	1
565	обращаясь к	2	1
566	и сам	3	1
567	те же	2	1
568	особенно в	7	1
569	это обращение	1	1
570	внутритекстовых дискурсов	3	1
571	во второй	4	1
572	субъектом данного	1	1
573	мира вокруг	2	1
574	не учитывать	1	1
575	если бы	3	1
576	в словах	3	1
577	из одного	1	1
578	ряде произведений	1	1
579	полной мере	1	1
580	быть в	1	1
581	не позволяет	2	1
582	и читателем	1	1
583	все прочие	1	1
584	среди всех	1	1
585	один голос	2	1
586	что его	1	1
587	границы такого	1	1
588	в конечном	3	1
589	а напротив	1	1
590	места и	1	1
591	к нему	1	1
592	том или	2	1
593	аналогичным образом	2	1
594	теперь уже	1	1
595	складывается из	1	1
596	состоит именно	1	1
597	интертекстуальные связи	1	1
598	свидетеля и	1	1
599	утрачивает свою	1	1
600	чем и	2	1
601	вслед за	2	1
602	романа в	3	1
603	это приводит	1	1
604	это единая	1	1
605	что здесь	1	1
606	известном смысле	1	1
607	совмещается с	1	1
608	с ними	3	1
609	одного сознания	1	1
610	композиционная форма	4	1
611	вступление в	1	1
612	например с	1	1
613	персонажей а	1	1
614	самое следует	1	1
615	в уста	1	1
616	времени как	2	1
617	одни и	1	1
618	с объектной	2	1
619	я в	3	1
620	вопроса о	1	1
621	только на	3	1
622	то и	1	1
623	различия в	1	1
624	нередко именуют	1	1
625	и составляющий	1	1
626	в известном	1	1
627	его текст	1	1
628	его и	1	1
629	за ним	1	1
630	очевидно что	1	1
631	что происходило	1	1
632	ценностное уплотнение	1	1
633	и их	2	1
634	в прозе	1	1
635	и романа	2	1
636	в конце	4	1
637	не о	2	1
638	может служить	1	1
639	и композиция	4	1
640	не случайно	8	1
641	каждый из	1	1
642	следует понимать	1	1
643	как раз	4	1
644	или ином	2	1
645	или напротив	2	1
646	представляют собой	2	1
647	своем значении	1	1
648	для реализации	1	1
649	на примере	1	1
650	с другим	1	1
651	может ли	2	1
652	он ничего	1	1
653	к эффекту	1	1
654	не наделен	1	1
655	с той	2	1
656	было бы	3	1
657	текст в	1	1
658	еще и	1	1
659	повествования о	1	1
660	смысл высказывания	1	1
661	в воображении	1	1
662	себя и	1	1
663	нового времени	1	1
664	его из	1	1
665	говорит о	5	1
666	всех прочих	1	1
667	текста это	3	1
668	отношения в	2	1
669	что случилось	2	1
670	было сказано	1	1
671	событием коммуникативным	1	1
672	выступают в	1	1
673	выбор слова	3	1
674	а своего	1	1
675	объединены в	1	1
676	этом случае	4	1
677	художественного целого	7	1
678	несмотря на	3	1
679	в связи	1	1
680	это лишь	1	1
681	но оно	1	1
682	персонажей не	1	1
683	вместе с	2	1
684	до этого	1	1
685	как это	6	1
686	т.п и	1	1
687	из трех	3	1
688	только его	1	1
689	восходит к	1	1
690	не становясь	1	1
691	целом ряде	1	1
692	однако эти	1	1
693	текста где	1	1
694	как авторская	2	1
695	да и	1	1
696	и другой	1	1
697	понимать как	1	1
698	в начальных	2	1
699	событием самого	1	1
700	этого слова	3	1
701	в контексте	5	1
702	на дорогу	1	1
703	ситуации но	1	1
704	в основном	1	1
705	о его	4	1
706	в чем	1	1
707	своей судьбы	3	1
708	речевого строя	2	1
709	эстетическим объектом	1	1
710	тому или	1	1
711	это явление	1	1
712	ближе к	1	1
713	тех или	2	1
714	реплики в	2	1
715	случаях когда	1	1
716	и рецептивного	1	1
717	о событии	1	1
718	при таком	2	1
719	лицо и	1	1
720	или иному	1	1
721	я всегда	2	1
722	в результате	3	1
723	другое дело	1	1
724	оказывается и	1	1
725	себя самого	1	1
726	конструктивная роль	1	1
727	здесь по	1	1
728	или нет	1	1
729	тем более	1	1
730	как конститутивный	1	1
731	мы должны	1	1
732	в исходном	1	1
733	надо полагать	1	1
734	но это	1	1
735	в мировом	1	1
736	в выходе	1	1
737	настоящего исследования	1	1
738	все того	1	1
739	могли быть	1	1
740	личности и	2	1
741	отношении к	1	1
742	в системе	1	1
743	не знает	3	1
744	отношением к	1	1
745	дискурса она	1	1
746	речи и	2	1
747	быть признано	1	1
748	или иного	3	1
749	в отдельности	1	1
750	в свое	1	1
751	будучи в	1	1
752	рассказе чехова	1	1
753	здесь именуется	1	1
754	собой лишь	1	1
755	не совпадают	1	1
756	именно здесь	1	1
757	который не	1	1
758	здесь ни	1	1
759	следует сказать	1	1
760	в таком	2	1
761	в роли	2	1
