N	2gram	Bakhtin_fo_2	Morfolog
196	д он	1	2
197	того что	3	2
198	герой в	1	2
199	быть и	2	2
200	что он	3	2
201	только в	11	2
202	он действует	1	2
203	себя в	1	2
204	тем временем	1	2
205	уже не	3	2
206	в большинстве	3	2
207	в виде	1	2
208	или просто	1	2
209	как их	1	2
210	момент в	1	2
211	без всякой	1	2
212	когда герой	1	2
213	себя и	3	2
214	а на	2	2
215	не знает	2	2
216	сказать что	1	2
217	имеет свои	1	2
218	в частности	5	2
219	одной стороны	1	2
220	есть и	4	2
221	или с	1	2
222	благодаря этому	1	2
223	в настоящее	1	2
224	в отдельных	1	2
225	различным образом	1	2
226	или непосредственно	1	2
227	же функции	1	2
228	но эти	3	2
229	к этому	3	2
230	изучения этих	1	1
231	например в	1	1
232	и то	1	1
233	словами и	1	1
234	как такового	1	1
235	проявляются в	1	1
236	короля и	1	1
237	почти всегда	2	1
238	свое место	1	1
239	вне своего	1	1
240	приходит к	1	1
241	их и	1	1
242	есть не	1	1
243	очень широко	1	1
244	службу и	1	1
245	на эти	1	1
246	он как	1	1
247	разновидности и	1	1
248	вместо того	1	1
249	ему в	3	1
250	конечно и	1	1
251	в виду	3	1
252	в числе	1	1
253	форм мы	1	1
254	героев в	1	1
255	которые он	1	1
256	он был	2	1
257	тем как	1	1
258	непосредственно после	1	1
259	мы еще	3	1
260	мы будем	3	1
261	но как	1	1
262	явлений и	2	1
263	не входит	1	1
264	с трудом	1	1
265	значение и	4	1
266	а он	1	1
267	отношение к	3	1
268	отличие от	1	1
269	в главе	7	1
270	тем больше	1	1
271	для всех	1	1
272	это герои	1	1
273	более и	1	1
274	в полном	1	1
275	и наконец	6	1
276	но эта	2	1
277	его к	1	1
278	в этот	3	1
279	другом случае	1	1
280	в которой	1	1
281	формы в	1	1
282	из этих	4	1
283	море и	1	1
284	не в	9	1
285	форме диалога	1	1
286	в этой	2	1
287	идут в	1	1
288	остановиться на	1	1
289	и тот	1	1
290	быть объяснена	1	1
291	его но	1	1
292	а вовсе	1	1
293	иногда этот	1	1
294	но прежде	1	1
295	вообще не	1	1
296	и третьим	1	1
297	новое значение	1	1
298	за тридевять	1	1
299	всех этих	7	1
300	xiv в	1	1
301	во славу	1	1
302	и вот	2	1
303	в мифах	1	1
304	гл vi	1	1
305	на свое	1	1
306	одно и	1	1
307	в каждом	1	1
308	здесь мы	3	1
309	связанные с	5	1
310	они должны	1	1
311	в совершенно	3	1
312	них не	1	1
313	тридевять земель	1	1
314	сразу с	1	1
315	и тем	1	1
316	едой и	1	1
317	в это	3	1
318	по всему	3	1
319	о которых	1	1
320	превращаются в	1	1
321	служит в	1	1
322	переходим к	3	1
323	или три	1	1
324	характерно что	2	1
325	чем в	1	1
326	других и	1	1
327	этим в	1	1
328	вторым и	1	1
329	нисколько не	1	1
330	и становится	2	1
331	переносится в	1	1
332	море все	1	1
333	имен и	1	1
334	в наши	1	1
335	том как	3	1
336	и их	4	1
337	как все	1	1
338	лежат в	1	1
339	именно и	1	1
340	в их	3	1
341	имеется и	1	1
342	по особым	1	1
343	не столько	1	1
344	значение для	2	1
345	которые в	1	1
346	такую же	1	1
347	при этом	6	1
348	но он	2	1
349	все это	6	1
350	без всяких	1	1
351	где нет	1	1
352	тому что	1	1
353	она не	2	1
354	быть или	1	1
355	самого начала	1	1
356	что ему	1	1
357	и притом	1	1
358	и сама	1	1
359	весь этот	1	1
360	в основе	6	1
361	как его	2	1
362	функцию в	1	1
363	появляется в	1	1
364	вещей на	1	1
365	на анализе	2	1
366	больше чем	1	1
367	на землю	2	1
368	же время	4	1
369	этих двух	1	1
370	или как	1	1
371	в другую	1	1
372	за исключением	1	1
373	вперед и	1	1
374	как на	2	1
375	по земле	1	1
376	существу является	1	1
377	у отца	1	1
378	и делает	1	1
379	в золотом	1	1
380	с другом	4	1
381	есть у	1	1
382	у нас	2	1
383	хочет жениться	1	1
384	и вдруг	1	1
385	и развития	1	1
386	его рождения	2	1
387	должны быть	1	1
388	всего в	3	1
389	к тому	3	1
390	той или	1	1
391	получает новый	1	1
392	кем и	1	1
393	по горизонтали	1	1
394	где он	1	1
395	всех случаях	1	1
396	с ее	1	1
397	как не	1	1
398	без всякого	2	1
399	данном случае	1	1
400	нами выше	1	1
401	него самого	1	1
402	действия и	1	1
403	с самого	1	1
404	ряду с	1	1
405	роль в	3	1
406	на свой	1	1
407	в глаза	1	1
408	те же	6	1
409	здесь как	1	1
410	в плоскости	2	1
411	еще в	1	1
412	и с	6	1
413	что от	1	1
414	находится в	2	1
415	действия но	1	1
416	то они	1	1
417	этой формой	1	1
418	этих условиях	1	1
419	но к	1	1
420	но мы	1	1
421	там же	1	1
422	их в	4	1
423	специфические формы	2	1
424	доходит до	1	1
425	функций в	1	1
426	в его	8	1
427	и хорошо	1	1
428	на одном	1	1
429	бы поставить	1	1
430	которой все	1	1
431	все формы	1	1
432	в него	1	1
433	к третьей	2	1
434	после смерти	1	1
435	см гл	1	1
436	о его	2	1
437	в новой	1	1
438	важное значение	1	1
439	ли он	1	1
440	говорить о	2	1
441	как нечто	1	1
442	и действительно	1	1
443	у тебя	1	1
444	похожи друг	2	1
445	литературе и	1	1
446	все они	3	1
447	со всеми	2	1
448	же элементы	1	1
449	мы выделили	1	1
450	есть в	1	1
451	то их	1	1
452	и у	5	1
453	человека эта	1	1
454	борьбы с	1	1
455	чем они	2	1
456	что не	1	1
457	в критический	1	1
458	стороны оно	1	1
459	в одном	7	1
460	у него	9	1
461	их трансформации	1	1
462	между прочим	1	1
463	мы обозначим	1	1
464	не противоречит	1	1
465	он же	1	1
466	результате и	1	1
467	приведенных случаях	1	1
468	и даже	3	1
469	или иной	2	1
470	точек зрения	1	1
471	до сих	2	1
472	на ее	1	1
473	именно в	2	1
474	на корабль	1	1
475	я был	1	1
476	еще и	1	1
477	такое же	1	1
478	в церковь	1	1
479	и несколько	2	1
480	ее поэтому	1	1
481	на этот	1	1
482	ничем не	1	1
483	в рассказе	1	1
484	не на	3	1
485	на смерть	3	1
486	о чем	3	1
487	формах но	1	1
488	для их	1	1
489	на корабле	1	1
490	все более	1	1
491	сюда прежде	1	1
492	в одной	2	1
493	надо было	1	1
494	для лучшего	1	1
495	по своему	2	1
496	в данном	2	1
497	можно условно	1	1
498	есть на	1	1
499	одновременно с	2	1
500	его мать	1	1
501	до его	1	1
502	в тот	1	1
503	в отдельности	1	1
504	отношения к	4	1
505	в ряду	4	1
506	друг с	4	1
507	это значит	3	1
508	и самая	2	1
509	стремления к	1	1
510	о жизни	1	1
511	средство от	1	1
512	дело идет	2	1
513	с этой	4	1
514	возвращаемся к	1	1
515	по вертикали	6	1
516	в формах	1	1
517	сих пор	2	1
518	только для	2	1
519	же самое	3	1
520	все остальные	1	1
521	рассматривать как	1	1
522	с большой	2	1
523	указать на	1	1
524	критический момент	1	1
525	литературных жанров	1	1
526	же случай	1	1
527	и все	6	1
528	лишь как	1	1
529	бы в	1	1
530	и ни	1	1
531	своих героев	1	1
532	его жизнь	1	1
533	дана в	3	1
534	идет об	1	1
535	что качество	1	1
536	бы на	1	1
537	сторона в	1	1
538	и сила	1	1
539	в гл	2	1
540	между ними	2	1
541	его дочери	1	1
542	может послужить	1	1
543	состоит из	1	1
544	гл vii	2	1
545	же относится	1	1
546	это на	1	1
547	равно как	2	1
548	развитие и	1	1
549	нет но	1	1
550	одновременно и	1	1
551	на своем	1	1
552	большой интерес	1	1
553	из головы	1	1
554	в таком	1	1
555	во всяком	2	1
