N	2gram	Losev_Prob_5	VelikijI
122	тем что	2	2
123	который тоже	2	2
124	не будет	2	2
125	в число	1	2
126	это не	2	2
127	т д	1	2
128	а с	4	2
129	с презрением	1	2
130	и люди	2	2
131	прежде всего	6	2
132	для них	3	2
133	с тем	5	2
134	мы и	2	2
135	один из	2	2
136	для человека	1	2
137	для их	1	2
138	свою и	1	2
139	и тогда	2	2
140	мира в	3	2
141	с абсолютным	1	2
142	не могут	2	2
143	которой они	1	2
144	а есть	1	2
145	что было	1	2
146	да и	2	2
147	и окончательное	1	2
148	что их	1	2
149	почему в	2	2
150	том что	17	2
151	людей так	1	2
152	для нас	10	2
153	от него	1	2
154	в форме	1	2
155	ее в	2	2
156	есть уже	1	2
157	до того	1	2
158	людей и	13	2
159	под разными	1	2
160	это все	1	2
161	а в	6	2
162	но не	7	2
163	человечества на	1	2
164	в духе	3	2
165	могут быть	1	2
166	во всяком	2	2
167	если б	1	1
168	эта идея	2	1
169	нас как	1	1
170	как мы	2	1
171	в виду	3	1
172	для себя	5	1
173	в ее	3	1
174	ни стало	1	1
175	упорно и	1	1
176	символом власти	1	1
177	небом и	1	1
178	и до	2	1
179	свое место	1	1
180	и самое	1	1
181	значение в	1	1
182	мы будем	2	1
183	то же	2	1
184	их и	1	1
185	это он	1	1
186	и которые	2	1
187	в результате	7	1
188	человеческой природы	1	1
189	истины и	1	1
190	и тут	2	1
191	да будет	1	1
192	это только	1	1
193	которого они	1	1
194	всего только	1	1
195	вопрос о	1	1
196	основана на	1	1
197	и вообще	9	1
198	свое дело	1	1
199	о возможности	1	1
200	никогда и	1	1
201	я не	2	1
202	и ее	1	1
203	человечество в	2	1
204	не был	1	1
205	меня в	1	1
206	в их	1	1
207	а христос	1	1
208	и на	6	1
209	он был	2	1
210	после того	3	1
211	людей как	1	1
212	и который	3	1
213	бы то	2	1
214	любви к	2	1
215	духа который	2	1
216	других людей	1	1
217	жизни с	1	1
218	все в	3	1
219	что оно	1	1
220	к нему	3	1
221	что люди	2	1
222	ее от	1	1
223	от них	2	1
224	человек был	1	1
225	если в	1	1
226	всем людям	2	1
227	в новом	1	1
228	что человек	1	1
229	бы в	1	1
230	не просто	5	1
231	хотел бы	1	1
232	земли с	1	1
233	крайней мере	4	1
234	это лишь	1	1
235	и можно	1	1
236	легенде о	1	1
237	что бы	1	1
238	насилие и	1	1
239	во что	1	1
240	человечество и	3	1
241	в катакомбах	1	1
242	его на	2	1
243	как в	2	1
244	спасти человечество	1	1
245	людей с	1	1
246	своей и	1	1
247	что человечество	1	1
248	в своем	11	1
249	все же	9	1
250	но с	1	1
251	себя с	1	1
252	еще больше	1	1
253	что очень	1	1
254	в двух	1	1
255	могли бы	1	1
256	победы над	1	1
257	и создал	1	1
258	с ними	1	1
259	о небе	1	1
260	мы увидим	1	1
261	ли он	2	1
262	и хотя	1	1
263	и так	1	1
264	люди эти	1	1
265	он дал	1	1
266	духа в	2	1
267	в самом	5	1
268	к свободе	1	1
269	у них	1	1
270	в которой	5	1
271	что это	1	1
272	бы ни	1	1
273	на людей	1	1
274	бога в	2	1
275	человеческой души	1	1
276	тоже не	2	1
277	в этой	10	1
278	же и	1	1
279	я в	1	1
280	уже в	2	1
281	и хотел	1	1
282	то и	2	1
283	в виде	10	1
284	и если	1	1
285	по словам	2	1
286	слова не	1	1
287	каким образом	1	1
288	в я	1	1
289	человеческого духа	2	1
290	чем у	1	1
291	зла и	2	1
292	и вот	1	1
293	вовсе не	8	1
294	не для	1	1
295	отношение к	2	1
296	человека когда	1	1
297	в xx	1	1
298	бытия и	1	1
299	у него	11	1
300	и по	1	1
301	небе и	1	1
302	бы от	1	1
303	так легко	1	1
304	и вместе	1	1
305	и свободу	1	1
306	тут не	1	1
307	на нее	1	1
308	для того	3	1
309	то ни	2	1
310	в едином	1	1
311	творческую силу	2	1
312	в легенде	1	1
313	ничего выше	1	1
314	свое и	1	1
315	не были	1	1
316	и с	5	1
317	было не	1	1
318	а его	4	1
319	свободного и	1	1
320	с другой	6	1
321	которого не	2	1
322	еще и	4	1
323	но дух	1	1
324	с небом	2	1
325	весь мир	1	1
326	и тем	3	1
327	души и	1	1
328	были в	1	1
329	нового времени	4	1
330	говорит о	7	1
331	всякого смысла	1	1
332	божественного в	1	1
333	титанов не	1	1
334	ничем не	1	1
335	у человека	1	1
336	образ мой	1	1
337	власти и	2	1
338	человеческой жизни	2	1
339	не всегда	3	1
340	жизнь в	3	1
341	между собою	1	1
342	его по	1	1
343	человека не	1	1
344	о чем	1	1
345	него не	2	1
346	и вновь	1	1
347	их на	1	1
348	в одно	1	1
349	дел и	1	1
350	богами и	2	1
351	таким же	1	1
352	как сама	1	1
353	бог есть	1	1
354	вместе с	7	1
355	так же	5	1
356	как это	1	1
357	за которым	1	1
358	то есть	21	1
359	еще с	1	1
360	в человеке	1	1
361	у нас	7	1
362	он говорит	2	1
363	для всякого	1	1
364	с такой	2	1
365	в одном	3	1
366	но я	1	1
367	а потом	3	1
368	в мир	2	1
369	по крайней	4	1
370	поскольку он	1	1
371	новых болезней	1	1
372	и всех	1	1
373	и смерти	1	1
374	с этой	2	1
375	и очень	1	1
376	раз и	2	1
377	нет никакого	3	1
378	любви и	4	1
379	в атмосфере	2	1
380	и чести	2	1
381	и нет	2	1
382	можно ли	1	1
383	с гордостью	1	1
384	людей а	1	1
385	ничего кроме	1	1
386	к ним	1	1
387	и другое	3	1
388	на котором	1	1
389	и остается	1	1
390	смысле и	1	1
391	и два	1	1
392	свою роль	1	1
393	людей от	1	1
394	и слишком	1	1
395	и от	1	1
396	в день	1	1
397	ее но	1	1
398	людям и	1	1
399	мира и	2	1
400	ничего не	2	1
401	человек и	2	1
402	того как	5	1
403	может быть	7	1
404	как она	1	1
405	конце концов	6	1
406	более всего	2	1
407	iv в	4	1
408	во всем	1	1
409	будто бы	5	1
410	и любовь	1	1
411	вот что	1	1
412	государство в	1	1
413	на него	2	1
414	но вот	1	1
415	уже и	2	1
416	как бог	1	1
417	человеческого общества	1	1
418	жизни в	4	1
419	человека что	1	1
420	хотели бы	1	1
421	о своем	2	1
422	кроме скуки	1	1
423	другой стороны	6	1
424	но часто	1	1
425	но все	4	1
426	людей но	4	1
427	в трех	2	1
428	к этому	2	1
429	его с	1	1
430	всем мире	1	1
431	в искусстве	1	1
432	и другие	3	1
433	в своих	1	1
434	это в	1	1
435	в противоположность	3	1
436	но к	1	1
437	им и	1	1
438	себя и	1	1
439	она не	1	1
440	в роли	2	1
441	они не	2	1
