N	2gram	Nazirov_Vr_1	Marksizm
190	и самый	1	1
191	в дневнике	4	1
192	его с	2	1
193	отражает и	1	1
194	это слово	1	1
195	в этот	3	1
196	и борьбы	1	1
197	характерно для	1	1
198	но при	1	1
199	действительно можно	1	1
200	не менее	2	1
201	в другую	1	1
202	только при	1	1
203	все это	4	1
204	то он	1	1
205	в ответ	1	1
206	только по	1	1
207	конкретных фактов	1	1
208	совершенно прав	1	1
209	было в	1	1
210	и вообще	1	1
211	указания на	1	1
212	помощью которых	1	1
213	этот вывод	1	1
214	к которому	1	1
215	потому что	1	1
216	важно как	1	1
217	дает нам	1	1
218	что эта	1	1
219	в условиях	1	1
220	с ним	4	1
221	не могли	1	1
222	от того	1	1
223	более всего	1	1
224	в составе	1	1
225	так в	2	1
226	в другой	1	1
227	в разные	1	1
228	ли не	1	1
229	то в	1	1
230	в это	2	1
231	этот процесс	1	1
232	по нашему	3	1
233	брата и	1	1
234	другие –	1	1
235	совсем не	1	1
236	себя на	1	1
237	остается за	1	1
238	же не	2	1
239	что ж	2	1
240	что же	1	1
241	этого не	1	1
242	одним лишь	1	1
243	времени а	1	1
244	литературу в	1	1
245	и выражение	1	1
246	в соответствии	1	1
247	но это	2	1
248	что им	1	1
249	во всей	1	1
250	его на	2	1
251	но вот	1	1
252	что слово	1	1
253	наше чувство	1	1
254	о которой	2	1
255	в нашей	2	1
256	было не	1	1
257	и я	1	1
258	и взял	1	1
259	людьми и	1	1
260	хотя и	1	1
261	к вопросу	1	1
262	свободой и	1	1
263	рассказ у	1	1
264	и какая	1	1
265	в стиле	1	1
266	соответствии с	1	1
267	и сам	1	1
268	проникнуть в	1	1
269	уже по	1	1
270	говорить об	1	1
271	во внимание	1	1
272	аналогично отношению	1	1
273	как в	1	1
274	как тот	1	1
275	в авторском	1	1
276	из этого	1	1
277	нет ничего	1	1
278	это и	1	1
279	в целом	1	1
280	можно говорить	1	1
281	несмотря на	4	1
282	человека и	1	1
283	слова часто	1	1
284	если в	1	1
285	него он	1	1
286	как он	1	1
287	и что	8	1
288	говорит о	1	1
289	во франции	1	1
290	каком направлении	1	1
291	нам уже	1	1
292	и повторяя	1	1
293	слова тем	1	1
294	речи достоевский	1	1
295	ясно что	1	1
296	к ним	2	1
297	его жизни	1	1
298	тем не	1	1
299	вопросу о	1	1
300	для правильного	1	1
301	не могло	1	1
302	уже не	2	1
303	как нам	1	1
304	в силу	1	1
305	не совсем	1	1
306	во время	2	1
307	для публики	1	1
308	другой стороны	1	1
309	себе не	1	1
310	всех этих	1	1
311	также что	1	1
312	ему и	1	1
313	которой он	1	1
314	этом отношении	1	1
315	совпадает с	1	1
316	в одном	1	1
317	у достоевского	4	1
318	как известно	1	1
319	не являются	1	1
320	также и	1	1
321	из своего	1	1
322	автора в	1	1
323	с большою	1	1
324	роль в	1	1
325	по всем	1	1
326	что уже	1	1
327	ему не	1	1
328	в духе	1	1
329	же в	2	1
330	нам не	1	1
331	русской литературе	3	1
332	однажды в	1	1
333	а следовательно	1	1
334	в них	2	1
335	к себе	2	1
336	заключается в	1	1
337	же на	1	1
338	него в	1	1
339	как же	2	1
340	на нее	1	1
341	из них	2	1
342	он как	1	1
343	такая же	1	1
344	человека в	3	1
345	в русской	3	1
346	еще в	1	1
347	полемика и	1	1
348	и явно	1	1
349	речь идет	3	1
350	приближается к	1	1
351	прямо в	1	1
352	может идти	1	1
