N	2gram	Vinokur_Ku_2	Formalny
228	языку как	1	2
229	он был	1	2
230	в широком	2	2
231	столь же	1	2
232	как таковая	1	2
233	но не	6	2
234	но как	1	2
235	а только	3	2
236	очевидно что	2	2
237	отношение к	1	2
238	отличие от	2	2
239	ни одна	1	2
240	к сожалению	1	2
241	самое понятие	1	2
242	что именно	1	2
243	перед нами	4	2
244	кроме того	1	2
245	языка не	2	2
246	то в	1	2
247	в которой	1	2
248	уже в	3	2
249	речи но	2	2
250	борьбы с	1	2
251	же это	1	2
252	состоит в	2	2
253	широком смысле	4	2
254	и более	2	2
255	языком и	1	2
256	приходим к	1	2
257	и по	3	2
258	на этом	3	2
259	то ни	1	2
260	борьбы и	1	2
261	том случае	2	2
262	для нее	1	2
263	должен был	1	2
264	и тем	5	2
265	бы совершенно	1	2
266	ни в	4	2
267	само собою	1	2
268	место и	1	2
269	становится и	1	2
270	функции его	1	2
271	должно быть	4	2
272	смысл и	3	2
273	том что	11	2
274	нужно было	1	2
275	в этих	1	2
276	не так	1	2
277	мы приходим	1	2
278	что о	1	2
279	установка на	2	2
280	в отличие	2	2
281	их в	1	2
282	тому чтобы	1	2
283	для этого	3	2
284	даже в	1	2
285	тому что	1	2
286	она не	2	2
287	тем самым	2	2
288	что эта	2	2
289	самого начала	1	2
290	не имеет	4	2
291	для всего	1	2
292	находится в	1	2
293	никогда не	2	2
294	на котором	1	2
295	на язык	1	2
296	слова как	3	2
297	всего в	3	2
298	что на	4	2
299	если же	1	2
300	поставить вопрос	2	2
301	и это	3	2
302	тем и	1	2
303	и о	4	2
304	языка характерна	1	2
305	в ее	1	2
306	грамматических форм	3	2
307	и от	2	2
308	с самого	1	2
309	приводит к	5	2
310	пусть и	1	2
311	и иные	1	2
312	подойти к	1	2
313	мы в	2	2
314	в эпоху	1	2
315	понимании этого	1	2
316	в виду	3	2
317	между тем	6	2
318	языковой системы	1	2
319	отметить что	1	2
320	это не	6	2
321	от этих	1	2
322	языка мы	1	2
323	этом смысле	5	2
324	один из	5	2
325	с ними	2	2
326	этот вопрос	6	2
327	или же	2	2
328	здесь с	1	2
329	не будет	1	2
330	потому что	25	2
331	в качестве	8	2
332	же и	2	2
333	вопроса о	6	2
334	в школе	1	2
335	или даже	1	2
336	языка но	3	2
337	в котором	1	2
338	сами по	1	2
339	в конце	4	2
340	убедимся что	1	2
341	слово как	1	2
342	не просто	2	2
343	смысла и	2	2
344	это положение	2	2
345	со стороны	4	2
346	говорим о	2	2
347	основная тенденция	1	2
348	язык в	2	2
349	а именно	2	2
350	в каких	1	2
351	в предисловии	1	2
352	между ними	1	2
353	что для	2	2
354	превращается в	2	2
355	такового в	1	2
356	до конца	3	2
357	конце концов	3	2
358	не языку	1	2
359	все более	1	2
360	ни на	2	2
361	как это	5	2
362	становится в	1	2
363	предисловии к	1	2
364	в той	2	2
365	языка то	1	2
366	как например	1	2
367	но это	3	2
368	в чем	1	2
369	а все	1	2
370	поскольку он	1	2
371	в целях	2	2
372	слово в	1	2
373	сказать что	4	2
374	поэзии как	1	2
375	в искусстве	1	2
376	и другие	1	2
377	именно здесь	1	2
378	смысле что	1	2
379	это неверно	1	1
380	литературы а	1	1
381	к организации	1	1
382	с утверждением	1	1
383	языка с	1	1
384	практическое значение	1	1
385	совершенно справедливо	1	1
386	разрешения этой	1	1
387	того же	3	1
388	и без	1	1
389	утверждение что	1	1
390	лучше в	1	1
391	пишет он	2	1
392	на деле	1	1
393	показать что	1	1
394	что слово	3	1
395	п все	1	1
396	это доказывает	1	1
397	противном случае	1	1
398	ведь и	1	1
399	все те	1	1
400	объясняется и	1	1
401	и должен	1	1
402	которыми он	1	1
403	той же	2	1
404	есть не	1	1
405	конструкции на	1	1
406	мы имеем	5	1
407	словами в	1	1
408	что если	2	1
409	ораторская речь	1	1
410	превратилась в	1	1
411	и новые	1	1
412	нам в	1	1
413	на эти	1	1
414	что иное	1	1
415	с грамматическими	1	1
416	почти исключительно	1	1
417	которое не	1	1
418	как эта	1	1
419	но даже	2	1
420	конечно и	2	1
421	как не	3	1
422	же что	1	1
423	себе что	1	1
424	без всякого	1	1
425	меньшей степени	3	1
426	иное как	1	1
427	на их	1	1
428	время в	1	1
429	бы то	1	1
430	языке смысл	1	1
431	но конечно	1	1
432	словами как	1	1
433	ясным когда	1	1
434	отказ от	2	1
435	то он	1	1
436	они имеют	2	1
437	мы будем	2	1
438	не говорят	3	1
439	в противоречии	1	1
440	русского языка	4	1
441	только тогда	1	1
442	не дают	1	1
443	или иное	3	1
444	эти новые	1	1
445	общего с	1	1
446	как звук	1	1
447	дает нам	2	1
448	значение его	1	1
449	в своем	2	1
450	более и	1	1
451	в противном	1	1
452	и где	2	1
453	и есть	2	1
454	языке не	2	1
455	не выполняет	1	1
456	в круг	1	1
457	даже просто	1	1
458	в действительности	1	1
459	это определение	2	1
460	то убедимся	1	1
461	за собой	2	1
462	от чего	1	1
463	помощью которого	1	1
464	в литературном	1	1
465	бы сказать	2	1
466	так или	2	1
467	же слово	1	1
468	чуть ли	1	1
469	в нашем	7	1
470	речи на	2	1
471	которые в	1	1
472	отсутствии в	1	1
473	выражение в	3	1
474	что к	1	1
475	но он	1	1
476	удельный вес	1	1
477	на то	4	1
478	доказывать что	1	1
479	дальше и	1	1
480	не могла	1	1
481	ли нужно	2	1
482	роли в	1	1
483	самая постановка	1	1
484	больше всего	1	1
485	связанные с	2	1
486	язык отличается	1	1
487	тем не	6	1
488	эта система	1	1
489	они в	1	1
490	и еще	2	1
491	он должен	1	1
492	в узком	4	1
493	в принципе	1	1
494	к одному	1	1
495	речи в	6	1
496	и которые	1	1
497	том чтобы	1	1
498	особенно ясно	1	1
499	характерное для	2	1
500	свою силу	1	1
501	какой бы	1	1
502	и выражения	2	1
503	именно это	1	1
504	языком в	1	1
505	этом последнем	1	1
506	каким образом	1	1
507	смысле в	1	1
508	могла бы	2	1
509	укладываются в	1	1
510	в другом	2	1
511	связанных с	1	1
512	то только	2	1
513	каковы будут	1	1
514	в виде	1	1
515	сущности не	1	1
516	самом широком	1	1
517	сказать в	1	1
518	который и	1	1
519	конструкции то	1	1
520	е уже	1	1
521	элементы не	1	1
522	и основные	1	1
523	например с	1	1
524	кажется что	1	1
525	в них	4	1
526	языка для	1	1
527	рядом с	2	1
528	случае мы	1	1
529	все равно	2	1
530	и вне	1	1
531	в данном	4	1
532	нужно доказывать	1	1
533	оно имеет	1	1
534	книге о	1	1
535	чем в	3	1
536	ведет к	1	1
537	языкового творчества	3	1
538	и некоторые	1	1
539	этой области	4	1
540	и иное	1	1
541	литература и	2	1
542	и при	1	1
543	ссылки на	1	1
544	выступает на	1	1
545	уже несколько	1	1
546	лежат в	1	1
547	если можно	2	1
548	новый язык	1	1
549	языке но	1	1
550	смысле то	1	1
551	знаем что	3	1
552	теперь как	1	1
553	все они	2	1
554	вопрос о	9	1
555	нельзя было	2	1
556	эта не	4	1
557	творчества и	1	1
558	и торжественно	1	1
559	по крайней	6	1
560	борьбу с	1	1
561	на такое	1	1
562	как от	1	1
563	не должно	2	1
564	бы быть	1	1
565	не для	1	1
566	же такое	1	1
567	и вся	1	1
568	если и	3	1
569	случае в	1	1
570	вещи не	1	1
571	указаний на	1	1
572	не менее	7	1
573	не раз	1	1
574	а а	1	1
575	о значении	2	1
576	дело в	1	1
577	только из	1	1
578	образами можно	1	1
579	и именно	1	1
580	взглянуть на	2	1
581	иметь в	2	1
582	к такому	1	1
583	в структуре	1	1
584	и прочие	2	1
585	тем чем	1	1
586	особенностях языка	1	1
587	вследствие того	1	1
588	явление в	1	1
589	поэзии не	1	1
590	в русском	10	1
591	на те	1	1
592	типичными для	1	1
593	п в	3	1
594	во всем	1	1
595	говорить лишь	1	1
596	далеко не	1	1
597	словесная оболочка	1	1
598	языка которые	1	1
599	только с	1	1
600	так то	1	1
601	как будто	2	1
602	можем говорить	1	1
603	фактов и	1	1
604	у нас	12	1
605	уже о	3	1
606	и такие	1	1
607	ли не	2	1
608	как только	1	1
609	отличается от	3	1
610	так называемого	1	1
611	к речи	1	1
612	слова с	1	1
613	в каждом	1	1
614	бы дело	1	1
615	творчества не	1	1
616	подчеркнуть что	1	1
617	ничего общего	1	1
618	для образования	1	1
619	должен быть	5	1
620	же совершенно	1	1
621	этой своей	1	1
622	своим языком	1	1
623	слово по	1	1
624	самого по	1	1
625	свою очередь	2	1
626	говоря уже	2	1
627	некоторые другие	1	1
628	данном случае	2	1
629	характер и	2	1
630	то или	3	1
631	ее элементы	1	1
632	уже с	1	1
633	первого же	2	1
634	только то	1	1
635	уйти от	1	1
636	обращаясь к	1	1
637	например о	1	1
638	то как	1	1
639	можно было	9	1
640	статьи л	1	1
641	те же	3	1
642	ясно что	5	1
643	какой они	1	1
644	в плоскости	2	1
645	во многом	1	1
646	самого понятия	1	1
647	в научном	1	1
648	к вопросам	1	1
649	когда в	2	1
650	именно этот	2	1
651	это только	2	1
652	языка та	1	1
653	ли и	1	1
654	на них	1	1
655	отрицать что	1	1
656	к языку	1	1
657	можно сказать	4	1
658	образом в	2	1
659	только потому	8	1
660	из основных	1	1
661	слова из	1	1
662	становится только	1	1
663	вот почему	3	1
664	это влияние	1	1
665	о том	1	1
666	то во	1	1
667	настоящее время	1	1
668	значение имеют	1	1
669	до сих	1	1
670	с одной	2	1
671	иное значение	1	1
672	это даже	1	1
673	аналогии с	3	1
674	звуков в	1	1
675	всего можно	1	1
676	вопросу о	3	1
677	том или	1	1
678	вся эта	2	1
679	на дело	1	1
680	и под	1	1
681	и методов	1	1
682	в форме	3	1
683	лишь к	1	1
684	крайней мере	6	1
685	этого периода	1	1
686	слов и	2	1
687	и смысл	1	1
688	и следовательно	2	1
689	может иметь	1	1
690	самое выражение	1	1
691	и следует	1	1
692	следовательно в	1	1
693	большей или	3	1
694	в современной	2	1
695	в большей	3	1
696	статье к	1	1
697	фабула и	1	1
698	или меньшей	3	1
699	задачу и	1	1
700	и дело	1	1
701	тот же	5	1
702	на сцену	1	1
703	языка на	1	1
704	что даже	1	1
705	в себе	1	1
706	бы отрицать	1	1
707	его? на	1	1
708	правда и	1	1
709	и раньше	1	1
710	характерное явление	1	1
711	их не	2	1
712	от них	1	1
713	итак все	1	1
714	характерной для	1	1
715	так что	1	1
716	что язык	1	1
717	конечно не	2	1
718	указания на	2	1
719	примеры из	1	1
720	есть проблема	1	1
721	так называемый	1	1
722	речь в	5	1
723	отличны от	1	1
724	не сам	1	1
725	был бы	2	1
726	речи может	1	1
727	как некоторое	2	1
728	ведь это	1	1
729	наука о	1	1
730	носит характер	2	1
731	ее не	1	1
732	к ним	1	1
733	но что	2	1
734	или ином	1	1
735	речи нет	1	1
736	так легко	1	1
737	этого понятия	1	1
738	нет в	1	1
739	сама по	1	1
740	языка вот	1	1
741	воспринимается на	3	1
742	типична для	1	1
743	или иначе	3	1
744	сюда же	2	1
745	речи а	3	1
746	в свою	2	1
747	являются лишь	1	1
748	имеет место	1	1
749	е то	1	1
750	исходит из	1	1
751	социальной жизни	1	1
752	всякое слово	1	1
753	а на	2	1
754	на этот	2	1
755	здесь дело	1	1
756	поскольку она	1	1
757	здесь эта	1	1
758	не на	2	1
759	здесь были	1	1
760	и непосредственно	1	1
761	языку а	1	1
762	характерно здесь	1	1
763	ставят себе	1	1
764	если не	1	1
765	в речи	6	1
766	связь с	1	1
767	несколько ближе	1	1
768	функции и	1	1
769	так же	4	1
770	он уже	2	1
771	представляются уже	1	1
772	языка именно	1	1
773	sui generis	2	1
774	и приобретает	1	1
775	а так	1	1
776	одной стороны	1	1
777	для обозначения	2	1
778	а если	2	1
779	лингвистики и	1	1
780	такого рода	1	1
781	здесь слово	1	1
782	смысле этого	2	1
783	пишет в	1	1
784	нашего анализа	1	1
785	это различие	1	1
786	и там	1	1
787	факты и	1	1
788	не что	1	1
789	да и	6	1
790	и следующий	1	1
791	материал для	2	1
792	этого слова	5	1
793	этом случае	2	1
794	той мере	1	1
795	сих пор	1	1
796	влечет за	1	1
797	новые и	1	1
798	но для	3	1
799	здесь следует	2	1
800	должны быть	2	1
801	виду что	1	1
802	к вопросу	3	1
803	это отличие	1	1
804	в книге	1	1
805	фразы и	1	1
806	форма слова	1	1
807	вот его	1	1
808	узком смысле	2	1
809	в настоящее	1	1
810	чтобы понять	2	1
811	не встречается	1	1
812	уже как	1	1
813	который является	1	1
814	для нас	4	1
815	целый ряд	5	1
816	с языком	1	1
817	становится тем	1	1
818	статья в	1	1
819	мы должны	2	1
820	язык не	2	1
821	несмотря на	5	1
822	или не	1	1
823	же в	3	1
824	лежит в	1	1
825	но оно	2	1
826	е в	1	1
827	статья эта	1	1
828	его к	2	1
829	одной из	1	1
830	нам не	2	1
831	не своим	1	1
832	это все	1	1
833	не говоря	2	1
834	отношением к	1	1
835	только как	2	1
836	самого языка	2	1
837	можно утверждать	1	1
838	мере в	1	1
839	только о	2	1
840	образом они	1	1
841	слово становится	1	1
842	в каком	4	1
843	ли они	1	1
844	не здесь	1	1
845	но эти	1	1
846	как на	1	1
847	случае если	2	1
848	в своих	2	1
849	гораздо более	3	1
850	этот также	1	1
851	которая не	1	1
