N	2gram	Propp_Morf_1	KulturaY
230	в то	3	2
231	не имеет	2	2
232	ничего не	4	2
233	чтобы в	1	2
234	дело не	2	2
235	е не	1	2
236	не является	3	2
237	не могут	4	2
238	когда мы	1	2
239	ли в	1	2
240	таких слов	1	2
241	если мы	5	2
242	в собственном	3	2
243	действия и	1	2
244	когда в	1	2
245	о котором	1	2
246	одно из	1	2
247	ними и	1	2
248	прав он	1	2
249	е о	1	2
250	это было	3	2
251	во втором	3	2
252	должны быть	1	2
253	а именно	1	2
254	как например	2	2
255	но с	1	2
256	д и	1	2
257	чтобы получить	1	2
258	в большинстве	3	2
259	а то	3	2
260	наука о	2	2
261	здесь как	1	2
262	это по	1	2
263	были бы	1	2
264	в каком	2	2
265	на этот	1	2
266	которые можно	1	2
267	а на	3	2
268	значение или	1	2
269	так называемой	1	2
270	о чем	1	2
271	не всегда	9	2
272	в это	1	2
273	в иных	4	2
274	на эту	1	2
275	с этой	1	2
276	этом случае	8	2
277	видно что	1	2
278	между прочим	1	2
279	и для	2	2
280	этих случаях	11	2
281	случаях когда	2	2
282	или в	4	2
283	для нас	2	2
284	и все	1	2
285	лишь как	1	2
286	пришлось бы	1	2
287	бы на	1	2
288	но вот	2	2
289	между ними	1	2
290	в последнем	2	2
291	в свое	2	2
292	ее в	1	2
293	после чего	2	2
294	смысле слова	4	1
295	вряд ли	2	1
296	лишь после	2	1
297	связана с	3	1
298	увидим ниже	5	1
299	утверждение что	1	1
300	тех же	4	1
301	и должны	1	1
302	показать что	4	1
303	из самых	1	1
304	явления и	1	1
305	ту же	2	1
306	есть категория	1	1
307	из его	2	1
308	почти всегда	1	1
309	она все	1	1
310	как выше	1	1
311	противном случае	1	1
312	ведь и	1	1
313	отсюда для	1	1
314	собственном смысле	3	1
315	и этот	1	1
316	о так	1	1
317	его не	1	1
318	языке нет	1	1
319	не приходится	1	1
320	большую роль	1	1
321	ответить на	1	1
322	приводят к	1	1
323	есть нечто	3	1
324	которыми она	1	1
325	так чтобы	1	1
326	говорить о	3	1
327	вместо того	1	1
328	к началу	4	1
329	и со	1	1
330	е все	1	1
331	это время	1	1
332	в различных	2	1
333	тем как	1	1
334	учреждений и	1	1
335	в быту	1	1
336	во первых	1	1
337	сказки и	3	1
338	на чужих	1	1
339	отношение к	1	1
340	отличие от	1	1
341	она есть	1	1
342	это или	1	1
343	которые не	1	1
344	не умещается	1	1
345	имеют целью	1	1
346	в одной	1	1
347	или вообще	1	1
348	же с	1	1
349	только об	1	1
350	показать наличность	1	1
351	на лбу	1	1
352	пр а	2	1
353	что ее	1	1
354	предметы и	1	1
355	помнить что	1	1
356	в противном	1	1
357	перед нами	10	1
358	и где	1	1
359	вопросом о	1	1
360	по пути	1	1
361	следующим образом	3	1
362	иными средствами	1	1
363	мы получаем	2	1
364	в чем	1	1
365	в нашем	3	1
366	бы не	1	1
367	быть распределены	1	1
368	характере этого	1	1
369	ii и	1	1
370	имеем в	6	1
371	но на	1	1
372	а вовсе	1	1
373	но прежде	1	1
374	чтобы овладеть	1	1
375	или очень	2	1
376	все другие	1	1
377	на новые	2	1
378	момента в	1	1
379	не значит	2	1
380	д это	1	1
381	чего следует	2	1
382	он должен	2	1
383	от учителей	1	1
384	он пользуется	1	1
385	и вот	1	1
386	вообще не	1	1
387	необходимо для	1	1
388	д все	2	1
389	приходим к	2	1
390	и по	2	1
391	на этом	3	1
392	лишь с	2	1
393	прежде чем	3	1
394	или иных	1	1
395	одно и	1	1
396	по происхождению	1	1
397	то ни	3	1
398	же не	1	1
399	связанные с	1	1
400	в совершенно	1	1
401	конечно в	1	1
402	том случае	1	1
403	об этом	4	1
404	может возникнуть	1	1
405	них не	1	1
406	разница между	1	1
407	на все	1	1
408	раз при	1	1
409	в данной	1	1
410	деле в	1	1
411	и иных	2	1
412	то все	1	1
413	лишь на	2	1
414	они по	1	1
415	чаще всего	7	1
416	известным образом	1	1
417	лет в	1	1
418	о характере	2	1
419	нет в	1	1
420	далеко не	5	1
421	но морфологически	1	1
422	здесь можно	3	1
423	об обмане	1	1
424	увидим как	1	1
425	в научной	1	1
426	на первый	3	1
427	не выдерживает	1	1
428	в ходе	4	1
429	простейший случай	1	1
430	эта черта	1	1
431	мы приходим	2	1
432	наших дней	2	1
433	что элементы	1	1
434	оказывается что	1	1
435	таких случаях	2	1
436	вопрос на	1	1
437	точку зрения	1	1
438	ряда других	1	1
439	но это	6	1
440	но он	1	1
441	но во	1	1
442	особую функцию	1	1
443	но они	1	1
444	явление мы	1	1
445	однако в	2	1
446	что этот	1	1
447	что например	1	1
448	сам он	3	1
449	не исчерпывают	1	1
450	из одной	1	1
451	и притом	1	1
452	должен решаться	1	1
453	поступки героев	1	1
454	иметь в	1	1
455	это еще	1	1
456	для данной	1	1
457	рассматривать как	1	1
458	дело в	1	1
459	не достигается	1	1
460	одна из	4	1
461	вывод который	1	1
462	действительно в	1	1
463	она имеет	1	1
464	говорить лишь	1	1
465	как не	1	1
466	тех или	1	1
467	как будто	2	1
468	может и	1	1
469	тяготеют к	1	1
470	сравнить с	1	1
471	этот закон	1	1
472	сам остается	1	1
473	такие же	1	1
474	и далее	1	1
475	является то	1	1
476	один раз	1	1
477	он называет	1	1
478	могут быть	16	1
479	сомневаться в	1	1
480	о происхождении	2	1
481	в наши	1	1
482	они и	3	1
483	всегда так	1	1
484	в самых	2	1
485	в особую	1	1
486	разряд а	1	1
487	ничего общего	1	1
488	в настоящее	3	1
489	как мы	6	1
490	без всякого	2	1
491	совершенно ясно	1	1
492	все содержание	1	1
493	на той	2	1
494	собственно не	1	1
495	и когда	1	1
496	если они	2	1
497	о тех	1	1
498	с известными	1	1
499	оно также	1	1
500	раз он	1	1
501	мог бы	1	1
502	имеется в	3	1
503	в последней	1	1
504	с этого	2	1
505	даже не	3	1
506	находится в	1	1
507	во избежание	1	1
508	момент в	1	1
509	то во	1	1
510	настоящее время	3	1
511	после того	1	1
512	очень многое	3	1
513	а также	4	1
514	выбор и	1	1
515	во всех	4	1
516	свист и	1	1
517	и хорошо	1	1
518	помимо того	1	1
519	этом и	1	1
520	как его	1	1
521	в форме	6	1
522	лишь к	1	1
523	целого а	1	1
524	изучения но	1	1
525	приемов и	1	1
526	из моментов	1	1
527	научной литературе	1	1
528	если это	3	1
529	в него	1	1
530	в лице	1	1
531	сюда относится	1	1
532	что здесь	1	1
533	следует ли	1	1
534	сразу же	2	1
535	мы получим	1	1
536	совсем не	3	1
537	важное значение	1	1
538	это необходимо	1	1
539	этот вопрос	2	1
540	дело с	1	1
541	что даже	1	1
542	что новые	1	1
543	или же	6	1
544	с одной	1	1
545	в эти	1	1
546	до наших	2	1
547	рассматриваться как	2	1
548	можно установить	1	1
549	многое не	1	1
550	и у	1	1
551	вопроса о	1	1
552	себя в	1	1
553	только на	1	1
554	себя и	2	1
555	обстоит дело	1	1
556	в нашей	1	1
557	действующего лица	1	1
558	по законам	1	1
559	ее из	2	1
560	для сравнения	1	1
561	не дает	1	1
562	большинстве случаев	3	1
563	постановка вопроса	1	1
564	связывается с	2	1
565	его и	2	1
566	д словом	1	1
567	их как	2	1
568	которые в	1	1
569	не так	1	1
570	для него	1	1
571	и их	2	1
572	могло бы	1	1
573	мы находим	1	1
574	мы можем	2	1
575	история науки	1	1
576	как такового	1	1
577	их по	3	1
578	от того	3	1
579	в других	3	1
580	другой и	1	1
581	одной стороны	1	1
582	без всякой	2	1
583	живой и	2	1
584	сюда же	3	1
585	после смерти	1	1
586	не прав	1	1
587	как же	2	1
588	перед ним	1	1
589	однако что	1	1
590	несколько случаев	1	1
591	в россии	2	1
592	от другого	2	1
593	здесь действительно	1	1
594	в некоторых	3	1
595	что им	1	1
596	а сам	1	1
597	из наиболее	1	1
598	жизни языка	1	1
599	однако и	1	1
600	что несмотря	1	1
601	а ведь	1	1
602	совершенно одинаково	1	1
603	пр и	2	1
604	в подобных	1	1
605	то она	1	1
606	но как	2	1
607	так называемых	2	1
608	же относится	1	1
609	все более	1	1
610	или что-либо	1	1
611	но кроме	1	1
612	к другой	1	1
613	что именно	1	1
614	данный момент	1	1
615	по своему	2	1
616	предположить что	1	1
617	первоначальном виде	1	1
618	это делается	1	1
619	что за	1	1
620	существу не	1	1
621	наряду с	5	1
622	здесь несомненно	1	1
623	громким голосом	1	1
624	самого себя	2	1
625	узнает в	1	1
626	из этой	1	1
627	многих других	1	1
628	это значит	1	1
629	которым он	1	1
630	дело совсем	1	1
631	действительно не	1	1
632	к следующему	1	1
633	и там	1	1
634	или другого	1	1
635	только о	1	1
636	весь этот	1	1
637	еще раз	1	1
638	какие же	1	1
639	его в	2	1
640	раз обратное	1	1
641	ряду с	1	1
642	что мы	2	1
643	только для	1	1
644	о его	1	1
645	и таким	2	1
646	в начале	3	1
647	точно и	1	1
648	но для	2	1
649	кроме того	1	1
650	ниже мы	2	1
651	с большой	1	1
652	это уже	3	1
653	отношение между	1	1
654	это можно	1	1
655	собственно говоря	1	1
656	что некоторые	2	1
657	иное чем	3	1
658	или нет	2	1
659	чтобы его	2	1
660	главным образом	4	1
661	особого внимания	1	1
662	только что	2	1
663	всей совокупности	1	1
664	например на	1	1
665	очень редко	1	1
666	является его	1	1
667	имеет целью	1	1
668	не знает	1	1
669	сказать что	2	1
670	для каждой	2	1
671	совершенно не	1	1
672	в точности	3	1
673	с такой	1	1
674	первом случае	3	1
675	есть и	4	1
676	та же	2	1
677	который в	2	1
678	на своем	1	1
679	но эти	1	1
680	также не	1	1
681	случае если	1	1
682	к этому	3	1
683	точно так	1	1
