N	2gram	Vinokur_St_1	Myshleni
298	у него	2	2
299	случае не	2	2
300	которые могут	1	2
301	в каком	3	2
302	и тех	1	2
303	с той	1	2
304	а с	3	2
305	показывает что	1	2
306	прежде всего	7	2
307	также с	1	2
308	нашей точки	1	2
309	если не	2	2
310	виде в	1	2
311	вопросе о	1	2
312	стадию в	1	2
313	в данном	14	2
314	целом ряде	1	2
315	что это	4	2
316	на которое	2	2
317	том смысле	2	2
318	даже в	3	2
319	в начале	3	2
320	числе и	2	2
321	но для	2	2
322	от той	1	2
323	которая в	1	2
324	в настоящее	1	2
325	а в	17	2
326	не знает	2	2
327	на более	1	2
328	в свое	2	2
329	это в	4	2
330	который не	2	2
331	в таком	3	2
332	том числе	2	2
333	они не	1	2
334	является вообще	1	1
335	например в	8	1
336	вот по	1	1
337	на самом	6	1
338	тех же	1	1
339	и есть	1	1
340	ii и	2	1
341	на две	1	1
342	в зависимости	1	1
343	которыми он	2	1
344	его не	1	1
345	а как	2	1
346	который в	1	1
347	самые разнообразные	1	1
348	мы не	2	1
349	всех его	1	1
350	вопрос о	4	1
351	оба эти	2	1
352	из сказанного	1	1
353	так чтобы	1	1
354	время как	2	1
355	совпадает с	2	1
356	говорить о	2	1
357	часто повторяющиеся	1	1
358	я не	7	1
359	но даже	1	1
360	что оба	1	1
361	когда речь	2	1
362	же мере	1	1
363	ответа на	2	1
364	быть в	2	1
365	последовательности и	2	1
366	бы то	1	1
367	во всех	8	1
368	мысль что	1	1
369	не исчерпываются	1	1
370	как правило	2	1
371	совсем не	2	1
372	не все	3	1
373	если в	2	1
374	по отношению	3	1
375	следующий случай	1	1
376	друг от	1	1
377	большое значение	2	1
378	и я	3	1
379	общего с	3	1
380	что именно	1	1
381	что касается	3	1
382	можно сделать	1	1
383	то в	3	1
384	но эта	1	1
385	и напрасно	1	1
386	идет лишь	1	1
387	меньшей мере	3	1
388	а во-вторых	1	1
389	зрения задач	1	1
390	чуть ли	2	1
391	бы не	2	1
392	не оставляет	1	1
393	является то	1	1
394	для известного	1	1
395	но на	2	1
396	строгой и	1	1
397	а вовсе	1	1
398	замечаниях но	1	1
399	задний план	3	1
400	связанные с	3	1
401	в статье	7	1
402	по какому	1	1
403	он не	2	1
404	школой в	1	1
405	в первой	12	1
406	одно целое	1	1
407	с несомненностью	1	1
408	он должен	2	1
409	как увидим	1	1
410	не хотел	1	1
411	ни были	2	1
412	в плане	1	1
413	отделены друг	1	1
414	приходим к	1	1
415	смысле как	1	1
416	и по	5	1
417	без исключения	1	1
418	что она	4	1
419	но все	4	1
420	бы они	1	1
421	в одну	1	1
422	то ни	1	1
423	том случае	1	1
424	являются для	1	1
425	а по	1	1
426	с целью	1	1
427	его личности	1	1
428	мы на	1	1
429	то все	1	1
430	известно что	1	1
431	всю свою	1	1
432	должен был	2	1
433	для них	1	1
434	он является	1	1
435	этот раз	2	1
436	о которых	1	1
437	оно существует	1	1
438	оснований в	1	1
439	которые с	1	1
440	не всегда	2	1
441	во внимание	1	1
442	которой он	1	1
443	более ранней	1	1
444	и было	1	1
445	не больше	1	1
446	совсем недавно	1	1
447	имеет ничего	2	1
448	и сейчас	4	1
449	меняет свое	1	1
450	нас не	1	1
451	в такой	2	1
452	это делает	1	1
453	почти не	1	1
454	оказывается для	1	1
455	рядом других	1	1
456	не столько	1	1
457	полная несостоятельность	1	1
458	представление о	4	1
459	не как	1	1
460	в которых	5	1
461	путем в	1	1
462	бы мы	2	1
463	своего рода	3	1
464	всякий раз	2	1
465	должны были	1	1
466	значение для	1	1
467	в одном	1	1
468	точку зрения	3	1
469	невозможные с	1	1
470	но он	2	1
471	иным как	1	1
472	тем не	2	1
473	доказывает что	1	1
474	и наоборот	1	1
475	о значении	3	1
476	и таким	1	1
477	заглянуть в	1	1
478	по себе	1	1
479	этом не	1	1
480	наших глазах	2	1
481	случае в	4	1
482	вплоть до	5	1
483	в таких	1	1
484	реже и	1	1
485	и другое	1	1
486	в то	9	1
487	как о	2	1
488	что их	1	1
489	и притом	1	1
490	на него	2	1
491	опираться на	1	1
492	значение этого	1	1
493	эти ошибки	1	1
494	вытекает из	2	1
495	казалось бы	1	1
496	на язык	1	1
497	ничего не	2	1
498	в разных	1	1
499	принципу и	1	1
500	больше чем	2	1
501	это то	1	1
502	имеем дело	2	1
503	этих двух	3	1
504	и лишь	1	1
505	педагогом и	1	1
506	есть такой	1	1
507	своей задачей	1	1
508	и после	1	1
509	убедиться в	2	1
510	так например	7	1
511	бы по	1	1
512	вопрос в	3	1
513	о чем-то	1	1
514	существуют в	1	1
515	считать что	1	1
516	только с	2	1
517	что нельзя	1	1
518	том отношении	4	1
519	у нас	11	1
520	в момент	1	1
521	уже о	5	1
522	относиться к	1	1
523	вся разница	1	1
524	и другим	1	1
525	которым в	1	1
526	слова с	1	1
527	теории в	1	1
528	никакого сомнения	3	1
529	делом в	1	1
530	и черты	1	1
531	для себя	3	1
532	на вопрос	4	1
533	от друга	1	1
534	еще более	4	1
535	говоря уже	1	1
536	и та	1	1
537	без всякого	2	1
538	то время	2	1
539	говорит об	2	1
540	они ни	1	1
541	последнее время	1	1
542	только то	1	1
543	с самого	1	1
544	непосредственно вытекает	1	1
545	так в	1	1
546	причем в	1	1
547	и сам	2	1
548	было в	1	1
549	мог бы	1	1
550	на которую	1	1
551	в научном	1	1
552	том как	4	1
553	еще и	2	1
554	поэтому в	3	1
555	общие и	1	1
556	для этого	2	1
557	этот таинственный	1	1
558	мы вправе	1	1
559	образом в	1	1
560	из других	1	1
561	автора к	1	1
562	о нем	1	1
563	при котором	1	1
564	в глаза	1	1
565	после того	1	1
566	с того	1	1
567	можно сказать	1	1
568	все его	1	1
569	на ее	1	1
570	указывает в	3	1
571	нуждается в	1	1
572	которому в	1	1
573	в форме	1	1
574	именно такое	2	1
575	того в	1	1
576	также в	2	1
577	более высоким	1	1
578	если это	3	1
579	является результатом	1	1
580	указывает что	1	1
581	думаю что	5	1
582	на которой	2	1
583	что только	1	1
584	только у	2	1
585	приведенных выше	1	1
586	дело с	2	1
587	положение в	1	1
588	должен быть	3	1
589	которое должно	1	1
590	и так	3	1
591	одних и	1	1
592	в во	1	1
593	по этому	3	1
594	невозможно по	1	1
595	же и	4	1
596	оказывается в	2	1
597	по моему	1	1
598	вмешательством в	2	1
599	уже не	1	1
600	указания на	1	1
601	ошибки в	1	1
602	каким образом	1	1
603	я думаю	11	1
604	больше и	1	1
605	одно из	2	1
606	и их	2	1
607	тогда он	1	1
608	на глаза	1	1
609	в конце	3	1
610	чтобы она	1	1
611	можно с	1	1
612	никаких особых	1	1
613	далее в	2	1
614	бы все	3	1
615	как раз	4	1
616	отношении что	2	1
617	и делает	1	1
618	в других	2	1
619	основную форму	1	1
620	указание на	1	1
621	даже и	2	1
622	из двух	3	1
623	без всякой	3	1
624	и даже	5	1
625	даже не	4	1
626	и обратно	1	1
627	не отделены	1	1
628	говорим о	1	1
629	которая по	1	1
630	быть даже	1	1
631	с другим	1	1
632	до сих	7	1
633	здесь в	1	1
634	больше того	1	1
635	чем он	1	1
636	в представлении	2	1
637	на чем	1	1
638	обобщения а	1	1
639	что не	3	1
640	естественно что	1	1
641	связано с	1	1
642	не на	1	1
643	однако и	2	1
644	его собственной	2	1
645	то здесь	1	1
646	и историческими	1	1
647	не видит	1	1
648	эти особенности	1	1
649	нет никаких	2	1
650	является его	1	1
651	на который	2	1
652	общее правило	1	1
653	ни на	2	1
654	знакомства с	1	1
655	и потому	2	1
656	с которыми	2	1
657	мы говорим	1	1
658	тот факт	1	1
659	всей полноте	1	1
660	из которых	1	1
661	недавно в	1	1
662	основных положений	1	1
663	обратил внимание	1	1
664	конечно не	2	1
665	о чем	1	1
666	настоящем смысле	1	1
667	видит в	1	1
668	а если	2	1
669	которые являются	1	1
670	той и	1	1
671	в течение	1	1
672	в тех	3	1
673	вопроса в	2	1
674	критики и	1	1
675	получает свое	1	1
676	быть не	1	1
677	эти вопросы	3	1
678	при совершенно	1	1
679	сих пор	7	1
680	но это	6	1
681	все это	5	1
682	в так	1	1
683	это явление	2	1
684	указать на	1	1
685	тем и	1	1
686	не существует	3	1
687	что там	2	1
688	эта ошибка	1	1
689	основе этой	1	1
690	себя на	1	1
691	или в	1	1
692	о котором	2	1
693	нас нет	7	1
694	хотя и	1	1
695	у них	1	1
696	тем более	4	1
697	вообще в	1	1
698	конце концов	1	1
699	зрения в	2	1
700	сомнению что	1	1
701	знака в	2	1
702	отношении к	1	1
703	начале своего	1	1
704	в целях	1	1
705	простым и	1	1
706	в период	1	1
707	значения в	1	1
708	и научного	1	1
709	но если	4	1
710	не говоря	1	1
711	не быть	1	1
712	положений его	1	1
713	отношению к	3	1
714	из этого	1	1
715	время не	1	1
716	них это	2	1
717	в своих	2	1
718	по поводу	7	1
719	в роли	1	1
720	смысле что	1	1
