N	2gram	Trubetskoy_1	EvropaiE
586	же направлении	1	1
587	мы говорили	7	1
588	племен которые	3	1
589	большей степени	1	1
590	та культура	3	1
591	цвета кожи	1	1
592	что при	6	1
593	далее в	1	1
594	от себя	2	1
595	культуре той	1	1
596	над культурами	1	1
597	очищать ее	1	1
598	признать что	3	1
599	и механические	1	1
600	удовлетворения своих	1	1
601	выше мы	4	1
602	простое и	1	1
603	цивилизации можно	1	1
604	этого доказательства	1	1
605	друг другу	1	1
606	большего или	2	1
607	на другую	1	1
608	или меньшего	2	1
609	с такими	1	1
610	том же	4	1
611	для этого	7	1
612	вполне могут	1	1
613	вникнуть в	1	1
614	и детьми	1	1
615	арабов негров	1	1
616	освободиться от	2	1
617	тому что	2	1
618	поклонение грубой	1	1
619	народом в	1	1
620	других народов	5	1
621	кажется нам	1	1
622	характера тех	1	1
623	группового брака	1	1
624	все эти	19	1
625	не менее	7	1
626	человечество не	1	1
627	что эта	4	1
628	что с	5	1
629	культуры были	1	1
630	индусов арабов	1	1
631	и другое	1	1
632	для каждого	1	1
633	доказательства должна	1	1
634	принадлежат к	1	1
635	одна из	2	1
636	мы все	2	1
637	к подобной	1	1
638	та или	1	1
639	рассматривать как	2	1
640	в разных	3	1
641	в самой	2	1
642	именно с	1	1
643	народы при	1	1
644	или иная	1	1
645	они являются	1	1
646	наиболее распространенное	1	1
647	плоскость вместо	1	1
648	общим достоянием	1	1
649	культурой дикарей	1	1
650	все признаваемые	1	1
651	на себе	2	1
652	за исключением	1	1
653	во всем	3	1
654	народов менее	1	1
655	вместо того	1	1
656	и его	1	1
657	связи с	4	1
658	можно рассматривать	1	1
659	мы бы	1	1
660	в сознании	6	1
661	следует что	2	1
662	доказать что	2	1
663	поворот к	1	1
664	в основе	2	1
665	общего плана	1	1
666	изучение европейских	1	1
667	у нас	3	1
668	победа весьма	1	1
669	более на	2	1
670	отцами и	1	1
671	приобщения к	2	1
672	числе и	1	1
673	должны быть	3	1
674	существующих или	2	1
675	народа должно	1	1
676	древности были	1	1
677	но из	1	1
678	более близкие	1	1
679	от элементов	1	1
680	народы азии	1	1
681	китайцев индусов	1	1
682	всегда в	1	1
683	для себя	2	1
684	в европу	1	1
685	оно может	1	1
686	учреждение и	1	1
687	приходит к	1	1
688	и художественное	1	1
689	разрушены именно	1	1
690	язык и	1	1
691	приспособления для	1	1
692	через b	1	1
693	представим себе	1	1
694	последнее время	1	1
695	мысль о	1	1
696	народы не	1	1
697	то время	2	1
698	по степеням	1	1
699	фактически побеждают	1	1
700	как с	1	1
701	котором мы	1	1
702	и сам	2	1
703	единое целое	1	1
704	были расположены	2	1
705	то станет	1	1
706	те же	2	1
707	и другими	1	1
708	каждого из	1	1
709	всех частей	1	1
710	к первому	1	1
711	другие же	1	1
712	быть может	1	1
713	и вообще	3	1
714	к другу	2	1
715	с ним	6	1
716	в определенной	1	1
717	совершеннее всех	4	1
718	будет уже	1	1
719	при том	2	1
720	при воспринимании	1	1
721	и учреждение	1	1
722	сводится к	2	1
723	силы и	1	1
724	в состав	1	1
725	тех кто	5	1
726	народа который	2	1
727	на вопрос	4	1
728	народы и	2	1
729	другими народами	2	1
730	это потому	1	1
731	ясна для	1	1
732	может не	3	1
733	более высокой	1	1
734	неизменно оказывается	1	1
735	связанной с	1	1
736	связь между	1	1
737	это может	2	1
738	расположены на	2	1
739	из себя	10	1
740	близкие к	1	1
741	а у	1	1
742	являются в	1	1
743	ненавистное иго	1	1
744	культуры наиболее	1	1
745	когда дело	1	1
746	темпе как	1	1
747	современности и	1	1
748	они все-таки	1	1
749	существовавших на	3	1
750	руках хотя	1	1
751	культурных чем	1	1
752	в ту	2	1
753	распространенное доказательство	1	1
754	с только	1	1
755	и следовательно	1	1
756	в человечестве	1	1
757	в лучшем	1	1
758	различия между	3	1
759	элементах этой	1	1
760	друг к	2	1
761	в каждую	1	1
762	чтобы ответить	1	1
763	быть и	5	1
764	но так	2	1
765	всех элементах	1	1
766	степеням совершенства	1	1
767	один из	1	1
768	ибо в	4	1
769	славян китайцев	1	1
770	же все	1	1
771	борьбы за	2	1
772	из европы	1	1
773	тот же	3	1
774	дикарей но	2	1
775	с ними	2	1
776	менее культурных	1	1
777	всех этих	4	1
778	получаем горизонтальную	1	1
779	ясность общего	1	1
780	как нечто	1	1
781	культурную ценность	1	1
782	прочих культур	2	1
783	европы то	1	1
784	что как	4	1
785	приняв эти	1	1
786	были разрушены	1	1
787	долю народов	1	1
788	культуру можно	1	1
789	они могут	2	1
790	эта идея	1	1
791	на которые	1	1
792	и ее	2	1
793	по этому	2	1
794	играет роль	1	1
795	больше чем	1	1
796	с которыми	2	1
797	ведь в	1	1
798	со своим	1	1
799	побеждаемые ими	1	1
800	внимание что	1	1
801	конечно не	3	1
802	древних галлов	1	1
803	уже не	1	1
804	уже в	1	1
805	на такой	1	1
806	если мы	4	1
807	культуры древности	1	1
808	то и	2	1
809	борьбы с	2	1
810	ту традицию	1	1
811	только тогда	2	1
812	в начале	2	1
813	человека этот	1	1
814	но совершенно	1	1
815	заимствование отдельных	1	1
816	интересующего нас	1	1
817	могут очищать	1	1
818	вместо лестницы	1	1
819	это обстоятельство	2	1
820	одно из	3	1
821	не будут	2	1
822	для него	2	1
823	и их	5	1
824	бы тот	1	1
825	что культура	5	1
826	представить себе	2	1
827	мы находим	1	1
828	к сознанию	1	1
829	и продолжает	1	1
830	от того	3	1
831	половая жизнь	1	1
832	гораздо сложнее	1	1
833	в более	1	1
834	и научное	1	1
835	исключительно потому	1	1
836	потребностей все	1	1
837	эволюции в	2	1
838	нас вопроса	1	1
839	области культуры	1	1
840	а на	1	1
841	культуры между	1	1
842	или иначе	5	1
843	эти две	1	1
844	что тот	1	1
845	и культура	4	1
846	к которому	1	1
847	ряде случаев	1	1
848	русской истории	1	1
849	народов к	1	1
850	и затем	1	1
851	нарисованные европейцами	1	1
852	что для	4	1
853	аргумент ясно	1	1
854	те кто	1	1
855	не было	2	1
856	которых мы	3	1
857	все народы	2	1
858	на которых	1	1
859	выше и	4	1
860	европейской техники	1	1
861	зависит от	1	1
862	и культур	4	1
863	сознании каждого	1	1
864	культурой но	1	1
865	что победа	1	1
866	вопрос можно	1	1
867	культурными ценностями	2	1
868	дикарей грубость	1	1
869	которые по	2	1
870	культуры которую	1	1
871	разделения труда	1	1
872	что мы	4	1
873	мы поймем	1	1
874	русской действительности	1	1
875	мы знаем	10	1
876	в связи	3	1
877	так называемых	1	1
878	культуры он	2	1
879	именно поэтому	1	1
880	вполне на	1	1
881	механические приспособления	1	1
882	уже о	1	1
883	нет ничего	1	1
884	что во	1	1
885	в европе	6	1
886	поэтому если	1	1
887	о возможности	1	1
888	горизонтальную плоскость	1	1
889	направлении в	1	1
890	мы занимаемся	1	1
891	традицию которая	1	1
892	если так	1	1
893	эволюции мы	2	1
894	к жизни	1	1
895	для всех	1	1
896	что за	2	1
897	а если	1	1
898	последнем случае	1	1
899	к европе	1	1
900	есть только	1	1
901	культуры его	1	1
902	в среде	2	1
903	имеющих свои	1	1
904	эту мысль	1	1
905	приходится признавать	1	1
906	культуре и	4	1
907	многих других	2	1
908	в состоянии	4	1
909	мыслится как	1	1
910	должно быть	4	1
911	лучше и	3	1
912	почти всю	1	1
913	с ее	2	1
914	этого слова	2	1
915	из русской	1	1
916	социалистического строя	2	1
917	для тех	1	1
918	на пути	1	1
919	живет и	1	1
920	последствий европеизации	3	1
921	лучшем случае	1	1
922	для развития	1	1
923	к двум	2	1
924	и дикарей	1	1
925	всю культуру	1	1
926	цивилизацию живет	1	1
927	совершеннее всякой	1	1
928	своей культуры	1	1
929	и где	2	1
930	какой именно	1	1
931	ближе к	3	1
932	над дикарями	5	1
933	себя с	1	1
934	вопрос в	1	1
935	этих положений	1	1
936	европейской наукой	1	1
937	объективно доказать	3	1
938	многие из	5	1
939	одного и	3	1
940	являются не	1	1
941	градации народов	1	1
942	существенную черту	1	1
943	самое простое	1	1
944	при таком	2	1
945	грубость и	1	1
946	этому и	1	1
947	и среди	1	1
948	что оно	3	1
949	грубой силе	1	1
950	о котором	7	1
951	в индивидуальном	2	1
952	а к	2	1
953	в отдельных	2	1
954	ее и	3	1
955	но когда	1	1
956	и однако	1	1
957	более всего	2	1
958	в большей	1	1
959	пришлось бы	2	1
960	иллюстрировать примерами	1	1
961	ли эти	1	1
962	находим в	1	1
963	бы на	1	1
964	и другие	1	1
965	ими туземцы	1	1
966	современных европейцев	2	1
967	возможно ли	3	1
968	отличных от	1	1
969	существование и	1	1
970	новой культуры	1	1
971	с ней	1	1
972	же будет	1	1
973	не быть	1	1
974	существует в	1	1
975	и наивность	1	1
976	элементов культуры	2	1
977	что такие	2	1
978	но этот	1	1
979	с такой	1	1
980	иметь не	1	1
981	не способны	1	1
982	будет тем	4	1
983	культуры которые	2	1
984	вполне понятно	1	1
985	случае если	5	1
986	своей части	1	1
987	можно назвать	3	1
988	все что	9	1
989	том числе	1	1
990	гораздо более	2	1
