N	2gram	Tiupa_Narr_2	Freidism
224	в отличие	5	2
225	его отношение	1	2
226	сих пор	1	2
227	освободиться от	1	2
228	как это	4	2
229	в отношении	1	2
230	случае в	1	2
231	что с	2	2
232	но для	2	2
233	дело не	1	2
234	и притом	1	2
235	в процессе	2	2
236	только не	2	2
237	тем не	5	2
238	и теперь	1	2
239	только с	1	2
240	этом отношении	3	2
241	в области	2	2
242	все то	2	2
243	и внешнюю	1	2
244	оно не	2	2
245	для себя	3	2
246	в виду	1	2
247	роль в	2	2
248	душевные переживания	1	2
249	о нем	3	2
250	в другом	4	2
251	до сих	1	2
252	содержания сознания	2	2
253	что и	2	2
254	во всей	1	2
255	от этих	1	2
256	также в	1	2
257	человека как	1	2
258	вся жизнь	2	2
259	в него	2	2
260	мир в	1	2
261	быть и	1	2
262	себя с	2	2
263	каждого человека	1	2
264	в какой	4	2
265	я оно	1	2
266	даже если	1	2
267	может оказаться	2	2
268	очень много	1	2
269	для нее	1	2
270	с одной	5	2
271	не можем	1	2
272	и у	4	2
273	только на	2	2
274	в нашей	1	2
275	в я	1	2
276	а потому	1	2
277	в прошлом	1	2
278	в конце	4	2
279	содержание и	1	2
280	заметить что	1	2
281	и даже	3	2
282	с другой	5	2
283	в психологии	1	2
284	чем он	1	2
285	а с	2	2
286	ничем не	1	2
287	связано с	1	2
288	отца в	1	2
289	одной стороны	5	2
290	это прежде	1	2
291	более того	1	2
292	зависит от	2	2
293	а не	17	2
294	что мы	1	2
295	так же	2	2
296	матери и	1	2
297	в развитии	1	2
298	другого человека	2	2
299	сказать не	1	2
300	внешний мир	1	2
301	же самое	1	2
302	к другим	1	2
303	не существует	1	2
304	для нас	2	2
305	да и	3	2
306	к его	3	2
307	и представления	1	2
308	в своих	2	2
309	к этому	1	2
310	во сне	2	2
311	как на	2	2
312	они не	2	2
313	эта новая	1	1
314	и т	2	1
315	не должны	1	1
316	одним из	1	1
317	же как	2	1
318	в движение	1	1
319	относится и	1	1
320	противоречие с	1	1
321	так у	1	1
322	есть же	1	1
323	жизни мы	2	1
324	далее и	1	1
325	ведь и	1	1
326	с таким	2	1
327	века в	1	1
328	намек на	1	1
329	и должен	1	1
330	а как	3	1
331	матери с	1	1
332	я как	1	1
333	случае это	1	1
334	вопрос о	1	1
335	теперь как	2	1
336	теперь его	1	1
337	оба эти	1	1
338	но она	1	1
339	как то	1	1
340	о возможности	1	1
341	которое не	2	1
342	ему так	1	1
343	ему в	2	1
344	мы и	1	1
345	в будущем	2	1
346	в целом	3	1
347	что можно	1	1
348	так а	3	1
349	первого и	1	1
350	жизни это	1	1
351	в каждой	2	1
352	проявляется в	1	1
353	и самого	1	1
354	собой в	1	1
355	время в	1	1
356	же она	2	1
357	в качестве	14	1
358	что они	3	1
359	природа в	1	1
360	в настоящем	2	1
361	из таких	1	1
362	который однако	1	1
363	как говорит	1	1
364	вследствие чего	1	1
365	в центре	2	1
366	первый взгляд	1	1
367	и нет	1	1
368	это был	2	1
369	однако не	2	1
370	кто не	1	1
371	может во	1	1
372	как уже	2	1
373	борьбы со	1	1
374	психологии но	1	1
375	его к	1	1
376	ним было	1	1
377	за собой	1	1
378	ситуации в	1	1
379	бы и	1	1
380	так остро	1	1
381	можно не	1	1
382	жизни так	3	1
383	бы не	1	1
384	матери не	1	1
385	по преимуществу	1	1
386	как он	2	1
387	на то	2	1
388	что было	1	1
389	от его	2	1
390	другом человеке	1	1
391	мифы о	1	1
392	новое и	1	1
393	не найдя	1	1
394	из него	1	1
395	его можно	1	1
396	без исключения	1	1
397	в нее	1	1
398	не следует	3	1
399	говорящих и	1	1
400	она оказывается	2	1
401	входит в	1	1
402	каждого из	1	1
403	этом смысле	1	1
404	говоря о	1	1
405	должен был	2	1
406	и тем	5	1
407	мы встречаемся	1	1
408	поведения и	1	1
409	отказавшись от	1	1
410	во многом	1	1
411	любви в	1	1
412	всеми уже	1	1
413	служит в	1	1
414	далеко не	5	1
415	со своими	2	1
416	не всегда	1	1
417	рассказывать о	1	1
418	глава восьмая	1	1
419	обратимся к	1	1
420	не мог	1	1
421	на первый	1	1
422	таким же	1	1
423	никаких оснований	1	1
424	и без	1	1
425	оказывается для	1	1
426	участие в	2	1
427	не к	4	1
428	миф о	1	1
429	жизни с	2	1
430	в одном	1	1
431	найдя для	1	1
432	однако в	2	1
433	называет его	1	1
434	раз и	1	1
435	его внутреннего	1	1
436	иной раз	1	1
437	нашем сознании	1	1
438	между людьми	1	1
439	можно ли	1	1
440	к такой	1	1
441	человека есть	2	1
442	человека но	1	1
443	не по	1	1
444	и внутренней	2	1
445	о них	2	1
446	вытекает из	1	1
447	не имели	1	1
448	обратим внимание	1	1
449	а во	2	1
450	это сделать	1	1
451	к ней	3	1
452	слове и	1	1
453	свидетельствуют о	1	1
454	ли это	1	1
455	бытия не	1	1
456	похожи на	1	1
457	от их	1	1
458	и здесь	2	1
459	истории не	1	1
460	в направлении	2	1
461	на границе	1	1
462	независимой от	1	1
463	следует заметить	1	1
464	сходство с	1	1
465	той или	3	1
466	по сравнению	1	1
467	общения в	1	1
468	если же	1	1
469	о том	5	1
470	то она	1	1
471	меня в	1	1
472	но при	4	1
473	и сами	1	1
474	на другой	1	1
475	это за	1	1
476	ни слова	2	1
477	как по	3	1
478	мысль о	2	1
479	то время	1	1
480	и когда	3	1
481	и сам	3	1
482	котором он	1	1
483	в мире	4	1
484	по аналогии	1	1
485	на нее	1	1
486	времени и	4	1
487	не с	1	1
488	ясно что	1	1
489	с собой	1	1
490	в результате	2	1
491	проявляет себя	1	1
492	как ему	1	1
493	и внутренняя	1	1
494	жизнь и	1	1
495	и социальные	1	1
496	только у	1	1
497	ничего не	6	1
498	к прошлому	1	1
499	означает что	1	1
500	которые у	1	1
501	все его	4	1
502	о ней	3	1
503	то есть	9	1
504	а также	6	1
505	в детском	1	1
506	внимание на	3	1
507	говорит об	1	1
508	утверждает что	1	1
509	основе своей	1	1
510	аналогии с	1	1
511	события в	1	1
512	и во	1	1
513	о пожирании	1	1
514	нет это	1	1
515	всегда может	1	1
516	для второго	1	1
517	на одном	2	1
518	что человек	1	1
519	в форме	5	1
520	выше в	1	1
521	исходя из	1	1
522	а его	1	1
523	все время	1	1
524	о своих	1	1
525	в лице	1	1
526	глава девятая	1	1
527	к которому	2	1
528	ведь есть	1	1
529	получает возможность	1	1
530	в двух	1	1
531	что можем	1	1
532	к различным	1	1
533	нем точно	1	1
534	дело с	2	1
535	и быть	1	1
536	и так	1	1
537	это означает	1	1
538	социальной ситуации	1	1
539	только одного	1	1
540	есть в	1	1
541	с нею	2	1
542	и искусно	1	1
543	для других	3	1
544	то и	3	1
545	также и	1	1
546	за пределами	3	1
547	в виде	2	1
548	не принимает	1	1
549	обычно бывает	1	1
550	по выражению	1	1
551	право говорить	1	1
552	одно из	2	1
553	выводит из	1	1
554	может служить	2	1
555	отдельного человека	1	1
556	как будто	1	1
557	тем что	1	1
558	него уже	1	1
559	к той	1	1
560	и конкретном	1	1
561	лишь для	1	1
562	и оказываются	1	1
563	в другой	1	1
564	или иной	3	1
565	даже не	1	1
566	как симптом	1	1
567	она в	1	1
568	человеком как	1	1
569	нашей жизни	1	1
570	внутренним голосом	1	1
571	именно в	2	1
572	с той	1	1
573	мы его	2	1
574	типичные примеры	1	1
575	личной жизни	1	1
576	восприниматься как	1	1
577	и шире	1	1
578	принадлежит не	2	1
579	к человеку	1	1
580	только по	2	1
581	превращается в	2	1
582	похожие на	1	1
583	и своего	1	1
584	его смерти	1	1
585	что находится	1	1
586	однако и	1	1
587	но благодаря	1	1
588	человек в	3	1
589	отнюдь не	4	1
590	в слове	3	1
591	об ее	1	1
592	за нею	1	1
593	нет никаких	1	1
594	является его	2	1
595	свести к	1	1
596	самого его	1	1
597	в строгом	2	1
598	себе самому	5	1
599	к своему	2	1
600	физическое так	1	1
601	сравнению с	1	1
602	такого рода	12	1
603	его мать	1	1
604	в гостинице	1	1
605	даже с	1	1
606	только себя	1	1
607	литературного произведения	1	1
608	в первой	1	1
609	реакции на	1	1
610	в это	1	1
611	или хотя	1	1
612	с детским	1	1
613	много лет	1	1
614	благодаря этому	1	1
615	объективных отношений	1	1
616	мира в	4	1
617	незнакомый господин	1	1
618	потому не	2	1
619	стать и	2	1
620	совершенно иной	1	1
621	но эти	1	1
622	поведения а	1	1
623	бы в	2	1
624	еще более	1	1
625	тем более	2	1
626	и смысл	1	1
627	будто бы	1	1
628	я в	5	1
629	этих событий	1	1
630	или не	1	1
631	же в	4	1
632	в том	14	1
633	время когда	1	1
634	к ее	1	1
635	не обладает	1	1
636	требует чтобы	1	1
637	нам не	1	1
638	границу между	1	1
639	может и	1	1
640	о своем	2	1
641	это все	1	1
642	находится за	1	1
643	мир но	1	1
644	более сложного	1	1
645	имеет место	2	1
646	жизни а	1	1
647	по которой	1	1
648	зрения настоящего	1	1
649	из этого	1	1
650	который не	1	1
651	определенного характера	1	1
652	это так	1	1
653	судьба в	1	1
654	ли признать	1	1
655	можно назвать	2	1
656	гораздо более	1	1
