N	2gram	Tiupa_Anal_1	PoTuStor
327	ни одно	2	1
328	говорит и	2	1
329	данном случае	2	1
330	даже самое	2	1
331	в себя	6	1
332	культуры и	1	1
333	роль в	2	1
334	и что	1	1
335	мы подошли	1	1
336	если они	1	1
337	и сам	2	1
338	что может	1	1
339	в другом	4	1
340	времени и	6	1
341	его жизни	1	1
342	еще в	2	1
343	к тем	1	1
344	если бы	3	1
345	в глубине	1	1
346	в разных	1	1
347	от реальности	1	1
348	о действительно	1	1
349	о нем	3	1
350	развития в	1	1
351	и т.д	1	1
352	но к	2	1
353	на вопрос	4	1
354	имеем дело	4	1
355	внимание на	1	1
356	и та	2	1
357	говорит об	1	1
358	других людей	2	1
359	мифах и	1	1
360	эти два	1	1
361	не более	4	1
362	быть ничего	1	1
363	деле в	2	1
364	наконец в	1	1
365	во внешнем	3	1
366	все время	1	1
367	человека как	1	1
368	в которую	1	1
369	к нему	3	1
370	тот же	1	1
371	дело с	4	1
372	путем слияния	1	1
373	мы увидим	1	1
374	может оказаться	1	1
375	бы ни	2	1
376	нас очень	1	1
377	и жизни	1	1
378	с одной	3	1
379	в качестве	31	1
380	себя в	6	1
381	оказывается в	2	1
382	то и	1	1
383	за свой	1	1
384	оно в	1	1
385	его жизненной	1	1
386	смысла в	2	1
387	его и	2	1
388	ним и	2	1
389	общего языка	1	1
390	вовсе не	2	1
391	не случайно	3	1
392	случае не	2	1
393	не говорит	1	1
394	как раз	1	1
395	этом отношении	2	1
396	для того	4	1
397	науки в	1	1
398	ядро и	1	1
399	со стороны	2	1
400	в истинном	1	1
401	или иной	6	1
402	и сознание	1	1
403	с другой	4	1
404	моменты и	1	1
405	от фиксации	1	1
406	здесь в	1	1
407	даже самого	1	1
408	в свою	1	1
409	и быть	1	1
410	представляет собою	2	1
411	а с	3	1
412	или словами	1	1
413	в объекте	1	1
414	что для	1	1
415	говорит о	1	1
416	одной стороны	3	1
417	а не	17	1
418	не он	1	1
419	объекте в	2	1
420	для человека	1	1
421	все последующие	1	1
422	не всегда	4	1
423	в связи	1	1
424	оно ни	1	1
425	бы оно	1	1
426	связь с	1	1
427	всех трех	1	1
428	и особенно	1	1
429	внешнем мире	2	1
430	в данном	2	1
431	тому как	3	1
432	что же	2	1
433	из этой	1	1
434	друг с	1	1
435	в состоянии	1	1
436	быть не	3	1
437	счете только	1	1
438	о его	1	1
439	и действия	1	1
440	в культуре	3	1
441	только одна	1	1
442	мышления в	1	1
443	при таком	1	1
444	она может	3	1
445	не подлежит	1	1
446	и представления	1	1
447	которая в	3	1
448	особого рода	7	1
449	мы должны	1	1
450	идеологическую борьбу	1	1
451	я в	3	1
452	может наиболее	1	1
453	же в	1	1
454	хотя в	1	1
455	читатель может	1	1
456	по поводу	1	1
457	жизни в	1	1
458	нет ничего	2	1
459	сознания на	1	1
460	все люди	1	1
461	не что	4	1
462	в своих	1	1
463	этой точки	1	1
464	именно здесь	1	1
465	и эта	1	1
