N	2gram	Savitsky_P_1	FransuaR
173	ответа на	1	1
174	знаем что	1	1
175	время в	2	1
176	бы она	1	1
177	глаза на	1	1
178	его сущность	1	1
179	в общем	2	1
180	стороны и	2	1
181	власть и	1	1
182	не будем	2	1
183	что по	1	1
184	к чему	2	1
185	в которой	1	1
186	к xv	1	1
187	формы в	1	1
188	и будущее	1	1
189	только один	1	1
190	мира но	1	1
191	культуры на	1	1
192	не могла	1	1
193	теми же	1	1
194	главным образом	2	1
195	к миру	1	1
196	и иерархии	1	1
197	в силу	2	1
198	области отношения	1	1
199	друг с	1	1
200	и по	1	1
201	в борьбе	1	1
202	можно определять	1	1
203	основные черты	1	1
204	догматов и	1	1
205	что все	1	1
206	его в	1	1
207	это не	3	1
208	есть несколько	1	1
209	в развитии	1	1
210	во времена	1	1
211	этого творчества	1	1
212	не менее	2	1
213	культуры можно	1	1
214	эта не	1	1
215	исключительно на	1	1
216	не в	5	1
217	творчества и	2	1
218	что эта	1	1
219	в историческом	1	1
220	и вся	1	1
221	и есть	2	1
222	она не	1	1
223	было с	1	1
224	иной раз	1	1
225	тогда когда	1	1
226	своего существования	1	1
227	можно судить	1	1
228	в стадии	1	1
229	может помешать	1	1
230	пути в	2	1
231	бы неправильно	1	1
232	по стилю	1	1
233	как она	1	1
234	и часть	1	1
235	потому что	3	1
236	и теперь	1	1
237	наша задача	1	1
238	помимо воли	1	1
239	исторических эпох	1	1
240	входят в	1	1
241	с тем	3	1
242	с другом	1	1
243	и мучеников	2	1
244	с и	1	1
245	будущее в	1	1
246	не та	1	1
247	и именно	1	1
248	и другим	1	1
249	но также	4	1
250	что уже	1	1
251	не есть	1	1
252	бы это	1	1
253	для того	3	1
254	должен быть	1	1
255	и приближаются	1	1
256	значительной мере	2	1
257	первой половине	1	1
258	области политической	1	1
259	библейские темы	1	1
260	если бы	4	1
261	для этого	1	1
262	стремление к	1	1
263	и здесь	1	1
264	использовать эти	1	1
265	настоящее время	1	1
266	в различных	1	1
267	и который	1	1
268	xv веку	1	1
269	опиралась на	1	1
270	борьбе с	1	1
271	что и	1	1
272	во всей	2	1
273	них в	1	1
274	ее представители	1	1
275	в свете	1	1
276	в сферу	1	1
277	того что	2	1
278	хотя бы	8	1
279	мы видим	1	1
280	в какой	1	1
281	ясно что	1	1
282	в народе	1	1
283	и весьма	2	1
284	именно во	1	1
285	и ее	1	1
286	и первой	1	1
287	в эти	1	1
288	что из	2	1
289	история и	1	1
290	в большинстве	1	1
291	новую и	1	1
292	что во	1	1
293	в виде	2	1
294	большинстве случаев	1	1
295	мы знаем	1	1
296	одно из	1	1
297	в прошлом	1	1
298	к ним	1	1
299	не о	2	1
300	широко и	1	1
301	как раз	2	1
302	где в	2	1
303	только на	1	1
304	без того	1	1
305	развития в	1	1
306	государство и	1	1
307	сочетаются с	1	1
308	же период	1	1
309	что не	1	1
310	перед тем	1	1
311	них и	1	1
312	интеллигенции и	1	1
313	а не	2	1
314	только как	1	1
315	как ни	1	1
316	и техники	1	1
317	в частности	2	1
318	ни на	1	1
319	над ним	1	1
320	как наследие	1	1
321	одновременно и	1	1
322	есть как	1	1
323	теорий и	1	1
324	жива и	1	1
325	культуры в	2	1
326	и менее	1	1
327	мира с	2	1
328	и где	1	1
329	случаях когда	1	1
330	мира они	1	1
331	иерархии и	1	1
332	в настоящее	1	1
333	для нас	2	1
334	не более	1	1
335	еще более	2	1
336	и как	3	1
337	это область	1	1
338	не одну	1	1
339	исключительно в	2	1
340	к историческому	1	1
341	прямо на	1	1
342	с ними	3	1
343	теперь в	2	1
344	является и	1	1
345	есть и	1	1
346	сильны и	1	1
347	на библейские	1	1
348	некоторые же	1	1
