N	2gram	Tiupa_Anal_3	Vladivir
112	он как	1	3
113	на себя	2	3
114	и он	2	3
115	и на	4	3
116	нам представляется	2	3
117	то мы	1	3
118	но не	7	3
119	в общем	2	3
120	отношение к	1	3
121	за пределы	1	3
122	что они	3	3
123	отнюдь не	4	3
124	как в	3	3
125	все же	4	3
126	со своей	8	3
127	в целом	3	3
128	все эти	2	3
129	о которой	2	3
130	едва ли	3	3
131	и вот	2	3
132	на его	2	3
133	здесь мы	1	3
134	то есть	10	3
135	отца и	1	3
136	не мог	2	3
137	что касается	3	3
138	на свою	1	3
139	но это	1	3
140	на него	1	3
141	ничего не	3	3
142	таким образом	4	3
143	к тому	6	3
144	в жизни	2	3
145	здесь не	3	3
146	к его	1	3
147	жизнь и	3	3
148	и здесь	2	3
149	человека как	1	3
150	тот же	1	3
151	и так	1	3
152	уже не	5	3
153	с этими	1	3
154	с другой	7	3
155	только к	2	3
156	был в	1	3
157	в связи	1	3
158	вместе с	2	3
159	по своему	2	3
160	в начале	6	3
161	но я	1	3
162	другой стороны	5	3
163	это и	2	2
164	и до	1	2
165	по его	3	2
166	той же	5	2
167	на первом	1	2
168	в полной	1	2
169	хотя бы	1	2
170	ему в	1	2
171	еще не	6	2
172	мы читаем	1	2
173	он сам	1	2
174	мы будем	1	2
175	к жизни	3	2
176	ответ на	3	2
177	один и	1	2
178	как к	2	2
179	из этих	3	2
180	учение о	1	2
181	и тот	1	2
182	тому же	3	2
183	что она	2	2
184	при этом	11	2
185	время и	1	2
186	и еще	1	2
187	а по	1	2
188	лишь в	5	2
189	было бы	3	2
190	в них	2	2
191	с тем	2	2
192	года и	1	2
193	нее в	1	2
194	точки зрения	3	2
195	и сейчас	1	2
196	это делает	1	2
197	место в	1	2
198	не будем	1	2
199	тем не	2	2
200	на всю	1	2
201	для нее	1	2
202	даже в	2	2
203	судить по	1	2
204	не менее	4	2
205	тем самым	4	2
206	дело не	3	2
207	к изучению	1	2
208	которого он	2	2
209	того чтобы	1	2
210	более что	1	2
211	что на	1	2
212	в момент	2	2
213	со стороны	9	2
214	указывает на	3	2
215	для того	1	2
216	для себя	1	2
217	и о	1	2
218	его была	1	2
219	во мне	1	2
220	не столько	3	2
221	он так	1	2
222	образом в	1	2
223	как было	1	2
224	а именно	1	2
225	того что	1	2
226	всякого рода	1	2
227	с ними	1	2
228	всяком случае	2	2
229	по этому	1	2
230	том чтобы	1	2
231	одной из	1	2
232	мы знаем	1	2
233	и никогда	1	2
234	тем что	2	2
235	и затем	1	2
236	обратить внимание	1	2
237	было сказано	1	2
238	из многочисленных	1	2
239	вероятно не	1	2
240	что мы	2	2
241	жизнь в	1	2
242	и а	4	2
243	к себе	1	2
244	тем кто	1	2
245	в ответ	2	2
246	в тех	2	2
247	своей жизни	1	2
248	оба они	1	2
249	о его	2	2
250	этом и	1	2
251	пока еще	3	2
252	под названием	1	2
253	и для	2	2
254	в результате	5	2
255	от него	1	2
256	тем более	1	2
257	мы должны	1	2
258	совершенно не	2	2
259	из этого	1	2
260	в самом	5	2
261	к этой	1	2
262	в частности	12	2
263	как на	1	2
264	во всяком	2	2
265	все что	1	2
266	как известно	1	1
267	которого в	1	1
268	на самом	1	1
269	и есть	1	1
270	нам кажется	2	1
271	то в	2	1
272	не имеют	1	1
273	видеть в	2	1
274	как сам	2	1
275	отношения к	2	1
276	в их	6	1
277	он ничего	1	1
278	есть не	2	1
279	все той	1	1
280	что если	1	1
281	что уже	1	1
282	всех без	3	1
283	не способен	1	1
284	в ней	2	1
285	и самого	6	1
286	на них	1	1
287	иное как	1	1
288	старший брат	1	1
289	столь же	4	1
290	жениться на	1	1
291	во всех	2	1
292	итак мы	1	1
293	для теории	1	1
294	к богу	1	1
295	по отношению	7	1
296	а и	4	1
297	тогда как	20	1
298	знакомства с	1	1
299	что во	1	1
300	с чисто	1	1
301	встречи с	1	1
302	году но	1	1
303	этом же	1	1
304	как уже	2	1
305	что по	4	1
306	из письма	1	1
307	и каким	1	1
308	себе не	1	1
309	в противоположность	2	1
310	у е	1	1
311	и хотя	1	1
312	для которого	1	1
313	момент его	1	1
314	так или	1	1
315	представляет собой	5	1
316	нами и	1	1
317	на две	1	1
318	не могла	2	1
319	у а	1	1
320	так сказать	2	1
321	не следует	1	1
322	в свет	1	1
323	пушкина и	2	1
324	свою собственную	1	1
325	чем у	1	1
326	однако он	1	1
327	в силу	1	1
328	вся в	1	1
329	на жизнь	1	1
330	одной и	2	1
331	всех своих	1	1
332	в большой	1	1
333	такого же	1	1
334	подход к	2	1
335	однако все	1	1
336	не будет	3	1
337	факт что	1	1
338	никто из	1	1
339	те же	2	1
340	заключается в	1	1
341	с другими	1	1
342	три дня	1	1
343	который и	1	1
344	это не	2	1
345	на почве	1	1
346	они по	1	1
347	в итоге	4	1
348	из первых	1	1
349	только одно	1	1
350	о которых	2	1
351	при ней	1	1
352	в самую	1	1
353	мы имеем	5	1
354	место и	1	1
355	жизни но	1	1
356	отхода от	1	1
357	мы не	3	1
358	стороны с	1	1
359	и тогда	1	1
360	остается в	1	1
361	с еще	1	1
362	весьма часто	1	1
363	в г	1	1
364	бы на	1	1
365	таким же	1	1
366	ни у	1	1
367	и без	3	1
368	где мы	1	1
369	было чрезвычайно	1	1
370	меня к	1	1
371	жизненный путь	1	1
372	первом слоге	1	1
373	бы мы	1	1
374	от его	2	1
375	далеки от	1	1
376	вопрос о	1	1
377	действительность в	1	1
378	вплоть до	2	1
379	и той	2	1
380	мир и	1	1
381	теми же	1	1
382	свобода и	1	1
383	здесь достаточно	1	1
384	слов о	1	1
385	он выступает	1	1
386	не для	2	1
387	а вот	2	1
388	любви и	1	1
389	с теми	1	1
390	к лицу	1	1
391	как о	1	1
392	автора он	1	1
393	на себе	1	1
394	случае не	1	1
395	что иное	1	1
396	с некоторой	1	1
397	не могло	1	1
398	дружеских отношениях	1	1
399	чтобы на	1	1
400	только не	3	1
401	судя по	2	1
402	для всех	2	1
403	одна из	2	1
404	на два	2	1
405	имеем дело	4	1
406	этих двух	1	1
407	или как	1	1
408	то у	1	1
409	связи с	1	1
410	новое качество	1	1
411	не столь	1	1
412	этом отношении	3	1
413	за ними	1	1
414	в стиле	1	1
415	и далее	1	1
416	личности в	3	1
417	очень часто	1	1
418	уже о	1	1
419	не могут	1	1
420	сравнении с	2	1
421	мнения о	1	1
422	в стихотворении	1	1
423	слова с	1	1
424	в каждом	3	1
425	этим самым	1	1
426	дальнейшем мы	1	1
427	правда не	1	1
428	сегодня в	1	1
429	с ее	3	1
430	свою очередь	4	1
431	были только	1	1
432	говоря уже	1	1
433	всего этого	1	1
434	ли с	1	1
435	в произведении	3	1
436	всей своей	1	1
437	так в	3	1
438	роль в	3	1
439	не с	2	1
440	особенно в	1	1
441	с самим	2	1
442	и религии	1	1
443	во второй	7	1
444	а все	1	1
445	строго говоря	1	1
446	поэтому в	2	1
447	если бы	1	1
448	о ней	1	1
449	сводится к	2	1
450	произведения как	2	1
451	искусства и	1	1
452	роль принадлежит	1	1
453	внимание на	4	1
454	одного из	1	1
455	любви к	2	1
456	в значительной	2	1
457	связь между	1	1
458	истории в	1	1
459	поездки и	1	1
460	от них	1	1
461	во всей	1	1
462	с последующей	1	1
463	он только	1	1
464	стихи и	1	1
465	о своих	2	1
466	этого письма	1	1
467	и мир	1	1
468	в литературе	1	1
469	тех пор	2	1
470	можно отметить	2	1
471	но с	2	1
472	рассуждение о	1	1
473	и одновременно	1	1
474	не как	2	1
475	человека в	1	1
476	который в	3	1
477	проведенное в	1	1
478	теперь в	1	1
479	с одной	2	1
480	со всеми	2	1
481	человека с	1	1
482	самом деле	2	1
483	раз в	1	1
484	ни одного	1	1
485	с удовольствием	1	1
486	же в	2	1
487	что не	3	1
488	чем с	1	1
489	от других	1	1
490	слова не	1	1
491	их как	1	1
492	который как	2	1
493	воображения и	1	1
494	одно из	1	1
495	в одном	4	1
496	он именует	1	1
497	мы можем	2	1
498	ему казалось	1	1
499	на меня	2	1
500	пожилой и	1	1
501	автора как	1	1
502	и только	1	1
503	с упоминанием	1	1
504	как у	1	1
505	или иначе	1	1
506	связаны с	1	1
507	обращении к	1	1
508	именно в	3	1
509	далеко не	4	1
510	в свою	5	1
511	себя и	1	1
512	говорит о	2	1
513	путешествия в	1	1
514	прежде всего	5	1
515	по тем	1	1
516	одной стороны	2	1
517	а за	1	1
518	свою жизнь	2	1
519	а не	9	1
520	однако и	3	1
521	о чем	4	1
522	без которых	1	1
523	на эту	2	1
524	его как	3	1
525	где уже	1	1
526	с помощью	1	1
527	уже давно	1	1
528	входить в	1	1
529	время с	1	1
530	состояла в	1	1
531	незадолго до	1	1
532	из которых	1	1
533	с гениальным	1	1
534	в данном	4	1
535	лицом к	1	1
536	это его	1	1
537	кто из	1	1
538	я с	2	1
539	другого человека	1	1
540	этого слова	2	1
541	с этой	1	1
542	на пути	2	1
543	отречение от	1	1
544	как предмет	1	1
545	фактов в	1	1
546	не любил	1	1
547	и того	3	1
548	известной степени	3	1
549	уже на	1	1
550	это уже	1	1
551	мысль о	3	1
552	к счастью	1	1
553	бы в	1	1
554	места на	1	1
555	на языке	3	1
556	ее в	1	1
557	я в	5	1
558	хотя в	2	1
559	личности и	2	1
560	не есть	4	1
561	связь с	2	1
562	жизни в	1	1
563	нами не	1	1
564	до тех	1	1
565	о своем	2	1
566	это все	1	1
567	я стал	1	1
568	но если	1	1
569	между ними	1	1
570	не говоря	1	1
571	от своего	1	1
572	дело с	3	1
573	своего отца	1	1
574	по одному	1	1
575	в сравнении	2	1
576	не что	1	1
577	ко всему	1	1
578	несколько времени	1	1
579	со всей	1	1
580	и другие	1	1
581	особенности же	1	1
582	в таком	1	1
