N	2gram	Ircho_Kome_2	Problemy
295	его не	1	1
296	может противопоставить	1	1
297	мы не	2	1
298	на эти	1	1
299	время как	2	1
300	в полной	1	1
301	но даже	1	1
302	которые он	1	1
303	первый план	1	1
304	и мира	1	1
305	во всех	3	1
306	и изображение	1	1
307	в создании	1	1
308	он говорит	1	1
309	ответ на	3	1
310	в качестве	5	1
311	это сравнение	1	1
312	ведь мы	2	1
313	нет и	2	1
314	в свои	1	1
315	да так	1	1
316	из таких	1	1
317	первый взгляд	1	1
318	в рамках	1	1
319	независимо от	5	1
320	что именно	2	1
321	как особая	1	1
322	что касается	3	1
323	хотя и	4	1
324	как уже	1	1
325	более или	1	1
326	в действительности	2	1
327	от этого	2	1
328	и отчасти	1	1
329	за собой	2	1
330	со своей	3	1
331	себе как	1	1
332	не приходится	1	1
333	та же	1	1
334	что это	4	1
335	в нашем	2	1
336	из этих	4	1
337	одно время	1	1
338	ни одна	2	1
339	в философии	2	1
340	как он	3	1
341	и если	2	1
342	сам автор	1	1
343	не следует	2	1
344	больше всего	1	1
345	время и	1	1
346	и еще	2	1
347	же это	1	1
348	в начале	4	1
349	же становится	1	1
350	признаками не	1	1
351	в основу	1	1
352	его предшественники	1	1
353	от нее	1	1
354	могла бы	3	1
355	об этом	2	1
356	из них	7	1
357	знает что	1	1
358	действительности в	1	1
359	и мы	1	1
360	роль в	2	1
361	быть не	1	1
362	приходит в	1	1
363	здесь нет	1	1
364	по всему	3	1
365	но уже	1	1
366	героя или	1	1
367	в соединении	1	1
368	их взаимоотношения	1	1
369	мы имеем	2	1
370	о последней	1	1
371	и ткани	1	1
372	не всегда	2	1
373	ведет к	1	1
374	действительно не	1	1
375	не больше	1	1
376	укладывается ни	1	1
377	со всей	1	1
378	на первый	1	1
379	или менее	1	1
380	которую он	1	1
381	от своего	1	1
382	можно найти	1	1
383	свою речь	1	1
384	слова совершенно	1	1
385	то для	1	1
386	место в	4	1
387	не столько	1	1
388	признать что	2	1
389	то лишь	1	1
390	должны были	1	1
391	значение для	1	1
392	образом и	1	1
393	пускается в	1	1
394	времени а	1	1
395	в устах	1	1
396	и необходимость	1	1
397	между людьми	1	1
398	лиц и	1	1
399	не имеет	3	1
400	значение только	1	1
401	же его	2	1
402	даже как	1	1
403	иметь в	1	1
404	того чтобы	6	1
405	та или	1	1
406	взаимоотношения в	1	1
407	не делая	1	1
408	на отношения	1	1
409	самой жизни	1	1
410	бедного человека	1	1
411	на этом	2	1
412	к концу	3	1
413	автор не	1	1
414	это слово	4	1
415	здесь же	1	1
416	эти три	1	1
417	то это	2	1
418	в области	1	1
419	в каком	1	1
420	с другом	2	1
421	у нас	1	1
422	вот в	1	1
423	среди них	1	1
424	в трагедии	1	1
425	и одного	1	1
426	в речах	2	1
427	чтобы сделать	1	1
428	всего в	2	1
429	к тому	12	1
430	кажется одно	1	1
431	как человек	1	1
432	они и	1	1
433	все еще	1	1
434	в идеологии	1	1
435	в каждой	1	1
436	и был	2	1
437	не могли	1	1
438	должен быть	1	1
439	на события	1	1
440	то она	1	1
441	свою очередь	1	1
442	ни одно	1	1
443	в ее	2	1
444	только при	1	1
445	с самого	2	1
446	то время	3	1
447	что у	4	1
448	в другом	1	1
449	в нескольких	1	1
450	времени и	1	1
451	остается только	1	1
452	по сравнению	1	1
453	является в	1	1
454	со стороны	2	1
455	в содержании	1	1
456	даже не	3	1
457	в виду	2	1
458	поэтому она	1	1
459	взаимоотношения с	1	1
460	полной мере	1	1
461	первом случае	1	1
462	автор уже	1	1
463	о том	6	1
464	трагедии в	1	1
465	и та	1	1
466	за пределами	1	1
467	времени в	2	1
468	был уверен	1	1
469	и всех	1	1
470	того как	3	1
471	будто он	1	1
472	если принять	1	1
473	его изображения	1	1
474	как его	1	1
475	является по	1	1
476	если это	1	1
477	второй план	1	1
478	к которому	1	1
479	всякого рода	1	1
480	речь о	2	1
481	одной из	4	1
482	что даже	1	1
483	в какой	2	1
484	сюжетов и	1	1
485	даже если	1	1
486	впрочем и	2	1
487	а с	1	1
488	по этому	1	1
489	себя в	3	1
490	не знающего	2	1
491	с нею	1	1
492	да еще	2	1
493	говорить об	1	1
494	и идеологические	1	1
495	получили в	1	1
496	не все	1	1
497	а то	1	1
498	на столе	1	1
499	не так	1	1
500	и их	3	1
501	не находит	1	1
502	могло бы	1	1
503	не для	2	1
504	слово как	1	1
505	может служить	1	1
506	того или	1	1
507	это было	4	1
508	нее не	1	1
509	к той	1	1
510	сделать их	1	1
511	ее на	1	1
512	в других	2	1
513	он почти	1	1
514	для того	5	1
515	до самого	1	1
516	либо просто	1	1
517	другого и	1	1
518	под определенным	1	1
519	однако что	1	1
520	на ее	1	1
521	здесь в	3	1
522	во второй	1	1
523	к его	2	1
524	если мы	1	1
525	что не	1	1
526	что для	4	1
527	действующими лицами	1	1
528	а на	2	1
529	и самый	1	1
530	жизнь в	1	1
531	сам себе	1	1
532	из героев	1	1
533	для их	2	1
534	в одно	1	1
535	если не	2	1
536	в руках	4	1
537	с помощью	1	1
538	является его	1	1
539	этой же	1	1
540	в частности	4	1
541	ближе всего	1	1
542	люди и	1	1
543	и особенно	3	1
544	во множестве	1	1
545	только его	1	1
546	над ним	1	1
547	к своему	1	1
548	даже самую	1	1
549	от других	1	1
550	до настоящего	1	1
551	сравнению с	1	1
552	в постановке	1	1
553	такого рода	1	1
554	но вы	1	1
555	что весь	1	1
556	к индивидуальному	1	1
557	в тех	3	1
558	и там	1	1
559	у самого	1	1
560	бы его	1	1
561	из отдельных	1	1
562	в состоянии	1	1
563	таковой и	1	1
564	определенным углом	1	1
565	вступить на	1	1
566	не раз	1	1
567	в более	1	1
568	любовь к	1	1
569	в сферу	1	1
570	его с	1	1
571	ее и	1	1
572	и все	2	1
573	чтобы его	1	1
574	воли с	1	1
575	будто бы	1	1
576	мы видели	1	1
577	мне кажется	1	1
578	в искусстве	1	1
579	к самому	1	1
580	в свою	1	1
581	но если	3	1
582	от всех	2	1
583	бы быть	1	1
584	или иного	1	1
585	не дал	1	1
586	и другие	2	1
587	случае если	1	1
588	и эта	1	1
589	гораздо ближе	1	1
590	к этому	5	1
591	точно так	1	1
592	событий в	1	1
