N	2gram	Losev_Vesc_1	DiskursI
209	и что	15	2
210	общения и	2	2
211	как к	4	2
212	в науке	1	2
213	работы с	1	2
214	них в	1	2
215	в различных	1	2
216	в наше	1	2
217	не сможет	2	2
218	подобно тому	4	2
219	чем он	1	2
220	себя в	10	2
221	к мысли	1	2
222	и есть	26	2
223	в ряду	1	2
224	не таково	1	2
225	к этому	1	2
226	на себя	1	2
227	хотя в	1	2
228	точка зрения	1	2
229	своей природе	1	2
230	уже в	1	2
231	в пределах	1	2
232	говорили о	1	2
233	же самое	1	2
234	и по	1	2
235	том чтобы	1	2
236	более или	1	2
237	не есть	49	2
238	что каждый	1	1
239	о которых	1	1
240	момент в	6	1
241	для всех	1	1
242	и реального	2	1
243	в отдельности	4	1
244	или иных	1	1
245	природу и	1	1
246	когда мы	6	1
247	если и	1	1
248	может ли	2	1
249	их имена	1	1
250	в свое	2	1
251	их к	1	1
252	одно и	5	1
253	о ней	2	1
254	было бы	14	1
255	его на	1	1
256	вопрос о	1	1
257	в одно	1	1
258	говорить о	6	1
259	чем то	2	1
260	мы и	1	1
261	понимания и	3	1
262	потому и	1	1
263	и оно	3	1
264	бы на	1	1
265	на то	4	1
266	говорит о	1	1
267	ничем не	3	1
268	от этого	2	1
269	было и	2	1
270	что они	6	1
271	или не	2	1
272	могло быть	1	1
273	такой термин	1	1
274	но внутренняя	1	1
275	даже не	7	1
276	оно существует	1	1
277	обращение не	1	1
278	начиная от	2	1
279	ту или	2	1
280	не к	1	1
281	своего существования	2	1
282	которая в	1	1
283	для всего	1	1
284	личности в	1	1
285	в общении	1	1
286	это новое	1	1
287	и их	7	1
288	себя самого	2	1
289	и эти	2	1
290	здесь как	1	1
291	чтобы быть	3	1
292	со своими	1	1
293	только при	1	1
294	исходить из	1	1
295	к языку	1	1
296	и всякий	1	1
297	в виде	1	1
298	было сказано	1	1
299	как можно	3	1
300	с ней	2	1
301	как таковая	2	1
302	вещь в	6	1
303	только о	1	1
304	к нему	1	1
305	как реальной	1	1
306	свое время	2	1
307	как раз	9	1
308	введение в	1	1
309	образом и	1	1
310	как нечто	2	1
311	быть только	3	1
312	независимо от	5	1
313	всем что	2	1
314	тем самым	1	1
315	личности и	1	1
316	что это	13	1
317	которая как	1	1
318	есть все	1	1
319	в конце	2	1
320	я думал	1	1
321	до сих	1	1
322	от того	3	1
323	как это	2	1
324	в понимании	1	1
325	в смысле	12	1
326	одному и	1	1
327	с другими	8	1
328	что человек	1	1
329	но она	3	1
330	только то	2	1
331	объекта и	1	1
332	на нем	1	1
333	вообще в	1	1
334	не на	1	1
335	наряду с	1	1
336	тем или	1	1
337	своей индивидуальной	1	1
338	то чтобы	3	1
339	это приводит	1	1
340	есть она	2	1
341	и вне	2	1
342	бы и	5	1
343	но исключительно	2	1
344	чего не	2	1
345	как некое	1	1
346	с тем	5	1
347	со всеми	1	1
348	утверждаю что	3	1
349	наличие в	1	1
350	не мог	1	1
351	действительности в	2	1
352	на что	1	1
353	общения это	2	1
354	необходимо чтобы	3	1
355	к существенным	1	1
356	является его	1	1
357	но только	3	1
358	уже было	1	1
359	а именно	1	1
360	вместе с	1	1
361	целое в	1	1
362	различных областях	1	1
363	и восприятие	1	1
364	с этой	4	1
365	дело в	4	1
366	раз и	1	1
367	действительности это	1	1
368	есть некая	2	1
369	в полной	1	1
370	к чему	1	1
371	смысле а	1	1
372	в нашей	1	1
373	к чему-то	1	1
374	еще только	1	1
375	и другие	1	1
376	в той	3	1
377	нет и	1	1
378	у них	1	1
379	всего к	1	1
380	мы видели	1	1
381	проблема в	1	1
382	суть то	1	1
383	переход от	1	1
384	людей между	1	1
385	может существовать	1	1
386	во всем	1	1
387	в этих	1	1
388	из его	2	1
389	того это	1	1
390	оно в	1	1
391	в россии	2	1
392	ту самую	1	1
393	при помощи	2	1
394	она еще	2	1
395	с точки	3	1
396	и прежде	1	1
397	этом по	1	1
398	или между	1	1
399	к личностному	1	1
400	еще и	8	1
401	между двумя	1	1
402	с данной	2	1
403	в современной	1	1
404	себе а	1	1
405	результате этого	1	1
406	на самом	1	1
407	мог бы	5	1
408	его поступки	1	1
409	принципе не	1	1
410	во все	1	1
411	из этих	1	1
412	то и	4	1
413	это и	6	1
414	уже одно	1	1
415	можно говорить	2	1
416	как вещь	9	1
417	и тоже	1	1
418	содержит в	4	1
419	если в	1	1
420	что такое	12	1
421	и мы	1	1
422	что на	2	1
423	чистом виде	1	1
424	другое дело	1	1
425	мы должны	2	1
426	и вся	1	1
427	и чем	3	1
428	в чем	6	1
429	не то	4	1
430	но уже	3	1
431	я в	2	1
432	этого зависит	1	1
433	поскольку я	1	1
434	и от	3	1
435	а только	3	1
436	не все	1	1
437	ни о	1	1
438	да и	3	1
439	когда она	4	1
440	его с	1	1
441	бы я	2	1
442	том как	1	1
443	очевидно что	1	1
444	всяком случае	2	1
445	в жизни	3	1
446	в слове	2	1
447	уже были	1	1
448	в новое	1	1
449	от субъекта	1	1
450	тем не	3	1
451	в и	2	1
452	определенный вид	1	1
453	не столько	1	1
454	общение с	9	1
455	мы его	1	1
456	она сама	5	1
457	зависит и	1	1
458	вопроса о	1	1
459	к сфере	1	1
460	не о	1	1
461	его и	2	1
462	она отличается	1	1
463	может с	1	1
464	тут же	2	1
465	в философии	5	1
466	новое время	1	1
467	и тому	1	1
468	сферы как	1	1
469	она могла	2	1
470	с ними	3	1
471	ни даже	1	1
472	но оно	1	1
473	этой книги	1	1
474	сам по	3	1
475	принципиально не	1	1
476	мне как	1	1
477	и кому	1	1
478	только потому	1	1
479	не будет	12	1
480	из своих	1	1
481	границами и	1	1
482	всех этих	1	1
483	чтобы не	1	1
484	по преимуществу	2	1
485	не вполне	2	1
486	от самых	1	1
487	они предстают	1	1
488	также не	1	1
489	значение в	1	1
490	это тоже	1	1
491	от целого	1	1
492	этом отношении	1	1
493	слова и	5	1
494	понятие как	1	1
495	в которой	1	1
496	чем она	1	1
497	а его	1	1
498	в учебниках	1	1
499	в научной	1	1
500	себя не	2	1
501	и кончая	1	1
502	или иную	2	1
503	себя и	4	1
504	мы можем	4	1
505	к истине	1	1
506	в результате	3	1
507	и притом	3	1
508	о них	1	1
509	и само	2	1
510	поэтому в	1	1
511	ибо это	1	1
512	познания в	1	1
513	ближе к	1	1
514	несмотря на	1	1
515	из того	2	1
516	теперь уже	1	1
517	представление о	1	1
518	той же	2	1
519	быть и	1	1
520	постановки вопроса	1	1
521	которое не	1	1
522	я не	4	1
523	нас в	3	1
524	что сила	1	1
525	нем нет	1	1
526	этих двух	2	1
527	основных и	1	1
528	не состоит	1	1
529	форме и	1	1
530	как от	1	1
531	как наиболее	1	1
532	и нет	1	1
533	достигает своего	1	1
534	если оно	4	1
535	мы не	6	1
536	ее к	2	1
537	в определенном	1	1
538	в меру	1	1
539	самом деле	4	1
540	в понятии	4	1
541	таким же	1	1
542	есть само	1	1
543	этого сказать	1	1
544	к своим	1	1
545	некое инобытие	2	1
546	что всякая	1	1
547	что она	15	1
548	сих пор	1	1
549	и то	10	1
550	обойтись без	2	1
551	и может	2	1
552	насмешек и	1	1
553	быть в	1	1
554	может стать	1	1
555	которое было	1	1
556	и более	1	1
557	всех прочих	3	1
558	действительности а	1	1
559	и это	14	1
560	это уже	1	1
561	как будто	1	1
562	только на	3	1
563	просто как	1	1
564	указать на	1	1
565	все еще	3	1
566	себе и	1	1
567	предстают перед	1	1
568	и делает	2	1
569	обычно в	1	1
570	не случайно	2	1
571	если бы	5	1
572	лежит в	1	1
573	от его	2	1
574	том или	1	1
575	на бумаге	1	1
576	к одному	3	1
577	чем не	2	1
578	тех или	5	1
579	предстает как	1	1
580	но это	10	1
581	но для	2	1
582	понимании в	1	1
