N	2gram	Tiupa_Teor_1	Problemy
190	человека с	2	3
191	большинстве случаев	1	3
192	нуждается в	1	3
193	а с	3	3
194	внутренний голос	2	3
195	вы как	1	3
196	со словом	1	3
197	по своему	2	3
198	же я	1	3
199	если не	1	3
200	бы в	1	3
201	другой стороны	5	3
202	я и	2	2
203	например в	1	2
204	здесь и	1	2
205	той же	1	2
206	героя но	1	2
207	совпадает с	3	2
208	своему смыслу	1	2
209	того же	3	2
210	меня в	1	2
211	столь же	2	2
212	во всех	1	2
213	в сторону	1	2
214	герой не	3	2
215	ними а	1	2
216	отличие от	6	2
217	за пределы	2	2
218	сама по	1	2
219	к третьему	1	2
220	в произведениях	2	2
221	в своем	4	2
222	к чему	2	2
223	в которой	2	2
224	в большинстве	2	2
225	раз в	1	2
226	можно лишь	1	2
227	героя к	1	2
228	вследствие этого	1	2
229	он должен	2	2
230	подобно тому	1	2
231	не бывает	1	2
232	бы они	1	2
233	те же	1	2
234	входит в	1	2
235	было бы	1	2
236	как другого	1	2
237	в жизни	2	2
238	мог бы	3	2
239	в них	2	2
240	всю жизнь	1	2
241	и того	3	2
242	но я	1	2
243	его воли	1	2
244	в отличие	6	2
245	своего рода	7	2
246	которые в	1	2
247	тем не	3	2
248	по ту	1	2
249	однако в	7	2
250	реплики и	1	2
251	между двумя	3	2
252	в той	2	2
253	тому что	2	2
254	я для	1	2
255	все без	1	2
256	и без	1	2
257	слова как	3	2
258	мире и	2	2
259	внутренней жизни	1	2
260	обращает на	1	2
261	входят в	1	2
262	слове о	2	2
263	очень часто	1	2
264	не является	4	2
265	отнюдь не	3	2
266	отличается от	2	2
267	той или	1	2
268	нет на	1	2
269	отказаться от	1	2
270	всей своей	1	2
271	так в	4	2
272	особенно в	1	2
273	жизнь и	1	2
274	собой и	1	2
275	с человеком	1	2
276	именно потому	1	2
277	о том	1	2
278	на нее	1	2
279	ибо и	1	2
280	в форме	2	2
281	и только	1	2
282	и мир	1	2
283	и пусть	1	2
284	обращены к	2	2
285	быть и	2	2
286	один из	2	2
287	но с	1	2
288	тот же	1	2
289	что даже	1	2
290	то в	2	2
291	и ее	3	2
292	при всей	1	2
293	с которыми	1	2
294	не входит	1	2
295	уже не	4	2
296	слова не	1	2
297	в душе	8	2
298	чего бы	1	2
299	ту сторону	1	2
300	и делает	1	2
301	нет в	1	2
302	или иной	4	2
303	слово в	1	2
304	к которому	3	2
305	было и	1	2
306	говорит о	1	2
307	с речью	1	2
308	не было	1	2
309	других для	1	2
310	точек зрения	1	2
311	весь его	1	2
312	о чем	1	2
313	и ему	1	2
314	и потому	2	2
315	себя за	1	2
316	тому как	1	2
317	остается в	1	2
318	на рынок	1	2
319	я к	1	2
320	более того	1	2
321	это уже	1	2
322	вопрос о	1	2
323	в другой	1	2
324	кто я?	1	2
325	я как	2	2
326	обращается к	2	2
327	не с	3	2
328	но именно	1	2
329	сказать что	3	2
330	того или	3	2
331	но наоборот	1	1
332	ту же	1	1
333	можно говорить	1	1
334	одним из	2	1
335	также и	1	1
336	чтобы не	1	1
337	человека и	1	1
338	начинается с	1	1
339	ты и	1	1
340	идет о	1	1
341	в первом	2	1
342	о тебе	1	1
343	это придает	1	1
344	по преимуществу	4	1
345	и больше	2	1
346	собою в	1	1
347	отношения к	2	1
348	в их	2	1
349	которыми он	1	1
350	несколько иной	1	1
351	со всех	1	1
352	смысле можно	1	1
353	в каждый	1	1
354	но она	2	1
355	бы ни	1	1
356	тон в	1	1
357	как впрочем	1	1
358	в каждой	1	1
359	всех сторон	1	1
360	свою очередь	2	1
361	собой в	1	1
362	героев или	1	1
363	другим в	1	1
364	я на	3	1
365	пусть будет	1	1
366	тем как	1	1
367	суда над	1	1
368	не все	3	1
369	а и	4	1
370	вступают в	1	1
371	они ни	1	1
372	в центре	1	1
373	независимо от	1	1
374	встречи с	1	1
375	первых двух	1	1
376	перед нами	2	1
377	могли бы	2	1
378	говорит что	2	1
379	вследствие своей	1	1
380	именно эта	1	1
381	еще на	1	1
382	в груди	1	1
383	за это	1	1
384	то я	1	1
385	в этой	3	1
386	этому я	1	1
387	с их	2	1
388	не приводит	1	1
389	и до	1	1
390	роль в	2	1
391	говорит не	1	1
392	говорят о	1	1
393	во многих	1	1
394	все человеческие	1	1
395	так с	1	1
396	не могла	1	1
397	роли в	5	1
398	я сама	1	1
399	в статье	1	1
400	к миру	1	1
401	литературных произведений	5	1
402	в узком	3	1
403	из виду	1	1
404	к собственному	1	1
405	в повествовательном	1	1
406	образ его	1	1
407	что может	2	1
408	его можно	1	1
409	заключает в	1	1
410	на то	1	1
411	одно и	1	1
412	и заключается	1	1
413	значительной степени	1	1
414	здесь мы	1	1
415	а затем	1	1
416	европейского искусства	1	1
417	авторского замысла	1	1
418	об этом	2	1
419	и внутренняя	1	1
420	другими людьми	1	1
421	то есть	12	1
422	о в	2	1
423	ко второму	1	1
424	и дает	1	1
425	делает его	2	1
426	в итоге	2	1
427	в мир	1	1
428	только одно	1	1
429	она и	1	1
430	этим и	1	1
431	нигде не	1	1
432	глазами другого	1	1
433	в романе	3	1
434	одного и	3	1
435	перед собой	1	1
436	и становится	1	1
437	в этих	3	1
438	в еще	1	1
439	места в	1	1
440	с ума	1	1
441	можно сказать	3	1
442	таким же	1	1
443	тем к	1	1
444	перед другим	1	1
445	не столько	1	1
446	на фоне	2	1
447	говорил о	1	1
448	на первой	1	1
449	но эта	1	1
450	художественного мира	2	1
451	теми же	1	1
452	и более	1	1
453	том же	1	1
454	слова ни	1	1
455	в повести	2	1
456	бы быть	1	1
457	ни были	1	1
458	с эстетической	1	1
459	взглянула на	3	1
460	случае в	1	1
461	без его	1	1
462	она не	1	1
463	на котором	1	1
464	всех без	3	1
465	в основе	3	1
466	не случайно	5	1
467	героев и	1	1
468	меня тогда	1	1
469	к такому	1	1
470	не приносит	1	1
471	человек как	1	1
472	этих двух	2	1
473	и по	2	1
474	ему и	1	1
475	с читателем	1	1
476	и теперь	1	1
477	связи с	1	1
478	речи рассказчика	1	1
479	каждая его	1	1
480	не могут	2	1
481	такого отношения	1	1
482	для такого	1	1
483	и другим	1	1
484	я но	1	1
485	он оказывается	1	1
486	строя но	1	1
487	для того	1	1
488	оно не	1	1
489	существенный момент	1	1
490	и о	4	1
491	того чтобы	1	1
492	момент в	1	1
493	ни одно	1	1
494	здесь не	1	1
495	говорит и	2	1
496	данном случае	5	1
497	на основе	2	1
498	он мог	1	1
499	в особенности	1	1
500	только не	2	1
501	в себя	3	1
502	зрения не	1	1
503	вопрос что	1	1
504	приводит к	5	1
505	значение в	1	1
506	с собой	1	1
507	можно было	1	1
508	времени и	2	1
509	каждого из	1	1
510	того и	1	1
511	но у	1	1
512	является в	1	1
513	между собой	3	1
514	другом а	1	1
515	ними и	1	1
516	в произведении	3	1
517	тех кто	1	1
518	никак не	1	1
519	героя не	1	1
520	что каждый	2	1
521	после того	1	1
522	в значительной	1	1
523	служит для	1	1
524	путь к	1	1
525	лишь путем	1	1
526	а говорит	1	1
527	ним и	1	1
528	вопрос кто	1	1
529	во всей	1	1
530	с матерью	1	1
531	весь последующий	1	1
532	во внешнем	1	1
533	перед тем	1	1
534	о своих	1	1
535	рядом является	1	1
536	от всех	1	1
537	происходит в	1	1
538	в формах	2	1
539	на которой	1	1
540	по своей	3	1
541	д и	1	1
542	ее к	1	1
543	в совершенном	1	1
544	должен быть	1	1
545	вмещает в	1	1
546	впрочем и	1	1
547	образа в	1	1
548	между этими	1	1
549	на мир	1	1
550	теперь в	1	1
551	с одной	2	1
552	себя в	6	1
553	из которого	3	1
554	для всех	1	1
555	точно и	1	1
556	пусть пусть	1	1
557	а напротив	2	1
558	обращения к	1	1
559	же явления	1	1
560	на свое	1	1
561	речи может	1	1
562	и их	1	1
563	никто не	2	1
564	ведь это	1	1
565	в прошлом	1	1
566	для меня	2	1
567	случае не	2	1
568	героя оно	1	1
569	ее на	1	1
570	лишь один	2	1
571	но из	1	1
572	о каком	1	1
573	не оказывается	1	1
574	на второй	1	1
575	действующих лиц	1	1
576	еще и	1	1
577	спорит с	1	1
578	в рассказе	2	1
579	жизнь в	1	1
580	же точно	1	1
581	не появляется	1	1
582	одну из	1	1
583	к его	2	1
584	человека к	3	1
585	требует от	1	1
586	в данном	8	1
587	на себя	2	1
588	но вы	1	1
589	на первом	1	1
590	я с	5	1
591	согласен с	1	1
592	главного героя	1	1
593	глаза в	2	1
594	художественное произведение	1	1
595	с иным	1	1
596	в аспекте	2	1
597	характерные для	1	1
598	вы говорите	1	1
599	не два	1	1
600	и позволяет	1	1
601	сам же	1	1
602	еще одна	1	1
603	каким бы	1	1
604	котором он	1	1
605	или в	3	1
606	между ними	4	1
607	которая в	1	1
608	жить и	2	1
609	действительной жизни	1	1
610	не объективно	1	1
611	все они	1	1
612	своей внутренней	2	1
613	над собою	1	1
614	помимо его	1	1
615	одной из	2	1
616	о своем	2	1
617	в свою	3	1
618	с ней	1	1
619	из тех	2	1
620	а со	1	1
621	для героя	1	1
622	из этого	1	1
623	речи как	1	1
624	в своих	1	1
625	героя как	1	1
626	причастности к	2	1
