N	2gram	Tiupa_Lite_3	Russkaja
210	и человек	1	2
211	во главе	1	2
212	в борьбе	1	2
213	даже не	1	2
214	к нему	1	2
215	народов и	1	2
216	другом для	1	2
217	совершенно не	3	2
218	проявляется в	1	2
219	так что	1	2
220	уже не	3	2
221	только на	1	2
222	в начале	4	2
223	но совершенно	1	2
224	к единой	1	2
225	к той	1	2
226	и вместе	2	2
227	и даже	2	2
228	а с	1	2
229	а не	12	2
230	себя на	1	2
231	в частности	11	2
232	так же	2	2
233	для обеих	1	2
234	их к	1	2
235	отношения к	3	2
236	есть и	1	2
237	но это	1	2
238	общественной жизни	1	2
239	этом и	1	2
240	и европейской	1	2
241	остается в	1	2
242	если не	2	2
243	и от	1	2
244	и однако	1	2
245	не должен	1	2
246	в зависимость	1	2
247	отношении к	1	2
248	бы его	1	2
249	и состоит	1	2
250	ее в	2	2
251	тем самым	7	2
252	в союзе	1	1
253	и действительно	1	1
254	того же	2	1
255	тех же	1	1
256	это и	1	1
257	определенные условия	1	1
258	идет о	1	1
259	общественном сознании	1	1
260	в среду	1	1
261	путем не	1	1
262	не признает	1	1
263	исходят из	1	1
264	свое место	3	1
265	что эти	1	1
266	исходит из	1	1
267	с таким	1	1
268	и за	1	1
269	лишь тогда	1	1
270	есть не	1	1
271	в каждый	1	1
272	в деле	1	1
273	с совестью	1	1
274	разумеется не	3	1
275	в создании	1	1
276	он был	1	1
277	именно этого	1	1
278	столь же	1	1
279	как путь	1	1
280	к этому	2	1
281	отказ от	2	1
282	в общем	1	1
283	очевидно что	1	1
284	себя центром	1	1
285	в истории	1	1
286	первый взгляд	1	1
287	данный момент	1	1
288	что первое	1	1
289	что касается	1	1
290	перед нами	1	1
291	в полном	2	1
292	когда он	2	1
293	что по	1	1
294	себе на	2	1
295	жизни нет	1	1
296	для которой	1	1
297	искусство и	1	1
298	еще на	2	1
299	свою родину	1	1
300	бы не	1	1
301	что к	1	1
302	то и	1	1
303	им в	2	1
304	тому же	5	1
305	двух других	1	1
306	вследствие этого	2	1
307	духовной культуры	1	1
308	в общении	1	1
309	вообще не	1	1
310	на его	3	1
311	тем не	1	1
312	отказа от	1	1
313	о которой	2	1
314	творца и	1	1
315	в принципе	2	1
316	надежда на	1	1
317	такого человека	1	1
318	же остается	1	1
319	такого же	1	1
320	значительной степени	1	1
321	таким каким	1	1
322	здесь мы	1	1
323	борьбы и	1	1
324	близкие по	1	1
325	а по	2	1
326	момент и	1	1
327	то есть	5	1
328	или даже	1	1
329	входит в	4	1
330	с другими	1	1
331	его личности	1	1
332	чтобы он	2	1
333	это не	5	1
334	в жизни	8	1
335	самых неблагоприятных	1	1
336	она и	2	1
337	все равно	1	1
338	и следовало	1	1
339	со своими	2	1
340	не всегда	2	1
341	жизни но	1	1
342	нет и	1	1
343	и того	1	1
344	на первый	1	1
345	от своего	1	1
346	что такая	1	1
347	нас не	1	1
348	где мы	1	1
349	в советской	2	1
350	оставаться самим	1	1
351	не столько	1	1
352	на свою	3	1
353	собой не	1	1
354	только но	1	1
355	и другого	2	1
356	культуре он	1	1
357	самобытность на	1	1
358	и эти	1	1
359	ни было	2	1
360	не требуется	1	1
361	вовсе не	1	1
362	даже в	4	1
363	власти хотя	1	1
364	своих интересов	1	1
365	не менее	2	1
366	мы были	2	1
367	к новым	1	1
368	не по	1	1
369	в основе	5	1
370	отличное от	1	1
371	чтобы стать	1	1
372	он с	1	1
373	только не	1	1
374	однако если	3	1
375	природы в	1	1
376	этих последних	1	1
377	и теперь	1	1
378	и сама	1	1
379	участию в	1	1
380	ибо каждая	1	1
381	этом отношении	5	1
382	мировой войны	2	1
383	общего врага	1	1
384	вот в	2	1
385	стороны и	2	1
386	нет ни	1	1
387	есть только	1	1
388	человека в	2	1
389	как только	1	1
390	и счастливым	1	1
391	те кто	3	1
392	же самое	2	1
393	как мы	2	1
394	становясь на	1	1
395	но по	1	1
396	с ее	3	1
397	свою очередь	1	1
398	но при	1	1
399	людей в	1	1
400	в ее	5	1
401	языка и	1	1
402	до самого	1	1
403	котором мы	1	1
404	что у	2	1
405	на службу	1	1
406	и себе	1	1
407	так и	9	1
408	не за	1	1
409	должна не	1	1
410	а там	1	1
411	быть может	2	1
412	деятельности в	1	1
413	тем чем	1	1
414	иное как	1	1
415	власти в	1	1
416	другом месте	1	1
417	одного из	2	1
418	современная русская	1	1
419	можно сказать	2	1
420	с другой	6	1
421	на точку	1	1
422	борьба с	1	1
423	а во	1	1
424	лишь поскольку	1	1
425	переходит в	1	1
426	не привело	1	1
427	когда оно	1	1
428	которые для	1	1
429	целиком в	1	1
430	чем и	1	1
431	себя однако	1	1
432	интеллигенции и	1	1
433	если эта	1	1
434	этой любви	1	1
435	в лице	2	1
436	по своей	3	1
437	один из	2	1
438	поэтому для	1	1
439	с ними	2	1
440	не идет	1	1
441	может оказаться	1	1
442	в обществе	1	1
443	в сторону	3	1
444	носит в	1	1
445	и у	1	1
446	нами и	1	1
447	людей то	1	1
448	на свое	2	1
449	а то	1	1
450	не вне	1	1
451	и других	1	1
452	за ним	2	1
453	к своим	2	1
454	роль и	1	1
455	и их	1	1
456	альфой и	1	1
457	мы рассмотрели	1	1
458	богу не	1	1
459	ее не	1	1
460	бытия и	1	1
461	случае не	1	1
462	связано с	1	1
463	превращается в	1	1
464	следует признать	2	1
465	но из	1	1
466	где есть	1	1
467	это будет	2	1
468	с общим	1	1
469	из двух	1	1
470	без того	1	1
471	влияние на	1	1
472	на ее	1	1
473	по своим	1	1
474	еще и	2	1
475	следовало ожидать	1	1
476	что не	2	1
477	а на	2	1
478	на этот	1	1
479	до конца	4	1
480	ничем не	1	1
481	не на	1	1
482	власти и	1	1
483	в свете	1	1
484	не об	1	1
485	в связи	1	1
486	в руках	1	1
487	мире есть	1	1
488	в преодолении	1	1
489	как это	3	1
490	речь не	1	1
491	культурой в	1	1
492	где прежде	1	1
493	содержат в	1	1
494	совершенно чуждый	1	1
495	понял что	1	1
496	человек с	2	1
497	быть не	2	1
498	материал для	1	1
499	каждый данный	1	1
500	с этой	2	1
501	своей жизни	2	1
502	числе и	2	1
503	самоопределения в	1	1
504	к другим	1	1
505	на все	1	1
506	это как	3	1
507	которая в	1	1
508	человек и	1	1
509	в те	1	1
510	и внешней	1	1
511	бы в	1	1
512	не будучи	1	1
513	к высокому	1	1
514	и все	1	1
515	и омегой	1	1
516	к ее	1	1
517	может и	1	1
518	в свою	2	1
519	отдельному человеку	1	1
520	с ней	2	1
521	из тех	1	1
522	была бы	1	1
523	к советской	1	1
524	к его	1	1
525	всех других	1	1
526	отношению к	4	1
527	себе но	1	1
528	том числе	3	1
529	они не	1	1
530	силы на	1	1
