N	2gram	Potebnia_M_1	FransuaR
172	в виде	1	2
173	не как	1	2
174	но дело	2	2
175	так например	3	2
176	в мире	3	2
177	его в	1	2
178	ни в	1	2
179	из нее	1	2
180	с тем	5	2
181	в слове	8	2
182	несмотря на	5	2
183	между собою	6	2
184	в развитии	1	2
185	или менее	1	2
186	для него	4	2
187	и при	3	2
188	в своей	3	2
189	в котором	1	2
190	с точки	3	2
191	в которых	1	2
192	когда эти	1	2
193	друг другу	3	2
194	если бы	14	2
195	и эти	1	2
196	не могли	2	2
197	между людьми	1	2
198	дело в	2	2
199	того как	6	2
200	что на	6	2
201	в каком	6	2
202	не потому	2	2
203	начиная с	1	2
204	языке и	1	2
205	исторической жизни	1	2
206	только не	2	2
207	то время	1	2
208	и совершенно	1	2
209	когда в	3	2
210	с ним	3	2
211	образом в	1	2
212	и постепенно	1	2
213	зрения на	1	2
214	язык и	5	2
215	и во	3	2
216	к нему	1	2
217	во всей	1	2
218	его должно	1	2
219	было бы	12	2
220	но с	2	2
221	что он	1	2
222	это не	7	2
223	на мир	1	2
224	вопрос об	3	2
225	и тела	1	2
226	судить о	3	2
227	уже в	1	2
228	только на	3	2
229	в известном	1	2
230	из них	1	2
231	в одном	8	2
232	к ним	2	2
233	в других	2	2
234	для того	3	2
235	человека и	1	2
236	далеко не	1	2
237	одной стороны	3	2
238	а на	1	2
239	то ни	3	2
240	языка в	6	2
241	его как	1	2
242	знания и	1	2
243	не может	22	2
244	с какою	2	2
245	вместе с	8	2
246	так же	5	2
247	между явлениями	2	2
248	он говорит	1	2
249	в данном	1	2
250	а не	21	2
251	времени с	1	2
252	в речи	1	2
253	с этой	2	2
254	но это	5	2
255	все же	6	2
256	и для	5	2
257	и практики	2	2
258	в эту	1	2
259	а в	5	2
260	между ними	1	2
261	другой стороны	5	2
262	те места	1	2
263	более или	1	2
264	к этому	1	2
265	то на	4	1
266	говоря о	1	1
267	предполагает что	1	1
268	начинается с	1	1
269	того же	3	1
270	языку и	1	1
271	и грамматических	2	1
272	языка нельзя	1	1
273	тем же	2	1
274	явления и	1	1
275	этого в	2	1
276	и могут	1	1
277	языке таким	1	1
278	а как	2	1
279	языков здесь	1	1
280	по мнению	3	1
281	или наоборот	1	1
282	вопрос о	4	1
283	из своих	1	1
284	нашел бы	1	1
285	равно как	1	1
286	жизни нашего	1	1
287	и народов	2	1
288	на свою	1	1
289	между этими	1	1
290	ему в	1	1
291	то это	5	1
292	личной и	1	1
293	по этому	2	1
294	наоборот как	1	1
295	в чем	1	1
296	явлений с	1	1
297	живых существ	2	1
298	а следовательно	1	1
299	одним словом	2	1
300	на сторону	1	1
301	то он	2	1
302	тогда еще	1	1
303	одном и	2	1
304	для других	1	1
305	по отношению	13	1
306	некоторые черты	1	1
307	себя в	1	1
308	приближается к	1	1
309	которые не	2	1
310	эту борьбу	1	1
311	одного и	2	1
312	в одной	1	1
313	формы выражения	1	1
314	с довольно	1	1
315	как в	10	1
316	для всех	5	1
317	стороны и	2	1
318	телесной жизни	1	1
319	в одних	2	1
320	на человека	1	1
321	на память	2	1
322	что по	3	1
323	было только	2	1
324	не можем	2	1
325	та же	1	1
326	ключ ко	1	1
327	эти отношения	3	1
328	он в	1	1
329	не исчерпывается	1	1
330	из этих	4	1
331	сущности и	1	1
332	одно время	1	1
333	им в	1	1
334	всем прочим	1	1
335	во многих	2	1
336	лица и	2	1
337	как он	1	1
338	но на	2	1
339	друг за	1	1
340	можно себе	2	1
341	этот процесс	1	1
342	жизнью и	1	1
343	по словам	1	1
344	не следует	5	1
345	ключ к	2	1
346	к одному	2	1
347	понятий и	1	1
348	из него	2	1
349	подобно тому	3	1
350	что ни	1	1
351	без исключения	1	1
352	в нее	1	1
353	можно было	1	1
354	с формами	1	1
355	же не	1	1
356	связанные с	1	1
357	и всем	1	1
358	те же	1	1
359	из самой	1	1
360	что мысль	4	1
361	на все	2	1
362	лишь в	1	1
363	больше в	1	1
364	это было	1	1
365	заключается в	3	1
366	с другими	1	1
367	жизнь народа	2	1
368	этом смысле	4	1
369	будущего и	1	1
370	только одно	1	1
371	само собою	2	1
372	время вполне	1	1
373	о которых	2	1
374	были в	1	1
375	место и	1	1
376	со своими	1	1
377	не всегда	1	1
378	новые формы	1	1
379	искать не	1	1
380	чем в	2	1
381	все средства	1	1
382	а отчасти	1	1
383	обратимся к	1	1
384	в один	2	1
385	понятия и	3	1
386	народа и	2	1
387	и частей	1	1
388	приближаются к	1	1
389	мысль и	1	1
390	не во	1	1
391	соприкосновение с	1	1
392	самое название	1	1
393	языков с	1	1
394	мысли и	9	1
395	бы мы	1	1
396	которые должны	1	1
397	такую же	1	1
398	времен и	2	1
399	на другую	1	1
400	есть еще	1	1
401	общего и	1	1
402	том же	2	1
403	времени а	1	1
404	показать что	1	1
405	возвращается к	1	1
406	этот мир	1	1
407	тому что	3	1
408	задачи и	1	1
409	степень его	1	1
410	выраженной в	1	1
411	она могла	1	1
412	самого начала	3	1
413	этими двумя	1	1
414	эти формы	2	1
415	не имеет	5	1
416	тогда когда	9	1
417	в науке	1	1
418	и притом	4	1
419	не чужд	1	1
420	не по	4	1
421	начинает с	1	1
422	и различных	1	1
423	все без	1	1
424	следовательно и	2	1
425	и всегда	2	1
426	в отношениях	2	1
427	на язык	7	1
428	народной жизни	2	1
429	в самой	3	1
430	и весь	1	1
431	что самое	2	1
432	таким путем	1	1
433	этих последних	3	1
434	в другую	2	1
435	при котором	2	1
436	и другая	1	1
437	это слово	1	1
438	как будто	2	1
439	этом отношении	1	1
440	тела и	1	1
441	отношении языка	1	1
442	уже о	1	1
443	не могут	4	1
444	могут быть	9	1
445	в категориях	1	1
446	по характеру	1	1
447	к тому	4	1
448	что оно	2	1
449	его с	2	1
450	то оно	2	1
451	в полной	1	1
452	имеет место	2	1
453	если же	5	1
454	где он	1	1
455	откуда он	1	1
456	и это	3	1
457	находясь в	1	1
458	не ограничивается	2	1
459	из всего	1	1
460	своего развития	1	1
461	в виду	2	1
462	встречаем и	1	1
463	но при	3	1
464	и человечности	1	1
465	здесь не	1	1
466	может только	1	1
467	неотделимые от	1	1
468	свою сторону	1	1
469	только то	2	1
470	с самого	3	1
471	и самого	1	1
472	так в	1	1
473	и характер	1	1
474	язык сам	1	1
475	на том	1	1
476	его самого	2	1
477	мог бы	2	1
478	которые он	1	1
479	еще в	1	1
480	к первому	3	1
481	мы в	2	1
482	такое сравнение	1	1
483	является в	1	1
484	для этого	2	1
485	которому принадлежит	1	1
486	смысле и	1	1
487	этого языка	2	1
488	каждый раз	4	1
489	на вопрос	1	1
490	и что	10	1
491	притом в	1	1
492	часто им	1	1
493	влияние на	2	1
494	утверждает что	2	1
495	на что	2	1
496	после того	1	1
497	что его	1	1
498	души при	2	1
499	для нас	9	1
500	как эта	1	1
501	по-видимому одним	1	1
502	в вопросах	1	1
503	там же	9	1
504	должно было	1	1
505	к последнему	2	1
506	от них	1	1
507	что первый	2	1
508	есть уже	3	1
509	есть с	1	1
510	все в	2	1
511	даже для	1	1
512	исторического развития	1	1
513	языка мы	1	1
514	в лице	1	1
515	в формах	1	1
516	оно и	3	1
517	и народа	5	1
518	том как	3	1
519	время когда	1	1
520	дело с	1	1
521	вперед и	1	1
522	что даже	2	1
523	явления в	1	1
524	и свобода	1	1
525	должен был	1	1
526	или же	3	1
527	бы ни	4	1
528	и тем	3	1
529	с нею	4	1
530	как нечто	1	1
531	вопроса о	2	1
532	языка как	5	1
533	в начале	2	1
534	другу как	1	1
535	но самое	1	1
536	не из	3	1
537	или даже	3	1
538	понятий в	2	1
539	за ним	2	1
540	ибо он	1	1
541	одно из	3	1
542	никто не	3	1
543	слова в	2	1
544	в языке	33	1
545	в прошлом	1	1
546	мы рассматривали	1	1
547	очевидно не	1	1
548	существует до	1	1
549	мы можем	2	1
550	как его	1	1
551	чтобы не	2	1
552	тем что	9	1
553	притом не	4	1
554	и вместе	2	1
555	образом что	2	1
556	чтобы показать	1	1
557	того что	8	1
558	с общим	1	1
559	хотя оно	1	1
560	себе представить	7	1
561	что дело	1	1
562	не один	1	1
563	говорить и	1	1
564	именно в	1	1
565	языка можно	3	1
566	и телесной	1	1
567	случаев в	1	1
568	такое же	1	1
569	по всей	1	1
570	на ней	1	1
571	предмет и	1	1
572	по внутренней	1	1
573	превращается в	1	1
574	язык именно	1	1
575	на этот	2	1
576	извне то	1	1
577	и непосредственно	1	1
578	и оно	1	1
579	в живой	2	1
580	под влиянием	2	1
581	все вообще	1	1
582	и вообще	3	1
583	было в	1	1
584	все более	3	1
585	при его	1	1
586	независимо от	6	1
587	за другом	1	1
588	например когда	1	1
589	их к	2	1
590	другу и	1	1
591	что за	1	1
592	своего языка	2	1
593	этой последней	1	1
594	природы человека	1	1
595	тело и	1	1
596	тому как	4	1
597	в тех	1	1
598	и там	1	1
599	как связь	1	1
600	быть только	5	1
601	даже с	2	1
602	раньше и	1	1
603	чувства и	13	1
604	как речь	1	1
605	этого слова	1	1
606	есть много	1	1
607	стремятся к	1	1
608	действительности есть	1	1
609	и другом	2	1
610	впечатлений от	1	1
611	явления а	1	1
612	нет ничего	2	1
613	к другим	2	1
614	в более	4	1
615	слова но	2	1
616	для выражения	1	1
617	к пониманию	1	1
618	и от	3	1
619	речи как	1	1
620	этой системы	1	1
621	о котором	3	1
622	и слова	2	1
623	с другою	2	1
624	не самого	2	1
625	к одной	3	1
626	от него	4	1
627	из ее	1	1
628	отражения в	1	1
629	еще более	2	1
630	тем более	2	1
631	язык не	5	1
632	которой мы	1	1
633	же в	2	1
634	язык это	1	1
635	но если	2	1
636	связь слова	1	1
637	по поводу	3	1
638	иначе чем	1	1
639	а первые	1	1
640	свет и	1	1
641	оживает в	1	1
642	нужно для	1	1
643	слово в	1	1
644	на другие	1	1
645	и только	2	1
646	их с	1	1
647	оно совершается	1	1
648	их сочетаний	1	1
649	отношению к	13	1
650	из этого	2	1
651	самом начале	1	1
652	время не	1	1
653	полной силе	1	1
654	всем этом	1	1
655	жизни и	2	1
656	практики и	1	1
657	это определение	1	1
658	как на	3	1
