N	2gram	Propp_Russ_1	StatiiOP
120	что по	4	3
121	и наконец	1	3
122	все эти	2	3
123	всех этих	2	3
124	на этом	3	3
125	что этот	4	3
126	нет в	1	3
127	показывает что	5	3
128	несмотря на	3	3
129	в их	4	3
130	что я	1	3
131	и более	2	3
132	тому что	4	3
133	во время	14	3
134	это слово	1	3
135	связи с	4	3
136	и здесь	2	3
137	сцены из	2	3
138	что все	1	3
139	представляют собою	1	3
140	и что	4	3
141	по этому	3	3
142	раньше чем	1	3
143	это несомненно	1	3
144	и его	1	3
145	вот что	1	3
146	уже не	6	3
147	уже в	1	3
148	не так	1	3
149	так как	15	3
150	в некоторых	4	3
151	не является	1	3
152	к которому	1	3
153	что для	1	3
154	до конца	2	3
155	с которым	1	3
156	что мы	1	3
157	его как	2	3
158	в связи	4	3
159	между прочим	2	3
160	к этому	4	3
161	в виде	6	3
162	в какой	2	3
163	того времени	1	3
164	к материалу	2	2
165	которого в	2	2
166	самом деле	1	2
167	такое же	2	2
168	значение он	1	2
169	и за	1	2
170	того же	1	2
171	в каждой	1	2
172	не был	1	2
173	во всех	4	2
174	только тогда	1	2
175	если в	3	2
176	к слову	2	2
177	с которыми	1	2
178	не просто	2	2
179	что они	7	2
180	что именно	2	2
181	его к	2	2
182	и последний	1	2
183	во многих	5	2
184	т д	9	2
185	с нашим	1	2
186	не как	1	2
187	том чтобы	1	2
188	и по	8	2
189	но все	3	2
190	то есть	3	2
191	известно что	1	2
192	а с	4	2
193	он и	1	2
194	мы не	6	2
195	в развитии	1	2
196	такой же	2	2
197	нас не	2	2
198	не столько	1	2
199	в которых	5	2
200	взгляд на	1	2
201	точку зрения	1	2
202	которые в	1	2
203	тем не	3	2
204	о русском	1	2
205	для этого	2	2
206	сам он	1	2
207	не менее	3	2
208	но они	3	2
209	как можно	2	2
210	считает что	1	2
211	дело не	1	2
212	и прочие	1	2
213	тогда когда	1	2
214	одна из	4	2
215	к этим	1	2
216	не имеет	6	2
217	и всегда	1	2
218	слова как	1	2
219	в русском	4	2
220	от того	1	2
221	начиная с	3	2
222	могут быть	2	2
223	к тому	4	2
224	как мы	10	2
225	не совсем	4	2
226	в виду	1	2
227	на основе	1	2
228	что у	2	2
229	или в	2	2
230	нас к	2	2
231	до нас	1	2
232	стихи как	1	2
233	внимание на	1	2
234	на что	2	2
235	и во	1	2
236	от них	3	2
237	в летописях	2	2
238	этому поводу	2	2
239	в форме	1	2
240	и других	7	2
241	еще не	4	2
242	и ее	1	2
243	есть в	1	2
244	и у	5	2
245	то и	1	2
246	что если	1	2
247	во втором	1	2
248	одно из	5	2
249	должен был	1	2
250	заметить что	1	2
251	г д	1	2
252	слово в	1	2
253	не потому	1	2
254	себя и	2	2
255	что не	1	2
256	но есть	2	2
257	не на	2	2
258	вместе с	10	2
259	но не	2	2
260	быть не	1	2
261	в это	3	2
262	этого слова	3	2
263	это был	1	2
264	очень большой	1	2
265	один из	8	2
266	с по	1	2
267	в духе	1	2
268	года в	2	2
269	в свою	3	2
270	быть назван	1	2
271	истории связанные	1	1
272	как известно	2	1
273	границы между	1	1
274	ту же	1	1
275	также и	1	1
276	который должен	1	1
277	а из	1	1
278	на самом	2	1
279	е годы	2	1
280	переход от	2	1
281	значения что	1	1
282	тем же	1	1
283	и так	1	1
284	в первом	1	1
285	по преимуществу	1	1
286	и до	2	1
287	на западе	2	1
288	должна быть	1	1
289	собственном смысле	1	1
290	видеть в	1	1
291	его через	1	1
292	из всех	1	1
293	в и	17	1
294	своих целях	1	1
295	собой как	1	1
296	этого нет	1	1
297	многих случаях	2	1
298	вопрос о	1	1
299	из своих	1	1
300	этом не	1	1
301	от своих	1	1
302	однако еще	1	1
303	еще до	2	1
304	этих четырех	1	1
305	на себя	2	1
306	и многочисленные	1	1
307	день на	1	1
308	ему в	1	1
309	направлением в	1	1
310	похожи на	1	1
311	дают возможность	1	1
312	и он	1	1
313	состоят из	2	1
314	и пытался	1	1
315	которую можно	1	1
316	и много	1	1
317	между собой	2	1
318	но этого	1	1
319	всего этого	1	1
320	истории в	1	1
321	н ф	1	1
322	имеем здесь	1	1
323	значении этого	1	1
324	и другие	13	1
325	к жизни	3	1
326	тех же	1	1
327	он давал	1	1
328	не все	1	1
329	очевидно что	1	1
330	а и	5	1
331	этой группы	1	1
332	писал не	1	1
333	которые не	3	1
334	в истории	1	1
335	показать что	1	1
336	россии в	1	1
337	в своем	3	1
338	однако не	1	1
339	когда он	2	1
340	целый ряд	1	1
341	и как	2	1
342	но эта	1	1
343	себе дело	1	1
344	с г	2	1
345	от этого	1	1
346	поэтому и	1	1
347	при таком	1	1
348	значения как	1	1
349	в употреблении	1	1
350	из жизни	1	1
351	представляет собой	4	1
352	за это	1	1
353	не нашли	1	1
354	время во	1	1
355	думать что	3	1
356	в дальнейшем	2	1
357	говорят о	1	1
358	дело так	1	1
359	как он	2	1
360	что она	2	1
361	в нем	2	1
362	связанные с	3	1
363	одно целое	1	1
364	он должен	1	1
365	этого вопроса	1	1
366	не к	1	1
367	смысле в	1	1
368	совпадают с	3	1
369	а затем	1	1
370	поэзии и	1	1
371	к другу	2	1
372	на этой	2	1
373	который у	1	1
374	силы они	1	1
375	чаще всего	3	1
376	этом мы	1	1
377	русском фольклоре	1	1
378	г где	1	1
379	мы видели	1	1
380	говорится о	2	1
381	мы знаем	1	1
382	чем в	2	1
383	в первые	2	1
384	можно считать	1	1
385	и некоторые	3	1
386	и того	1	1
387	их на	4	1
388	г о	1	1
389	что значит	1	1
390	себя внимание	1	1
391	как по	2	1
392	и при	1	1
393	не во	1	1
394	сам и	1	1
395	впрочем а	1	1
396	сумароков в	1	1
397	они уже	1	1
398	одном из	1	1
399	дает в	1	1
400	и один	1	1
401	и эти	1	1
402	не могли	1	1
403	что после	1	1
404	том же	2	1
405	на холмах	2	1
406	связь этого	1	1
407	этого мало	2	1
408	что есть	1	1
409	вплоть до	4	1
410	а иногда	4	1
411	иной раз	1	1
412	что ему	2	1
413	не о	1	1
414	любовью к	1	1
415	может служить	1	1
416	у русских	8	1
417	дело в	1	1
418	того как	5	1
419	к изучению	1	1
420	понимать его	1	1
421	можно судить	1	1
422	иметь в	1	1
423	значение этого	1	1
424	не могло	1	1
425	вытекает из	1	1
426	судя по	2	1
427	его от	2	1
428	сказывается и	1	1
429	в разных	3	1
430	не сохранилось	1	1
431	к вопросу	2	1
432	или как	1	1
433	явление в	1	1
434	того в	1	1
435	ее с	1	1
436	песенного типа	1	1
437	до того	2	1
438	обращает на	1	1
439	было не	1	1
440	очень интересный	1	1
441	такая точка	1	1
442	и другой	3	1
443	в сказках	1	1
444	в числе	2	1
445	не случайно	2	1
446	его с	4	1
447	в поле	3	1
448	же т	1	1
449	слова с	1	1
450	и г	1	1
451	также от	1	1
452	в работах	1	1
453	обычно в	1	1
454	для себя	1	1
455	как они	2	1
456	приходит к	1	1
457	здесь изображается	1	1
458	и о	1	1
459	нового стиля	1	1
460	свою очередь	2	1
461	к нам	2	1
462	только при	1	1
463	в собственном	1	1
464	в пределах	1	1
465	так в	4	1
466	приводит к	3	1
467	на том	1	1
468	и сам	1	1
469	в образе	2	1
470	можно было	1	1
471	здесь он	1	1
472	те же	1	1
473	они непосредственно	1	1
474	чем у	2	1
475	часто в	1	1
476	разного рода	1	1
477	основана на	1	1
478	о котором	1	1
479	и вообще	1	1
480	по мере	1	1
481	с ним	2	1
482	стремление к	1	1
483	означает что	2	1
484	но здесь	1	1
485	находится в	2	1
486	русской историей	1	1
487	вот почему	1	1
488	в раннем	1	1
489	влияние на	1	1
490	подобные же	1	1
491	и который	1	1
492	как у	1	1
493	должно было	2	1
494	связь между	2	1
495	говорить об	1	1
496	это имеет	2	1
497	что и	7	1
498	в древнем	3	1
499	хотел бы	1	1
500	сомнения в	1	1
501	также в	3	1
502	в свете	2	1
503	жизнь но	1	1
504	судить по	2	1
505	это приводит	1	1
506	по содержанию	3	1
507	же можно	1	1
508	был более	1	1
509	показывают что	2	1
510	в петербурге	1	1
511	в двух	1	1
512	его в	1	1
513	и две	1	1
514	он уже	1	1
515	который в	1	1
516	самые разнообразные	1	1
517	через их	1	1
518	можно установить	1	1
519	не можем	3	1
520	в значении	1	1
521	за счет	2	1
522	не дает	1	1
523	из них	8	1
524	только одно	1	1
525	и их	4	1
526	слова в	3	1
527	в одном	3	1
528	их посредство	1	1
529	даже к	1	1
530	иногда и	5	1
531	но что	2	1
532	он известен	1	1
533	во всей	1	1
534	но совершенно	1	1
535	в других	11	1
536	было воспринято	1	1
537	следует признать	1	1
538	смерти и	1	1
539	не противоречит	1	1
540	в очень	1	1
541	представляют собой	7	1
542	из приведенных	3	1
543	не были	2	1
544	возможно что	1	1
545	только у	2	1
546	и из	3	1
547	связаны с	3	1
548	ничего а	1	1
549	еще и	1	1
550	кто в	1	1
551	объясняется тем	1	1
552	иногда это	1	1
553	говорит о	1	1
554	по тем	1	1
555	же состоит	1	1
556	этому времени	1	1
557	не означает	2	1
558	ниже в	1	1
559	долгое время	1	1
560	о чем	3	1
561	там где	2	1
562	могущества и	1	1
563	совершенно очевидно	1	1
564	здесь следует	1	1
565	в одно	1	1
566	если не	1	1
567	люди в	1	1
568	уже давно	1	1
569	в частности	2	1
570	уверенности что	1	1
571	нет надобности	2	1
572	смысл который	1	1
573	первые годы	1	1
574	с м	1	1
575	каждые две	2	1
576	в данном	1	1
577	наряду с	1	1
578	в той	1	1
579	тому как	1	1
580	которые по	1	1
581	западной европе	2	1
582	по существу	4	1
583	два раза	1	1
584	xix в	13	1
585	какие же	2	1
586	служит уже	1	1
587	имеет много	1	1
588	и различные	1	1
589	направления в	2	1
590	но для	1	1
591	однако и	1	1
592	много но	1	1
593	тем и	2	1
594	п в	13	1
595	что очень	1	1
596	основаны на	2	1
597	на новый	2	1
598	это как	1	1
599	а к	1	1
600	совершенно иное	1	1
601	для нас	6	1
602	и все	1	1
603	или нет	1	1
604	и н	2	1
605	отсюда же	1	1
606	на такой	1	1
607	в период	1	1
608	какой степени	2	1
609	не знает	1	1
610	с русской	1	1
611	но можно	1	1
612	время но	1	1
613	мы здесь	1	1
614	является и	1	1
615	ко всему	1	1
616	становится очевидным	1	1
617	есть и	1	1
618	представляла собой	2	1
619	они возникли	1	1
620	жизни и	1	1
621	но эти	3	1
622	также не	1	1
623	свое внимание	1	1
624	через каждые	2	1
625	так же	3	1
626	все что	1	1
627	они не	1	1
