N	2gram	Tiupa_Lite_3	RusskieA
188	только часть	1	2
189	там где	3	2
190	в первые	1	2
191	только для	3	2
192	направления в	1	2
193	и для	4	2
194	когда он	2	2
195	поле и	1	2
196	не что	1	2
197	в своих	2	2
198	нас не	1	2
199	самом деле	3	1
200	тех же	1	1
201	в приведенном	1	1
202	в первом	2	1
203	из самых	1	1
204	по которым	1	1
205	по преимуществу	1	1
206	каждого кто	1	1
207	когда-то как	1	1
208	что эти	1	1
209	и ее	2	1
210	оно было	1	1
211	с таким	1	1
212	над ней	1	1
213	и за	1	1
214	по его	1	1
215	приходит к	1	1
216	поэзии и	2	1
217	мы уже	1	1
218	и цель	1	1
219	собой как	1	1
220	а некоторая	1	1
221	вопрос о	2	1
222	из своих	1	1
223	этом не	1	1
224	приводят к	1	1
225	говорить о	1	1
226	не вполне	2	1
227	три направления	1	1
228	и самой	1	1
229	не знают	1	1
230	власть над	1	1
231	кто же	1	1
232	того же	2	1
233	и он	1	1
234	в каждой	2	1
235	в отличие	5	1
236	в чем	1	1
237	с его	6	1
238	и продолжением	1	1
239	оно в	1	1
240	целом ряде	1	1
241	по отношению	4	1
242	в общем	1	1
243	очевидно что	1	1
244	себе и	1	1
245	он пишет	1	1
246	отличие от	5	1
247	значение имеет	1	1
248	можно приписать	1	1
249	в истории	1	1
250	общего с	1	1
251	и дети	1	1
252	она как	1	1
253	что касается	1	1
254	однако не	3	1
255	перед нами	1	1
256	и наконец	3	1
257	говорится в	1	1
258	с места	1	1
259	не оставляет	1	1
260	ни одна	1	1
261	то и	1	1
262	в себе	6	1
263	тому же	5	1
264	на то	2	1
265	в случае	2	1
266	века к	1	1
267	что было	1	1
268	он не	1	1
269	первой половине	2	1
270	не к	1	1
271	не как	2	1
272	собой не	1	1
273	в начале	4	1
274	рождества и	1	1
275	жизни здесь	2	1
276	подобно тому	2	1
277	не бывает	1	1
278	встречаются и	1	1
279	а затем	3	1
280	здесь мы	1	1
281	это образ	1	1
282	в совершенно	2	1
283	значение в	1	1
284	о котором	1	1
285	связаны не	1	1
286	его в	2	1
287	весь мир	1	1
288	и тем	3	1
289	нет в	1	1
290	к своим	2	1
291	в этой	8	1
292	со своими	2	1
293	не всегда	2	1
294	он и	2	1
295	ряде других	1	1
296	и того	1	1
297	там на	1	1
298	и при	2	1
299	взгляд на	3	1
300	во времена	1	1
301	в советской	2	1
302	место в	4	1
303	не столько	1	1
304	что я	5	1
305	одном из	2	1
306	из своей	1	1
307	того времени	1	1
308	такую же	1	1
309	и эти	1	1
310	что сам	1	1
311	и наоборот	2	1
312	прибегают к	1	1
313	сам он	1	1
314	природа и	2	1
315	г было	1	1
316	в то	9	1
317	тогда когда	1	1
318	это означает	1	1
319	тому кто	1	1
320	не по	1	1
321	в основе	5	1
322	от жизни	2	1
323	в самых	1	1
324	советской эпохи	1	1
325	слова как	1	1
326	впрочем в	1	1
327	в тексте	4	1
328	в труде	1	1
329	прежде чем	1	1
330	и его	6	1
331	и теперь	1	1
332	и сама	1	1
333	этом отношении	5	1
334	ему не	1	1
335	и всех	1	1
336	те кто	3	1
337	в своего	2	1
338	например по	1	1
339	с по	2	1
340	слова с	1	1
341	для себя	2	1
342	поклонение волхвов	1	1
343	и о	1	1
344	в виду	1	1
345	данном случае	4	1
346	в четвертом	1	1
347	на том	1	1
348	и сам	2	1
349	по этой	2	1
350	было в	1	1
351	во второй	2	1
352	имеется в	1	1
353	разного рода	1	1
354	жизнь и	1	1
355	быть может	2	1
356	если бы	2	1
357	по мере	1	1
358	свидетельствует о	1	1
359	в канун	1	1
360	обычно служит	1	1
361	внимание на	2	1
362	второй половине	1	1
363	при котором	1	1
364	но мы	1	1
365	ли не	1	1
366	чтобы вызвать	1	1
367	можно сказать	2	1
368	и который	1	1
369	нас в	1	1
370	к нему	1	1
371	во втором	2	1
372	в третьем	3	1
373	во всей	2	1
374	наконец в	3	1
375	было бы	2	1
376	взывали к	2	1
377	время между	1	1
378	что здесь	1	1
379	мое с	1	1
380	день ивана	1	1
381	для современного	1	1
382	что он	5	1
383	к их	1	1
384	и действительно	1	1
385	между и	1	1
386	который в	1	1
387	жизни как	2	1
388	том чтобы	2	1
389	своем дневнике	1	1
390	есть в	1	1
391	за руки	1	1
392	уже в	1	1
393	обращения к	1	1
394	в значении	1	1
395	же в	2	1
396	но совершенно	1	1
397	который по	1	1
398	есть когда	1	1
399	только одно	1	1
400	нуждается в	1	1
401	т п	1	1
402	случае не	1	1
403	следует признать	2	1
404	в текстах	1	1
405	не единственное	1	1
406	влияние на	1	1
407	как у	4	1
408	порвали с	1	1
409	на заре	1	1
410	еще и	2	1
411	тому как	3	1
412	что не	2	1
413	что для	1	1
414	обратиться к	1	1
415	связано с	1	1
416	в руках	1	1
417	возвращаясь к	1	1
418	подобного рода	1	1
419	борьбу и	1	1
420	становится ясным	1	1
421	если не	2	1
422	себя на	1	1
423	сюда же	1	1
424	этой же	1	1
425	можно будет	1	1
426	некоторые из	1	1
427	года не	1	1
428	в иных	3	1
429	будет происходить	1	1
430	в общую	1	1
431	в данном	4	1
432	в той	1	1
433	в первой	2	1
434	как средство	1	1
435	исходя из	1	1
436	и было	1	1
437	быть не	2	1
438	есть и	1	1
439	как только	1	1
440	с последним	1	1
441	слово для	1	1
442	это как	3	1
443	под названием	1	1
444	по дороге	2	1
445	для такого	2	1
446	от имени	1	1
447	производилось в	1	1
448	в двух	1	1
449	и все	1	1
450	для людей	1	1
451	в период	1	1
452	это все	1	1
453	на смену	3	1
454	не знает	2	1
455	сказать что	1	1
456	отношению к	4	1
457	оно не	2	1
458	для которой	1	1
459	и состоит	1	1
460	жизни и	3	1
461	в таком	1	1
462	они не	1	1
463	как на	3	1
