N	2gram	Trubetskoy_1	Vladivir
115	что если	3	4
116	вопрос о	3	4
117	но даже	3	4
118	еще не	5	4
119	но не	2	4
120	все же	13	4
121	но в	4	4
122	на то	9	4
123	было бы	3	4
124	ведь если	1	4
125	чем в	3	4
126	такой же	2	4
127	в котором	2	4
128	даже в	3	4
129	тому что	2	4
130	не имеет	1	4
131	только при	2	4
132	то время	2	4
133	в дальнейшем	2	4
134	никак не	1	4
135	по мнению	1	4
136	если мы	4	4
137	при помощи	3	4
138	от того	3	4
139	а с	4	4
140	до конца	1	4
141	и все	7	4
142	него в	2	4
143	в течение	4	4
144	по существу	6	4
145	в результате	9	4
146	мы должны	4	4
147	точно так	1	4
148	же как	3	3
149	на самом	7	3
150	и тут	1	3
151	я не	2	3
152	с большим	1	3
153	здесь не	1	3
154	бы то	2	3
155	заметим что	2	3
156	отличие от	3	3
157	независимо от	2	3
158	перед нами	1	3
159	всегда был	1	3
160	и у	4	3
161	уже в	1	3
162	из этих	8	3
163	в нем	3	3
164	при этом	9	3
165	раз навсегда	1	3
166	но все	5	3
167	то ни	3	3
168	том случае	4	3
169	в качестве	1	3
170	это было	1	3
171	это не	3	3
172	далеко не	5	3
173	этого не	1	3
174	не в	8	3
175	что этот	1	3
176	того чтобы	8	3
177	и притом	1	3
178	тех кто	5	3
179	сводится к	2	3
180	все то	2	3
181	отличается от	6	3
182	в виду	2	3
183	жизнь и	3	3
184	если бы	8	3
185	и вообще	3	3
186	находится в	1	3
187	настоящее время	2	3
188	к нему	2	3
189	как нечто	1	3
190	и весьма	1	3
191	и тем	1	3
192	по этому	2	3
193	с одной	3	3
194	мы знаем	10	3
195	не так	4	3
196	всяком случае	2	3
197	само собой	1	3
198	и только	2	3
199	именно в	5	3
200	а наоборот	3	3
201	вопросе о	2	3
202	в связи	3	3
203	мы видели	2	3
204	одной стороны	2	3
205	как бы	10	3
206	же самое	1	3
207	но для	2	3
208	и для	6	3
209	в настоящее	2	3
210	или не	1	3
211	вполне понятно	1	3
212	ее в	1	3
213	и эта	1	3
214	как на	4	3
215	в таком	4	3
216	во всяком	2	3
217	находить в	1	2
218	в этот	1	2
219	на ступени	1	2
220	и гораздо	1	2
221	должна быть	5	2
222	по его	2	2
223	есть не	1	2
224	мы не	1	2
225	совершенно так	4	2
226	имеет свою	1	2
227	на эти	1	2
228	в сущности	2	2
229	время как	1	2
230	не вполне	3	2
231	на себя	1	2
232	мало и	1	2
233	мы и	2	2
234	при таких	1	2
235	эти мысли	3	2
236	он сам	1	2
237	быть в	1	2
238	что его	4	2
239	но тогда	3	2
240	данном случае	3	2
241	но как	2	2
242	в сторону	2	2
243	а и	8	2
244	себе и	1	2
245	этого последнего	2	2
246	которые не	3	2
247	общего с	2	2
248	с этим	11	2
249	что касается	6	2
250	и наконец	3	2
251	и к	5	2
252	от этого	1	2
253	не очень	2	2
254	только то	2	2
255	в которой	5	2
256	в целом	5	2
257	так или	5	2
258	в нашем	3	2
259	но на	2	2
260	что она	1	2
261	и еще	1	2
262	как с	1	2
263	идеи и	1	2
264	если они	1	2
265	не к	1	2
266	в силу	7	2
267	и по	3	2
268	всех своих	1	2
269	случае если	5	2
270	одно и	1	2
271	же не	3	2
272	в другом	2	2
273	нечего и	3	2
274	стоит на	1	2
275	в жизни	3	2
276	о которых	6	2
277	с такой	1	2
278	на первый	2	2
279	в этих	3	2
280	к тем	2	2
281	и сейчас	4	2
282	что такая	1	2
283	с виду	1	2
284	можно найти	1	2
285	в вопросе	2	2
286	в их	4	2
287	оказывается что	5	2
288	знаем что	8	2
289	выше мы	4	2
290	и более	2	2
291	есть ничто	1	2
292	можно ли	2	2
293	вещи не	1	2
294	тем самым	3	2
295	что эта	4	2
296	она не	2	2
297	на него	2	2
298	иметь в	1	2
299	в разных	3	2
300	же время	2	2
301	по своей	7	2
302	связи с	4	2
303	что на	1	2
304	может показаться	1	2
305	не могут	4	2
306	бы это	1	2
307	в в	4	2
308	что оба	2	2
309	роль в	1	2
310	в мире	6	2
311	к первому	1	2
312	можно только	1	2
313	больше чем	1	2
314	но мы	1	2
315	что каждый	1	2
316	его в	5	2
317	и всю	1	2
318	видели выше	1	2
319	когда оно	1	2
320	бы в	3	2
321	но тут	1	2
322	быть и	5	2
323	но с	2	2
324	и так	2	2
325	мы будем	3	2
326	ясной и	1	2
327	то и	2	2
328	в нашей	1	2
329	в начале	2	2
330	свидетельствует о	1	2
331	а то	1	2
332	из них	5	2
333	мы находим	1	2
334	друг друга	2	2
335	только с	1	2
336	потому и	2	2
337	заметить что	1	2
338	для того	8	2
339	со стороны	1	2
340	или иначе	5	2
341	только к	1	2
342	которых мы	3	2
343	что несмотря	2	2
344	и психологии	1	2
345	выше всех	1	2
346	его всегда	1	2
347	что мы	4	2
348	как не	2	2
349	нет ничего	1	2
350	в европе	6	2
351	и выше	1	2
352	к своему	1	2
353	а если	1	2
354	на почве	3	2
355	наряду с	1	2
356	самого себя	4	2
357	таких условиях	1	2
358	с этой	3	2
359	для тех	1	2
360	при условии	2	2
361	вообще говоря	1	2
362	в одно	2	2
363	в с	3	2
364	об отношении	1	2
365	то не	1	2
366	но когда	1	2
367	только что	3	2
368	все они	5	2
369	на более	2	2
370	бы на	1	2
371	другой стороны	5	2
372	совершенно не	3	2
373	того же	9	2
374	к его	1	2
375	из этого	6	2
376	с его	1	2
377	же и	1	2
378	но еще	1	2
379	к этому	5	2
380	пор не	2	1
381	я и	1	1
382	а между	8	1
383	как известно	3	1
384	например в	1	1
385	по адресу	1	1
386	близкими к	1	1
387	деле ведь	1	1
388	и понимает	1	1
389	противоречие с	1	1
390	тех же	2	1
391	науки о	1	1
392	это и	1	1
393	и должны	1	1
394	из самых	1	1
395	только эти	1	1
396	из его	1	1
397	имели никакого	1	1
398	все те	1	1
399	из всех	5	1
400	развития человечества	2	1
401	которую мы	1	1
402	теперь мы	2	1
403	та же	3	1
404	что многие	2	1
405	от своих	1	1
406	благодаря тому	1	1
407	представление о	3	1
408	эти темы	1	1
409	должны занять	1	1
410	короткое время	1	1
411	и говорить	3	1
412	и самого	1	1
413	иное как	1	1
414	во всех	10	1
415	такого что	1	1
416	без которого	1	1
417	а следовательно	1	1
418	и главное	1	1
419	к которой	3	1
420	силы и	1	1
421	если в	1	1
422	в общем	6	1
423	очевидно что	3	1
424	него с	2	1
425	некоторые черты	1	1
426	существование в	2	1
427	и будет	2	1
428	нет и	1	1
429	отличаются от	1	1
430	что они	2	1
431	этих источников	1	1
432	к сожалению	1	1
433	него только	1	1
434	как в	1	1
435	которое на	1	1
436	понятно поэтому	1	1
437	и где	2	1
438	борьба эта	1	1
439	у в	2	1
440	что по	3	1
441	это просто	1	1
442	и свою	1	1
443	будет представлять	1	1
444	для ее	1	1
445	дело только	1	1
446	не быть	1	1
447	самые эти	1	1
448	очень многие	1	1
449	точку зрения	2	1
450	бы с	1	1
451	он в	1	1
452	бы не	1	1
453	а может	1	1
454	этой психологии	2	1
455	субъективный и	1	1
456	у а	1	1
457	больше всего	1	1
458	в свет	2	1
459	который у	1	1
460	о которой	2	1
461	зависит не	1	1
462	перестает быть	1	1
463	одно целое	1	1
464	вообще от	1	1
465	зрения в	1	1
466	к одному	1	1
467	в корне	1	1
468	и вот	1	1
469	их в	2	1
470	мало того	4	1
471	на земле	3	1
472	том и	2	1
473	что ни	1	1
474	различие между	1	1
475	и заключается	1	1
476	этом последнем	1	1
477	распространяется на	1	1
478	конечно в	2	1
479	начинать с	1	1
480	не трудно	1	1
481	на все	5	1
482	на этой	2	1
483	лишь в	5	1
484	все их	1	1
485	знает что	1	1
486	заключается в	2	1
487	тут надо	1	1
488	в человечестве	1	1
489	уже знаем	1	1
490	уму и	1	1
491	истории и	1	1
492	надо считать	1	1
493	после этого	1	1
494	ведь в	1	1
495	само собою	1	1
496	в них	2	1
497	рядом с	1	1
498	признавать что	1	1
499	во внимание	2	1
500	которой он	1	1
501	его теории	1	1
502	и такая	1	1
503	в один	2	1
504	смысл и	1	1
505	которую он	2	1
506	и европейские	1	1
507	и при	6	1
508	и их	5	1
509	еще менее	1	1
510	этого необходимо	1	1
511	как все	1	1
512	в такой	4	1
513	отсутствия у	1	1
514	и третий	1	1
515	и без	5	1
516	представить себе	2	1
517	то для	1	1
518	тоже будет	1	1
519	каким был	1	1
520	мы говорили	7	1
521	в которых	2	1
522	не исчерпывается	1	1
523	оно стало	1	1
524	признать что	3	1
525	является только	1	1
526	эта не	1	1
527	образом и	2	1
528	оба они	1	1
529	друг другу	1	1
530	не поймет	1	1
531	надо сказать	1	1
532	важную роль	1	1
533	только те	2	1
534	ни было	2	1
535	не тем	1	1
536	отрицательные стороны	1	1
537	с такими	1	1
538	том же	4	1
539	на всю	1	1
540	того кто	1	1
541	необходимо чтобы	1	1
542	человечество не	1	1
543	вникнуть в	1	1
544	этой работы	1	1
545	случае мы	1	1
546	сам он	1	1
547	почти все	2	1
548	этой области	4	1
549	тем этот	1	1
550	выше всякой	1	1
551	успех у	1	1
552	он тоже	2	1
553	ничего такого	1	1
554	с которой	1	1
555	что с	5	1
556	и другое	1	1
557	самого начала	1	1
558	этого нужно	1	1
559	одна из	2	1
560	что их	3	1
561	в науке	1	1
562	на себе	2	1
563	к этим	1	1
564	в основе	2	1
565	но вместе	1	1
566	преклонения перед	1	1
567	следовательно и	1	1
568	того как	1	1
569	и весь	1	1
570	очень мало	2	1
571	все дело	1	1
572	ему и	2	1
573	это слово	1	1
574	именно его	1	1
575	в процессе	2	1
576	всякий кто	1	1
577	доказать что	2	1
578	как будто	5	1
579	которая по	1	1
580	ли это	1	1
581	ярко выраженной	1	1
582	всему этому	3	1
583	и оно	1	1
584	начиная с	1	1
585	тогда и	1	1
586	разобраться в	2	1
587	и всех	1	1
588	только еще	1	1
589	всего в	1	1
590	скорее в	1	1
591	бы он	1	1
592	линии но	1	1
593	отсюда вытекает	1	1
594	что при	6	1
595	этот путь	1	1
596	человечества это	1	1
597	то им	1	1
598	с ее	2	1
599	всем этим	1	1
600	говоря уже	1	1
601	без всякого	1	1
602	последнее время	1	1
603	только не	2	1
604	в себя	2	1
605	с самого	1	1
606	так в	1	1
607	вопрос что	1	1
608	что вопрос	1	1
609	о тех	1	1
610	и сам	2	1
611	те же	2	1
612	ясно что	8	1
613	мы только	1	1
614	образом этот	1	1
615	веры в	2	1
616	высокой ступени	1	1
617	не имели	1	1
618	строго говоря	1	1
619	собой и	1	1
620	ли эти	1	1
621	стремление к	1	1
622	они расположены	1	1
623	лишь при	4	1
624	и нужно	1	1
625	каждый раз	1	1
626	то они	3	1
627	в самой	2	1
628	на вопрос	4	1
629	и поэтому	2	1
630	другими словами	2	1
631	язык и	1	1
632	более высокой	1	1
633	которого немыслим	1	1
634	и просто	1	1
635	что такой	1	1
636	как эта	1	1
637	может не	3	1
638	все та	1	1
639	к истине	1	1
640	все в	2	1
641	совершенно самостоятельно	1	1
642	которой мы	2	1
643	же самые	1	1
644	вся эта	1	1
645	а потому	5	1
646	для той	1	1
647	у другого	1	1
648	борьбе с	1	1
649	в глазах	2	1
650	во всей	1	1
651	же после	1	1
652	немыслимы без	1	1
653	кто в	1	1
654	которую в	1	1
655	гибель во	1	1
656	у обоих	3	1
657	и следовательно	1	1
658	и всякое	1	1
659	если это	2	1
660	видим что	1	1
661	тех пор	2	1
662	один из	1	1
663	то направление	1	1
664	истинный смысл	1	1
665	эту точку	1	1
666	что только	2	1
667	но неужели	1	1
668	мы видим	1	1
669	не ставит	1	1
670	всю свою	1	1
671	уже одно	1	1
672	будто бы	1	1
673	и греческой	1	1
674	самые разнообразные	1	1
675	этот факт	1	1
676	не происходит	1	1
677	с ярко	1	1
678	у столь	1	1
679	в эти	3	1
680	не то	3	1
681	самом деле	12	1
682	этому поводу	1	1
683	не отметить	1	1
684	считает себя	2	1
685	конечно не	3	1
686	вопроса о	1	1
687	этом что	2	1
688	эти черты	2	1
689	или через	1	1
690	тем чтобы	2	1
691	целого ряда	1	1
692	а это	2	1
693	на этих	1	1
694	этому вопросу	1	1
695	и других	2	1
696	собой на	1	1
697	у того	1	1
698	за ним	1	1
699	является большим	1	1
700	это обстоятельство	2	1
701	степени совершенства	1	1
702	не будут	2	1
703	конечно у	1	1
704	ними нет	1	1
705	иначе как	1	1
706	от тех	3	1
707	них мы	1	1
708	на их	1	1
709	указание на	1	1
710	но из	1	1
711	возможно что	1	1
712	в истинном	1	1
713	или иной	1	1
714	о своей	1	1
715	не надо	1	1
716	и из	2	1
717	до сих	8	1
718	свою историю	1	1
719	весьма многих	1	1
720	к которому	1	1
721	этой религии	1	1
722	представляет собою	2	1
723	себя и	2	1
724	на которых	1	1
725	что для	4	1
726	здесь дело	1	1
727	а сам	1	1
728	если эта	1	1
729	конечно на	1	1
730	а так	1	1
731	которого она	1	1
732	стоять на	1	1
733	в частности	2	1
734	необходимы для	1	1
735	из которых	4	1
736	в человеке	1	1
737	мы занимаемся	1	1
738	ибо это	1	1
739	по своему	5	1
740	к жизни	1	1
741	мы считаем	1	1
742	этот план	1	1
743	последнем случае	1	1
744	на эту	1	1
745	но этот	1	1
746	в тех	3	1
747	с тех	1	1
748	эту мысль	1	1
749	в состоянии	4	1
750	мыслится как	1	1
751	мы сказали	3	1
752	не создает	1	1
753	этого слова	2	1
754	на пути	1	1
755	психологии как	1	1
756	этом случае	4	1
757	в гораздо	2	1
758	того будет	1	1
759	сих пор	8	1
760	но так	2	1
761	все это	11	1
762	и таким	1	1
763	поэтому что	4	1
764	под общим	1	1
765	ближе к	3	1
766	делает человека	1	1
767	всего для	1	1
768	должны быть	3	1
769	пока еще	1	1
770	мире а	1	1
771	основных понятий	1	1
772	в более	1	1
773	только мы	2	1
774	и часто	1	1
775	ли в	1	1
776	потому не	1	1
777	не подлежит	3	1
778	тождественно с	1	1
779	между ними	2	1
780	выше есть	1	1
781	а к	2	1
782	развития и	1	1
783	у них	6	1
784	еще более	1	1
785	основанное на	1	1
786	от этих	1	1
787	даже при	1	1
788	не являются	1	1
789	из многочисленных	1	1
790	существование и	1	1
791	в свою	2	1
792	это все	1	1
793	с ней	1	1
794	не говоря	1	1
795	состоит из	4	1
796	более совершенным	1	1
797	ко всему	2	1
798	если она	1	1
799	допустить что	1	1
800	которой я	1	1
801	жизни и	2	1
802	и черты	1	1
803	и другие	1	1
804	он принадлежит	1	1
805	том числе	1	1
806	тоже с	1	1
807	все что	9	1
808	этой точки	1	1
809	они не	2	1
810	гораздо более	2	1
