N	2gram	Potebnia_M_3	Komedia
360	таким же	1	1
361	нас не	1	1
362	и без	7	1
363	во времена	2	1
364	между людьми	2	1
365	при существовании	1	1
366	не столько	2	1
367	от его	1	1
368	не даст	1	1
369	в памяти	1	1
370	стало быть	1	1
371	для многих	1	1
372	только для	1	1
373	образом и	3	1
374	начнем с	1	1
375	другом и	1	1
376	тем не	3	1
377	их в	2	1
378	том же	2	1
379	в устах	1	1
380	со многими	2	1
381	что например	3	1
382	любовь к	1	1
383	и необходимость	1	1
384	с точки	1	1
385	тем меньше	1	1
386	значение слова	5	1
387	тем самым	7	1
388	что эта	2	1
389	с которой	1	1
390	легко представить	1	1
391	это дает	1	1
392	на себе	1	1
393	как о	2	1
394	первая половина	1	1
395	иметь в	2	1
396	как много	1	1
397	не составляют	3	1
398	однако если	1	1
399	ничего не	1	1
400	в разных	2	1
401	же после	1	1
402	более что	1	1
403	буквальном смысле	2	1
404	и теперь	6	1
405	сводится к	1	1
406	здесь же	1	1
407	из того	2	1
408	людьми не	1	1
409	к соединению	1	1
410	без слов	4	1
411	этот образ	4	1
412	в области	2	1
413	в каком	5	1
414	представляется нам	1	1
415	нет ни	2	1
416	и бесконечные	1	1
417	сомнение в	1	1
418	отличается от	1	1
419	стремлением к	1	1
420	заставляющая его	1	1
421	его с	2	1
422	как для	1	1
423	тем еще	1	1
424	для его	1	1
425	они очень	1	1
426	отказаться от	2	1
427	из себя	2	1
428	ср с	1	1
429	должен быть	1	1
430	для себя	3	1
431	приходит к	1	1
432	от друга	1	1
433	происходит и	1	1
434	такое что	1	1
435	ни одно	1	1
436	только при	2	1
437	с каким	2	1
438	полное право	1	1
439	в собственном	2	1
440	представим себе	1	1
441	в душу	1	1
442	мысль о	5	1
443	что само	1	1
444	произведения и	1	1
445	нельзя сказать	3	1
446	убеждение в	1	1
447	времени и	1	1
448	том случае	1	1
449	было в	1	1
450	каждого из	2	1
451	мог бы	1	1
452	влиянию на	1	1
453	но никак	2	1
454	остается только	2	1
455	жизнь и	1	1
456	не имели	1	1
457	радость при	1	1
458	о котором	1	1
459	остановимся на	1	1
460	с ним	6	1
461	не меньше	1	1
462	помнить что	1	1
463	не дай	1	1
464	в порядке	1	1
465	и другому	1	1
466	и та	2	1
467	при неожиданном	1	1
468	но мы	2	1
469	никак не	3	1
470	своей стороны	1	1
471	как ее	2	1
472	его жизни	2	1
473	одного из	1	1
474	все его	1	1
475	этим сочетанием	1	1
476	там же	6	1
477	нас в	1	1
478	различие в	1	1
479	на отношения	1	1
480	но столь	1	1
481	в которую	1	1
482	гораздо чаще	1	1
483	от них	2	1
484	является средством	1	1
485	я думаю	2	1
486	но нет	1	1
487	искусства к	1	1
488	что же	2	1
489	полагать что	1	1
490	них в	1	1
491	соединенное с	1	1
492	и следовательно	3	1
493	если это	1	1
494	следовало бы	1	1
495	впрочем не	1	1
496	без нее	2	1
497	как например	1	1
498	образов и	2	1
499	мы видим	2	1
500	что даже	4	1
501	не идет	1	1
502	свет стоит	1	1
503	то он	2	1
504	приходит в	1	1
505	однако она	1	1
506	по этому	1	1
507	человека с	1	1
508	котором речь	1	1
509	конечно не	1	1
510	только на	3	1
511	то и	6	1
512	чем они	1	1
513	не все	4	1
514	в сознании	15	1
515	для него	9	1
516	не находит	1	1
517	в известной	1	1
518	могло бы	1	1
519	ничего но	1	1
520	слово как	5	1
521	как его	1	1
522	на меня	1	1
523	значение только	2	1
524	в очень	1	1
525	к самому	1	1
526	на стороне	2	1
527	имели бы	1	1
528	из двух	3	1
529	и даже	2	1
530	и произведения	1	1
531	на ее	1	1
532	без следа	1	1
533	уже при	1	1
534	не один	2	1
535	на чем	2	1
536	и образов	1	1
537	а с	2	1
538	на которые	1	1
539	по всей	1	1
540	то ее	1	1
541	что не	8	1
542	пробудить в	1	1
543	к более	1	1
544	этого не	3	1
545	не на	1	1
546	не означает	1	1
547	а не	15	1
548	другой стороны	4	1
549	ни о	3	1
550	там где	3	1
551	одна и	1	1
552	несмотря на	2	1
553	нечто такое	1	1
554	свою очередь	3	1
555	связь с	3	1
556	в переносном	1	1
557	него в	1	1
558	других случаях	1	1
559	или по	1	1
560	в разной	1	1
561	со словом	4	1
562	власть над	1	1
563	к своему	2	1
564	предположить что	1	1
565	он говорит	2	1
566	видя в	1	1
567	этих словах	1	1
568	себя то	1	1
569	и там	1	1
570	именно в	3	1
571	то к	3	1
572	исходя из	1	1
573	и серьезного	1	1
574	серьезного человека	1	1
575	быть не	2	1
576	что последние	1	1
577	еще раз	2	1
578	судить о	1	1
579	а то	1	1
580	за ним	3	1
581	значительного числа	1	1
582	в более	1	1
583	в одно	3	1
584	от человека	1	1
585	ее содержания	1	1
586	случае если	1	1
587	только теперь	1	1
588	само по	3	1
589	в результате	1	1
590	когда он	1	1
591	не с	1	1
592	составляющих его	1	1
593	тем более	4	1
594	и как	5	1
595	том чтобы	2	1
596	большого числа	1	1
597	хотя в	1	1
598	в искусстве	3	1
599	с он	1	1
600	встречается в	1	1
601	в системе	2	1
602	одно понятие	1	1
603	к ее	1	1
604	с людьми	1	1
605	нам не	1	1
606	в общих	1	1
607	между ними	1	1
608	не знает	3	1
609	сказать что	5	1
610	только как	5	1
611	была бы	4	1
612	лишь тогда	2	1
613	равно как	1	1
614	в свою	3	1
615	забывать что	1	1
616	в последнем	3	1
617	первом случае	2	1
618	свою долю	1	1
619	а может	1	1
620	точно так	12	1
621	и эта	1	1
622	цель его	2	1
623	думать что	5	1
624	так же	3	1
625	как на	5	1
626	все что	4	1
