N	2gram	Bakhtin_fo_2	Problemy
246	в этот	3	2
247	в которой	1	2
248	бы и	1	2
249	всего романа	2	2
250	еще один	1	2
251	как он	2	2
252	так сказать	7	2
253	вообще не	1	2
254	при этом	6	2
255	всех этих	7	2
256	их в	4	2
257	что тут	1	2
258	и по	3	2
259	на этом	2	2
260	ни был	1	2
261	а затем	3	2
262	что все	2	2
263	это было	1	2
264	было в	1	2
265	ни в	1	2
266	все равно	1	2
267	глаза и	1	2
268	несколько абстрактный	1	2
269	в тоне	1	2
270	и того	1	2
271	в этих	3	2
272	как все	1	2
273	с точки	8	2
274	в отличие	1	2
275	но эта	2	2
276	войти в	1	2
277	как можно	3	2
278	тому что	1	2
279	вопрос о	1	2
280	уст в	1	2
281	но что	1	2
282	слово и	1	2
283	этих двух	1	2
284	и лишь	1	2
285	по своей	1	2
286	такая же	1	2
287	мире и	2	2
288	очень часто	2	2
289	лежит в	2	2
290	бы он	1	2
291	и он	4	2
292	здесь еще	3	2
293	и самое	4	2
294	всем этим	1	2
295	без всякого	2	2
296	характер и	1	2
297	так в	1	2
298	в дальнейшем	5	2
299	он так	2	2
300	с собой	1	2
301	здесь он	1	2
302	те же	6	2
303	времени и	1	2
304	особенно в	2	2
305	жизнь и	3	2
306	благодаря этому	1	2
307	и вообще	1	2
308	о том	4	2
309	и та	2	2
310	у другого	1	2
311	и об	1	2
312	в самый	1	2
313	быть и	2	2
314	за исключением	1	2
315	мы увидим	1	2
316	что даже	1	2
317	то в	2	2
318	иной характер	1	2
319	в произведении	1	2
320	себя в	1	2
321	конечно не	4	2
322	эпизод с	1	2
323	в большинстве	3	2
324	иной форме	1	2
325	большинстве случаев	3	2
326	в роман	2	2
327	каждый из	2	2
328	уже и	1	2
329	связан с	1	2
330	что на	3	2
331	здесь в	6	2
332	такое же	1	2
333	на этот	1	2
334	на друга	2	2
335	в рассказе	1	2
336	точек зрения	1	2
337	одна и	2	2
338	мы видели	2	2
339	вместе с	9	2
340	не знал	1	2
341	с этой	4	2
342	это уже	1	2
343	в речи	1	2
344	и события	1	2
345	и ни	1	2
346	первой книги	1	2
347	в последнем	2	2
348	но эти	3	2
349	с глубоким	1	1
350	ту же	2	1
351	кто бы	1	1
352	и цельного	1	1
353	начинается с	1	1
354	мы здесь	1	1
355	характера а	1	1
356	же был	1	1
357	здесь и	1	1
358	по преимуществу	1	1
359	и до	2	1
360	и больше	1	1
361	отношения к	4	1
362	в их	3	1
363	которыми он	1	1
364	есть не	1	1
365	со всех	1	1
366	мы не	1	1
367	которую мы	1	1
368	эпизоде с	4	1
369	что уже	1	1
370	почти все	3	1
371	есть нечто	1	1
372	когда герой	1	1
373	они были	2	1
374	ему в	3	1
375	тон в	1	1
376	того же	3	1
377	здесь с	1	1
378	всех сторон	1	1
379	проявляется в	1	1
380	свою очередь	1	1
381	более глубокий	1	1
382	там это	1	1
383	разумеется не	1	1
384	с народом	1	1
385	он был	2	1
386	глубокой и	1	1
387	бы она	2	1
388	в изображении	1	1
389	все больше	1	1
390	он строит	1	1
391	ее до	1	1
392	тех же	1	1
393	в качестве	3	1
394	менее всего	1	1
395	вступают в	2	1
396	друг от	2	1
397	в главе	7	1
398	между словом	1	1
399	одного момента	2	1
400	отнюдь не	4	1
401	из уст	1	1
402	тем более	3	1
403	и пр	2	1
404	кроме того	3	1
405	и точность	2	1
406	ряд примеров	1	1
407	многообразие и	1	1
408	что по	1	1
409	главных героев	2	1
410	вовлекается в	1	1
411	них как	1	1
412	в письмах	1	1
413	мы это	1	1
414	примеров достаточно	1	1
415	ни один	1	1
416	он там	1	1
417	романа это	1	1
418	имеет громадное	2	1
419	форме диалога	1	1
420	есть как	1	1
421	в этой	2	1
422	самая распространенная	1	1
423	эти новые	1	1
424	романа но	1	1
425	особое место	2	1
426	роль в	3	1
427	жизнь как	2	1
428	все человеческие	2	1
429	не могла	2	1
430	его но	1	1
431	человек не	2	1
432	вследствие этого	1	1
433	он ни	1	1
434	а вовсе	1	1
435	прямо начинается	1	1
436	весь и	2	1
437	был и	1	1
438	исповедь и	1	1
439	к собственному	1	1
440	чтобы в	1	1
441	вот отчего	1	1
442	из него	1	1
443	никому не	1	1
444	так например	1	1
445	они на	1	1
446	человека в	6	1
447	всех отношениях	1	1
448	здесь мы	3	1
449	и характер	1	1
450	этот отрывок	1	1
451	об этом	1	1
452	и внутренняя	1	1
453	них не	1	1
454	глубокий и	1	1
455	мире как	1	1
456	это когда	3	1
457	в непосредственном	5	1
458	сразу с	1	1
459	но нам	1	1
460	более глубокой	2	1
461	здесь это	2	1
462	участие в	1	1
463	по всему	3	1
464	далеко не	2	1
465	разобранные нами	1	1
466	для чего	2	1
467	их лишь	1	1
468	и создают	1	1
469	такою же	1	1
470	и было	4	1
471	в один	1	1
472	нисколько не	1	1
473	одного и	1	1
474	мы как	1	1
475	бы на	1	1
476	том как	3	1
477	уста в	1	1
478	и ее	1	1
479	же это	1	1
480	очень типичен	1	1
481	еще нет	3	1
482	а само	1	1
483	построить всю	1	1
484	призыв к	1	1
485	которые в	1	1
486	другом и	1	1
487	с такою	2	1
488	ко всему	1	1
489	и эти	1	1
490	по ту	2	1
491	без всяких	1	1
492	и более	2	1
493	гл vi	1	1
494	он перестраивает	1	1
495	том же	4	1
496	в устах	1	1
497	и почти	2	1
498	любви и	1	1
499	этом выражении	1	1
500	начиная от	1	1
501	громадное значение	5	1
502	в таких	1	1
503	она не	2	1
504	иной раз	1	1
505	зрения другого	3	1
506	на котором	2	1
507	правда в	1	1
508	дело в	1	1
509	одна из	1	1
510	на два	1	1
511	слову и	1	1
512	о рае	1	1
513	в основе	6	1
514	миру но	1	1
515	материала в	1	1
516	героев и	4	1
517	того чтобы	8	1
518	чем не	2	1
519	вообще нет	1	1
520	и всегда	2	1
521	в самой	2	1
522	слова как	1	1
523	и весь	2	1
524	в форму	1	1
525	того в	1	1
526	как она	1	1
527	к вам	1	1
528	есть это	1	1
529	связи с	8	1
530	здесь же	1	1
531	входят в	1	1
532	этом отношении	2	1
533	не до	1	1
534	есть у	1	1
535	среди них	1	1
536	вернемся к	3	1
537	не могут	1	1
538	когда мы	1	1
539	сказать только	1	1
540	же самое	3	1
541	всего в	3	1
542	как для	1	1
543	для того	8	1
544	оно не	1	1
545	я тебя	1	1
546	приходит к	1	1
547	образы и	1	1
548	элементы этого	1	1
549	от друга	2	1
550	как не	1	1
551	в некоторых	2	1
552	здесь не	2	1
553	данном случае	1	1
554	из приведенных	1	1
555	для читателя	1	1
556	сочетается с	1	1
557	в особенности	6	1
558	него самого	1	1
559	в себя	2	1
560	но мы	1	1
561	то время	1	1
562	мы наблюдаем	3	1
563	на свой	1	1
564	дано в	2	1
565	и совершенно	3	1
566	концов он	1	1
567	в нескольких	1	1
568	это вовсе	1	1
569	здесь как	1	1
570	слова у	1	1
571	к самой	1	1
572	она была	1	1
573	кого и	1	1
574	по сравнению	1	1
575	которое здесь	1	1
576	и пересекаются	1	1
577	если бы	1	1
578	землю но	1	1
579	построена на	1	1
580	но здесь	2	1
581	находится в	2	1
582	все дело	1	1
583	и человека	1	1
584	и должно	2	1
585	пересекаются с	1	1
586	но к	1	1
587	и поэтому	1	1
588	оно лишено	1	1
589	никак не	1	1
590	романа мы	1	1
591	и силен	1	1
592	в значительной	1	1
593	с известной	1	1
594	не выходит	1	1
595	условности и	2	1
596	как тот	1	1
597	все в	2	1
598	к последнему	1	1
599	вся эта	1	1
600	гл i	1	1
601	функций в	1	1
602	на одном	1	1
603	и только	2	1
604	бы поставить	1	1
605	даже для	1	1
606	которой в	1	1
607	следовало бы	1	1
608	и точным	1	1
609	для самого	1	1
610	все выше	1	1
611	что здесь	2	1
612	в формах	1	1
613	что будет	1	1
614	один из	2	1
615	здесь человек	1	1
616	ее к	2	1
617	и дело	1	1
618	как пародия	1	1
619	и действительно	1	1
620	ибо то	1	1
621	дана в	3	1
622	еще и	1	1
623	действительной жизни	1	1
624	у тебя	1	1
625	всех его	1	1
626	бы ни	1	1
627	в уста	2	1
628	с одной	2	1
629	где они	1	1
630	для всех	1	1
631	есть в	1	1
632	не входит	1	1
633	гл ii	2	1
634	то и	1	1
635	всем его	1	1
636	и никого	1	1
637	же явления	1	1
638	быть что	1	1
639	этот момент	1	1
640	на свое	1	1
641	рано или	1	1
642	и других	2	1
643	или просто	1	1
644	превращаются в	1	1
645	и путем	1	1
646	характерно что	2	1
647	больше и	2	1
648	свой собственный	1	1
649	и прямой	1	1
650	себе в	1	1
651	явлениями и	1	1
652	руки и	1	1
653	ведь это	1	1
654	события которое	1	1
655	не для	2	1
656	всех событий	1	1
657	и стремится	1	1
658	первому слову	1	1
659	сказать более	1	1
660	говорил он	1	1
661	быть по	1	1
662	и вместе	1	1
663	ее на	1	1
664	они становятся	1	1
665	в очень	1	1
666	момент в	1	1
667	или поздно	1	1
668	не были	2	1
669	со всем	1	1
670	без всякой	1	1
671	до сих	2	1
672	мы скажем	1	1
673	форме и	1	1
674	на которые	1	1
675	мы еще	3	1
676	пародии на	1	1
677	и их	4	1
678	романа этот	1	1
679	после этих	1	1
680	у других	1	1
681	самому к	1	1
682	не на	3	1
683	о чем	3	1
684	него не	1	1
685	или с	1	1
686	этот принцип	1	1
687	если не	2	1
688	все более	1	1
689	человек в	2	1
690	и потому	2	1
691	внутреннего человека	1	1
692	в данном	2	1
693	что весь	1	1
694	того здесь	1	1
695	художественного мира	1	1
696	со всею	1	1
697	в тот	1	1
698	как средство	1	1
699	конечно и	1	1
700	более и	1	1
701	у стерна	1	1
702	этом случае	2	1
703	можно сказать	2	1
704	сих пор	2	1
705	в основном	8	1
706	только для	2	1
707	о его	2	1
708	в аспекте	2	1
709	обращения к	1	1
710	имел в	1	1
711	его стиль	1	1
712	не является	3	1
713	пор еще	1	1
714	каким бы	1	1
715	совершенства а	1	1
716	в результате	1	1
717	между ними	2	1
718	которая в	1	1
719	в двух	2	1
720	в отдельных	1	1
721	ее во	1	1
722	лишь как	1	1
723	в романе	13	1
724	еще более	4	1
725	своих героев	1	1
726	второй книги	2	1
727	на более	1	1
728	же в	4	1
729	самосознание и	1	1
730	друга но	1	1
731	требует чтобы	1	1
732	же тонах	1	1
733	в свою	1	1
734	но этот	1	1
735	и жизнь	1	1
736	в заключение	2	1
737	и внешние	1	1
738	правда все	1	1
739	и другие	3	1
740	все основные	2	1
741	к этому	3	1
742	как на	2	1
